MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.003436373105942039	0.0011190750820969696	0.02842067452147603	0.04761493222322315	0.014973272546194493	0.21690822161734105	0.013284060715377563
1:Del:C:1	0.0008161050114358658	0.0028337916270538698	0.010106681017205119	0.043818024243228136	0.012340824231505393	0.10096520021557807	0.001661099782868405
1:Del:C:2	0.0014516242302488535	0.0007973925959049666	0.0061079793144017454	0.02240329540800303	0.0012222614188794978	0.05886989909224212	0.0028209190714733267
1:Del:C:3	0.004622739658225327	0.0014761733321938663	0.0023581285087857394	0.010452642301097513	0.0021704058536852243	0.026389473602175712	0.001202097855939428
1:Del:C:4	0.01122937647625804	0.00036981134757297696	0.0022037984419148414	0.005208683965684031	0.0015267809184524594	0.01532658361364156	0.0006711141955747735
1:Del:C:5	0.03942104326561093	0.004700814617681317	0.0006718077544428524	0.006093428709343698	0.004059142608457478	0.009946142996195704	0.004067985436413437
1:Del:T:0	0.0019304502313025297	0.006369523159228265	0.010433486010879279	0.07363755917875096	0.029874640407506377	0.04699988190084696	0.007638074197166134
1:Del:T:1	0.0018165147816762328	0.002578703275648877	0.0026501044278847987	0.05937646382139064	0.02021736590540968	0.030947273815982043	0.004583412264910294
1:Del:T:2	0.004591920063830912	0.00132610482814016	0.012862804718315602	0.04435695480555296	0.019363590413704515	0.03452044542878866	0.000584411838935921
1:Del:T:3	0.015372702805325388	0.0021086436641053296	0.01780357169918716	0.028555662278085946	0.01682969481276814	0.03449145197402686	0.00012316882573941258
1:Del:T:4	0.04020914897322655	0.0022963683996204054	0.01521048846654594	0.016296861823648215	0.012866866365075112	0.025459118059370667	1.473699594498612e-05
1:Del:T:5	0.7325287520885467	0.010194970068375896	0.016358783025643787	0.019379966196138413	0.026764064512366303	0.006190610816702247	0.021852870576549322
1:Ins:C:0	0.0008520147236413322	0.001996858999264077	0.003854679592186585	0.00041282684192992745	0.013889172712624713	0.044585722973570226	0.012467510146088899
1:Ins:C:1	0.00018976864343130727	0.0012984848390351544	0.000865036238101311	0.004673514041496673	0.010018714807229117	0.012494843602180481	0.006007621750468388
1:Ins:C:2	0.00014464250290984636	0.001031933774575009	0.00018725981128454806	0.005062477577739628	0.00524663763018907	0.004726663707988337	0.002804663243587129
1:Ins:C:3	0.0005521824301104061	0.0019683376513421535	6.644783024967182e-07	0.002234734867233783	0.001892999069277721	0.004102214280283079	0.005594368753954768
1:Ins:C:4	0.0019852333539165557	0.002274660419207066	2.1556375857585406e-05	0.0018272335845540512	0.0021515701978933066	0.0052103503374382855	0.0043857054365798835
1:Ins:C:5	0.011345636025071144	0.0313354879245162	0.0	0.004525822977302596	0.005250114108202979	0.004499636312248185	0.007739691294264048
1:Ins:T:0	0.0007462113135261461	0.008918665922246874	0.004520694860257208	0.003420025014302155	0.007810246862213699	0.027727938080206512	0.018400625605136157
1:Ins:T:1	7.24165207088845e-07	0.009331201217137278	0.0009167132205038797	0.01437943913799245	0.027395462334970942	0.03064745696261525	0.014764769366011024
1:Ins:T:2	0.002660699423868209	0.006456526275724172	5.5098185985116285e-05	0.010642774207517504	0.004695414449815871	0.025437436560168863	0.007937185007613153
1:Ins:T:3	0.0012911248207092285	0.008618735107593239	0.0009982520034827757	0.005974039535503834	0.008193538179621101	0.014706045556813478	0.0051607557060197
1:Ins:T:4	0.0015183900418924167	0.015887955194339155	0.0018630528869107365	0.002567121440260962	0.003553627868532203	0.007375561554217711	0.0011910368184044273
1:Ins:T:5	0.048366032727062705	0.7595358890295029	0.02041859827004373	0.04109246748033936	0.01894322360312799	0.023956996543380946	0.039292691857554025
2:Del:R:0	0.002056997016770765	0.0009519562092464185	0.004021519792731851	0.02689859400736168	0.03929469128604978	0.00858115911949426	0.011250987076200545
2:Del:R:1	0.002372806425264571	0.002817129509348888	0.0036267120740376413	0.022616670937277376	0.08213626050855964	0.009552228641696274	0.002863732414407423
2:Del:R:2	0.0017507192672928794	0.001242755609273445	0.0013122340897098184	0.005009425145108253	0.019956160939764232	0.007094872943707742	0.0023011154359119245
2:Del:R:3	0.007495776410214603	1.4667194658386507e-05	0.00037735092439106666	0.000977126060415685	0.0064691537048202005	0.00380171324708499	0.00310243756743148
2:Del:R:4	0.004827113845167332	0.00023354059525445336	8.304890244364315e-05	0.0012837371044406608	0.003140859380364418	0.0017237493800348602	0.0012388368712709054
2:Del:R:5	0.014260976690911633	0.00010032341724581783	5.2503912753678604e-05	0.003887609580000415	0.00706673990597892	0.003095554055448666	0.005272391241206868
3:Del:R:0	0.0005872653215556056	0.0009143747971938864	0.004295634396839887	0.02160559571988415	0.007303936523385346	0.003552658095577499	0.004710476052132435
3:Del:R:1	0.002004802647861652	0.005444137216545642	0.004165216081310064	0.010309327989816666	0.06753955678315833	0.005216239548753947	0.003410584536920736
3:Del:R:2	0.0009304550988599658	0.0014465760995517486	0.00015163272026256892	0.0020405487218522465	0.016058660425478592	0.0010622064223571215	0.0022513788859941995
3:Del:R:3	0.0003363253418501699	0.0004924084885158208	4.435684089003189e-05	0.0003995145382305054	0.0037756640004954533	0.0002476550789288012	0.0014771975891198963
3:Del:R:4	0.000285876234920579	0.00015132733972791356	2.8122005741124667e-05	0.00030937127276501995	0.002659675906179473	0.0003977168762776273	3.3987582337431374e-05
3:Del:R:5	0.0005612468741674093	0.0004605997651742655	5.565307162726185e-05	0.00036804576742724746	0.0019495015999564202	0.0005153115490156779	4.045914211019408e-06
4:Del:R:0	0.00011458775694336509	0.0007623770899863303	0.004208255170378834	0.017198564767531933	0.008861993790778797	0.003026099376147613	0.0031540812764433213
