MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	1.15E-04	2.29E-04	2.76E-04	3.29E-03	6.98E-04	4.83E-03	8.91E-04
1:Del:C:1	3.73E-05	1.48E-04	1.47E-04	1.58E-03	3.93E-04	2.09E-03	2.79E-04
1:Del:C:2	5.23E-05	8.32E-05	8.54E-05	9.12E-04	2.10E-04	1.25E-03	2.24E-04
1:Del:C:3	4.11E-05	5.49E-05	4.18E-05	3.85E-04	1.86E-04	5.38E-04	1.16E-04
1:Del:C:4	1.88E-04	3.57E-05	3.06E-05	6.94E-04	5.65E-04	3.22E-04	7.57E-05
1:Del:C:5	5.82E-04	1.28E-04	3.85E-05	2.16E-03	1.88E-03	2.97E-04	1.71E-04
1:Del:T:0	2.12E-05	1.14E-04	1.83E-04	1.68E-03	6.43E-04	9.11E-04	4.59E-04
1:Del:T:1	1.95E-05	8.94E-05	1.47E-04	1.41E-03	5.04E-04	7.43E-04	3.78E-04
1:Del:T:2	3.77E-05	1.13E-04	1.10E-04	1.09E-03	5.53E-04	8.05E-04	1.58E-04
1:Del:T:3	1.17E-04	1.09E-04	8.62E-05	7.78E-04	5.23E-04	8.19E-04	6.64E-05
1:Del:T:4	2.95E-04	1.10E-04	6.97E-05	5.11E-04	4.20E-04	5.29E-04	9.91E-06
1:Del:T:5	2.58E-03	7.26E-04	5.32E-04	6.14E-03	5.80E-03	1.12E-03	1.11E-03
1:Ins:C:0	3.34E-05	1.33E-04	1.16E-04	1.45E-04	3.20E-03	2.89E-03	1.01E-03
1:Ins:C:1	7.35E-06	5.62E-05	2.86E-05	1.24E-04	6.59E-04	5.93E-04	2.28E-04
1:Ins:C:2	3.63E-06	3.55E-05	2.07E-05	1.28E-04	2.01E-04	1.41E-04	9.75E-05
1:Ins:C:3	9.66E-06	4.13E-05	5.22E-07	7.11E-05	1.99E-04	1.44E-04	8.88E-05
1:Ins:C:4	3.08E-05	4.20E-05	5.04E-06	1.38E-04	1.87E-04	1.21E-04	8.41E-05
1:Ins:C:5	5.65E-05	1.26E-04	0.00E+00	1.81E-04	4.16E-04	3.58E-04	1.92E-04
1:Ins:T:0	3.34E-05	1.07E-04	5.71E-05	2.04E-04	1.34E-03	1.10E-03	3.82E-04
1:Ins:T:1	6.22E-07	1.14E-04	5.24E-05	4.47E-04	6.05E-04	2.56E-04	1.79E-04
1:Ins:T:2	8.57E-05	9.01E-05	1.60E-05	3.24E-04	4.25E-04	2.90E-04	1.84E-04
1:Ins:T:3	4.26E-05	7.35E-05	3.18E-05	1.85E-04	1.46E-04	1.84E-04	1.25E-04
1:Ins:T:4	2.31E-05	6.70E-05	2.98E-05	1.50E-04	1.49E-04	1.70E-04	1.12E-04
