Samples	ID83A	ID83B	ID83C	ID83D
CPCT02020819T	265	299	14	14
CPCT02050405T	343	230	22	17
CPCT02020837T	34	228	8	28
CPCT02340102T	142	172	32	17
DRUP01060021T	659	983	190	73
DRUP01060019T	127	584	342	87
DRUP01060018T	117	522	273	87
CPCT02070394T	143	1717	511	23
CPCT02080269T	918	386	144	339
CPCT02030459TII	0	637	149	90
CPCT02050411T	599	262	63	33
CPCT02030547T	155	191	12	24
CPCT02020828T	85	141	11	18
CPCT02080270T	244	345	47	2
CPCT02060133T	32	85	9	19
CPCT02050276TII	180	156	47	27
CPCT02080271T	201	222	42	47
CPCT02050243T	47	373	25	8
CPCT02060126T	171	246	31	7
DRUP01010106T	1018	1571	162	154
CPCT02050245T	140	681	75	0
CPCT02030548T	251	192	15	37
CPCT02050415T	401	191	31	55
CPCT02020853T	250	101	4	21
CPCT02020506TII	913	413	55	33
DRUP01080021T	369	613	211	100
CPCT02020854T	100	199	9	32
CPCT02010994T	280	166	28	10
DRUP01080022T	1446	561	10	123
CPCT02020863T	764	304	78	56
CPCT02050276T	176	229	37	22
CPCT02030552T	321	146	19	28
CPCT02080275T	993	211	52	44
CPCT02030553T	1452	468	9	23
CPCT02120062T	1290	535	0	36
CPCT02020615T	229	432	175	159
CPCT02050421T	605	398	428	81
CPCT02120053T	416	283	43	43
CPCT02020626T	324	296	22	45
CPCT02120055T	103	369	87	34
CPCT02070422T	693	1318	298	124
CPCT02120058T	220	294	16	46
CPCT02170017T	233	337	155	99
CPCT02020609T	2197	537	142	32
CPCT02050249T	104	625	44	5
CPCT02060146T	62	475	170	50
CPCT02060049T	3	179	19	6
CPCT02050159T	861	329	84	0
CPCT02010550T	490	115	42	32
CPCT02010534T	41	68	0	19
CPCT02050079TII	13	158	1	29
CPCT02050170T	0	281	19482	0
CPCT02050168T	229	316	95	29
CPCT02020509T	43	145	4	19
CPCT02050073TII	94	291	21	55
CPCT02020511T	982	317	25	7
CPCT02010565T	309	417	34	44
CPCT02020517T	429	190	15	24
CPCT02010393TII	624	378	71	13
CPCT02050181T	0	1141	638	0
CPCT02020519T	638	319	39	13
CPCT02020520T	830	275	16	40
CPCT02060092T	104	138	38	22
CPCT02080116T	1309	550	116	65
CPCT02080113T	305	152	23	16
CPCT02050194T	509	313	26	17
CPCT02050193T	457	351	58	13
CPCT02030350T	23	318	43	28
CPCT02080123T	1122	357	111	36
CPCT02020542T	71	343	108	39
CPCT02010505T	16	249	10	38
CPCT02020553T	16	210	47	10
CPCT02170006T	205	144	10	31
CPCT02050212T	331	331	33	74
CPCT02050214T	108	202	20	4
CPCT02050217T	104	184	10	27
CPCT02020573T	132	211	21	14
CPCT02180032T	42	139	19	35
CPCT02010503TII	337	613	164	77
CPCT02010622T	395	193	50	32
CPCT02030370T	66	240	72	34
CPCT02030339TII	569	281	75	40
CPCT02040142T	10	385	6	42
CPCT02120050T	33	168	0	25
CPCT02120037T	659	361	22	47
CPCT02050235T	933	701	428	0
CPCT02050236T	845	487	9	36
CPCT02050232T	86	204	16	37
CPCT02050240T	1090	1110	887	198
CPCT02020574T	18	117	0	16
CPCT02020578T	1572	474	52	69
CPCT02090005T	1260	396	36	36
CPCT02020423T	849	364	17	28
CPCT02020426T	576	386	1256	1682
CPCT02050092T	337	165	25	19
CPCT02010403TII	33	119	6	16
CPCT02020412T	500	128	29	0
CPCT02010469T	273	215	23	26
CPCT02180012T	115	115	18	14
CPCT02020445T	95	232	46	10
CPCT02050105T	677	375	169	122
CPCT02050055TII	344	344	346	74
CPCT02010493T	167	190	73	28
CPCT02010503T	329	417	138	44
CPCT02010501T	917	317	42	1
CPCT02020464T	93	118	13	29
CPCT02090009T	295	254	137	185
CPCT02020468T	15	83	0	12
CPCT02340001T	122	135	21	13
CPCT02080079T	26	141	13	24
CPCT02010526T	56	30	10	2
CPCT02010532T	746	257	32	18
CPCT02060051T	51	141	59	22
CPCT02050141T	164	201	19	163
CPCT02110024T	497	83	606	385
CPCT02120013T	164	438	64	45
CPCT02050158T	412	159	34	6
CPCT02050149T	21	354	49	16
CPCT02010557T	121	407	79	1
CPCT02220014T	65	361	78	42
CPCT02050052TII	174	86	151	288
CPCT02020506T	905	251	47	9
CPCT02030339T	474	115	44	5
CPCT02080163T	26	152	2	30
CPCT02050281T	281	197	22	46
CPCT02070243T	437	257	11	21
CPCT02340040T	0	179	26	13
CPCT02120077T	221	194	20	36
CPCT02030437T	127	240	37	25
CPCT02010641TII	24	307	128	55
CPCT02050291T	160	168	7	16
CPCT02020643T	353	359	75	41
CPCT02150006T	1320	381	33	100
WIDE01010503T	359	108	32	24
WIDE01010567T	1903	729	46	216
WIDE01010459T	822	267	36	49
CPCT02060041T	1414	385	0	42
WIDE01010561T	340	593	239	235
WIDE01010651T	30	273	17	23
