Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP29914	4.15E+00	7.90E+00	5.25E+00	4.00E+00	3.11E+00
SP31046	7.17E-01	1.26E+00	1.02E+00	5.08E-01	1.14E+00
SP31334	1.08E+00	3.76E+00	3.32E+00	2.04E+00	1.37E+00
SP30011	9.74E-01	3.70E+00	4.32E+00	1.79E+00	2.41E+00
SP31174	1.35E+00	2.99E+00	2.89E+00	1.60E+00	2.15E+00
SP32662	2.11E+00	4.68E+00	3.98E+00	1.68E+00	2.43E+00
SP31126	1.96E+00	6.37E+00	7.87E+00	4.29E+00	4.89E+00
SP32958	1.61E+00	2.72E+00	1.64E+00	1.56E+00	1.60E+00
SP31422	1.84E+00	5.19E+00	4.90E+00	2.59E+00	3.24E+00
SP33496	3.46E+00	7.79E+00	3.87E+00	3.43E+00	1.69E+00
SP34005	7.98E-01	1.75E+00	1.72E+00	1.15E+00	1.14E+00
SP30113	1.03E+01	5.36E+00	4.24E+00	1.32E+01	3.19E+00
SP31030	2.84E+00	4.06E+00	1.98E+00	1.21E+00	4.01E+00
SP33544	1.93E+00	8.97E+00	8.56E+00	4.63E+00	4.91E+00
SP33688	2.49E+00	7.17E+00	7.37E+00	1.94E+00	1.49E+00
SP30907	1.48E+00	3.53E+00	3.51E+00	2.60E+00	1.45E+00
SP30185	4.20E-01	9.23E-01	7.43E-01	7.95E-01	9.52E-01
SP33837	7.36E-01	1.66E+00	1.57E+00	1.27E+00	1.52E+00
SP31790	1.44E+00	2.51E+00	2.22E+00	1.14E+00	1.83E+00
SP30143	1.03E+00	2.21E+00	1.83E+00	1.12E+00	1.59E+00
SP30071	2.15E+00	4.38E+00	3.38E+00	3.13E+00	3.19E+00
SP30493	5.76E-01	1.48E+00	1.26E+00	9.68E-01	1.43E+00
SP32014	1.53E+00	2.67E+00	2.03E+00	7.83E-01	1.77E+00
SP30332	6.65E+00	4.02E+00	2.12E+00	7.77E+00	2.20E+00
SP31814	1.15E+00	2.62E+00	2.35E+00	1.06E+00	9.69E-01
SP29987	2.19E+00	7.80E+00	5.92E+00	4.03E+00	3.29E+00
SP30083	1.16E+00	2.49E+00	2.00E+00	1.11E+00	1.22E+00
SP32742	1.44E+00	3.21E+00	2.35E+00	1.56E+00	2.03E+00
SP115162	5.93E-01	1.68E+00	1.68E+00	1.05E+00	1.28E+00
SP29940	1.39E+00	1.85E+00	1.24E+00	1.03E+00	2.15E+00
SP30843	6.18E-01	1.29E+00	1.23E+00	5.71E-01	9.26E-01
SP32222	1.74E-01	1.37E-01	1.00E-02	1.14E-01	1.54E-01
SP31190	1.89E+00	6.32E+00	5.35E+00	3.11E+00	2.65E+00
SP30077	2.35E+00	6.71E+00	6.76E+00	4.08E+00	3.58E+00
SP32694	2.14E+00	5.73E+00	5.00E+00	3.14E+00	3.18E+00
SP33774	7.36E-01	2.16E+00	2.00E+00	9.89E-01	1.04E+00
SP30093	1.48E+00	2.39E+00	1.22E+00	1.12E+00	1.65E+00
SP33094	1.79E+00	4.13E+00	3.33E+00	2.21E+00	1.78E+00
SP30803	9.84E-01	3.93E+00	4.27E+00	2.71E+00	2.10E+00
SP30675	7.18E+00	1.39E+00	1.33E+00	7.40E+00	1.39E+00
SP31854	2.61E+00	8.79E+00	9.06E+00	4.59E+00	4.38E+00
