MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	9.41E-05	6.48E-04	6.49E-04	2.24E-03	9.16E-04	4.66E-03	7.18E-04	1.95E-04	8.03E-04	1.97E-04
1:Del:C:1	2.92E-05	8.21E-04	1.80E-04	1.84E-03	4.46E-04	1.76E-03	5.10E-04	1.09E-04	2.47E-04	1.30E-04
1:Del:C:2	4.10E-05	6.27E-04	1.00E-04	6.24E-04	2.83E-04	6.30E-04	3.22E-04	5.97E-05	1.59E-04	1.09E-04
1:Del:C:3	1.04E-04	2.31E-04	8.76E-05	5.53E-04	2.05E-04	5.01E-04	1.72E-04	4.38E-05	6.82E-05	6.25E-05
1:Del:C:4	3.01E-04	2.30E-04	1.06E-05	2.37E-03	1.57E-04	3.59E-05	8.61E-05	1.34E-05	2.26E-05	3.91E-05
1:Del:C:5	7.30E-04	2.22E-04	3.82E-05	6.17E-03	4.14E-05	2.93E-04	1.55E-04	1.46E-04	1.21E-04	2.04E-10
1:Del:T:0	4.18E-05	2.48E-04	3.80E-04	4.70E-03	1.49E-03	3.45E-03	7.03E-04	9.92E-05	2.73E-04	2.44E-04
1:Del:T:1	6.89E-05	1.78E-04	2.26E-04	3.55E-03	1.58E-03	2.32E-03	6.56E-04	1.15E-04	3.11E-04	1.59E-04
1:Del:T:2	4.34E-05	1.40E-04	2.13E-04	3.30E-03	1.30E-03	2.07E-03	5.18E-04	7.17E-05	2.67E-04	1.28E-04
1:Del:T:3	1.05E-04	1.84E-04	2.55E-04	2.48E-03	5.51E-04	2.00E-03	4.41E-04	1.16E-04	2.95E-04	1.21E-06
1:Del:T:4	1.91E-04	1.36E-04	2.06E-04	1.80E-03	3.43E-04	1.45E-03	3.76E-04	1.62E-04	2.65E-04	6.74E-05
1:Del:T:5	3.66E-03	8.38E-04	1.18E-03	5.96E-03	6.51E-04	3.22E-03	1.09E-05	1.90E-03	3.88E-03	1.67E-04
1:Ins:C:0	3.49E-05	9.67E-05	0.00E+00	1.20E-07	0.00E+00	1.97E-47	1.40E-47	2.13E-08	2.32E-03	2.10E-04
1:Ins:C:1	4.52E-06	5.02E-05	3.96E-05	3.65E-04	1.31E-04	3.11E-04	1.60E-04	6.62E-05	1.77E-04	1.72E-04
1:Ins:C:2	6.10E-06	4.34E-05	3.67E-05	3.13E-04	1.07E-04	2.28E-04	1.30E-04	5.21E-05	5.59E-05	1.77E-04
1:Ins:C:3	1.06E-05	3.96E-05	5.14E-05	1.68E-04	3.31E-05	1.38E-04	1.25E-04	1.62E-05	4.16E-05	2.22E-04
1:Ins:C:4	4.37E-05	5.30E-05	6.25E-05	3.96E-04	4.68E-05	2.05E-04	1.17E-04	1.92E-06	5.66E-05	1.17E-04
1:Ins:C:5	1.31E-04	7.82E-05	1.44E-04	1.17E-03	1.87E-04	4.59E-04	2.49E-04	9.99E-05	2.05E-04	7.76E-05
1:Ins:T:0	4.74E-05	2.44E-04	1.88E-04	1.80E-03	2.60E-04	1.21E-03	3.10E-04	9.58E-05	3.58E-04	1.35E-04
1:Ins:T:1	2.44E-06	1.13E-03	3.15E-04	7.86E-03	2.63E-04	3.65E-03	5.28E-04	1.66E-04	3.26E-04	5.75E-04
1:Ins:T:2	1.01E-04	7.42E-04	2.37E-04	4.82E-03	6.77E-05	2.15E-03	5.45E-05	8.64E-05	2.11E-04	4.80E-04
1:Ins:T:3	8.06E-05	3.96E-04	1.50E-04	2.67E-03	1.30E-04	1.27E-03	1.78E-04	2.93E-05	1.53E-04	1.65E-04
1:Ins:T:4	9.57E-05	1.73E-04	1.19E-04	1.18E-03	1.49E-04	6.32E-04	1.79E-04	6.50E-05	1.41E-04	9.95E-05
1:Ins:T:5	1.75E-03	5.47E-04	1.83E-03	1.05E-02	2.85E-03	2.63E-03	7.90E-04	6.98E-04	3.10E-03	3.53E-04
2:Del:R:0	5.18E-05	7.05E-05	1.29E-05	1.17E-03	3.98E-04	7.59E-04	2.35E-04	4.40E-04	3.17E-04	2.86E-04
2:Del:R:1	1.01E-04	1.06E-04	1.85E-04	6.43E-04	2.86E-04	1.74E-04	4.10E-05	7.41E-04	1.51E-04	2.66E-04
2:Del:R:2	3.13E-05	6.88E-05	8.68E-05	2.24E-04	1.19E-04	1.18E-04	1.47E-04	3.16E-04	1.02E-04	1.04E-04
2:Del:R:3	2.08E-04	8.39E-05	0.00E+00	1.67E-03	1.59E-05	2.64E-05	1.53E-04	1.60E-04	5.48E-05	5.92E-05
2:Del:R:4	1.68E-04	5.25E-05	1.67E-05	1.33E-03	2.89E-06	1.27E-04	1.28E-04	8.68E-05	1.27E-05	3.39E-05
2:Del:R:5	5.85E-04	1.32E-04	1.27E-05	4.91E-03	0.00E+00	3.00E-04	4.53E-04	1.22E-04	1.98E-05	4.36E-05
3:Del:R:0	2.34E-05	1.74E-05	3.17E-05	9.20E-04	5.43E-04	2.88E-04	1.74E-04	7.68E-05	8.38E-05	2.46E-04
3:Del:R:1	1.71E-04	3.43E-05	1.67E-04	1.53E-03	2.08E-04	7.73E-04	3.09E-04	2.53E-04	9.26E-05	1.85E-04
3:Del:R:2	6.14E-05	1.37E-05	7.78E-05	6.03E-04	8.58E-05	2.38E-04	1.24E-04	9.42E-05	7.43E-05	2.40E-05
3:Del:R:3	1.92E-05	5.00E-06	4.07E-05	2.01E-04	2.28E-05	8.97E-05	4.62E-05	3.34E-05	2.34E-05	2.35E-05
3:Del:R:4	1.06E-05	2.55E-06	2.61E-05	1.42E-04	2.53E-05	1.08E-04	3.85E-05	1.69E-05	1.34E-05	3.97E-05
3:Del:R:5	2.20E-05	1.48E-06	3.18E-05	2.05E-04	2.18E-05	1.00E-04	6.29E-06	2.23E-05	3.15E-10	2.59E-05
4:Del:R:0	9.19E-06	2.39E-05	3.97E-05	8.51E-04	4.01E-04	2.75E-04	1.68E-04	6.76E-05	6.75E-05	2.60E-04
