Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP117655	347	147	277	70	0	556	24	0	0	0	43	0
SP117556	121	52	294	115	1	55	23	23	87	0	15	0
SP117627	60	0	15	282	3	65	21	9	0	0	2	0
SP117775	278	0	19	394	13	196	40	0	32	0	10	0
SP117332	15	0	0	56	2	25	15	16	0	0	0	25
SP117712	0	34	113	0	0	101	13	123	12	4	11	116
SP117017	24	0	136	97	5	50	10	62	0	0	0	1
SP117031	183	0	371	91	0	27	36	45	138	0	51	0
SP117759	306	208	213	443	0	212	11	0	122	0	27	0
SP117621	108	21	132	286	4	155	17	63	58	0	23	0
SP117425	112	0	0	225	0	129	22	0	0	0	66	36
SP117930	296	0	891	0	0	107	26	59	248	0	23	0
SP99287	3	0	43	0	0	71	5	17	14	0	0	13
SP99293	14	0	39	0	0	96	0	80	4	19	4	58
SP99289	6	40	115	0	0	334	17	191	0	0	22	0
SP99297	1	0	0	5	3	3	0	3	0	0	3	5
SP99301	143	723	0	0	0	0	0	0	194	0	0	217
SP99305	11	0	28	67	0	35	12	43	2	21	4	42
SP99309	0	0	101	118	0	129	0	23	99	0	14	8
SP99313	0	16	52	0	15	0	118	343	0	0	0	0
SP99317	0	0	0	2	0	9	0	9	0	0	0	17
SP99321	32	0	41	50	0	9	3	44	38	0	0	29
SP99325	27998	98039	35	0	0	0	0	0	0	0	0	0
SP99329	8	0	0	0	0	74	382	0	12	0	0	44
SP99333	12	0	111	0	0	12	7	41	0	4	0	63
SP99337	0	39	201	57	0	60	11	23	16	0	14	19
SP99341	0	9	68	150	0	0	0	43	44	0	7	13
SP99345	1	0	0	13	1	23	7	10	0	0	0	0
SP99113	3	0	0	0	0	28	0	26	0	0	0	22
SP99185	0	0	17	0	0	175	0	188	36	0	0	17
SP99209	0	0	99	0	0	129	11	165	74	0	2	56
SP99213	93	0	55	304	1	0	0	57	20	0	7	0
SP99221	0	0	0	0	0	30	2	5	0	0	4	7
SP99225	0	0	25	0	0	36	14	26	40	0	5	51
SP99241	0	70	106	0	0	209	67	371	0	0	23	12
CPCT02020318T	134	0	146	48	46	33	7	0	0	20	17	51
CPCT02010377T	0	28	203	0	23	48	16	96	63	97	13	9
CPCT02060017T	51	0	0	454	41	0	32	0	0	39	14	46
CPCT02060166T	251	0	126	180	107	31	28	0	0	31	77	0
DRUP01080024T	0	0	11	0	16	0	2	0	56	75	166	0
CPCT02300029T	309	0	269	229	171	32	37	41	0	0	34	63
CPCT02130024T	101	5	189	0	93	44	20	0	0	70	26	42
CPCT02370015T	20	0	0	44	32	102	18	23	0	62	19	4
CPCT02080291T	64	0	160	43	4	21	13	7	0	77	11	13
CPCT02330082T	14	0	107	28	21	18	0	44	21	58	3	0
CPCT02130035T	280	0	179	251	106	0	25	64	0	52	21	6
CPCT02020667T	25	0	168	9	113	36	29	35	0	0	7	76
CPCT02190030T	63	14	197	0	72	142	20	169	29	24	18	16
