Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
CPCT02120203T	52	11	18	132	311	42	0	85	199	9	10	101	0	0	220	33	26	0	47
DRUP01050023T	74	70	14	162	17	102	0	15	43	136	29	39	0	0	30	27	17	16	2
CPCT02020983T	64	49	1	163	0	0	10	6	14	38	2	16	59	85	26	21	4	16	10
CPCT02140034T	6	0	16	43	85	48	0	2	20	115	77	19	137	0	25	34	38	0	7
WIDE01010280T	229	161	19	51	15	10	0	18	26	12	28	8	61	0	0	11	10	66	15
CPCT02020984T	0	13	14	0	31	97	17	16	34	27	0	73	47	191	21	27	27	11	12
CPCT02070154TII	138	264	0	230	758	102	0	78	0	974	71	31	33	0	14	19	18	0	13
CPCT02020986T	51583	2167	10407	984	37	31	0	6	281	127	338	158	138	0	29	19	22	0	23
CPCT02020988T	156	113	0	91	23	15	185	41	0	37	36	52	27	52	49	51	44	19	18
CPCT02050445T	55	103	8	154	0	86	0	18	30	12	23	5	53	0	14	20	8	0	14
CPCT02070331T	202	166	0	168	0	2	31	11	19	26	23	10	0	137	12	7	32	0	16
CPCT02020989T	83	87	8	174	0	22	0	21	26	42	4	58	37	0	29	22	6	28	60
CPCT02050356T	49	6	0	7	32	11	52	29	21	131	12	12	0	145	15	39	0	4	27
WIDE01010412T	183	26	2	153	58	16	0	55	30	32	10	19	91	0	0	1	31	132	49
CPCT02140110T	41	130	6	5	4	66	0	8	26	7	28	7	60	131	0	0	0	0	9
CPCT02020717T	126	63	5	18	340	0	11	80	51	103	1308	10	39	0	0	2	36	0	1
CPCT02130095T	34	82	1	26	4	65	0	34	83	34	24	21	41	0	27	33	1	0	19
DRUP01030012T	631	841	29	53	50	90	39	17	0	100	75	103	91	0	19	30	91	154	14
CPCT02070336T	80	7	0	24	2548	226	0	465	0	74	196	41	693	0	0	0	141	0	0
CPCT02070332T	2	24	12	8	277	0	0	50	11	99	0	4	0	0	218	0	0	0	11
CPCT02050371T	36	46	13	193	26	12	0	33	98	57	4	144	0	0	19	10	27	59	12
CPCT02100178T	39	100	20	130	40	0	53	71	114	80	7	54	64	95	6	1	32	82	26
CPCT02020767T	38	58	16	9	25	6	0	6	39	72	12	21	42	32	0	11	9	0	12
CPCT02140072T	299	229	39	204	76	154	0	21	119	48	21	115	23	0	0	60	36	62	22
CPCT02060112T	0	72	6	172	2	0	22	15	32	40	7	0	13	0	15	9	36	58	7
