Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP123975	0	2021	5	31	0	5	23	126
SP124044	30	0	0	0	7	0	8	22
SP123972	30	50	23	145	57	0	81	27
SP123850	0	6	36	25	3	6	0	65
SP123902	6	7	35	42	8	1	7	53
SP123884	81	6	7	32	6	7	5	75
SP123964	30	5	14	20	4	2	0	62
SP123995	37	2	3	16	4	0	12	64
SP123846	12	3	20	8	7	3	15	108
SP124003	0	7	25	16	7	6	0	32
SP123876	30	5	31	15	7	0	7	38
SP123878	19	6	12	21	6	5	8	14
SP123842	40	2	5	34	0	2	0	16
SP123900	70	2	27	6	4	3	11	20
SP123978	10	3	7	21	1	0	15	8
SP123897	4	3	27	15	12	0	0	31
SP124013	28	2	18	20	5	3	0	49
SP124021	20	2	20	8	5	0	2	32
SP123852	37	10	16	0	7	4	7	40
SP123998	31	0	0	30	23	9	43	34
SP123967	23	4	35	12	0	0	6	16
SP123988	76	13	88	64	5	0	11	34
SP123984	30	7	12	16	3	2	1	32
SP123858	5	0	0	11	10	2	16	44
SP123890	13	0	23	29	4	1	1	27
SP123950	23	5	27	19	5	0	14	48
SP123886	5	4	5	19	6	2	3	18
SP124033	11	3	0	6	4	6	10	47
SP123892	41	10	15	48	12	2	0	52
SP123840	9	0	33	6	7	8	13	46
SP123969	30	4	10	48	10	0	8	33
SP123953	12	11	30	21	7	5	17	14
SP123955	0	2	21	54	0	2	1	15
SP123882	41	5	19	21	8	3	4	111
SP123894	37	11	3	14	8	4	18	103
SP124017	13	4	2	3	5	3	0	17
SP123856	0	1	16	21	5	0	7	23
SP123854	48	6	0	3	5	0	18	37
SP123888	12	0	0	25	6	6	16	43
SP123870	2	4	12	6	2	4	0	61
SP123958	24	0	2	2	4	0	12	20
SP123844	24	1	25	13	6	3	14	30
SP123872	28	4	19	20	23	1	2	61
SP123874	5	7	41	17	11	0	7	27
SP123836	29	4	8	5	19	0	11	102
SP43633	9	6	21	18	5	0	10	8
SP36498	400	13	184	81	5	3	3	0
SP37516	349	7	104	69	9	2	16	0
SP39997	422	20	156	56	21	17	12	34
SP35617	274	12	223	105	27	0	21	9
SP37636	81	10	72	63	28	6	30	23
SP39907	146	16	202	73	6	0	32	14
SP40736	372	29	248	154	16	21	6	3
SP42154	311	12	149	62	49	0	40	57
SP39594	343	25	156	121	1	23	21	34
SP41453	258	11	159	86	35	3	16	6
SP34452	781	18	256	214	7	5	19	2
SP42829	429	26	197	52	59	4	14	8
SP37970	496	20	208	132	15	13	75	57
SP34186	499	27	242	148	58	17	24	15
SP37903	694	22	281	145	26	17	0	0
SP35849	70	4	84	57	29	6	10	19
SP36586	57	61	19	42	121	6	22	16
SP34431	280	8	103	41	0	2	11	26
