Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP123975	1.23E+00	6.12E+00	6.71E-01	1.73E+00	5.36E+00	6.01E-01	2.05E+00	2.78E+00
SP124044	8.08E-01	3.21E-02	6.43E-01	4.25E-01	3.05E-01	3.00E-02	5.33E-01	6.28E-01
SP123972	2.19E+00	1.00E+00	2.00E+00	4.70E+00	9.26E-01	6.18E-01	2.80E+00	1.59E+00
SP123850	9.90E-01	2.99E-01	1.12E+00	1.43E+00	2.95E-01	3.40E-01	7.03E-01	1.31E+00
SP123902	1.41E+00	3.65E-01	1.30E+00	1.44E+00	4.71E-01	0.00E+00	7.38E-01	1.24E+00
SP123884	2.06E+00	4.06E-01	1.42E+00	1.82E+00	4.05E-01	4.15E-01	1.23E+00	1.44E+00
SP123964	1.44E+00	2.97E-01	9.23E-01	1.01E+00	3.08E-01	0.00E+00	8.24E-01	1.07E+00
SP123995	1.36E+00	2.33E-01	1.18E+00	1.54E+00	2.58E-01	0.00E+00	8.16E-01	1.04E+00
SP123846	7.12E-01	2.76E-01	1.32E+00	1.15E+00	3.37E-01	3.00E-01	1.37E+00	1.43E+00
SP124003	6.49E-01	3.27E-01	8.46E-01	9.14E-01	3.66E-01	3.35E-01	4.47E-01	8.83E-01
SP123876	1.75E+00	3.14E-01	1.52E+00	1.33E+00	3.83E-01	0.00E+00	4.63E-01	8.46E-01
SP123878	1.33E+00	2.91E-01	1.19E+00	1.19E+00	3.98E-01	3.57E-01	6.11E-01	5.58E-01
SP123842	1.51E+00	1.98E-01	5.15E-01	1.51E+00	1.73E-01	1.47E-01	8.23E-01	8.17E-01
SP123900	2.01E+00	2.06E-01	1.77E+00	1.03E+00	2.60E-01	2.98E-01	6.62E-01	7.68E-01
SP123978	7.63E-01	2.29E-01	8.08E-01	9.24E-01	2.25E-01	2.15E-01	7.43E-01	4.81E-01
SP123897	7.62E-01	2.70E-01	9.77E-01	8.90E-01	4.32E-01	0.00E+00	2.31E-01	7.69E-01
SP124013	1.31E+00	2.16E-01	1.26E+00	1.07E+00	3.22E-01	2.26E-01	5.58E-01	9.39E-01
SP124021	1.21E+00	2.22E-01	1.14E+00	8.09E-01	3.04E-01	0.00E+00	5.60E-01	7.50E-01
SP123852	1.22E+00	4.79E-01	9.24E-01	5.54E-01	3.28E-01	2.65E-01	8.63E-01	9.06E-01
SP123998	1.43E+00	1.34E-01	8.25E-01	1.56E+00	6.78E-01	6.21E-01	1.53E+00	1.10E+00
SP123967	1.34E+00	2.21E-01	1.21E+00	1.25E+00	0.00E+00	1.62E-01	6.46E-01	9.36E-01
SP123988	3.17E+00	5.25E-01	2.91E+00	2.46E+00	4.43E-01	0.00E+00	1.02E+00	1.23E+00
SP123984	1.06E+00	3.55E-01	1.01E+00	9.74E-01	2.70E-01	2.24E-01	4.74E-01	8.79E-01
SP123858	6.04E-01	0.00E+00	1.58E-01	9.24E-01	4.05E-01	2.72E-01	7.80E-01	8.51E-01
SP123890	9.11E-01	8.00E-02	1.13E+00	1.20E+00	2.36E-01	0.00E+00	3.63E-01	8.71E-01
SP123950	1.22E+00	3.40E-01	1.36E+00	1.47E+00	3.73E-01	1.75E-01	7.37E-01	1.17E+00
SP123886	7.22E-01	3.03E-01	8.99E-01	9.25E-01	3.33E-01	2.86E-01	5.66E-01	6.12E-01
SP124033	7.18E-01	3.26E-01	2.40E-01	7.34E-01	3.16E-01	4.02E-01	7.26E-01	8.96E-01
SP123892	1.75E+00	4.47E-01	1.33E+00	1.75E+00	4.94E-01	0.00E+00	8.81E-01	1.11E+00
SP123840	8.58E-01	0.00E+00	1.13E+00	9.19E-01	3.20E-01	3.58E-01	9.06E-01	1.13E+00
SP123969	1.38E+00	2.78E-01	5.93E-01	1.47E+00	4.87E-01	0.00E+00	1.02E+00	1.09E+00
SP123953	1.21E+00	3.92E-01	9.50E-01	9.44E-01	4.46E-01	4.11E-01	9.98E-01	8.47E-01
SP123955	9.15E-01	2.09E-01	9.27E-01	1.58E+00	1.71E-01	2.09E-01	4.43E-01	7.58E-01
SP123882	1.61E+00	3.00E-01	1.29E+00	1.57E+00	4.19E-01	2.78E-01	1.28E+00	1.58E+00
SP123894	1.56E+00	3.65E-01	1.14E+00	1.50E+00	4.41E-01	2.65E-01	1.25E+00	1.68E+00
SP124017	6.92E-01	2.04E-01	5.30E-01	6.50E-01	2.79E-01	2.25E-01	2.54E-01	5.95E-01
SP123856	7.21E-01	1.13E-01	7.31E-01	1.09E+00	2.52E-01	0.00E+00	6.38E-01	7.39E-01
SP123854	1.15E+00	3.05E-01	3.05E-01	9.02E-01	3.00E-01	0.00E+00	8.74E-01	9.69E-01
SP123888	9.77E-01	9.13E-02	5.70E-01	1.18E+00	3.57E-01	5.26E-01	8.93E-01	1.10E+00
SP123870	3.06E-01	2.68E-01	7.79E-01	6.58E-01	2.25E-01	2.65E-01	6.88E-01	8.81E-01
SP123958	8.51E-01	2.19E-02	6.40E-01	5.65E-01	2.17E-01	6.00E-02	7.76E-01	6.62E-01
SP123844	1.14E+00	1.59E-01	9.28E-01	1.28E+00	3.86E-01	3.37E-01	9.24E-01	1.08E+00
SP123872	1.42E+00	3.08E-01	1.40E+00	1.12E+00	6.03E-01	0.00E+00	6.62E-01	1.40E+00
SP123874	1.01E+00	2.82E-01	1.11E+00	1.02E+00	4.08E-01	0.00E+00	6.71E-01	8.36E-01
SP123836	1.28E+00	2.75E-01	9.59E-01	1.05E+00	5.29E-01	0.00E+00	1.20E+00	1.38E+00
