Samples	ID83A	ID83B
SP117412	1.03E+01	1.03E+01
SP117650	1.29E+00	1.29E+00
SP117076	5.30E+00	5.30E+00
SP125757	9.79E+00	9.79E+00
SP125711	9.51E+00	9.51E+00
SP125811	5.13E+00	5.13E+00
SP125723	5.39E+00	5.39E+00
SP125809	2.23E+01	2.23E+01
SP125722	3.86E+00	3.86E+00
SP117908	8.69E+00	8.69E+00
SP125741	2.17E+01	2.17E+01
SP125724	8.30E+00	8.30E+00
SP117037	7.66E+00	7.66E+00
SP125777	2.03E+01	2.03E+01
SP117291	1.53E+01	1.53E+01
SP125793	3.13E+00	3.13E+00
SP125744	7.60E+00	7.60E+00
SP125795	9.61E+00	9.61E+00
SP125703	1.03E+01	1.03E+01
SP125761	4.84E+00	4.84E+00
SP117661	1.15E+01	1.15E+01
SP125776	7.80E+00	7.80E+00
SP117261	4.12E+00	4.12E+00
SP125698	1.55E+01	1.55E+01
SP125714	1.37E+01	1.37E+01
SP77972	6.24E+00	6.25E+00
SP77866	1.17E+00	1.17E+00
SP125704	6.27E+00	6.27E+00
SP117290	3.92E+01	3.92E+01
SP125738	3.93E+00	3.93E+00
SP135427	7.74E-01	7.74E-01
SP135403	1.13E-01	1.13E-01
SP102557	3.91E-01	3.91E-01
SP106801	3.69E-01	3.69E-01
SP106758	2.08E+00	2.08E+00
SP106808	9.05E-01	9.03E-01
SP102617	6.55E-01	6.55E-01
SP102605	3.33E-01	3.33E-01
SP117086	1.17E-01	1.17E-01
SP117700	5.62E-01	5.63E-01
SP135339	2.46E+00	2.46E+00
SP135324	2.49E+00	2.49E+00
SP102529	6.60E-01	6.60E-01
SP102507	2.06E+00	2.06E+00
SP102485	3.59E-01	3.59E-01
SP117043	6.72E-01	6.72E-01
SP135496	1.11E+00	1.11E+00
SP117228	8.21E-01	8.21E-01
SP118044	3.12E-02	3.12E-02
SP117984	9.96E-01	9.96E-01
SP135346	5.30E-01	5.30E-01
SP135492	1.63E-01	1.63E-01
SP102573	3.73E-01	3.73E-01
SP135460	3.33E-01	3.33E-01
SP117667	1.81E-01	1.81E-01
SP106815	1.35E+00	1.35E+00
SP106734	3.13E-01	3.13E-01
SP117796	5.99E-01	5.99E-01
SP102537	7.00E-01	7.00E-01
SP135334	7.48E-01	7.49E-01
SP102517	7.49E-01	7.49E-01
SP117493	3.13E-01	3.14E-01
SP106722	5.71E-01	5.71E-01
SP135434	9.65E-01	9.65E-01
SP106753	2.48E-01	2.48E-01
SP102523	6.70E-01	6.70E-01
SP102591	4.57E-01	4.57E-01
SP102547	5.15E-01	5.15E-01
SP118043	8.35E-01	8.35E-01
SP135478	4.47E-01	4.48E-01
SP102561	2.18E-01	2.18E-01
SP135274	5.94E-01	5.94E-01
SP106797	1.38E+00	1.37E+00
SP135488	5.97E+00	5.97E+00
SP135480	4.44E-01	4.44E-01
SP135455	6.89E+00	6.89E+00
SP135389	1.26E+00	1.26E+00
SP102597	4.84E-01	4.85E-01
SP102489	3.28E-01	3.29E-01
SP135410	1.16E+00	1.16E+00
SP135372	6.97E-01	6.97E-01
SP117223	6.69E-01	6.69E-01
SP135328	6.14E-01	6.14E-01
SP135444	2.17E-01	2.17E-01
SP106750	1.43E-01	1.43E-01
SP102511	5.75E-01	5.75E-01
SP102541	6.40E-01	6.40E-01
SP102567	8.23E-01	8.23E-01
SP117595	5.74E-01	5.74E-01
SP135440	6.17E-01	6.17E-01
SP135296	1.66E+00	1.66E+00
SP117294	3.56E-01	3.56E-01
SP135363	6.19E-01	6.20E-01
SP102499	4.22E-01	4.22E-01
SP117951	4.18E-01	4.18E-01
SP117085	3.39E-01	3.39E-01
SP106669	5.55E-01	5.57E-01
SP135316	5.60E-01	5.60E-01
SP135305	1.23E+01	1.23E+01
SP102581	2.57E-01	2.57E-01
SP106718	2.09E+00	2.09E+00
SP135451	5.04E-01	5.05E-01
SP135354	9.31E-01	9.31E-01
SP102611	1.61E+01	1.61E+01
SP135448	8.45E-01	8.45E-01
SP117758	1.59E+00	1.59E+00
SP135282	7.84E-01	7.84E-01
SP135288	9.43E-01	9.43E-01
SP135475	5.96E-01	5.96E-01
SP135416	8.09E-01	8.09E-01
SP117331	1.78E+00	1.78E+00
SP135468	3.83E-01	3.83E-01
SP135463	2.63E-01	2.64E-01
SP135422	8.37E-01	8.37E-01
SP135484	5.75E-01	5.75E-01
CPCT02030262T	4.46E+00	4.46E+00
CPCT02190001T	6.94E+00	6.94E+00
CPCT02160010T	1.36E+01	1.36E+01
CPCT02330006T	1.26E+01	1.26E+01
CPCT02030290T	2.30E+01	2.30E+01
CPCT02060058T	1.44E+01	1.44E+01
CPCT02130025T	1.64E+01	1.64E+01
CPCT02060167T	1.13E+01	1.13E+01
CPCT02090031T	1.27E+01	1.27E+01
CPCT02220061T	2.26E+01	2.26E+01
DRUP01020037T	1.99E+01	1.99E+01
CPCT02380033T	1.23E+01	1.23E+01
CPCT02100135T	9.84E+00	9.84E+00
CPCT02080286T	8.12E-01	8.12E-01
CPCT02380032T	7.45E+00	7.45E+00
CPCT02250006T	9.94E+00	9.94E+00
CPCT02050312T	8.47E+00	8.47E+00
CPCT02270017T	8.31E+00	8.31E+00
CPCT02060210T	8.68E+00	8.68E+00
CPCT02090039T	1.12E+01	1.12E+01
CPCT02110060T	1.62E+01	1.62E+01
CPCT02130044T	8.45E+00	8.45E+00
CPCT02130047T	1.53E+01	1.53E+01
WIDE01010068T	2.12E+01	2.12E+01
WIDE01010103T	2.24E+00	2.24E+00
CPCT02440009T	1.34E+01	1.34E+01
WIDE01010243T	6.58E+00	6.58E+00
CPCT02130079T	6.55E+00	6.55E+00
CPCT02130082T	1.40E+01	1.40E+01
CPCT02210054T	7.22E+00	7.22E+00
CPCT02120131T	8.33E+00	8.33E+00
CPCT02370030T	8.88E+00	8.88E+00
CPCT02090047T	3.36E+01	3.36E+01
CPCT02130118T	1.26E+01	1.26E+01
CPCT02080238T	1.43E+01	1.43E+01
CPCT02130120T	1.88E+01	1.88E+01
CPCT02030501T	7.94E+00	7.94E+00
CPCT02190041T	1.67E+01	1.67E+01
CPCT02130133T	5.80E+00	5.80E+00
CPCT02130129T	6.22E+00	6.22E+00
CPCT02290049T	1.62E+01	1.62E+01
CPCT02380050T	6.94E+00	6.94E+00
CPCT02090060T	7.51E+00	7.51E+00
CPCT02210068T	7.93E+00	7.93E+00
CPCT02410012T	1.10E+01	1.10E+01
DRUP01090022T	1.80E+01	1.80E+01
CPCT02050246T	2.34E+01	2.34E+01
CPCT02050244T	1.76E+01	1.76E+01
CPCT02060111T	1.25E+01	1.25E+01
CPCT02050070T	2.79E+00	2.79E+00
CPCT02250001T	5.88E+00	5.88E+00
CPCT02070231T	1.07E+01	1.07E+01
CPCT02210016T	3.00E+01	3.00E+01
CPCT02070132T	9.89E+00	9.89E+00
CPCT02180029T	3.23E+00	3.23E+00
CPCT02050195T	4.27E+00	4.27E+00
CPCT02060107T	2.08E+01	2.08E+01
CPCT02070177T	5.21E+00	5.21E+00
CPCT02030366T	2.14E+01	2.14E+01
CPCT02050223T	1.02E+01	1.02E+01
CPCT02060116T	5.34E+00	5.34E+00
CPCT02050239T	9.02E+00	9.02E+00
CPCT02210031T	5.08E+00	5.08E+00
CPCT02230035T	1.62E+01	1.62E+01
CPCT02050089T	3.24E+01	3.24E+01
CPCT02180009T	3.14E+01	3.14E+01
CPCT02330014T	4.06E+00	4.06E+00
CPCT02230001T	2.70E+00	2.70E+00
CPCT02040083T	7.90E+00	7.90E+00
CPCT02180020T	2.24E+01	2.24E+01
CPCT02050135T	2.59E+01	2.59E+01
CPCT02020483T	1.18E+01	1.18E+01
CPCT02080091T	1.58E+01	1.58E+01
CPCT02260012T	1.31E+01	1.31E+01
CPCT02210036T	3.19E+01	3.19E+01
CPCT02130014T	6.83E+00	6.83E+00
CPCT02130010T	1.14E+01	1.14E+01
CPCT02250002T	6.28E+00	6.28E+00
CPCT02090027T	4.66E+00	4.66E+00
DRUP01070119T	1.44E+01	1.44E+01
CPCT02050447T	1.61E+01	1.61E+01
CPCT02330135T	5.78E+00	5.78E+00
CPCT02200008T	6.80E+00	6.80E+00
CPCT02200009T	3.55E+00	3.55E+00
