Samples	ID83A	ID83B
SP77443	136	582
SP72118	249	414
SP76891	252	295
SP125732	7743	0
SP125716	224	540
SP125746	47457	0
SP125797	527	213
SP76057	148	425
SP69565	627	861
SP75202	126	246
SP110736	309	224
SP107774	81	461
SP110779	188	440
SP107805	167	365
SP110789	46	1123
SP71846	243	388
SP70122	266	357
SP71404	752	529
SP76955	111	426
SP107781	173	147
SP70202	33	826
SP70677	42	168
SP70082	65	151
SP70288	572	263
SP70266	83	318
SP107956	359	484
SP70956	180	200
SP108017	126	163
SP71536	107	252
SP70756	254	209
SP76675	267	1103
SP71480	185	384
SP70313	148	243
SP73319	102	266
SP107813	298	335
SP77339	113	371
SP76017	199	190
SP76915	248	239
SP71974	584	1505
SP70178	337	479
SP107920	203	320
SP110798	113	304
SP107952	188	445
SP70465	69	343
SP70780	301	382
SP110803	53	328
SP107915	154	277
SP71132	353	479
SP71552	212	506
SP69573	96	213
SP75681	98	378
SP107874	277	536
SP110816	83	225
SP77203	1824	596
SP76515	159	407
SP110770	368	246
SP69812	97	167
SP76136	390	668
SP70106	106	561
SP108059	136	248
SP108020	199	334
SP76867	265	278
SP108088	197	297
SP71734	176	280
SP76001	66	198
SP108033	228	314
SP110822	257	398
SP69762	245	218
SP107945	206	388
SP107770	116	266
SP73263	275	329
SP77131	216	514
SP75322	1190	573
SP70046	60	243
SP70932	145	379
SP71758	14	316
SP71228	676	373
SP76353	84	173
SP69587	59	149
SP69898	596	686
SP75977	113	237
SP70226	115	284
SP108068	217	316
SP107784	304	1017
SP110824	99	280
SP76843	284	547
SP71456	250	449
SP108065	310	175
SP70860	412	248
SP71084	163	295
SP72262	85	286
SP69705	295	195
SP107786	331	698
SP71576	110	222
SP108123	118	233
SP74896	129	325
SP71950	159	433
SP108049	56	205
SP116965	247	2105
SP77930	50	186
SP125807	265	612
SP125696	236	379
SP125725	308	390
SP125752	277	529
SP118048	1168	235
SP117981	45	317
SP125749	74	227
SP125762	124	451
SP117164	148	240
SP117002	326	421
SP117158	80	225
SP125691	793	669
SP125721	152	347
SP125753	308	261
SP117972	170	286
SP125726	265	350
SP125800	9	46
SP117745	434	614
SP117351	155	185
SP117980	70	430
SP117878	243	281
SP125805	139	281
SP78013	308	484
SP118083	65	520
SP125772	44	194
SP117216	302	243
SP125784	150	248
SP117323	406	505
