Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP24708	0	77	65	0	19	54	0	78	73	11	46	2	0
SP24301	11	140	92	1	35	83	4	122	71	0	51	10	21
SP27201	0	78	118	5	21	62	0	69	85	0	26	24	9
SP28791	0	23	23	12	6	9	0	26	48	0	0	9	11
SP23739	26	16	25	3	26	36	0	47	57	1	9	4	3
SP24702	47	89	67	0	28	44	0	82	51	0	29	38	8
SP25332	10	16	16	6	17	13	1	42	9	6	1	10	7
SP28335	14	15	35	4	27	8	0	83	63	0	43	3	17
SP26709	22	68	26	2	22	13	0	33	19	0	7	3	17
SP25350	0	47	57	13	7	89	2	108	62	0	45	0	13
SP25380	0	82	104	8	25	65	5	50	92	0	36	26	11
SP24565	5	6	16	0	26	31	0	92	49	4	0	0	8
SP25833	13	94	37	0	27	40	0	72	73	0	27	26	2
SP25905	15	0	22	1	28	19	1	21	63	0	32	0	6
SP26439	0	24	18	3	15	0	1	12	15	0	47	23	3
SP24236	2	82	126	3	14	72	0	76	142	0	84	0	2
SP23925	0	46	134	0	46	1217	0	255	27	0	32	0	0
SP24815	10	75	99	0	34	39	3	110	92	26	67	0	21
SP27957	43	16	65	0	25	45	0	45	59	0	48	26	3
SP27603	0	41	45	0	26	28	0	73	70	0	66	12	18
SP27825	6	72	96	0	34	49	1	109	73	5	59	9	5
SP24135	0	50	85	0	368	75	2	147	110	20	156	51	0
SP26499	0	45	30	2	16	19	0	25	39	19	25	18	11
SP25518	14	70	102	1	27	70	10	24	138	0	86	15	0
SP28659	70	35	109	0	445	130	0	130	157	28	35	52	0
SP23622	0	47	57	0	7	51	7	114	66	7	3	16	17
SP27939	0	49	29	0	12	16	0	59	46	9	76	15	5
SP23754	0	14	19	2	9	9	0	11	27	5	32	1	0
SP29697	7	66	43	4	11	34	0	42	33	18	44	0	11
SP27339	15	41	39	0	19	10	2	85	51	7	19	16	8
SP29559	0	63	13	6	479	16	2	4	114	10	99	0	8
SP29331	25	25	81	0	35	39	0	51	97	20	49	13	18
SP26475	1	97	58	0	17	16	0	60	54	18	56	22	8
SP23775	0	67	88	0	424	80	0	105	133	7	101	10	5
SP28275	31	17	20	0	21	49	0	53	28	0	50	0	19
SP28581	0	68	75	0	27	51	0	66	56	0	35	29	14
SP23639	0	72	69	0	32	59	2	96	75	5	38	10	15
SP24391	18	59	55	0	20	45	2	65	76	0	86	0	0
SP28041	58	45	118	0	19	71	0	87	79	0	37	23	0
SP25494	125	38	182	0	682	156	3	133	355	0	230	48	4
SP26649	7	56	52	0	33	58	0	172	41	0	3	14	0
SP78927	7	38	4	0	0	1	0	0	7	0	0	1	5
SP78913	0	25	2	0	10	4	0	0	6	1	3	0	0
SP107375	6	58	11	5	24	2	1	3	23	0	51	5	6
SP107408	25	165	47	9	19	23	3	0	23	1	0	5	0
SP107439	24	0	3	0	0	0	2	0	9	0	0	249	0
SP78816	5	26	2	0	2	4	0	1	2	0	0	2	0
SP78663	58	69	4	7	30	6	0	8	6	0	0	0	23
SP78709	0	89	4	6	8	4	0	6	1	0	13	0	0
SP107462	75	97	6	14	6	0	0	0	13	0	12	0	0
SP78951	0	63	7	5	4	2	0	4	23	4	0	1	0
SP107435	32	60	18	8	2	15	0	1	11	0	50	0	2
SP78679	0	66	49	6	10	22	0	2	27	0	0	0	37
SP107360	1	142	26	18	25	22	4	14	0	42	0	4	0
SP78819	1	9	3	1	0	1	0	2	1	3	7	0	7
SP78821	0	66	8	0	1	1	2	7	25	0	18	9	4
SP107552	9	36	0	0	3	4	0	0	4	0	13	2	0
SP78865	12	13	2	1	4	0	0	2	3	0	0	0	28
SP107470	0	86	30	2	0	7	4	1	8	0	4	1	1
SP78673	2	1	5	0	2	8	0	0	7	0	7	7	8
SP78824	3	23	3	2	10	3	0	0	7	0	0	0	0
SP107550	7	23	8	6	0	0	0	0	7	0	0	0	11
SP78718	76	139	31	5	0	2	0	0	13	1	0	7	0
SP107451	12	40	6	6	5	1	0	7	0	0	5	7	1
SP107557	23	31	5	6	4	0	0	0	4	0	6	0	0
SP107358	0	23	5	0	5	14	2	0	9	2	22	6	5
SP78731	0	37	4	1	4	2	0	0	5	0	6	0	5
SP107455	0	31	4	0	0	0	0	2	6	1	0	0	14
SP107549	6	29	6	0	3	4	1	0	0	0	0	0	7
SP78814	0	43	3	3	10	2	2	0	17	0	0	8	25
SP107357	29	197	62	15	17	14	14	49	8	31	3	41	16
SP78919	14	54	3	3	14	8	2	0	7	0	0	0	7
SP107453	27	24	12	4	1	2	0	2	6	1	16	4	1
SP78719	1	2	3	0	0	3	0	0	0	1	0	1	3
SP78662	13	0	4	1	0	1	0	0	11	0	1	2	2
SP107457	28	103	1	5	8	8	3	0	11	2	2	0	14
SP107404	33	88	48	13	15	26	3	10	12	21	2	0	8
SP78714	8	34	12	6	1	3	0	0	10	0	0	4	6
SP107454	0	42	5	4	0	1	0	2	7	0	0	0	8
SP107359	0	170	51	18	22	19	0	17	25	11	0	22	1
SP78664	11	74	1	6	0	0	0	8	13	0	0	0	0
SP78931	0	77	9	3	5	0	0	0	0	0	0	0	9
SP78815	0	24	2	3	0	1	0	4	4	3	4	0	3
SP107466	0	86	26	0	5	6	0	15	13	17	34	0	0
SP78901	43	158	13	5	0	7	2	0	3	0	0	0	0
SP107384	0	170	39	5	255	10	6	14	45	33	107	56	0
SP107467	2	10	4	0	0	0	0	2	19	0	8	4	0
SP78680	24	9	2	0	2	0	0	0	8	0	0	0	0
SP78672	0	33	3	0	10	0	0	0	4	0	0	0	3
SP107365	20	37	13	1	4	9	0	22	8	8	13	9	0
SP78660	0	31	4	0	7	1	0	0	0	0	12	3	0
SP78659	10	5	11	0	0	6	0	0	2	3	16	0	0
SP107449	1	39	6	1	9	0	0	0	24	0	12	0	4
SP78813	18	25	5	5	1	3	0	8	7	2	10	0	0
SP78953	0	23	3	0	0	1	0	3	0	0	3	0	0
SP78804	56	11	2	2	13	12	0	4	18	0	2	0	12
SP107460	0	35	22	4	6	8	4	0	11	0	11	1	4
SP107548	27	67	0	5	3	1	0	2	11	0	0	9	8
SP78730	3	104	28	11	8	10	0	6	5	0	23	1	2
SP78727	0	68	7	9	3	3	0	3	7	1	3	6	0
SP78822	20	106	22	10	14	13	0	15	23	0	15	17	31
SP78818	14	61	7	1	3	0	0	5	8	0	0	1	1
SP78923	1	20	2	2	2	5	0	1	3	0	0	0	2
SP107405	0	163	30	20	4	34	2	14	23	30	39	0	0
SP107437	44	45	73	11	7	0	9	3	7	0	28	8	17
SP78675	16	60	5	1	7	1	0	3	9	9	12	1	2
SP107371	42	111	57	13	172	24	39	17	43	24	0	0	6
