Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP117655	0	358	47	814	0	0	11	0	201	0	0	33	0
SP117556	0	156	315	205	0	0	19	32	0	0	44	15	0
SP117627	0	36	88	252	1	0	16	29	0	0	0	1	34
SP117775	0	230	44	602	5	0	25	57	0	0	1	8	10
SP117332	0	10	0	26	1	35	14	14	18	0	9	0	27
SP117712	0	13	115	0	0	0	15	90	118	12	83	10	71
SP117017	5	20	183	17	5	0	10	51	55	0	0	0	39
SP117031	0	194	395	156	0	0	34	44	0	0	59	50	10
SP117759	0	420	247	790	0	0	9	0	0	0	50	26	0
SP117621	0	108	213	285	2	0	12	70	79	0	27	22	49
SP117425	0	74	0	357	0	0	17	11	3	0	0	63	65
SP117930	0	337	947	0	0	0	35	13	153	0	141	24	0
SP99287	0	3	49	0	0	0	8	2	77	0	18	0	9
SP99293	0	4	40	0	0	0	0	57	108	23	56	3	23
SP99289	48	0	129	0	2	0	23	120	373	0	9	21	0
SP99297	0	1	3	0	2	0	0	3	2	0	0	3	9
SP99301	745	124	0	0	0	0	0	0	0	0	400	0	8
SP99305	0	5	54	32	0	0	10	39	28	19	20	4	54
SP99309	0	0	118	213	0	0	0	22	69	0	38	13	19
SP99313	16	0	48	0	10	0	98	368	0	0	4	0	0
SP99317	0	0	1	0	0	0	0	8	8	0	1	0	19
SP99321	0	33	58	35	0	8	2	41	6	0	30	0	33
SP99325	96938	29134	0	0	0	0	0	0	0	0	0	0	0
SP99329	0	4	0	11	0	0	375	0	69	1	34	0	26
SP99333	0	5	105	0	0	2	6	34	15	4	32	0	47
SP99337	32	0	212	69	0	0	11	18	43	0	18	13	24
SP99341	0	9	142	54	0	0	0	38	0	3	28	7	53
SP99345	0	0	3	14	1	0	7	9	19	0	0	0	2
SP99113	0	2	0	0	0	0	0	17	36	5	5	0	14
SP99185	0	0	29	0	0	0	0	139	211	0	54	0	0
SP99209	0	0	75	118	0	0	4	153	109	0	57	2	18
SP99213	0	86	0	0	0	356	0	42	17	0	28	6	2
SP99221	0	0	2	0	0	0	3	0	33	2	5	3	0
SP99225	0	0	28	0	0	6	14	18	40	0	54	5	32
SP99241	52	0	104	0	0	0	66	295	252	0	68	21	0
CPCT02020318T	0	122	61	32	42	159	5	0	18	10	22	16	15
CPCT02010377T	35	0	221	0	22	0	19	67	72	92	55	13	0
CPCT02060017T	15	41	175	0	46	127	34	0	0	4	0	14	221
CPCT02060166T	0	237	117	110	97	118	29	0	0	39	0	74	10
DRUP01080024T	0	7	18	0	15	15	4	0	0	72	35	160	0
CPCT02300029T	0	293	355	119	165	0	35	47	2	0	23	34	112
CPCT02130024T	92	32	181	0	86	3	19	0	40	69	0	24	44
CPCT02370015T	0	9	0	92	31	0	15	23	65	49	0	18	22
CPCT02080291T	0	59	93	0	4	154	12	0	21	53	7	10	0
CPCT02330082T	0	16	84	0	20	74	0	34	26	45	12	3	0
CPCT02130035T	0	271	83	6	97	378	23	57	10	31	7	21	0
CPCT02020667T	0	21	172	0	109	0	27	29	39	0	23	7	71
CPCT02190030T	0	74	174	9	67	56	19	134	163	24	27	17	0
CPCT02070304T	0	135	311	98	74	0	40	47	0	49	29	35	141
CPCT02230093T	0	369	238	119	78	0	33	55	0	0	95	0	128
CPCT02170024T	26	0	166	0	105	0	0	39	86	93	11	23	20
CPCT02050342T	0	87	157	31	78	176	0	81	29	125	41	54	25
CPCT02130064T	11	22	179	9	131	0	15	71	22	121	0	22	16
CPCT02130063T	0	854	81	297	225	0	188	33	111	0	324	38	0
CPCT02080208T	0	19	32	6	73	0	8	39	31	77	16	3	0
CPCT02130066T	0	348	205	657	56	0	2	0	37	7	0	20	0
CPCT02130067T	144	0	251	0	111	72	25	0	242	24	0	14	82
CPCT02100172T	0	31	31	69	112	0	2	0	0	1	21	10	0
CPCT02130084T	42	0	210	79	48	2	35	19	65	76	17	13	0
CPCT02060220T	0	59	236	0	179	0	17	44	63	39	68	5	0
CPCT02100169T	10	762	224	53	134	507	42	39	0	108	0	68	0
CPCT02080218T	134	315	655	0	189	36	59	29	86	1	0	32	144
CPCT02050332T	0	74	65	16	43	5	253	153	0	0	0	11	10
DRUP01080031T	27425	43094	1533	0	0	0	0	0	0	0	0	0	0
CPCT02040245T	129	244	385	144	39	428	5	57	0	0	0	79	0
