Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP117956	5	11	1	9	12	32	1	23	25	5	3
SP117975	5	19	0	0	11	25	0	19	8	1	0
SP2149	22	18	33	188	233	11	0	14	36	42	11
SP117113	7	115	0	6	9	20	0	26	11	14	1
SP117245	5	17	0	4	19	47	0	29	25	11	2
SP117402	8	16	11	1	4	35	2	16	18	9	0
SP117136	10	59	1	9	0	24	0	13	30	3	3
SP117378	4	35	8	14	11	10	0	10	26	23	0
SP116947	0	24	23	7	5	36	2	13	24	15	5
SP117369	1	26	0	0	7	2	0	24	7	88	2
SP117244	6	50	0	0	2	23	4	4	2	10	3
SP117162	7	9	7	5	4	16	2	20	23	30	3
SP117079	1	20	0	6	14	32	1	10	28	14	2
SP117344	13	64	0	275	105	52	8	20	6	20	13
SP118074	99	179	54	20	17	43	3	0	29	18	18
SP117598	0	33	9	18	133	279	1	9	19	33	7
SP117312	6	29	0	1	4	20	1	0	44	10	5
SP118038	3	58	0	14	0	18	2	8	13	19	5
SP117552	8	20	0	0	7	10	2	16	16	7	5
SP118073	3	49	0	3	14	36	0	10	23	12	2
SP117933	5	17	1	7	6	11	0	15	15	6	1
SP118012	0	19	19	12	5	36	3	0	33	20	6
SP117108	6	46	0	0	12	32	1	6	17	4	0
SP117812	7	12	15	8	6	25	0	8	8	18	2
SP117354	21	49	0	21	28	16	6	51	26	16	8
SP117370	5	64	10	6	3	17	1	0	22	12	4
SP116991	14	41	8	1	30	21	2	21	20	7	8
SP117629	7	15	0	347	125	45	13	0	20	24	10
SP124199	20	59	7	5	12	43	0	16	18	6	0
SP124195	12	83	4	7	11	17	2	24	20	11	1
SP117850	10	25	6	1	15	41	2	13	7	6	0
SP117127	11	49	0	6	7	14	0	29	14	0	7
SP117614	3	7	31	4	10	64	0	6	22	25	7
SP116948	8	107	16	10	18	65	1	2	42	16	7
SP117409	1	32	55	350	121	86	8	0	28	37	10
SP117593	0	29	29	10	5	28	0	14	28	0	4
SP117372	10	21	0	7	9	33	1	0	17	43	2
SP118077	12	21	12	24	11	34	0	1	39	10	4
SP117840	8	77	13	0	19	40	0	28	8	3	5
SP117363	0	75	86	67	52	104	11	0	18	86	5
SP117887	11	21	0	460	187	63	29	27	58	38	7
