Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP117956	3.61E-01	4.52E-01	1.05E+00	4.68E-01	6.57E-01	1.13E+00	2.06E-01	9.44E-01	6.15E-01	6.24E-01	3.04E-01
SP117975	3.12E-01	5.79E-01	5.86E-01	1.84E-01	5.73E-01	9.62E-01	0.00E+00	8.56E-01	4.63E-01	3.39E-01	2.16E-01
SP2149	9.22E-01	7.21E-01	2.10E+00	4.32E+00	3.38E+00	1.76E+00	1.79E-01	8.00E-01	9.41E-01	1.47E+00	5.51E-01
SP117113	4.03E-01	9.73E-01	7.71E-01	4.25E-01	6.14E-01	9.27E-01	0.00E+00	9.92E-01	6.67E-01	5.68E-01	2.67E-01
SP117245	3.30E-01	5.88E-01	1.02E+00	3.64E-01	8.63E-01	1.42E+00	0.00E+00	1.29E+00	9.53E-01	6.92E-01	2.45E-01
SP117402	4.15E-01	4.65E-01	1.03E+00	2.27E-01	3.70E-01	1.07E+00	1.83E-01	1.00E+00	6.35E-01	7.35E-01	0.00E+00
SP117136	3.82E-01	7.18E-01	6.16E-01	3.37E-01	1.38E-01	9.20E-01	0.00E+00	8.11E-01	7.50E-01	5.62E-01	2.80E-01
SP117378	3.33E-01	6.01E-01	8.72E-01	5.52E-01	5.66E-01	8.06E-01	0.00E+00	6.68E-01	5.90E-01	9.48E-01	2.23E-02
SP116947	3.96E-01	6.06E-01	1.52E+00	4.08E-01	5.63E-01	1.25E+00	1.66E-01	1.36E+00	6.61E-01	1.11E+00	3.18E-01
SP117369	1.40E-01	9.12E-01	6.65E-01	2.35E-01	4.27E-01	8.34E-01	0.00E+00	1.19E+00	5.65E-01	1.13E+00	3.15E-01
SP117244	3.13E-01	6.27E-01	5.51E-01	0.00E+00	2.33E-01	7.36E-01	2.85E-01	7.14E-01	3.67E-01	4.68E-01	2.47E-01
SP117162	3.90E-01	4.72E-01	7.11E-01	3.11E-01	5.18E-01	8.16E-01	1.40E-01	8.69E-01	6.56E-01	8.98E-01	3.91E-01
SP117079	1.42E-01	4.87E-01	6.89E-01	4.20E-01	7.76E-01	1.22E+00	1.45E-01	9.68E-01	7.71E-01	6.30E-01	2.66E-01
SP117344	7.03E-01	9.44E-01	1.49E+00	3.38E+00	3.27E+00	1.46E+00	4.15E-01	1.14E+00	5.68E-01	1.13E+00	5.65E-01
SP118074	1.58E+00	1.45E+00	1.75E+00	6.90E-01	7.53E-01	1.90E+00	2.66E-01	1.74E+00	8.84E-01	1.35E+00	5.80E-01
SP117598	4.07E-01	1.04E+00	2.93E+00	1.09E+00	4.27E+00	4.83E+00	0.00E+00	4.22E+00	1.59E+00	1.81E+00	4.92E-01
SP117312	3.19E-01	5.65E-01	6.67E-01	2.32E-01	4.72E-01	7.52E-01	0.00E+00	3.46E-01	6.50E-01	4.98E-01	2.67E-01
SP118038	2.14E-01	8.38E-01	5.22E-01	4.15E-01	3.00E-01	8.76E-01	1.90E-01	9.93E-01	6.69E-01	6.60E-01	3.62E-01
SP117552	3.21E-01	5.33E-01	6.00E-01	3.99E-02	3.52E-01	7.14E-01	2.34E-01	6.37E-01	5.72E-01	5.85E-01	2.53E-01
SP118073	2.74E-01	8.30E-01	5.75E-01	2.51E-01	6.97E-01	9.90E-01	0.00E+00	8.18E-01	5.98E-01	6.17E-01	2.01E-01
SP117933	2.85E-01	4.99E-01	5.47E-01	3.86E-01	4.69E-01	7.27E-01	0.00E+00	5.83E-01	5.14E-01	5.40E-01	2.06E-01
SP118012	3.62E-01	5.25E-01	1.43E+00	4.28E-01	5.45E-01	1.47E+00	1.93E-01	1.16E+00	7.55E-01	1.25E+00	4.24E-01
SP117108	3.19E-01	6.17E-01	6.09E-01	2.54E-01	6.34E-01	9.91E-01	0.00E+00	9.39E-01	7.02E-01	4.89E-01	1.74E-01
SP117812	3.92E-01	4.75E-01	8.76E-01	4.13E-01	4.90E-01	9.99E-01	0.00E+00	8.81E-01	5.46E-01	7.85E-01	2.91E-01
SP117354	5.93E-01	8.21E-01	1.13E+00	7.63E-01	9.06E-01	1.37E+00	3.64E-01	1.24E+00	1.10E+00	9.60E-01	5.36E-01
SP117370	3.86E-01	7.79E-01	5.25E-01	3.73E-01	2.86E-01	7.58E-01	0.00E+00	6.06E-01	6.67E-01	5.19E-01	3.00E-01
SP116991	6.55E-01	7.59E-01	8.73E-01	3.86E-01	7.33E-01	1.05E+00	1.59E-01	9.88E-01	7.07E-01	5.56E-01	4.42E-01
SP117629	5.01E-01	6.59E-01	1.01E+00	3.96E+00	3.20E+00	1.72E+00	3.97E-01	1.21E+00	1.07E+00	1.12E+00	6.62E-01
SP124199	5.64E-01	7.62E-01	1.22E+00	3.93E-01	7.25E-01	1.34E+00	0.00E+00	8.79E-01	7.34E-01	5.79E-01	2.00E-02
SP124195	5.07E-01	8.45E-01	8.98E-01	5.59E-01	4.98E-01	8.42E-01	1.84E-01	8.48E-01	7.07E-01	8.33E-01	2.57E-01
SP117850	4.56E-01	5.94E-01	7.69E-01	2.98E-01	6.40E-01	1.06E+00	2.08E-01	1.02E+00	5.00E-01	5.17E-01	5.18E-02
SP117127	4.17E-01	7.40E-01	7.51E-01	4.31E-01	4.31E-01	8.52E-01	0.00E+00	8.34E-01	6.44E-01	4.19E-01	4.31E-01
SP117614	5.16E-01	4.84E-01	1.81E+00	3.88E-01	6.18E-01	1.51E+00	0.00E+00	1.14E+00	7.88E-01	1.15E+00	3.64E-01
SP116948	5.84E-01	9.56E-01	1.35E+00	5.36E-01	9.30E-01	1.50E+00	0.00E+00	1.08E+00	9.86E-01	8.26E-01	5.12E-01
SP117409	7.63E-01	9.42E-01	2.68E+00	4.31E+00	4.08E+00	2.35E+00	3.62E-01	1.69E+00	1.18E+00	1.54E+00	5.40E-01
SP117593	5.08E-01	7.06E-01	9.55E-01	4.28E-01	4.67E-01	1.32E+00	0.00E+00	1.07E+00	7.74E-01	2.69E-01	3.52E-01
SP117372	4.38E-01	5.35E-01	1.36E+00	4.52E-01	4.40E-01	1.35E+00	1.55E-01	8.60E-01	6.25E-01	1.21E+00	1.54E-01
SP118077	5.30E-01	6.46E-01	9.24E-01	7.24E-01	6.85E-01	9.53E-01	0.00E+00	7.56E-01	9.26E-01	6.64E-01	3.73E-01
SP117840	4.56E-01	9.73E-01	1.31E+00	3.42E-01	6.75E-01	1.52E+00	0.00E+00	1.09E+00	6.34E-01	6.02E-01	3.52E-01
SP117363	8.31E-01	1.09E+00	3.65E+00	1.44E+00	1.37E+00	2.93E+00	4.25E-01	3.81E+00	9.76E-01	3.31E+00	3.97E-01
SP117887	9.15E-01	9.64E-01	2.07E+00	5.44E+00	4.83E+00	2.39E+00	7.11E-01	1.57E+00	1.45E+00	1.28E+00	5.58E-01
SP116946	5.01E-01	7.32E-01	1.11E+00	5.26E-01	8.72E-01	1.56E+00	1.47E-01	1.26E+00	6.63E-01	7.40E-01	0.00E+00
SP117901	5.59E-01	7.36E-01	1.14E+00	2.07E+00	1.74E+00	1.38E+00	2.01E-01	8.69E-01	9.29E-01	1.05E+00	4.55E-02
SP117454	4.23E-01	6.55E-01	7.54E-01	4.02E-01	6.08E-01	8.59E-01	0.00E+00	7.48E-01	8.25E-01	7.53E-01	1.00E-02
SP124197	1.23E+00	9.05E-01	4.16E+00	7.18E+00	6.63E+00	2.94E+00	6.64E-01	2.46E+00	1.11E+00	3.23E+00	9.00E-01
SP117919	9.93E-01	9.60E-01	1.70E+00	5.75E+00	5.56E+00	1.84E+00	4.84E-01	1.57E+00	1.24E+00	1.86E+00	6.61E-01
SP117250	2.45E-01	6.41E-01	9.63E-01	1.96E-01	4.58E-01	1.01E+00	0.00E+00	7.72E-01	6.83E-01	9.56E-01	2.27E-01
SP117983	4.80E-01	7.86E-01	8.47E-01	5.08E-01	8.15E-01	1.28E+00	1.92E-01	7.38E-01	5.92E-01	6.99E-01	3.84E-01
SP117676	3.11E-01	4.66E-01	7.46E-01	2.38E-01	3.03E-01	8.24E-01	0.00E+00	7.80E-01	7.64E-01	7.41E-01	0.00E+00
SP117011	4.76E-01	7.26E-01	8.44E-01	5.81E-01	6.99E-01	9.91E-01	1.79E-01	1.01E+00	9.11E-01	9.85E-01	0.00E+00
SP117057	3.99E-01	6.36E-01	8.24E-01	2.57E-01	2.94E-01	9.56E-01	0.00E+00	8.55E-01	5.16E-01	9.05E-01	2.00E-01
SP117126	4.29E-01	8.94E-01	8.53E-01	3.39E-01	7.49E-01	1.26E+00	1.76E-01	9.00E-01	8.45E-01	5.74E-01	3.00E-01
SP117728	3.47E-01	7.56E-01	6.35E-01	5.50E-01	6.20E-01	9.72E-01	0.00E+00	6.96E-01	6.02E-01	4.25E-01	2.55E-01
SP117618	3.58E-01	5.54E-01	6.46E-01	3.81E-01	3.13E-01	6.75E-01	1.63E-01	7.29E-01	5.67E-01	4.91E-01	3.62E-01
SP117257	3.09E-01	4.90E-01	6.81E-01	3.63E-01	4.01E-01	8.94E-01	1.38E-01	8.15E-01	6.65E-01	4.68E-01	2.19E-01
SP116963	4.71E-01	5.71E-01	6.71E-01	2.60E-01	5.52E-01	8.45E-01	0.00E+00	6.96E-01	5.44E-01	2.71E-01	1.54E-01
SP117078	5.72E-01	1.11E+00	2.11E+00	6.40E-01	5.81E-01	1.96E+00	0.00E+00	1.94E+00	1.12E+00	1.18E+00	1.97E-01
SP117944	6.03E-01	8.24E-01	1.63E+00	2.84E+00	2.43E+00	1.45E+00	3.28E-01	1.20E+00	9.02E-01	1.44E+00	3.96E-01
SP117639	9.07E-01	1.03E+00	1.83E+00	7.29E-01	1.08E+00	1.61E+00	2.59E-01	1.60E+00	1.13E+00	9.59E-01	3.99E-01
SP117834	6.05E-01	9.41E-01	1.63E+00	4.57E-01	1.21E+00	1.87E+00	0.00E+00	1.47E+00	1.12E+00	8.32E-01	3.81E-01
SP117105	6.32E-01	8.52E-01	1.03E+00	4.32E-01	7.06E-01	1.20E+00	0.00E+00	1.06E+00	7.90E-01	8.73E-01	3.80E-01
SP117785	4.32E-01	3.93E-01	1.28E+00	1.67E-01	5.84E-01	1.28E+00	2.31E-01	1.06E+00	9.26E-01	1.02E+00	1.08E-01
SP117882	3.57E-01	6.69E-01	5.17E-01	2.23E-02	2.96E-01	8.68E-01	2.35E-01	1.16E+00	7.79E-01	2.82E-01	2.08E-01
SP117778	7.29E-01	1.11E+00	2.29E+00	5.57E-01	8.85E-01	2.21E+00	2.66E-01	2.19E+00	1.08E+00	1.63E+00	5.08E-01
SP117032	3.91E-01	7.89E-01	9.26E-01	5.83E-01	5.96E-01	1.11E+00	0.00E+00	1.24E+00	8.94E-01	5.57E-01	3.14E-01
SP117710	5.29E-01	8.76E-01	2.73E+00	9.17E-01	2.57E+00	3.04E+00	1.35E-01	3.20E+00	1.33E+00	1.67E+00	3.00E-01
SP117538	1.53E+00	1.17E+00	3.47E+00	6.72E+00	5.71E+00	2.85E+00	6.44E-01	1.37E+00	1.09E+00	1.84E+00	8.31E-01
SP124207	2.15E+00	1.99E+00	2.69E+00	8.47E-01	8.95E-01	2.22E+00	1.54E-01	1.51E+00	1.16E+00	1.67E+00	4.69E-01
SP117800	5.42E-01	7.85E-01	9.88E-01	2.31E-01	5.08E-01	8.83E-01	2.03E-01	8.85E-01	7.70E-01	8.74E-01	6.31E-02
