MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.29E-04	7.90E-04	4.26E-03	3.22E-04	2.07E-03	5.16E-04	5.73E-03	3.21E-04	5.25E-03	2.42E-04	3.24E-03	1.40E-03	2.60E-03	3.16E-03	4.86E-04	3.25E-03	2.79E-03	9.88E-04	5.28E-04	3.48E-03
1:Del:C:1	7.16E-06	1.98E-04	6.72E-03	2.76E-04	1.10E-03	1.22E-03	1.32E-02	7.07E-04	2.54E-03	1.73E-04	1.25E-04	5.55E-04	2.37E-03	3.31E-03	2.62E-04	1.32E-03	2.03E-03	1.47E-03	2.52E-04	2.33E-03
1:Del:C:2	5.90E-05	4.16E-05	6.01E-03	2.10E-04	7.56E-04	8.49E-04	3.84E-03	4.09E-04	1.06E-03	6.99E-05	9.46E-04	5.01E-04	5.61E-04	1.79E-03	2.67E-04	1.13E-03	1.00E-03	3.96E-04	1.61E-04	1.14E-03
1:Del:C:3	8.39E-05	1.10E-04	1.97E-03	1.17E-03	5.91E-04	5.11E-04	4.79E-03	1.97E-04	7.42E-04	4.04E-05	4.82E-04	1.03E-04	1.56E-03	1.56E-03	7.05E-05	1.73E-04	2.94E-03	6.46E-04	8.56E-05	1.08E-03
1:Del:C:4	1.61E-04	6.03E-05	2.14E-03	3.05E-03	9.56E-04	6.77E-05	5.48E-03	1.40E-47	4.22E-05	2.45E-05	8.22E-05	2.59E-04	3.84E-03	1.72E-03	5.34E-05	9.52E-05	9.65E-04	4.60E-05	4.63E-05	1.35E-04
1:Del:C:5	5.73E-04	9.06E-05	1.00E-03	7.19E-03	2.63E-03	0.00E+00	1.58E-03	0.00E+00	0.00E+00	9.74E-05	5.14E-04	4.96E-05	1.57E-04	3.09E-04	3.50E-04	9.14E-05	1.06E-03	3.11E-05	3.50E-10	2.96E-04
1:Del:T:0	3.04E-05	6.88E-04	2.13E-03	4.28E-04	3.09E-03	3.14E-03	4.50E-03	4.78E-04	8.07E-04	1.53E-04	7.94E-04	8.33E-04	8.37E-03	1.43E-02	9.03E-04	3.11E-03	5.33E-03	1.51E-03	7.40E-04	2.33E-03
1:Del:T:1	1.17E-04	6.04E-04	1.61E-03	9.14E-04	2.31E-03	2.41E-03	4.52E-03	4.53E-04	9.23E-04	1.70E-04	1.01E-03	9.69E-05	5.01E-03	9.15E-03	7.17E-04	1.47E-03	4.79E-03	1.24E-03	3.46E-04	2.73E-03
1:Del:T:2	7.31E-05	4.19E-04	1.11E-03	5.95E-04	1.39E-03	1.52E-03	3.43E-03	2.69E-04	4.45E-04	6.74E-05	8.56E-04	4.37E-04	3.63E-03	4.93E-03	6.25E-04	7.99E-04	2.00E-03	1.52E-03	1.12E-04	1.13E-03
1:Del:T:3	2.72E-04	2.85E-04	1.28E-03	1.08E-03	2.00E-03	6.66E-04	3.37E-03	3.55E-04	6.23E-04	1.75E-04	8.64E-04	7.58E-04	5.76E-03	6.01E-03	1.09E-03	8.33E-04	1.94E-03	9.61E-04	6.91E-06	1.87E-03
1:Del:T:4	3.96E-04	3.88E-04	9.41E-04	2.51E-03	2.07E-03	3.42E-04	3.56E-03	2.45E-04	3.71E-04	2.18E-04	1.71E-04	6.14E-04	6.02E-03	2.26E-03	6.11E-04	5.43E-04	3.48E-03	8.18E-04	9.39E-05	2.87E-03
1:Del:T:5	4.33E-03	1.14E-03	1.19E-03	1.17E-02	5.57E-03	8.20E-04	1.89E-03	1.70E-04	4.55E-03	2.54E-03	1.34E-03	9.36E-04	3.49E-03	2.57E-03	1.40E-03	4.80E-04	7.20E-03	1.61E-03	2.56E-04	7.32E-04
1:Ins:C:0	4.22E-05	1.35E-09	2.08E-04	4.11E-05	3.76E-06	6.19E-09	1.82E-04	3.95E-09	9.24E-09	9.78E-06	3.79E-08	1.83E-08	9.19E-47	2.18E-08	7.98E-03	6.95E-09	4.30E-08	2.06E-08	2.13E-04	5.46E-09
1:Ins:C:1	8.27E-07	5.72E-05	2.83E-04	4.06E-05	5.88E-04	3.63E-04	1.46E-03	2.25E-04	5.69E-04	9.95E-05	2.72E-04	1.13E-04	6.58E-04	1.06E-03	4.32E-04	1.30E-03	1.15E-03	5.30E-04	2.66E-04	7.42E-04
1:Ins:C:2	1.39E-05	4.18E-05	2.76E-04	6.50E-05	5.61E-04	2.80E-04	1.58E-03	1.79E-04	2.03E-04	5.97E-05	5.74E-04	1.91E-05	4.93E-04	1.46E-03	9.18E-05	5.90E-04	6.51E-04	4.92E-04	2.88E-04	7.64E-04
1:Ins:C:3	1.39E-05	9.29E-05	3.75E-04	9.07E-05	5.73E-04	1.14E-04	2.05E-03	1.78E-04	1.00E-05	2.77E-05	2.38E-04	2.36E-05	1.45E-04	9.56E-04	3.42E-05	1.07E-03	1.12E-03	5.02E-05	4.59E-04	6.00E-04
1:Ins:C:4	9.41E-05	2.39E-04	4.05E-04	4.42E-04	8.73E-04	1.09E-04	2.24E-03	1.16E-04	1.74E-04	4.27E-06	3.68E-04	3.74E-05	5.61E-04	1.19E-03	8.09E-05	1.07E-03	1.49E-03	1.47E-04	2.11E-04	2.43E-04
1:Ins:C:5	2.21E-04	1.08E-03	4.61E-04	1.59E-03	4.63E-03	3.77E-05	5.96E-03	1.18E-04	1.76E-04	1.76E-04	1.88E-04	1.28E-04	8.94E-04	3.37E-03	2.73E-04	2.81E-03	6.36E-03	6.56E-04	1.46E-04	3.17E-03
1:Ins:T:0	5.06E-05	2.00E-04	7.79E-04	6.02E-04	1.46E-03	1.16E-04	5.04E-03	1.33E-04	1.34E-03	1.63E-04	1.64E-03	3.88E-04	1.39E-03	3.03E-03	7.99E-04	3.67E-03	2.49E-03	1.42E-03	2.90E-04	4.42E-04
1:Ins:T:1	6.08E-06	4.44E-05	1.10E-03	6.27E-47	2.13E-03	3.07E-04	7.19E-03	5.37E-04	4.91E-04	2.28E-04	4.53E-03	3.49E-04	1.99E-03	3.14E-03	4.04E-04	1.70E-03	1.96E-03	2.28E-03	1.26E-03	5.58E-03
