Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP117362	3	56	24	45	20	18	0	0	6
SP117470	12	19	521	80	56	32	8	21	3
SP117586	2	21	9	13	18	24	3	19	0
SP117709	3	24	6	56	17	24	1	21	4
SP2157	6	14	0	0	16	8	1	6	2
SP3368	28	100	26	51	23	38	4	6	1
SP5666	7	61	13	55	10	26	0	39	1
SP2781	0	28	16	86	8	25	2	12	0
SP8532	14	49	21	33	28	40	2	49	4
SP12856	7	39	14	0	15	18	3	124	6
SP7456	9	94	14	26	32	51	4	30	2
CPCT02100011T	0	113	0	52	37	41	65	18	16
CPCT02020314T	10	97	26	137	15	73	50	23	23
CPCT02080016T	11	140	36	83	9	73	32	12	18
CPCT02010359T	175	123	796	0	432	32	112	68	40
CPCT02020322T	30	59	23	38	9	39	26	52	1
CPCT02010351T	36	133	272	250	243	66	73	65	15
CPCT02110004T	4	88	35	58	52	42	68	24	8
CPCT02040031T	127	222	112	82	75	130	38	65	33
CPCT02020341T	28	68	18	26	31	60	39	19	26
CPCT02080025T	0	61	44	451	258	100	87	99	11
CPCT02080022T	0	30	13	48	15	48	42	35	14
CPCT02100017T	98	215	68	32	63	165	107	51	15
CPCT02100021T	65	116	12	100	75	75	108	34	22
CPCT02020345T	24	87	12	58	57	23	106	21	0
CPCT02020344T	33	118	39	0	8	87	122	215	7
CPCT02020347T	25	166	14	85	14	28	83	30	12
CPCT02100020T	34	101	281	0	253	14	149	32	39
CPCT02100024T	34	173	15	55	49	93	71	89	25
CPCT02100023T	45	118	13	33	80	51	107	98	23
CPCT02080027T	14	114	50	60	32	36	56	22	40
CPCT02160001T	25	115	23	37	31	27	42	102	30
CPCT02160003T	557	84	1619	0	387	61	157	240	105
CPCT02160004T	433	592	48	74	42	121	84	74	44
CPCT02030261T	61	92	33	129	162	94	54	66	13
CPCT02040035T	36	90	5	20	33	66	49	35	34
CPCT02160005T	21	65	27	90	121	42	57	74	23
CPCT02100027T	49	72	9	57	20	36	32	35	10
CPCT02010401T	20	60	29	39	33	62	65	12	12
CPCT02030265T	24	110	11	16	14	36	20	89	10
CPCT02080031T	0	38	2	10	52	26	114	17	2
CPCT02030264T	0	25	7	38	6	41	56	12	9
CPCT02100028T	12	59	32	100	0	29	41	26	11
CPCT02100029T	43	60	49	120	124	104	83	56	16
CPCT02020371T	13	55	32	91	59	57	39	66	13
CPCT02020369T	22	146	1037	105	104	21	139	53	53
CPCT02040036T	0	155	89	124	71	50	47	115	38
CPCT02080036T	82	0	210	394	478	213	107	146	29
CPCT02030271T	192	350	67	79	36	56	182	20	76
CPCT02020377T	10	11	27	117	73	63	56	25	12
CPCT02030274T	40	122	13	30	22	88	67	37	14
CPCT02010419T	94	106	1258	99	71	88	154	26	24
CPCT02050053T	174	269	54	69	44	100	89	109	43
CPCT02050060T	117	268	29	58	81	73	55	37	21
CPCT02030276T	20	149	44	72	107	121	74	34	28
CPCT02020382T	19	95	1230	98	57	86	96	30	32
CPCT02020385T	304	348	275	34	132	158	61	135	144
CPCT02190002T	28	63	30	65	69	60	21	43	12
CPCT02080039T	9	193	46	96	142	66	55	49	17
CPCT02040047T	106	431	85	14	78	98	54	201	53
CPCT02080047T	37	222	58	128	86	71	50	15	183
CPCT02010422T	31	296	868	128	127	125	202	55	31
CPCT02060011T	124	149	25	59	31	102	56	49	14
CPCT02010434T	20	207	39	194	147	29	61	84	5
CPCT02080049T	284	218	46	55	25	130	64	45	21
CPCT02020401T	188	460	68	24	241	96	59	49	41
CPCT02160008T	10	25	6	15	10	23	30	7	1
CPCT02040055T	39	80	94	323	147	53	67	113	19
CPCT02160012T	142	69	69	59	45	143	139	111	11
CPCT02030289T	205	677	38	36	136	87	75	466	20
CPCT02050071T	35	89	24	59	31	111	55	44	20
CPCT02050074T	33	106	20	44	15	50	57	45	23
CPCT02050082T	15	92	4	30	51	37	58	13	15
CPCT02080053T	0	111	16	25	34	39	57	66	11
CPCT02300001T	3	138	13	98	35	49	24	7	11
CPCT02010382TII	7	45	5	26	4	35	19	21	4
CPCT02340049T	130	146	96	88	83	67	169	36	70
CPCT02160058T	26	114	32	253	41	120	37	143	59
CPCT02010720T	0	51	0	23	30	36	80	7	7
CPCT02470003T	19	54	19	55	11	30	26	20	19
CPCT02210076T	83	201	43	88	38	82	60	22	32
CPCT02120087T	125	103	53	64	37	157	75	25	34
CPCT02030447T	19	24	40	138	246	42	495	16	8
CPCT02011013T	53	76	40	60	72	92	52	117	65
DRUP01120002T	159	200	32	0	0	129	101	118	336
CPCT02230120T	13	107	24	58	9	61	21	20	27
CPCT02070424T	136	256	15	42	13	67	32	52	24
CPCT02011030T	31	108	17	80	12	48	27	27	16
CPCT02180050T	57	133	13	44	47	32	148	10	21
CPCT02460005T	27	40	447	0	297	0	65	20	40
CPCT02030448T	24	43	33	114	0	72	47	49	12
CPCT02010726T	5	88	17	46	21	45	48	27	13
CPCT02380034T	0	38	29	98	30	85	72	29	18
CPCT02080285T	13	91	28	29	52	74	28	88	36
CPCT02030337TII	66	66	10	0	75	45	83	106	410
CPCT02380035T	29358	3338	24	429	15	447	123	57	501
CPCT02010721T	14	94	4	44	21	70	43	29	16
CPCT02440021T	23	120	17	70	30	67	16	50	36
CPCT02080288T	0	82	12	49	21	21	23	13	17
CPCT02120179T	0	69	24	86	12	52	35	15	3
CPCT02060279T	53	2	56	124	16	136	25	25	23
CPCT02020898T	8	68	19	50	18	57	22	23	44
CPCT02040307T	103	122	50	0	158	156	49	25	41
DRUP01110007T	55	82	41	0	0	130	100	284	216
CPCT02080290T	50	91	41	13	51	49	52	86	233
CPCT02020664T	58	81	7	0	65	82	85	164	27
CPCT02210039T	103	176	100	0	48	0	95	36	618
CPCT02390038T	37	225	31	98	14	71	27	51	24
CPCT02150040T	0	295	11	18	11	21	31	19	15
CPCT02010708T	80	28	222	39	260	0	136	103	13
CPCT02140044T	206	145	59	89	26	114	39	147	32
CPCT02110050T	30	113	0	0	72	43	89	215	13
CPCT02080183T	36	69	48	0	45	70	48	33	30
CPCT02100195T	11	93	7	84	30	73	24	13	22
DRUP01010065T	43	146	347	0	553	2	251	55	20
CPCT02080184T	19	48	539	67	57	68	87	39	37
CPCT02090034T	60	331	12	81	69	93	187	7	2
CPCT02230124T	45	222	23	76	50	67	37	42	31
CPCT02030451T	0	2	43	196	206	171	51	52	11
CPCT02310006T	21	99	15	16	83	38	194	14	24
DRUP01050018T	259	398	41	8	139	258	227	113	70
CPCT02340066TIII	32	278	104	266	290	82	62	92	365
CPCT02390010T	6	54	31	52	60	56	98	27	0
CPCT02120099T	22	100	9	12	48	62	42	32	15
CPCT02390040T	67	189	11	33	9	53	28	28	17
CPCT02460001T	95	134	848	0	1068	105	167	240	265
CPCT02200005T	11445	604	0	394	0	0	58	0	0
