MutationType	ID83A	ID83B
1:Del:C:0	5.68E-05	2.95E-05
1:Del:C:1	5.03E-05	2.23E-05
1:Del:C:2	4.17E-05	2.15E-05
1:Del:C:3	3.10E-05	2.54E-05
1:Del:C:4	1.93E-05	4.14E-05
1:Del:C:5	1.62E-05	6.30E-05
1:Del:T:0	6.22E-05	2.45E-05
1:Del:T:1	5.02E-05	2.33E-05
1:Del:T:2	6.91E-05	2.66E-05
1:Del:T:3	6.01E-05	4.43E-05
1:Del:T:4	4.24E-05	6.48E-05
1:Del:T:5	2.00E-04	3.20E-04
1:Ins:C:0	1.59E-05	2.60E-05
1:Ins:C:1	2.06E-05	1.38E-05
1:Ins:C:2	1.88E-05	9.38E-06
1:Ins:C:3	1.15E-05	1.09E-05
1:Ins:C:4	8.79E-06	2.05E-05
1:Ins:C:5	1.57E-05	5.70E-05
1:Ins:T:0	2.45E-05	2.04E-05
1:Ins:T:1	4.51E-05	1.97E-05
1:Ins:T:2	4.17E-05	2.80E-05
1:Ins:T:3	3.14E-05	2.44E-05
1:Ins:T:4	2.06E-05	3.22E-05
1:Ins:T:5	1.24E-04	2.95E-04
2:Del:R:0	3.52E-05	2.17E-05
2:Del:R:1	3.38E-05	4.30E-05
2:Del:R:2	1.77E-05	2.53E-05
2:Del:R:3	9.44E-06	2.69E-05
2:Del:R:4	6.45E-06	2.40E-05
2:Del:R:5	9.48E-06	3.64E-05
3:Del:R:0	2.54E-05	1.01E-05
3:Del:R:1	2.39E-05	4.46E-05
3:Del:R:2	1.09E-05	2.67E-05
3:Del:R:3	5.81E-06	1.36E-05
3:Del:R:4	3.94E-06	8.06E-06
3:Del:R:5	2.95E-06	9.13E-06
4:Del:R:0	2.09E-05	1.32E-05
4:Del:R:1	1.79E-05	3.45E-05
4:Del:R:2	1.01E-05	2.06E-05
4:Del:R:3	7.02E-06	1.20E-05
4:Del:R:4	4.00E-06	1.18E-05
4:Del:R:5	2.50E-06	7.85E-06
5:Del:R:0	5.60E-05	1.87E-05
5:Del:R:1	1.42E-05	2.11E-05
5:Del:R:2	5.06E-06	1.02E-05
5:Del:R:3	2.93E-06	5.33E-06
5:Del:R:4	1.20E-06	1.28E-06
5:Del:R:5	3.50E-07	3.00E-06
2:Ins:R:0	2.03E-05	2.02E-05
2:Ins:R:1	2.82E-05	1.25E-05
2:Ins:R:2	1.78E-05	1.20E-05
2:Ins:R:3	9.00E-06	9.39E-06
2:Ins:R:4	7.07E-06	2.50E-05
2:Ins:R:5	4.09E-06	7.60E-05
3:Ins:R:0	1.50E-05	9.35E-06
3:Ins:R:1	1.92E-05	5.65E-06
3:Ins:R:2	7.72E-06	3.74E-06
3:Ins:R:3	1.94E-06	9.57E-07
3:Ins:R:4	1.64E-06	6.18E-06
3:Ins:R:5	3.70E-06	1.73E-05
4:Ins:R:0	1.58E-05	1.71E-05
4:Ins:R:1	1.44E-05	8.02E-06
4:Ins:R:2	4.59E-06	4.44E-06
4:Ins:R:3	2.52E-06	8.26E-06
4:Ins:R:4	3.20E-06	1.06E-05
4:Ins:R:5	3.91E-06	6.70E-06
5:Ins:R:0	3.32E-05	4.32E-05
5:Ins:R:1	2.51E-05	1.14E-05
5:Ins:R:2	4.91E-06	3.27E-06
5:Ins:R:3	2.60E-06	3.12E-06
5:Ins:R:4	2.28E-06	4.02E-06
5:Ins:R:5	1.65E-06	4.49E-06
2:Del:M:1	3.77E-05	4.06E-05
3:Del:M:1	2.09E-05	8.40E-06
3:Del:M:2	1.89E-05	3.04E-05
4:Del:M:1	2.09E-05	1.59E-05
4:Del:M:2	1.86E-05	2.35E-05
4:Del:M:3	1.81E-05	2.17E-05
5:Del:M:1	4.79E-05	1.38E-05
5:Del:M:2	4.06E-05	1.57E-05
5:Del:M:3	2.64E-05	1.74E-05
5:Del:M:4	1.71E-05	1.19E-05
5:Del:M:5	1.69E-05	1.07E-05
