MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.10297968305647373	0.01678086501546204	0.0012220533212530427	0.06353048820048571	0.03949732433538884	0.07178206952288747	0.0183857312053442	0.0064777713799048795
1:Del:C:1	0.17357105240225792	0.006089442683150992	0.0014246998087037355	0.04904523418284953	0.07170816220343113	0.03090141955995932	0.006962344964849762	0.005137568446225487
1:Del:C:2	0.11597671411931515	0.0009115713571372908	0.003122368515469134	0.027804407463409005	0.03354822973255068	0.021372370438140074	0.0013179469603207393	0.003813751074121683
1:Del:C:3	0.05182792786508798	0.0010780789576529059	0.007100823507644236	0.016758319046348332	0.018167687482200563	0.009842859492637216	0.001478523113182746	0.007419886843708809
1:Del:C:4	0.03762438911944628	0.00022957966767080506	0.015026763509958983	0.002567946444323752	0.009721078016445972	0.0025057598162675277	0.0029554153518256496	0.007647901112504769
1:Del:C:5	0.01556392952799797	0.00013536044954889803	0.0374770475551486	0.0001510487297491636	0.0021122062637243593	0.0035834831215399276	0.0008071312860374746	0.005729489776422269
1:Del:T:0	0.055521261021494864	0.008019663199229398	0.001105276902235346	0.08767604865133763	0.05613983290269971	0.04462273853685474	0.00996901024435919	0.008927333943720441
1:Del:T:1	0.040125888139009476	0.0025174477287509944	0.0023154566786251964	0.0767169638723135	0.04240635677240789	0.0476876351214014	0.003976099892752245	0.0046204471099190415
1:Del:T:2	0.037890075240284204	0.0020011035501738676	0.00540263157337904	0.07224395371973515	0.03144705435726792	0.05611962292343378	0.007604785430885386	0.00669068018294638
1:Del:T:3	0.03401398243382573	0.014605852719396352	0.015601261937990784	0.05239159675315022	0.020691632750676946	0.05152769945561886	0.014346609453205018	0.0046262790731270795
1:Del:T:4	0.02905563311651349	0.0072146681475715015	0.043153554238379	0.02981878803111613	0.02552975040860474	0.036162666156888006	0.013346664117416368	0.0008757408608289552
1:Del:T:5	0.0014261391220723382	0.018504547912830276	0.6058423274755478	0.013631785702895893	0.0028818473569117487	0.015617450116278601	0.007368670096825198	0.009558287815598305
1:Ins:C:0	0.010528972106985748	0.005175890821847134	0.0007720240668277256	0.002982921152761264	0.004098309957917081	0.012118001349008409	0.006082884601783007	0.02745119461294962
1:Ins:C:1	0.0025420306049636567	0.00164718085739878	0.0003167127824417548	0.0059599056211300195	0.006696775633899961	0.007901805957590113	0.0003007466592316632	0.00989699776051566
1:Ins:C:2	0.0016770257374446374	0.0005485743493045447	0.00043054091001977214	0.004907686009610188	0.005131131589296274	0.004979401966165824	0.0018321541252953467	0.009401276404969395
