MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
5:Del:R:4	1.47E-06	4.59E-06	2.41E-06	1.03E-05	3.60E-06	2.68E-05
5:Del:R:5	2.43E-06	3.64E-06	8.42E-07	2.90E-06	7.65E-06	1.14E-05
2:Ins:R:0	1.75E-05	8.72E-05	4.74E-05	5.45E-04	4.99E-04	1.36E-04
2:Ins:R:1	4.07E-06	6.46E-05	2.92E-05	5.72E-04	1.43E-03	5.34E-04
2:Ins:R:2	8.63E-06	3.87E-05	1.67E-05	3.54E-04	9.59E-04	3.77E-04
2:Ins:R:3	1.27E-05	2.88E-05	1.69E-05	1.18E-04	2.10E-04	9.06E-05
2:Ins:R:4	1.97E-05	5.10E-05	1.35E-05	5.64E-05	5.73E-05	3.81E-05
2:Ins:R:5	5.84E-05	2.24E-04	3.55E-05	1.88E-04	5.12E-04	1.24E-04
3:Ins:R:0	6.41E-06	7.25E-05	2.21E-05	1.97E-04	3.34E-04	9.54E-05
3:Ins:R:1	3.57E-06	6.72E-05	1.30E-05	7.23E-04	2.19E-03	8.38E-04
3:Ins:R:2	2.43E-06	1.80E-05	6.62E-06	1.41E-04	3.65E-04	1.39E-04
3:Ins:R:3	4.30E-06	7.14E-06	2.03E-06	1.21E-05	3.81E-05	6.77E-06
3:Ins:R:4	4.08E-06	9.40E-06	2.52E-06	7.67E-07	2.68E-05	3.90E-06
3:Ins:R:5	1.21E-05	2.51E-05	4.03E-06	9.05E-06	9.46E-05	3.36E-05
4:Ins:R:0	1.55E-05	8.07E-05	3.95E-05	3.64E-04	4.73E-04	7.44E-05
4:Ins:R:1	3.37E-06	7.99E-05	1.17E-05	1.09E-03	3.17E-03	1.47E-03
4:Ins:R:2	5.34E-06	1.60E-05	4.66E-06	6.26E-05	1.40E-04	4.57E-05
4:Ins:R:3	3.86E-06	1.63E-05	4.19E-06	1.72E-05	6.54E-05	1.24E-05
4:Ins:R:4	8.70E-06	1.83E-05	3.56E-06	2.48E-05	4.72E-05	4.36E-06
4:Ins:R:5	5.96E-06	2.08E-05	1.11E-06	1.59E-05	7.73E-05	0.00E+00
5:Ins:R:0	2.91E-05	7.61E-04	1.57E-04	6.08E-03	1.35E-03	7.24E-04
5:Ins:R:1	4.17E-06	9.74E-05	3.53E-05	1.99E-04	4.46E-04	1.09E-04
5:Ins:R:2	4.52E-06	2.26E-05	6.39E-06	4.04E-05	6.27E-05	2.42E-05
5:Ins:R:3	2.23E-06	1.25E-05	4.13E-07	2.13E-05	1.80E-05	0.00E+00
5:Ins:R:4	2.51E-06	9.30E-06	3.53E-06	1.88E-06	1.50E-05	1.17E-05
5:Ins:R:5	2.16E-06	8.29E-06	1.74E-06	3.75E-06	1.09E-05	1.43E-05
2:Del:M:1	8.99E-05	1.44E-04	1.60E-04	1.17E-04	3.69E-04	1.04E-03
3:Del:M:1	6.45E-06	3.88E-05	1.56E-05	3.08E-04	6.56E-04	1.02E-04
3:Del:M:2	1.97E-05	9.81E-05	2.25E-05	1.31E-04	4.19E-04	1.59E-04
4:Del:M:1	1.05E-05	4.95E-05	1.72E-05	2.89E-04	8.40E-04	2.20E-04
4:Del:M:2	1.12E-05	6.22E-05	1.92E-05	1.80E-04	5.74E-04	1.58E-04
4:Del:M:3	1.69E-05	8.01E-05	2.61E-05	1.88E-04	1.64E-04	2.41E-04
5:Del:M:1	1.26E-05	1.51E-04	8.22E-05	2.00E-03	4.67E-03	1.96E-04
5:Del:M:2	4.42E-06	1.48E-04	8.14E-05	2.84E-03	4.94E-03	1.91E-04
5:Del:M:3	8.04E-06	1.06E-04	4.83E-05	1.92E-03	3.22E-03	1.38E-04
5:Del:M:4	7.19E-06	6.27E-05	3.49E-05	9.55E-04	1.70E-03	1.07E-04
5:Del:M:5	4.76E-06	7.34E-05	3.01E-05	7.07E-04	1.23E-03	8.49E-05
