MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.95E-05	1.99E-04	1.97E-04	5.16E-04	6.54E-04
1:Del:C:1	6.54E-06	1.24E-04	2.39E-04	2.87E-04	1.22E-04
1:Del:C:2	1.93E-05	6.67E-05	2.18E-04	1.16E-04	6.78E-05
1:Del:C:3	2.16E-05	4.69E-05	9.96E-05	9.97E-05	4.25E-05
1:Del:C:4	3.18E-05	0.00E+00	7.15E-05	2.92E-05	1.12E-05
1:Del:C:5	6.08E-05	4.39E-05	6.29E-05	3.85E-06	1.10E-04
1:Del:T:0	1.42E-05	1.49E-04	1.21E-04	4.22E-04	4.77E-04
1:Del:T:1	1.71E-05	1.14E-04	9.94E-05	3.04E-04	4.01E-04
1:Del:T:2	1.80E-05	1.01E-04	7.65E-05	2.82E-04	3.72E-04
1:Del:T:3	3.79E-05	1.11E-04	8.54E-05	2.56E-04	5.12E-04
1:Del:T:4	5.98E-05	1.11E-04	6.36E-05	1.85E-04	2.75E-04
1:Del:T:5	3.44E-04	6.19E-04	5.75E-04	1.31E-04	1.59E-03
1:Ins:C:0	1.58E-05	1.19E-03	1.33E-04	1.05E-04	5.96E-03
1:Ins:C:1	2.84E-06	6.40E-05	3.54E-05	6.33E-05	2.89E-04
1:Ins:C:2	4.46E-06	2.66E-05	2.98E-05	6.28E-05	1.40E-04
1:Ins:C:3	7.69E-06	2.85E-05	3.34E-05	1.39E-04	3.28E-04
1:Ins:C:4	1.59E-05	3.15E-05	3.45E-05	5.14E-05	1.27E-04
1:Ins:C:5	4.03E-05	7.68E-05	4.21E-05	8.80E-05	1.61E-04
1:Ins:T:0	1.41E-05	1.04E-04	4.93E-05	9.94E-05	5.37E-04
1:Ins:T:1	3.17E-06	8.12E-05	1.01E-04	2.38E-04	5.73E-04
1:Ins:T:2	1.99E-05	5.99E-05	1.19E-04	3.37E-04	5.70E-04
1:Ins:T:3	1.70E-05	5.55E-05	6.94E-05	8.38E-05	1.33E-04
1:Ins:T:4	1.75E-05	5.89E-05	4.23E-05	6.90E-05	1.13E-04
1:Ins:T:5	2.35E-04	1.13E-03	2.64E-04	1.04E-03	4.63E-03
2:Del:R:0	3.68E-05	2.05E-04	5.72E-05	5.39E-04	1.50E-03
2:Del:R:1	9.36E-05	4.47E-04	1.25E-04	1.28E-03	4.20E-03
2:Del:R:2	2.42E-05	1.27E-04	5.44E-05	3.45E-04	1.07E-03
2:Del:R:3	2.71E-05	4.98E-05	3.52E-05	1.24E-04	4.12E-04
2:Del:R:4	1.87E-05	2.32E-05	2.47E-05	6.19E-05	1.90E-04
2:Del:R:5	3.22E-05	2.29E-05	3.43E-05	6.37E-05	2.01E-04
3:Del:R:0	8.66E-06	4.86E-05	1.90E-05	8.16E-05	2.45E-04
3:Del:R:1	3.14E-05	1.02E-04	3.01E-05	1.39E-04	6.30E-04
3:Del:R:2	1.70E-05	3.27E-05	1.13E-05	4.62E-05	1.35E-04
3:Del:R:3	8.86E-06	1.80E-05	6.00E-06	1.69E-05	3.50E-05
3:Del:R:4	4.89E-06	1.43E-05	4.01E-06	1.90E-05	3.19E-05
3:Del:R:5	6.11E-06	1.56E-05	3.34E-06	1.47E-05	2.66E-05
4:Del:R:0	4.87E-06	3.94E-05	1.77E-05	8.64E-05	2.33E-04
4:Del:R:1	3.41E-05	1.14E-04	3.30E-05	2.71E-04	1.03E-03
4:Del:R:2	1.41E-05	4.53E-05	1.37E-05	8.96E-05	3.35E-04
4:Del:R:3	8.85E-06	2.44E-05	7.17E-06	4.29E-05	1.62E-04
4:Del:R:4	5.10E-06	1.52E-05	5.62E-06	2.42E-05	8.91E-05
4:Del:R:5	6.43E-06	1.17E-05	6.51E-08	1.94E-05	4.50E-05
5:Del:R:0	1.00E-05	2.67E-04	7.42E-05	5.50E-04	3.86E-04
5:Del:R:1	9.74E-06	5.36E-05	2.38E-05	1.06E-04	4.07E-04
5:Del:R:2	5.17E-06	2.00E-05	9.29E-06	3.34E-05	9.61E-05
5:Del:R:3	2.73E-06	1.06E-05	5.60E-06	1.55E-05	3.42E-05
5:Del:R:4	1.47E-06	4.45E-06	2.49E-06	8.76E-06	2.95E-05
5:Del:R:5	2.53E-06	3.05E-06	8.47E-07	2.42E-06	1.12E-05
2:Ins:R:0	1.77E-05	8.14E-05	4.47E-05	1.47E-04	3.53E-04
2:Ins:R:1	3.76E-06	4.56E-05	2.89E-05	3.17E-04	8.87E-04
2:Ins:R:2	7.90E-06	2.91E-05	1.65E-05	2.14E-04	5.56E-04
2:Ins:R:3	1.24E-05	2.57E-05	1.64E-05	5.38E-05	1.40E-04
2:Ins:R:4	1.94E-05	3.23E-05	1.31E-05	3.19E-05	4.06E-05
2:Ins:R:5	5.29E-05	1.05E-04	3.12E-05	7.74E-05	2.23E-04
3:Ins:R:0	6.03E-06	5.23E-05	1.79E-05	7.41E-05	2.86E-04
3:Ins:R:1	3.56E-06	3.98E-05	1.20E-05	4.74E-04	1.29E-03
3:Ins:R:2	2.14E-06	1.54E-05	6.16E-06	7.74E-05	2.28E-04
3:Ins:R:3	4.43E-06	6.83E-06	2.31E-06	8.37E-06	1.90E-05
3:Ins:R:4	4.04E-06	7.28E-06	2.63E-06	1.24E-06	7.57E-06
3:Ins:R:5	1.27E-05	2.07E-05	4.74E-06	9.83E-06	3.57E-05
4:Ins:R:0	1.51E-05	6.78E-05	3.88E-05	1.14E-04	3.50E-04
4:Ins:R:1	2.85E-06	5.39E-05	1.35E-05	7.76E-04	2.16E-03
4:Ins:R:2	5.55E-06	1.38E-05	4.78E-06	3.20E-05	7.61E-05
4:Ins:R:3	3.82E-06	1.23E-05	4.24E-06	1.02E-05	2.62E-05
4:Ins:R:4	9.09E-06	1.56E-05	3.85E-06	1.55E-05	1.50E-05
4:Ins:R:5	6.03E-06	1.92E-05	1.61E-06	1.29E-05	2.61E-05
5:Ins:R:0	3.10E-05	3.39E-04	9.64E-05	8.26E-04	5.11E-04
5:Ins:R:1	3.76E-06	8.04E-05	2.80E-05	1.33E-04	2.95E-04
5:Ins:R:2	4.40E-06	2.02E-05	6.26E-06	2.12E-05	3.24E-05
5:Ins:R:3	2.18E-06	1.10E-05	6.69E-07	1.34E-05	4.29E-06
5:Ins:R:4	2.57E-06	8.10E-06	3.56E-06	1.20E-06	1.10E-05
5:Ins:R:5	2.26E-06	7.37E-06	1.83E-06	2.10E-06	1.57E-05
2:Del:M:1	1.08E-04	5.19E-04	1.31E-04	1.53E-03	4.96E-03
3:Del:M:1	6.15E-06	3.66E-05	1.39E-05	7.68E-05	1.70E-04
3:Del:M:2	2.41E-05	7.03E-05	2.29E-05	1.33E-04	4.94E-04
4:Del:M:1	1.04E-05	4.56E-05	1.53E-05	1.05E-04	3.10E-04
4:Del:M:2	1.23E-05	5.54E-05	1.87E-05	1.02E-04	3.58E-04
4:Del:M:3	2.35E-05	8.74E-05	2.43E-05	2.00E-04	7.72E-04
5:Del:M:1	1.27E-05	2.04E-04	5.32E-05	4.37E-04	5.52E-04
5:Del:M:2	5.95E-06	1.69E-04	5.24E-05	2.99E-04	4.67E-04
5:Del:M:3	8.68E-06	1.01E-04	3.28E-05	1.47E-04	2.62E-04
5:Del:M:4	7.02E-06	6.33E-05	2.35E-05	1.01E-04	1.78E-04
5:Del:M:5	4.31E-06	7.51E-05	2.73E-05	1.43E-04	1.56E-04
