Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP111062	359	308	36	248	6	11	34	65
SP111006	269	743	140	315	0	826	94	162
SP110846	189	67	78	213	0	2	53	73
SP111086	284	163	288	250	27	996	93	42
SP111096	434	268	135	118	0	51	58	13
SP111021	0	0	1	0	0	0	0	1
SP111058	227	300	476	0	30	1165	111	27
SP111092	957	79	224	189	39	69	816	134
SP111076	907	581	62	140	19	78	53	58
SP111098	317	378	137	150	32	137	51	73
SP111039	0	35	47	85	6	1	6	73
SP111052	0	3	14	50	3	24	17	9
SP111166	526	911	241	186	18	262	83	51
SP111014	57	25	110	41	0	8	13	16
SP111066	653	505	608	0	26	493	30	55
SP111094	347	125	272	486	17	337	68	65
SP111015	157	67	138	48	0	78	46	69
SP110853	269	155	276	233	9	196	138	121
SP111051	228	237	78	80	11	11	104	92
SP110855	433	153	214	295	5	289	106	43
SP111004	371	664	100	318	0	37	42	54
SP111078	143	71	87	74	0	9	5	29
SP110863	119	184	270	170	8	104	58	17
SP111013	246	213	110	152	0	61	35	27
SP111042	7	6	22	33	0	5	1	15
SP111040	1	188	76	92	0	86	74	67
SP111031	1717	701	240	301	20	208	24	48
SP23496	226	268	141	167	6	110	48	55
SP111030	45	98	124	170	2	24	42	37
SP111019	21	13	205	119	0	43	34	36
SP111026	384	328	368	129	37	241	55	10
SP110860	789	310	328	195	19	168	72	34
SP110851	323	581	139	340	0	90	74	51
SP111059	409	363	79	239	2	67	141	115
SP111170	756	689	227	209	36	146	140	99
SP111054	421	492	371	35	0	55	99	91
SP111033	847	587	122	85	0	69	104	55
SP111113	1239	258	684	226	36	378	138	48
SP110865	416	472	452	204	4	372	827	305
SP111061	354	262	110	236	0	132	18	45
SP111101	900	730	427	0	0	51	55	0
SP110859	257	605	101	149	14	92	19	122
SP111168	65	103	52	144	13	31	29	87
SP111067	113	247	60	194	7	29	42	45
SP111036	560	391	51	147	5	31	25	59
