Samples	ID83A	ID83B	ID83C
SP111062	2.39E+00	2.88E+00	2.24E+00
SP111006	4.55E+00	5.02E+00	4.07E+00
SP110846	1.85E+00	1.87E+00	2.01E+00
SP111086	4.63E+00	3.84E+00	4.00E+00
SP111096	2.24E+00	2.65E+00	1.96E+00
SP111021	0.00E+00	0.00E+00	0.00E+00
SP111058	5.22E+00	3.42E+00	4.50E+00
SP111092	4.27E+00	3.29E+00	3.72E+00
SP111076	3.39E+00	4.39E+00	2.69E+00
SP111098	2.76E+00	2.99E+00	2.57E+00
SP111039	6.50E-01	1.07E+00	1.24E+00
SP111052	6.20E-01	7.11E-01	7.74E-01
SP111166	3.92E+00	4.61E+00	3.98E+00
SP111014	1.16E+00	1.07E+00	1.14E+00
SP111066	4.70E+00	4.12E+00	4.33E+00
SP111094	3.03E+00	3.13E+00	3.19E+00
SP111015	1.80E+00	1.88E+00	1.86E+00
SP110853	3.08E+00	2.72E+00	2.82E+00
SP111051	2.17E+00	2.14E+00	2.04E+00
SP110855	2.98E+00	2.99E+00	3.24E+00
SP111004	2.87E+00	4.17E+00	3.46E+00
SP111078	1.37E+00	1.38E+00	1.44E+00
SP110863	1.87E+00	2.43E+00	2.27E+00
SP111013	2.11E+00	2.54E+00	2.04E+00
SP111042	5.49E-01	6.35E-01	7.10E-01
SP111040	1.28E+00	1.97E+00	1.84E+00
SP111031	4.79E+00	5.35E+00	3.42E+00
SP23496	2.20E+00	2.55E+00	2.48E+00
SP111030	1.20E+00	1.86E+00	1.81E+00
SP111019	1.36E+00	1.44E+00	1.84E+00
SP111026	3.43E+00	3.44E+00	2.57E+00
SP110860	3.44E+00	3.20E+00	2.83E+00
SP110851	2.99E+00	3.69E+00	3.22E+00
SP111059	2.52E+00	3.35E+00	2.86E+00
SP111170	3.47E+00	4.52E+00	3.83E+00
SP111054	2.67E+00	3.06E+00	3.06E+00
SP111033	3.18E+00	3.42E+00	2.66E+00
SP111113	4.58E+00	4.67E+00	4.09E+00
SP110865	4.27E+00	4.36E+00	4.78E+00
SP111061	2.54E+00	3.13E+00	2.69E+00
SP111101	3.98E+00	4.43E+00	3.13E+00
SP110859	2.78E+00	3.93E+00	2.93E+00
SP111168	1.33E+00	2.14E+00	1.95E+00
SP111067	1.46E+00	2.08E+00	1.87E+00
SP111036	2.88E+00	3.28E+00	2.02E+00
SP111116	3.64E+00	4.29E+00	2.79E+00
SP111099	3.03E+00	3.42E+00	3.02E+00
SP23502	4.67E+00	3.53E+00	4.45E+00
SP111069	3.88E+00	4.03E+00	3.79E+00
SP111043	4.11E+00	4.11E+00	4.23E+00
SP111024	2.98E+00	3.00E+00	2.22E+00
SP111011	3.18E+00	2.68E+00	3.14E+00
SP111082	3.78E+00	3.59E+00	3.21E+00
SP111074	2.38E+00	2.15E+00	2.42E+00
SP110845	2.51E+00	2.81E+00	2.65E+00
SP110857	2.41E+00	3.07E+00	1.91E+00
SP111017	3.16E+00	3.75E+00	2.63E+00
SP111080	1.05E+00	1.37E+00	1.29E+00
SP23506	1.37E+00	1.99E+00	2.00E+00
SP111075	2.39E+00	2.99E+00	2.87E+00
SP111112	2.73E+00	3.22E+00	2.44E+00
SP111001	3.96E+00	4.14E+00	3.69E+00
SP111027	7.92E-01	1.39E+00	1.41E+00
SP111117	3.23E+00	4.63E+00	3.36E+00
SP110842	3.86E+00	4.36E+00	3.21E+00
SP111173	4.59E+00	4.00E+00	3.30E+00
SP111008	2.86E+00	3.45E+00	2.65E+00
SP111070	3.27E+00	4.02E+00	2.67E+00
SP110847	3.07E+00	3.48E+00	2.28E+00
SP111077	3.66E+00	3.73E+00	4.01E+00
