Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP97749	0	72	27	60	101	0	27	0	16	10	8	34	0	8
SP49235	15	75	51	74	0	34	32	50	12	23	38	10	2	11
SP50177	3	69	17	30	181	35	10	99	21	17	0	16	0	3
SP97775	51	167	56	251	0	0	135	123	129	23	0	0	56	15
SP97685	10	71	0	115	25	27	136	15	40	12	4	22	22	2
SP97747	11	76	127	9	86	0	55	0	27	23	107	53	0	11
SP97771	19	86	84	143	90	0	80	33	19	13	68	0	36	5
SP97681	41	74	114	31	152	0	49	95	51	25	51	0	10	2
SP98082	21	128	15	161	29	0	26	53	11	48	98	17	24	10
SP49334	9	59	40	33	102	96	34	46	21	18	0	13	10	3
SP49124	30	0	5	0	66	189	604	44	1	187	129	0	12	13
SP115501	37	278	0	115	0	57	0	2	13	35	0	0	35	8
SP98305	53	281	92	99	49	370	16	18	77	58	0	0	42	6
SP49247	42	97	120	165	90	225	45	0	23	40	0	0	54	2
SP49328	24	48	123	61	0	178	48	0	0	21	0	36	21	8
SP98092	26	0	4	92	45	237	26	0	11	40	0	55	0	15
SP120755	2	7	0	67	18	0	12	0	0	7	0	24	0	2
SP49417	32	157	31	109	55	0	40	97	28	50	0	69	4	2
SP49175	14	348	68	0	55	0	14	84	9	12	26	11	0	1
SP49223	5	101	3	0	19	0	23	30	7	54	18	22	3	0
SP49187	21	51	158	0	40	0	48	7	35	2	0	52	0	3
SP49157	19	84	266	8	113	0	26	31	25	29	13	56	38	2
SP49379	14	173	73	0	106	128	24	71	21	19	0	0	20	2
SP49541	54	179	140	83	0	0	38	38	32	96	57	85	26	6
SP98164	24	142	219	102	127	0	49	32	37	32	0	62	56	0
SP49481	11	0	0	62	23	0	45	21	14	6	0	0	0	0
SP98078	8	0	110	116	56	139	117	76	27	15	46	22	48	5
SP106677	27	58	3	77	0	128	19	64	31	28	4	59	0	0
SP106743	13	65	16	36	0	0	11	2	9	16	0	78	12	9
SP98359	47	238	45	24	77	0	61	52	37	31	0	45	34	11
SP98192	6	308	11	0	28	0	6	30	5	15	33	0	0	0
SP98053	28	125	101	111	52	74	46	1	22	8	114	5	68	6
SP106631	11	4	54	0	91	76	38	0	122	18	0	0	7	4
SP49551	18	99	121	99	0	16	7	22	27	13	34	16	5	5
SP49651	0	91	7	8	24	0	72	62	4	496	0	7	17	10
SP98265	30	210	15	109	77	18	55	0	12	18	274	11	15	4
SP98297	30	65	208	61	120	0	66	120	23	21	0	8	25	7
SP98060	3	0	3	39	0	0	0	21	3	3	0	18	0	0
SP98289	16	34	59	0	0	205	39	251	60	64	0	0	26	4
SP115498	71	137	182	118	38	157	0	30	21	10	91	0	46	21
SP98096	33	28	120	19	0	341	41	0	41	14	38	35	14	11
SP49114	17	60	180	216	125	0	147	27	45	49	118	51	49	12
SP98090	106	809	416	215	52	0	23	90	35	21	0	18	94	0
SP49286	15	87	112	53	110	0	60	48	28	15	0	22	46	7
SP49469	56	172	0	95	72	0	68	0	22	49	63	59	24	2
SP49205	28	116	0	29	29	0	19	0	9	51	54	5	27	3
SP98327	14	53	85	27	174	112	38	0	29	17	0	20	32	9
SP49449	18	248	3	25	0	0	9	0	4	10	45	7	26	0
SP49391	5	69	19	22	113	0	53	0	8	7	0	26	5	5
SP49531	90	316	213	27	148	73	47	83	14	31	0	0	39	14
SP49322	49	275	0	125	60	16	9	9	16	17	0	26	24	7
SP49433	17	122	22	15	70	0	26	38	27	5	1	31	6	0
SP109384	15	69	28	49	0	28	36	41	1	25	0	48	0	4
SP98065	38	0	5	35	64	191	48	169	14	8	0	0	36	7
SP49591	49	92	0	104	0	0	10	55	19	37	0	0	33	0
SP49385	9	69	19	167	0	0	81	89	32	43	98	3	19	2
SP98313	30	328	19	13	19	64	10	15	12	15	79	0	18	8
SP49119	28	135	36	79	68	77	17	73	26	8	35	0	30	6
SP109301	47	145	208	74	76	15	44	36	37	4	0	39	26	0
SP115830	31	215	49	31	53	29	18	6	17	25	50	34	13	3
SP49229	0	717	0	0	0	0	8	52	35	12	69	0	5	1
SP98853	22	105	85	79	36	180	51	42	188	46	59	23	6	8
SP98855	7	180	43	55	69	0	41	29	8	14	0	25	9	3
SP98859	19	174	6	88	70	0	28	0	6	47	0	0	0	2
SP98865	26	77	5	22	3	0	32	8	20	0	38	46	6	0
SP98879	20	0	98	62	0	83	59	70	23	23	90	1	15	1
SP98871	11	89	2	0	62	2	13	93	36	11	86	0	0	0
SP98867	29	204	160	0	54	0	83	75	62	58	70	0	20	0
SP98861	37	59	126	163	0	0	32	83	13	96	67	54	33	10
SP98877	14	0	162	21	5	121	36	47	42	15	29	0	25	11
SP98889	31	90	101	0	100	154	66	31	64	29	132	0	0	15
SP98887	38	169	170	0	243	56	36	38	82	45	0	0	40	10
SP98875	19	199	132	0	192	9	79	89	48	21	0	0	15	6
SP98851	9	26	17	0	17	0	13	0	5	9	0	17	7	0
SP98833	9	14	54	57	0	0	7	30	17	48	90	18	7	3
SP98873	22	120	212	59	47	0	45	69	39	61	39	0	40	0
SP98883	37	258	101	56	0	0	21	75	50	47	32	35	28	1
SP98849	1	0	18	6	29	75	25	45	40	15	17	7	22	7
SP98869	38	134	14	0	49	139	27	14	16	10	0	38	3	9
SP98893	42	138	39	51	42	225	0	31	128	36	157	0	3	2
SP98847	25	84	102	76	0	67	45	34	5	6	0	2	29	2
SP98881	30	116	56	55	4	0	104	142	58	41	105	54	40	13
SP98841	13	0	107	0	23	96	0	32	10	39	41	15	0	2
SP98845	8471	0	133	0	226	248	0	0	0	11	0	36	85	4
SP98839	22	45	49	38	49	0	46	123	12	12	61	54	25	1
SP98843	12	0	102	0	56	137	25	28	18	20	0	14	18	0
