Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP29914	399	380	346	158	36	11	12	99	36	0
SP31046	17	91	0	23	0	19	2	3	10	21
SP31334	18	56	30	50	156	143	12	44	0	21
SP30011	16	174	0	320	34	113	0	28	0	21
SP31174	82	153	36	26	37	79	1	54	0	24
SP32662	118	222	20	108	30	78	3	61	80	19
SP31126	129	187	97	779	132	54	8	106	11	49
SP32958	32	365	16	37	36	13	3	14	19	21
SP31422	122	107	31	165	159	77	9	96	16	17
SP33496	261	343	127	67	203	53	4	30	110	0
SP34005	12	111	19	62	12	1	0	6	30	6
SP30113	34	67	3286	71	46	0	1	77	0	0
SP31030	298	385	29	4	2	42	5	24	148	45
SP33544	49	184	93	169	232	249	7	179	34	0
SP33688	0	12	4	34	0	1264	6	15	0	10
SP30907	43	18	171	74	244	123	4	44	0	16
SP30185	3	24	10	8	12	19	0	0	8	19
SP33837	12	80	30	35	1	7	0	18	46	8
SP31790	106	115	3	76	12	47	4	24	66	23
SP30143	25	137	9	70	28	8	0	14	6	27
SP30071	117	125	128	37	246	22	0	74	26	37
SP30493	4	42	6	39	18	0	0	10	51	16
SP32014	152	114	9	33	0	64	1	13	26	16
SP30332	146	63	1934	15	39	20	12	71	0	75
SP31814	45	127	30	22	17	109	7	8	0	20
SP29987	128	191	11	182	434	10	19	94	40	19
SP30083	64	101	0	42	37	25	3	21	31	13
SP32742	23	233	39	25	35	36	4	29	100	19
SP115162	4	60	11	18	6	31	1	37	21	15
SP29940	73	150	10	17	7	9	2	17	76	22
SP30843	10	80	0	37	21	0	3	4	0	15
SP32222	0	0	4	0	0	0	1	0	0	0
SP31190	64	188	24	72	203	39	3	102	0	8
SP30077	138	110	86	61	292	184	5	109	64	40
SP32694	114	179	29	74	216	44	6	96	36	24
SP33774	8	125	34	27	15	58	0	17	0	13
SP30093	162	115	16	8	19	30	8	16	48	19
SP33094	109	167	7	97	142	27	6	40	1	50
SP30803	0	68	75	203	117	44	0	29	108	0
SP30675	49	1	2262	0	108	20	21	20	24	9
SP31854	95	256	194	100	359	278	5	145	0	39
SP31606	6	212	1	30	18	14	3	14	19	2
SP30213	19	137	10	45	27	31	1	22	14	15
SP32894	14	126	8	60	7	0	1	0	11	5
SP117260	34	20	68	69	66	37	4	45	9	28
SP117124	193	119	24	59	27	32	0	18	59	35
SP117932	178	200	21	38	26	23	0	35	59	33
SP117189	10	32	7	28	7	4	4	0	9	10
SP117217	1	1	0	6	14	0	3	1	0	0
SP117779	97	34	13	23	9	75	3	18	38	22
