Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP29914	2.92E+00	4.45E+00	3.37E+00	3.25E+00	1.90E+00	2.19E+00	4.79E-01	2.56E+00	4.04E+00	8.15E-01
SP31046	6.91E-01	1.36E+00	4.30E-01	1.20E+00	1.67E-01	9.42E-01	2.16E-01	4.02E-01	1.16E+00	7.72E-01
SP31334	1.14E+00	2.68E+00	1.68E+00	3.10E+00	3.23E+00	4.47E+00	5.49E-01	1.26E+00	2.41E+00	9.22E-01
SP30011	8.87E-01	2.56E+00	1.89E+00	5.81E+00	1.50E+00	5.62E+00	0.00E+00	2.34E+00	2.19E+00	1.14E+00
SP31174	1.26E+00	2.21E+00	1.21E+00	2.01E+00	1.24E+00	2.67E+00	2.73E-01	1.08E+00	1.68E+00	9.80E-01
SP32662	2.00E+00	3.10E+00	1.63E+00	2.91E+00	1.45E+00	2.34E+00	4.10E-01	1.72E+00	3.37E+00	1.41E+00
SP31126	2.08E+00	4.93E+00	5.28E+00	1.28E+01	4.14E+00	8.58E+00	4.51E-01	5.32E+00	7.84E+00	2.08E+00
SP32958	1.35E+00	3.80E+00	1.32E+00	1.72E+00	1.42E+00	1.25E+00	3.50E-01	1.13E+00	4.05E+00	9.70E-01
SP31422	1.93E+00	2.37E+00	1.56E+00	3.08E+00	3.03E+00	3.17E+00	4.41E-01	2.04E+00	2.20E+00	9.36E-01
SP33496	2.78E+00	5.07E+00	2.44E+00	2.62E+00	4.26E+00	2.50E+00	4.80E-01	1.90E+00	7.81E+00	8.73E-01
SP34005	7.81E-01	1.72E+00	1.21E+00	1.68E+00	1.03E+00	5.75E-01	1.94E-01	6.80E-01	1.78E+00	6.95E-01
SP30113	6.78E+00	4.28E+00	1.09E+01	4.32E+00	5.78E+00	2.12E+00	2.46E-01	5.90E+00	1.54E+00	1.10E+00
SP31030	2.71E+00	5.12E+00	1.21E+00	1.72E+00	9.23E-01	1.69E+00	4.00E-01	1.25E+00	6.63E+00	3.72E+00
SP33544	2.13E+00	3.36E+00	2.51E+00	5.27E+00	3.90E+00	7.29E+00	4.45E-01	2.11E+00	3.12E+00	8.02E-01
SP33688	2.24E+00	8.52E+00	2.72E+00	2.68E+01	1.65E+00	3.39E+01	4.53E-01	1.69E+00	3.66E+00	1.17E+00
SP30907	1.65E+00	2.06E+00	2.36E+00	3.38E+00	3.85E+00	3.57E+00	2.69E-01	1.47E+00	1.46E+00	1.16E+00
SP30185	3.72E-01	9.77E-01	6.74E-01	9.28E-01	9.61E-01	7.46E-01	0.00E+00	2.34E-01	1.18E+00	6.10E-01
SP33837	6.80E-01	1.43E+00	1.23E+00	1.51E+00	5.25E-01	8.88E-01	0.00E+00	8.92E-01	1.93E+00	1.34E+00
SP31790	1.44E+00	2.03E+00	1.04E+00	2.52E+00	9.62E-01	2.11E+00	3.34E-01	1.14E+00	2.33E+00	1.39E+00
SP30143	9.63E-01	1.85E+00	1.00E+00	1.63E+00	1.32E+00	1.16E+00	2.00E-02	7.81E-01	1.78E+00	9.55E-01
SP30071	2.05E+00	3.56E+00	2.41E+00	1.81E+00	3.85E+00	1.77E+00	0.00E+00	1.52E+00	4.16E+00	1.41E+00
SP30493	5.15E-01	1.52E+00	8.10E-01	1.44E+00	8.54E-01	8.36E-01	1.91E-01	7.24E-01	2.05E+00	1.19E+00
SP32014	1.51E+00	2.15E+00	5.51E-01	1.88E+00	0.00E+00	1.83E+00	0.00E+00	7.69E-01	2.14E+00	1.32E+00
SP30332	4.87E+00	3.68E+00	7.52E+00	2.63E+00	4.12E+00	1.84E+00	6.22E-01	3.92E+00	2.42E+00	2.06E+00
SP31814	1.11E+00	2.33E+00	1.25E+00	2.69E+00	1.04E+00	2.90E+00	3.45E-01	6.36E-01	2.63E+00	8.05E-01
SP29987	2.32E+00	5.36E+00	1.91E+00	3.85E+00	6.00E+00	2.84E+00	6.18E-01	2.25E+00	6.81E+00	1.69E+00
SP30083	1.10E+00	1.69E+00	5.49E-01	1.52E+00	1.58E+00	1.39E+00	2.51E-01	9.49E-01	1.73E+00	7.51E-01
SP32742	1.24E+00	3.62E+00	1.69E+00	2.13E+00	1.48E+00	1.65E+00	4.99E-01	1.30E+00	3.77E+00	1.77E+00
SP115162	4.81E-01	1.37E+00	8.72E-01	1.44E+00	7.26E-01	1.23E+00	5.80E-02	9.09E-01	1.28E+00	6.94E-01
SP29940	1.30E+00	3.26E+00	1.00E+00	1.38E+00	9.02E-01	1.06E+00	2.37E-01	9.39E-01	3.98E+00	1.92E+00
SP30843	5.00E-01	1.57E+00	3.79E-01	9.93E-01	8.21E-01	6.53E-01	2.68E-01	4.70E-01	1.79E+00	9.44E-01
SP32222	1.13E-01	9.75E-02	9.52E-02	3.00E-02	1.02E-01	0.00E+00	2.04E-01	0.00E+00	9.31E-02	1.03E-01
SP31190	1.62E+00	3.02E+00	1.53E+00	2.46E+00	3.24E+00	2.25E+00	0.00E+00	1.87E+00	2.37E+00	8.79E-01
SP30077	2.55E+00	3.65E+00	2.41E+00	4.67E+00	6.04E+00	6.55E+00	4.38E-01	1.92E+00	3.84E+00	1.57E+00
SP32694	2.01E+00	3.23E+00	1.83E+00	2.70E+00	3.92E+00	2.28E+00	3.57E-01	1.87E+00	3.78E+00	1.37E+00
SP33774	6.98E-01	2.46E+00	1.13E+00	1.97E+00	9.84E-01	1.78E+00	0.00E+00	9.07E-01	2.80E+00	6.16E-01
SP30093	1.49E+00	2.21E+00	1.03E+00	1.46E+00	1.36E+00	1.51E+00	4.17E-01	7.62E-01	2.94E+00	2.01E+00
SP33094	1.78E+00	2.30E+00	1.26E+00	2.63E+00	3.11E+00	1.93E+00	4.72E-01	1.21E+00	2.61E+00	1.12E+00
SP30803	8.88E-01	2.96E+00	2.65E+00	3.48E+00	3.21E+00	3.27E+00	4.74E-01	1.76E+00	6.05E+00	5.12E-01
SP30675	4.92E+00	1.00E+00	8.98E+00	1.64E+00	6.21E+00	2.13E+00	6.70E-01	2.44E+00	2.86E+00	1.61E+00
SP31854	2.50E+00	4.33E+00	3.05E+00	6.52E+00	5.95E+00	8.95E+00	3.42E-01	2.40E+00	4.49E+00	1.55E+00
SP31606	5.65E-01	2.49E+00	7.20E-01	1.44E+00	1.05E+00	9.86E-01	2.92E-01	7.77E-01	2.54E+00	6.38E-01
SP30213	9.00E-01	1.78E+00	7.67E-01	1.59E+00	1.09E+00	1.30E+00	2.43E-01	9.11E-01	1.89E+00	8.71E-01
SP32894	5.45E-01	2.39E+00	8.91E-01	1.56E+00	5.69E-01	8.97E-01	0.00E+00	4.83E-01	2.56E+00	7.81E-01
SP117260	9.96E-01	1.56E+00	1.64E+00	2.45E+00	1.96E+00	1.87E+00	1.78E-01	1.35E+00	1.79E+00	1.13E+00
SP117124	1.77E+00	2.93E+00	1.26E+00	2.20E+00	1.35E+00	1.68E+00	2.09E-01	1.02E+00	3.89E+00	1.81E+00
SP117932	1.79E+00	4.07E+00	1.31E+00	1.75E+00	1.57E+00	1.29E+00	0.00E+00	1.37E+00	4.25E+00	1.40E+00
SP117189	5.45E-01	8.88E-01	6.68E-01	9.65E-01	7.86E-01	5.43E-01	3.57E-01	2.82E-01	8.62E-01	5.62E-01
SP117217	2.30E-01	2.00E-01	1.66E-01	4.12E-01	3.55E-01	2.43E-01	3.17E-01	2.05E-01	2.85E-01	7.19E-02
SP117779	1.44E+00	1.65E+00	9.56E-01	2.03E+00	8.09E-01	2.26E+00	3.94E-01	7.89E-01	1.79E+00	1.54E+00
SP117376	3.46E+00	3.98E+00	1.07E+00	2.30E+00	1.47E+00	2.50E+00	3.66E-01	1.44E+00	5.02E+00	2.40E+00
SP117681	7.81E-01	1.40E+00	6.39E-01	1.20E+00	1.07E+00	4.88E-01	2.26E-01	6.02E-01	1.79E+00	5.30E-01
SP117408	6.99E-01	7.83E-01	7.26E-01	1.20E+00	1.10E+00	1.21E+00	1.01E-01	5.63E-01	1.67E+00	4.65E-01
SP118015	1.27E+00	1.64E+00	8.31E-01	1.45E+00	2.55E-01	1.35E+00	2.24E-01	1.23E+00	2.29E+00	1.94E+00
SP117509	2.08E+00	4.17E+00	1.25E+00	2.56E+00	1.91E+00	2.19E+00	0.00E+00	1.48E+00	4.88E+00	1.84E+00
SP117482	1.66E+00	3.68E+00	1.12E+00	2.16E+00	5.25E-01	1.63E+00	0.00E+00	1.36E+00	4.29E+00	9.49E-01
SP117003	1.37E+00	3.23E+00	3.25E-01	6.72E+00	1.47E+00	8.51E+00	0.00E+00	1.00E+00	3.21E+00	1.49E+00
CPCT02060034T	3.08E-01	1.10E+00	1.44E+00	3.04E+00	1.08E+00	1.43E+00	1.28E+00	1.24E+00	1.23E+00	6.62E-01
CPCT02020356T	1.30E+00	1.81E+00	1.41E+00	1.63E+00	1.59E+00	1.33E+00	1.39E+00	8.37E-01	1.85E+00	7.36E-01
CPCT02050063T	1.14E+00	1.87E+00	2.26E+00	5.36E+00	2.09E+00	2.95E+00	1.38E+00	2.51E+00	3.27E+00	1.27E+00
CPCT02030275T	1.11E+00	3.09E+00	2.58E+00	5.91E+00	2.09E+00	4.50E+00	1.74E+00	2.48E+00	2.96E+00	1.46E+00
CPCT02070033T	9.28E-01	1.79E+00	1.12E+00	2.20E+00	1.30E+00	1.32E+00	9.49E-01	1.15E+00	1.77E+00	7.93E-01
CPCT02030294T	1.87E+00	1.84E+00	2.66E+00	4.79E+00	3.76E+00	5.02E+00	2.09E+00	1.72E+00	2.76E+00	1.33E+00
CPCT02070038T	1.45E+00	3.31E+00	1.42E+00	1.12E+00	2.26E+00	1.34E+00	1.23E+00	9.75E-01	4.19E+00	9.16E-01
CPCT02080179T	1.74E+00	8.41E-01	2.01E+00	4.35E+00	1.09E+00	2.99E+00	2.79E+00	1.40E+00	5.36E+00	2.38E+00
CPCT02010866TII	4.46E+00	9.51E+00	7.68E+00	6.70E+00	6.94E-01	1.18E+01	4.30E+00	3.16E+00	2.05E+01	1.35E+00
CPCT02330133T	2.89E+00	5.11E+00	3.86E+00	7.27E+00	7.08E+00	6.83E+00	1.40E+00	3.30E+00	4.45E+00	2.01E+00
CPCT02050427T	2.64E+00	6.20E+00	2.63E+00	3.23E+00	3.18E+00	6.60E+00	4.07E+00	2.23E+00	1.38E+01	1.16E+00
DRUP01030028T	3.93E+00	6.66E+00	2.21E+00	4.44E+00	1.43E+00	4.34E+00	2.58E+00	1.57E+00	5.45E-01	1.15E+01
CPCT02080193T	1.51E+00	2.84E+00	1.82E+00	3.44E+00	3.43E+00	3.14E+00	2.41E+00	1.66E+00	5.47E+00	9.32E-01
CPCT02030556T	3.35E+00	8.15E+00	5.20E+00	9.03E+00	5.73E+00	8.67E+00	2.98E+00	3.29E+00	1.98E+01	1.23E+00
CPCT02120111T	5.72E-01	8.82E-01	2.00E-02	1.17E+00	7.45E-01	8.08E-01	1.19E+00	3.91E-01	7.39E-01	4.77E-01
CPCT02050341T	8.02E-01	1.53E+00	1.15E+00	1.92E+00	9.80E-01	1.19E+00	1.47E+00	5.24E-01	1.37E+00	6.84E-01
WIDE01010210T	8.66E-01	1.18E+00	1.04E+00	1.39E+00	1.18E+00	1.04E+00	9.69E-01	3.34E-01	1.68E+00	1.04E+00
WIDE01010208T	3.74E+00	1.47E+00	1.05E+00	3.65E-01	1.83E+00	9.77E-01	1.05E+00	9.69E-01	3.29E+01	2.88E+01
CPCT02290033T	1.75E+00	2.39E+00	2.65E+00	4.18E+00	3.13E+00	4.82E+00	1.30E+00	1.61E+00	1.91E+00	1.34E+00
CPCT02070323T	6.29E-01	1.63E+00	1.12E+00	2.31E+00	1.16E+00	1.51E+00	1.23E+00	8.44E-01	1.41E+00	7.50E-01
WIDE01010450T	2.26E+00	3.20E+00	1.12E+00	1.09E+00	1.75E+00	1.70E+00	1.24E+00	1.21E+00	4.53E+00	3.92E+00
CPCT02090049T	2.10E+00	3.64E+00	4.48E-01	3.24E+00	1.74E+00	1.93E+00	1.88E+00	6.56E-01	2.25E+01	1.79E+01
CPCT02010866T	3.18E+00	5.55E+00	4.39E+00	5.85E+00	1.94E+00	3.65E+00	2.16E+00	3.47E+00	6.66E+00	1.82E+00
CPCT02070363T	1.72E+00	4.12E+00	2.19E+00	1.24E+01	1.79E+00	1.60E+01	2.28E+00	1.78E+00	3.04E+00	1.73E+00
CPCT02060222T	5.55E-01	7.11E-01	8.35E-01	1.82E+00	3.16E-01	5.85E-01	1.32E+00	5.36E-01	8.93E-01	6.18E-01
CPCT02080251T	2.70E+00	5.10E+00	3.90E+00	9.22E+00	5.52E+00	9.45E+00	2.28E+00	4.08E+00	7.07E+00	2.21E+00
CPCT02070384T	1.54E+00	2.77E+00	1.20E+00	2.93E+00	1.31E+00	2.05E+00	1.87E+00	1.13E+00	2.49E+00	8.26E-01
CPCT02070386T	4.49E+00	8.13E+00	5.56E+00	6.90E+00	3.41E+00	1.24E+01	6.39E+00	4.13E+00	1.98E+01	1.89E+00
DRUP01070051T	1.37E+00	2.32E+00	2.82E+00	7.66E+00	1.24E+00	4.46E+00	2.15E+00	3.05E+00	1.79E+00	6.35E-01
CPCT02080137T	2.52E+00	1.45E+00	2.88E+00	3.78E+00	2.53E+00	2.85E+00	2.71E+00	1.50E+00	4.14E+00	1.59E+00
CPCT02080157T	6.46E+01	8.01E+01	1.09E+01	2.77E+00	8.64E+00	1.24E+01	7.58E+00	1.26E+01	2.65E+01	1.38E+01
CPCT02330128T	9.84E-01	2.64E+00	2.56E+00	5.75E+00	1.76E+00	4.66E+00	1.74E+00	2.39E+00	3.77E+00	1.36E+00
CPCT02070030T	6.20E-02	2.60E-01	3.02E-01	9.74E-01	5.11E-01	7.96E-01	1.01E+00	7.70E-02	1.22E+00	7.83E-02
DRUP01050009T	2.62E+00	4.97E+00	3.49E+00	5.81E+00	7.46E+00	2.12E+00	1.66E+00	1.73E+00	8.16E+00	2.38E+00
CPCT02070225T	1.08E+00	1.74E+00	4.90E-01	1.79E+00	1.46E+00	9.90E-01	2.01E+00	6.57E-01	1.79E+00	1.26E+00
CPCT02070230T	1.02E+00	2.19E+00	2.65E+00	7.10E+00	1.49E+00	4.59E+00	1.99E+00	2.89E+00	1.78E+00	1.19E+00
DRUP01070022T	2.52E+00	1.86E+00	1.68E+00	2.97E+00	2.14E+00	1.67E+00	1.53E+00	1.54E+00	7.85E+00	7.05E+00
DRUP01050010T	4.02E-01	0.00E+00	1.85E+00	6.62E+00	7.57E-02	3.02E+00	2.09E+00	2.04E+00	6.16E-01	6.81E-01
CPCT02050161T	1.50E+00	3.94E+00	2.68E+00	4.08E+00	3.49E+00	1.68E+00	9.73E-01	1.69E+00	5.97E+00	1.26E+00
CPCT02050174T	6.89E-01	2.21E+00	1.14E+00	1.99E+00	1.58E+00	1.21E+00	1.05E+00	1.03E+00	3.07E+00	7.41E-01
CPCT02050172T	2.50E+00	4.05E+00	3.31E+00	8.41E+00	3.59E+00	7.97E+00	1.96E+00	3.46E+00	4.34E+00	2.11E+00
CPCT02050186T	3.12E+00	4.16E+00	2.51E+00	2.71E+00	5.19E+00	3.75E+00	2.16E+00	1.95E+00	5.58E+00	1.27E+00
DRUP01070016T	4.66E-01	1.49E+00	3.11E+00	7.18E+00	1.43E+00	3.77E+00	9.20E-01	3.68E+00	1.24E+00	1.03E+00
CPCT02080120T	1.31E+00	2.43E+00	9.96E-01	1.75E+00	2.94E+00	1.50E+00	1.38E+00	1.50E+00	2.47E+00	1.07E+00
CPCT02030351T	2.21E+00	2.50E+00	2.60E+00	8.02E+00	1.64E+00	4.27E+00	3.87E+00	2.75E+00	2.68E+00	1.39E+00
CPCT02060119T	8.95E-01	1.76E+00	1.15E+00	2.29E+00	1.27E+00	1.23E+00	1.97E+00	1.06E+00	1.45E+00	9.51E-01
CPCT02080136T	1.66E+00	3.20E+00	7.39E-01	2.29E+00	1.17E+00	1.80E+00	1.42E+00	9.18E-01	3.27E+00	2.29E+00
DRUP01010035T	3.18E-01	7.34E-01	3.05E-01	1.20E+00	6.16E-01	4.75E-01	1.40E+00	7.75E-02	6.18E-01	4.46E-01
CPCT02070039T	8.33E-01	1.71E+00	1.30E+00	4.60E+00	1.43E+00	3.69E+00	1.09E+00	2.16E+00	2.40E+00	2.99E-01
CPCT02030302T	1.17E+00	2.25E+00	1.17E+00	1.86E+00	2.34E+00	1.39E+00	1.13E+00	8.62E-01	2.63E+00	6.03E-01
CPCT02070053T	0.00E+00	1.29E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.43E+00	1.95E+00	0.00E+00	0.00E+00
CPCT02070065T	6.48E-01	1.17E+00	8.63E-01	1.34E+00	1.21E+00	7.46E-01	9.98E-01	4.93E-01	1.53E+00	7.94E-01
