Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP29914	378	342	326	121	13	23	131	11	95	2	5	30
SP31046	15	83	0	26	14	0	0	1	0	24	13	10
SP31334	16	55	29	43	130	128	48	11	41	9	18	2
SP30011	16	170	2	313	126	38	1	0	18	0	22	0
SP31174	77	144	35	24	68	31	17	1	51	23	15	6
SP32662	109	186	10	77	74	19	111	4	60	34	21	34
SP31126	108	116	75	660	107	96	233	10	94	1	52	0
SP32958	25	326	8	14	9	25	90	4	14	18	16	7
SP31422	114	106	29	153	74	129	36	7	87	33	9	22
SP33496	247	281	102	0	49	150	293	9	39	4	8	16
SP34005	9	90	15	45	5	6	58	0	7	10	8	6
SP30113	18	93	3239	106	0	52	0	0	65	2	7	0
SP31030	278	336	26	0	30	0	117	6	25	134	25	5
SP33544	44	173	80	148	220	187	95	6	166	19	0	58
SP33688	0	34	10	42	1154	7	18	8	7	0	11	54
SP30907	45	45	173	86	111	208	0	1	35	0	17	16
SP30185	2	17	6	0	18	7	32	0	1	1	19	0
SP33837	7	59	28	22	10	0	53	0	20	31	7	0
SP31790	99	90	0	51	48	5	78	5	25	34	23	18
SP30143	21	118	4	55	10	21	45	0	13	7	24	6
SP30071	109	119	125	23	21	197	78	0	72	38	29	1
SP30493	0	24	3	26	0	11	64	1	12	28	16	1
SP32014	144	107	11	32	57	0	8	1	11	41	7	9
SP30332	133	82	1919	32	19	39	0	10	67	0	74	0
SP31814	41	111	24	9	96	11	48	7	8	2	18	10
SP29987	117	184	15	160	19	347	98	16	85	83	3	1
SP30083	60	97	0	39	22	30	15	2	17	35	6	14
SP32742	16	194	34	1	33	23	105	6	31	62	16	22
SP115162	2	55	10	15	27	4	14	1	36	20	11	9
SP29940	64	122	12	3	13	3	59	3	20	72	12	0
SP30843	8	73	0	37	1	18	0	3	1	23	6	0
SP32222	0	0	5	0	0	0	0	0	0	0	0	0
SP31190	64	192	27	75	35	170	26	1	95	6	7	5
SP30077	126	84	77	15	172	230	188	9	113	36	39	0
SP32694	106	164	24	56	40	172	90	5	93	35	19	14
SP33774	4	110	31	18	53	11	35	0	16	9	10	0
SP30093	152	109	22	13	28	17	0	7	14	73	4	2
SP33094	101	151	0	70	26	109	80	6	37	0	46	20
SP30803	0	2	53	137	53	75	280	6	35	0	0	3
SP30675	36	21	2217	0	15	87	22	18	16	9	17	56
SP31854	85	245	186	80	246	289	119	5	136	37	27	16
SP31606	4	192	1	28	11	15	14	2	11	30	0	11
SP30213	15	122	10	37	29	22	28	1	21	25	9	2
SP32894	10	108	6	51	0	5	30	1	0	21	0	0
SP117260	30	20	68	66	37	54	9	3	41	34	18	0
SP117124	182	99	23	40	35	18	67	1	19	55	27	0
SP117932	167	176	17	23	22	18	69	0	35	52	24	10
SP117189	8	25	7	24	5	6	11	4	0	10	8	3
SP117217	2	2	0	7	0	12	0	2	0	0	0	1
