Supplementary Table 9 | Tissue-specific indel signatures (InDs) of Genomics England seven cancer types.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indel subtypes,pgel_Bladder.S1,pgel_Bladder.S2,pgel_Bladder.S3,pgel_Bladder.S4,pgel_Bladder.S5,pgel_Bladder.S6,pgel_Bladder.S7,pgel_Bladder.S8,pgel_Bladder.S9,pgel_Bladder.S10,pgel_Bladder.S11,pgel_Bladder.S12,pgel_Bladder.S13,pgel_Bladder.k.6..Cluster1..U1,pgel_Bladder.k.6..Cluster2..U1,pgel_Bladder.k.6..Cluster3..U1,pgel_Bladder.k.6..Cluster3..U2,pgel_Bladder.k.6..Cluster5..U1,pgel_Bladder.k.6..Cluster6..U1,pgel_CNS.S1,pgel_CNS.S2,pgel_CNS.S3,pgel_CNS.S4,pgel_CNS.S5,pgel_CNS.S6,pgel_CNS.S7,pgel_CNS.k.5..Cluster1..U1,pgel_CNS.k.5..Cluster2..U1,pgel_CNS.k.5..Cluster2..U2,pgel_CNS.k.5..Cluster3..U1,pgel_CNS.k.5..Cluster4..U1,pgel_CNS.k.5..Cluster5..U1,pgel_Colorectal.S1,pgel_Colorectal.S2,pgel_Colorectal.S3,pgel_Colorectal.S4,pgel_Colorectal.S5,pgel_Colorectal.S6,pgel_Colorectal.S7,pgel_Colorectal.S8,pgel_Colorectal.S9,pgel_Colorectal.S10,pgel_Colorectal.S11,pgel_Colorectal.S12,pgel_Colorectal.S13,pgel_Colorectal.S14,pgel_Colorectal.k.17..Cluster1..U1,pgel_Colorectal.k.17..Cluster2..U1,pgel_Colorectal.k.17..Cluster2..U2,pgel_Colorectal.k.17..Cluster3..U1,pgel_Colorectal.k.17..Cluster4..U1,pgel_Colorectal.k.17..Cluster4..U2,pgel_Colorectal.k.17..Cluster5..U1,pgel_Colorectal.k.17..Cluster6..U1,pgel_Colorectal.k.17..Cluster11..U1,pgel_Colorectal.k.17..Cluster12..U1,pgel_Colorectal.k.17..Cluster13..U1,pgel_Lung.S1,pgel_Lung.S2,pgel_Lung.S3,pgel_Lung.S4,pgel_Lung.S5,pgel_Lung.S6,pgel_Lung.S7,pgel_Lung.S8,pgel_Lung.S9,pgel_Lung.S10,pgel_Lung.S11,pgel_Lung.k.7..Cluster1..U1,pgel_Lung.k.7..Cluster2..U1,pgel_Lung.k.7..Cluster3..U1,pgel_Lung.k.7..Cluster3..U2,pgel_Skin.S1,pgel_Skin.S2,pgel_Skin.S3,pgel_Skin.S4,pgel_Skin.S5,pgel_Skin.S6,pgel_Skin.S7,pgel_Skin.k.2..Cluster1..U1,pgel_Stomach.S1,pgel_Stomach.S2,pgel_Stomach.S3,pgel_Stomach.S4,pgel_Stomach.S5,pgel_Stomach.S6,pgel_Stomach.S7,pgel_Stomach.S8,pgel_Stomach.k.6..Cluster1..U1,pgel_Stomach.k.6..Cluster2..U1,pgel_Stomach.k.6..Cluster3..U1,pgel_Uterus.S1,pgel_Uterus.S2,pgel_Uterus.S3,pgel_Uterus.S4,pgel_Uterus.S5,pgel_Uterus.S6,pgel_Uterus.S7,pgel_Uterus.S8,pgel_Uterus.k.9..Cluster1..U1,pgel_Uterus.k.9..Cluster2..U1,pgel_Uterus.k.9..Cluster2..U2,pgel_Uterus.k.9..Cluster3..U1,pgel_Uterus.k.9..Cluster3..U2,pgel_Uterus.k.9..Cluster4..U1,pgel_Uterus.k.9..Cluster4..U2,pgel_Uterus.k.9..Cluster4..U3,pgel_Uterus.k.9..Cluster5..U1,pgel_Uterus.k.9..Cluster6..U1,pgel_Uterus.k.9..Cluster8..U1,pgel_Uterus.k.9..Cluster9..U1
"G[Ins(T):R(5,7)]G",0.00385193813493401,0.00313695493264706,0.000713069282017961,0.0161758391887022,0.00540921152772464,0.00921557667176599,0.00196442809647214,0.0101610601756391,0.00353737463707557,0.00587472546232297,0.0333449569957301,0.00109621581841029,0.0100723220281473,0.0456337096733565,0.0139977855235192,0.00339055370672046,0.00528579620983865,0.000659520834987907,0.00551606580760853,0.000245819439019446,0.00210945975960698,0.00312863998669377,0.0136976842357,0.0139154964997555,0.0220695342136253,0.00285516147458952,0.0174384923377842,0.00592757324537772,0.00523824915695897,0.0058081639780943,0.00444073236999082,0.0632699847644111,0.000485544623189335,0.00133071985103207,0.0267930266234361,0.00186747805438939,0.00275947706775083,0.000435993741008998,0.0425211146536818,0.0279943042565559,0.000188975068073454,0.00566560469822521,0.000687012130355932,0.00956650123139831,0.000504755055889306,0.0077732857668814,0.00737328230899523,0.00118876196841501,0.0078075599034231,0.0136844114030435,0.0110828671348852,0.0336724670932637,0.0388100213231825,0.00786396774815797,0.00163265306122449,0.00315457413249211,0.00880613481697578,0.0179309573131453,0.00333812096598079,0.00172205000936632,0.00202078162629807,0.00194455944815254,0.0013479640746578,0.0474282383845072,0.0118065959978923,0.00281262833834464,0.00108928556280289,0.00029791775015759,0.00977355762207506,1.69924663553041E-127,0.000842690559472008,0.00908163884783562,0.00359981467052111,0.0190639820102512,0.0063322019375044,0.00766981256908751,0.00109924228389545,0.000427607484979729,0.00215616891355321,0.00253314664417976,0.00340698615963474,0.0000643398862067827,0.0239189302125936,0.00026607512214161,0.0161420383486273,0.0107860918912649,0.0200100033692208,0.0000624248835096439,0.00684665497756951,0.00491739283911736,0.0131578947369152,0.00102934987599831,0.0020471869692186,0.00436083848005605,0.019667488025563,0.0124736413827593,0.00214536708524203,0.0240266741615429,0.00134417684082429,0.00700681155806062,0.03359293598249,0.0323419228919703,0.00234873453521124,0.0100553179677534,0.00362431967731204,0.0281201286642892,0.00837938285508363,0.0314300797955176,0.0153250818929404,0.00398615816837164,0.000374111485222439
"A[Ins(T):R(8,9)]A",0.00468594010760792,0.00135279899029441,0.00117630925966434,0.071057610518526,0.00473611036545517,0.00364630839405199,0.00858490872326866,0.0164762283575142,0.00734294025524713,0.000465854666592747,0.0318219167150129,0.00298612211800792,0.0133048137174749,0.0335823838434519,0.0119805318292362,0.0043609029348165,0.00330024378710426,0.0388844740969922,0.00603778607679809,0.00438154884567532,0.00436704580389941,0.00202073667718035,0.00207384250761274,0.000829999230715569,0.0546271793931207,0.0116265571574811,0.0185103316893689,0.00582456898983521,0.0307178774410093,0.00920483486649779,0.00466388644750386,0.00980668200649386,0.00568708153258547,0.00495251590511655,0.0889946457844925,0.00349323482156102,0.000834730878943615,0.00166766711953294,0.00670983413380075,0.0174035857970986,0.0173389684562775,0.0120693332904344,0.00617848163971006,0.0417781277380953,0.0042570080437369,0.0268357449397973,0.00535719228055082,0.0335024757172433,0.0056784327797048,0.0382609024414297,0.0199466044257625,0.0416122949288686,0.0409149618463684,0.0187273947996645,0,0,0.0111622878604315,0.0874840271214371,0.000145008530890266,0.00200547486806587,0.00118528301175375,0.00130755129152042,0.000621041264326524,0.0164441623210409,0.000653157783353164,0.000599818522772298,0.00103888955181494,0.00181379524605295,0.00473656408996724,2.3227694024575E-103,0.0208493791187964,0.00577518375607317,0.00850080289851474,0.0273858522523921,0.0059267709840225,0.00505290068912192,0.00122804915388339,0.0111396776849181,0.00501530258358908,0.00881361819085706,0.00931203186667482,0.0065557109811343,0.0683963948991583,0.0028499464663541,0.00198685790068766,0.0164960031373334,0.00407856985079843,0.00577734055105362,0.00324211848454859,0.00414182416780768,0.0216718266254755,0.00133631215339254,0.00163341049283288,0.0024521609459681,0.0721070723409024,0.000065217906163332,0.0185003893219981,0.0129043167169491,0.00643581687239542,0.00684073490784346,0.0246434000455961,0.0270464062217094,0.0314383317363037,0.00000000323867118095966,0.0175883335878751,0.0396711123177682,0.0126946961866445,0.0419474816015312,0.0129679635373038,0.00819803776407948,0.00224466891133574
"A[Ins(T):R(8,9)]C",0.00318615700134246,0.00343693950715319,0.00236134372604627,0.0803577818520426,0.00171459449340265,0.00790908835927717,0.0024405957176092,0.0103180074239063,0.00284889961777401,0.000000000807851045616408,0.0291658734889149,0.0075177880704566,0.00450021158594271,0.0435382287485153,0.0130633701471595,0.0102344510864694,0.0113940454526023,0.100719008176392,0.00606028565999637,0.0041566462631093,0.0012803077469106,0.00161343524841651,0.0021450771055027,0.000400522283452054,0.0542478751344959,0.0124877754122026,0.0232517246664233,0.0123411858640352,0.057953163721641,0.00703307286755404,0.00794450471657091,0.00865009120877582,0.0054636278577105,0.00466541673014904,0.0898279174222023,0.000650132903729223,0.0029827483320985,0.00386527851115027,0.00634396952245664,0.00319719409192983,0.0216300496287547,0.00994136462812843,0.00286795705444927,0.0516128738278636,0.00534696653750719,0.0130791033227102,0.00531884526628245,0.0874202593334112,0.00660254140085318,0.0490984440163963,0.0169027449602412,0.0462812845832421,0.0466406282857757,0.0266096179290253,0.00244897959183673,0.00630914826498423,0.0154827196918486,0.0893915575053594,0.00003049084352451,0.00206442837258792,0.000849336321424178,0.000491773834615616,0.00156429551895432,0.0152622619276421,0.0000483024468401999,0.0000454820432481346,0.00234731752141387,0.00272371458149317,0.00465202029964832,2.93144355917028E-106,0.0490948448707932,0.00671967568240254,0.00899849534229127,0.0309562386057806,0.00261386098495521,0.00232208704091354,0.00186567020327461,0.0068929545923308,0.00846211233817725,0.0225860299639336,0.00666701144941224,0.00382513720858762,0.0682532986256808,0.00225579705552968,0.000813422915355197,0.0186675624703206,0.0071125840808368,0.00959317684920188,0.015503006554622,0.00356312606817045,0.0147058823529707,0.00155079280654364,0.00783158798144192,0.00599562279304806,0.0668991411482238,0.000237992079927073,0.0137004950076516,0.0097003860326877,0.00457841762921267,0.00482907243479997,0.0248846204187602,0.0318760083420454,0.077513645653488,0.000931938923921893,0.0214268293343004,0.0509314280447778,0.0163419766955195,0.0337726392588333,0.0142438604974972,0.00900600278166342,0.00149644594089017
"A[Ins(T):R(8,9)]G",0.00224173301739164,0.000320629433952386,0.0000880470247606311,0.0564150624664539,0.00189309938105697,0.000659732358124168,0.00915494169029961,0.0155165043615761,0.000403477441998272,0.00683565249749624,0.0144213294796635,0.00418600960290606,0.00381556732605116,0.0231772901624832,0.00844064031685905,1.27267566188058E-054,2.8168683866729E-023,0.019076281207046,0.0118613843336752,0.000535454084685089,0.00187385624522461,0.000227105038042533,0.00806771445996631,0.00803063706898928,0.0334465997079727,0.00391209716530626,0.00838103709969868,2.32141808625807E-109,0.0119110081902666,0.0107796485900835,0.00312653310416654,0.00517152994579365,0.000978921569623819,0.00190014718759253,0.0666226544248063,0.00154724713546442,0.002584262956811,0.000583682481253418,0.0012687327409074,0.036161149764878,0.00625689668328713,0.00247465660635345,0.0013746658223368,0.0204905596631409,0.00335162136871331,0.0157055757825708,0.00333209611551956,0.00754914903149249,0.00236249345530225,0.00934608430141296,0.00821023315733734,0.0278632569462745,0.0273813538016923,0.00371131152988066,0,0,0.00524525782130418,0.0604682281577619,0.00116317767615092,0.000837478884366596,0.00147535588978771,0.000000531931853209558,0.0000536215475601296,0.0101442375459325,0.00359169295195271,0.000072569186012792,0.00158313718291231,0.000000196159971841499,0.0029038489738171,0.0000000000327970776202515,0.00818479296914786,0.00130847457406522,0.00877811273773806,0.0184989334403564,0.0029236499034129,0.00494435710352142,0.000813271943389503,0.00353561003387807,0.00558268510459715,0.00481976663252994,0.00280959358696402,0.00151607091359841,0.0455595055998408,0.000807981045890399,0.0161031941689262,0.00857334165608428,0.0043930950259348,0.000861626310871634,0.000993742257876297,0.0023392515265662,0.0077399380805336,0.000705135378582606,0.00325966189492428,0.00224354218979899,0.0529879841777033,0.0179350140235041,0.00592619177486866,0.00315693945503326,0.00187012579595091,0.00451607937948482,0.0260700385467573,0.0109111325310259,0.00928533822921182,0.00185462237536744,0.00666099866335834,0.0115370667189646,0.00819052153287919,0.0272580064906431,0.00778443598988376,0.00436489994221714,0.00224466891133578
"C[Ins(T):R(8,9)]A",0.000621185811259265,0.0012638446349015,0.000838163813970234,0.037396394937517,0.000928303210859175,0.00117672660303707,0.00472938428926058,0.00271288276850612,0.00169618318607491,0.00100690984436423,0.0154709555487302,0.00341090451925883,0.00399321078459406,0.0186465158592923,0.00694603343433667,0.00340063755548114,0.00279982022037696,0.0300794437402623,0.00235862850207777,0.000558425630305238,0.00134128911592987,0.000921504699222183,0.000505043686885465,0.00264228566895924,0.0306792682936324,0.00466046015997488,0.0104133586916116,0.00404738324343568,0.0178555472198414,0.0061969325165071,0.00242688016009837,0.00614628293602032,0.00503959954148157,0.00122243864839956,0.0443697168836595,0.00335186695447713,0.0030040816393347,0.000448581108301116,0.00305147652797875,0.00607235734511388,0.00966732177146641,0.00326118094086972,0.00498897449108407,0.0233225573449516,0.0000411365471596619,0.0117887524189511,0.00288719906045543,0.0232061725598564,0.00271666467839916,0.0161441106476083,0.0128197336221459,0.0239779651274189,0.016425883075771,0.00849360323932109,0,0,0.00510432479973073,0.0433089098933178,0.0000016126024990528,0.000852041775533468,0.000104442521203434,0.000379769329279669,0.000600913297215863,0.00982925659631974,0.00101488225583638,0.000683642561275555,0.00239736653061379,0.000223774967680374,0.00316540233782517,2.31869535619311E-017,0.0144888085311462,0.0040350339557872,1.41342227801268E-023,0.0165251690312933,0.00267975485775054,0.00279573507533433,0.00117472758416993,0.0112335630760645,0.00153481382027937,0.00649473018209919,0.00484377215677053,0.00288364336403046,0.0389626975344009,0.00160226687278688,0.0027447651088199,0.00760687308687512,0.00327262564750787,0.00237409833533211,0.00127538149890325,0.00232686979159718,0.00773993808052519,0.000727748572690213,0.00147046696302505,0.00352355936098415,0.0386532753935798,0.00201048940940444,0.00989835765855092,0.00757194006338295,0.0000464897849379525,0.00428167748586749,0.0147717777663169,0.0121330574692067,0.0218345605837252,0.000523433044266966,0.00456226080786274,0.0195211504770685,0.0075677937583052,0.0263514865368114,0.00681783242739094,0.00585097654639918,0
"C[Ins(T):R(8,9)]C",0.00431440804251643,0.0016684651458453,0.00125880441860388,0.0487968785379465,0.00183223279326658,0.00157262991063434,0.00401288867576443,0.0041702762709423,0.000642603795806038,0.00139452138311166,0.0105278865428348,0.000465614242312758,0.0135248246306821,0.0307938304472269,0.00936924410483349,0.00582009657189333,0.00860924872569016,0.0760529550685883,0.00984045826187294,0.000913420224412651,0.000920656199351912,0.0000152349057388576,0.00309592392779993,0.000517210462227265,0.0367662950958775,0.00567233862633125,0.0195582408290231,0.0049900443928624,0.0452613266687077,0.00197442730785364,0.00166075069862668,0.00596345020612164,0.00367777669024793,0.00189716393657703,0.0531916865876723,0.00120341324705904,0.00342413768042233,0.0021845959028977,0.00362368211239789,0.00359802410571336,0.0104322022261516,0.00298415570422502,0.004684042793655,0.0263138475058519,0.00244162202461568,0.0133541913698927,0.0035131091583091,0.0542142897927098,0.00271139473374213,0.029170964328362,0.0124627834158475,0.0316308158970413,0.0233677154242541,0.0178336514781287,0.000816326530612243,0,0.0107210320328125,0.0524934473646209,0.00059280821716727,0.00125052583984995,0.000466925192248764,0.00103989848891926,0.000163375375680263,0.0107041486816109,2.49340092996101E-023,0.000145894380134475,0.00153130627966408,0.00034594473803698,0.0034120492610863,8.85658299408411E-128,0.0379802227826202,0.00000000426795427746524,0.00729985374863129,0.0237462983374346,0.00167025531143215,0.000356004942045355,0.00158696376394238,0.00819500168708565,0.00426498587360101,0.0125911324267538,0.00155274907579318,0.00247289513614173,0.0413920847515412,0.00247964007419058,0.00530685504631935,0.00887103323481232,0.00293333525367242,0.00427544650843006,0.00910999666258799,0.00278812733638055,0.00851393188856883,0.000536667612554224,0.00143680471125552,0.00290029257163486,0.0435680627740265,0.00147606191489865,0.00732588205362033,0.00788419309753391,0.00192592089040414,0.00464800786119726,0.019515913612646,0.0175346223856207,0.0492081646513834,0.000195218015388701,0.00570897525772398,0.0375848312846822,0.0160467748159923,0.0276711161355549,0.00980222448489226,0.00897304881334913,0.00112233445566787
"C[Ins(T):R(8,9)]G",0.00341166983212174,0.00210971083833385,0.000494403172533015,0.0371276681772155,0.00213403419143033,0.00109080314896293,0.00224628608110451,0.00273082080713621,0.00215338993847708,0.00930940310016242,0.0103810439986267,0.00101256283241595,0.00491771026712465,0.0165460441198552,0.00797909696547538,0.000240342393294609,0.00034847238639005,0.0181174756683395,0.00301166572263036,0.000104989988117048,0.00196449075946595,0.00000497188051157101,0.00512954130977819,0.00999457523914546,0.0211551797783512,0.00275097766357795,0.00853570561247447,0.0000572045675629042,0.0118872757792201,0.00401629943487268,0.00314004585653308,0.0065490193374598,0.000887364964611746,0.000333005931623426,0.049841376831308,0.00166375250068115,0.00127945321417195,0.00136290797246273,0.000365836666397713,0.0339431751693696,0.00186015337789668,0.00193135940627051,0.000832227861541999,0.010531407533585,0.00150779422028845,0.0130654380888191,0.00282203225122255,0.00846052652950985,0.000000000136685014948886,0.00474675657967064,0.00676195950340019,0.0257487060373553,0.0162410381940468,0.00202500076052578,0,0,0.00427297596914119,0.0443943242396862,0.0000788625020920665,0.000517300347088876,0.00141257481218557,0.0000140937730707476,0.00108670775483692,0.0069381798405588,0.00503915042695513,0.000385340469390773,0.000579777685863895,0.0000678084665631232,0.00261574224316418,8.71566116167143E-120,0.0104405811038072,0.000351924521598923,0.00653942331300353,0.0179129413477454,0.000856041631096276,0.000235307044799341,0.00141077601770554,0.00633925981518142,0.00532690465983277,0.00391297657247113,0.00455591561898777,0.0011015668920255,0.0329662365121094,0.00042213571239527,0.00899235881442455,0.0117170367016757,0.000617963298869984,0.00055247400620173,1.46516010219639E-037,0.00187850158193013,0.00541795665637379,0.00030646744452487,0.00033472800525054,0.00177241480111814,0.0427003676879653,0.0178957928737159,0.00226661280323279,0.00122482442970294,0.00190561256809538,0.00498915665374017,0.022733918627136,0.00683963671080508,0.00843694598679984,0.00147685139200667,0.00205150403613886,0.0078515008622093,0.00847467352941904,0.0281542995236138,0.00557718527197632,0.00455316691232644,0.000748222970445274
"G[Ins(T):R(8,9)]A",0.00111621339849404,0.000938567074451725,0.0000705119982714273,0.0412546967238458,0.00420123419596236,0.00227722682585587,0.00423884743317742,0.006019349195065,0.00564444985997573,0.00392562343263781,0.0132173388853989,0.00161379742604627,0.00664247383507958,0.0228473731383045,0.0101208820991692,0.00498862171311029,0.00968415791142676,0.0621242196463615,0.0065877453052609,0.000916440447340643,0.000315530163307691,0.00132525058782907,0.0029119229122748,0.00130234888023553,0.0344355994595007,0.0107258875097547,0.00897480261685367,0.00536149291028804,0.0446713641227827,0.00362798610817824,0.00252627495305113,0.00854593783409694,0.00371579377227529,0.00151260261241321,0.0468468681835612,0.00163186262801432,0.000760663166616211,0.00206103479689582,0.00559971196685357,0.00288535175278305,0.00995882198067583,0.0101711001908857,0.00492677206291183,0.0292182176171562,0.00615115392620463,0.0091687656135056,0.00404017468694648,0.0659800599250742,0.00407222195245676,0.0162262874706959,0.00925516946760913,0.0344366181838257,0.0156274142572048,0.00755858274707429,0.000816326530612244,0,0.00551334103290049,0.0446007256043837,0.000152683424698257,0.000678192255245266,0.000397416528512137,0.00208023466984696,0.000208854582961169,0.00805391573280461,0.000014387049436416,0.0000382219876155259,0.00176417429500215,0.00102234065877538,0.00383413451121893,0,0.0436188620182909,0.0067984610861196,0.00278701629949275,0.0153669741582663,0.00547102877489454,0.00302058567642667,0.000756294267783086,0.00206048196851052,0.00289619181641701,0.0110070660774496,0.00642424495974267,0.00178379939306714,0.0353151826936629,0.0021478024101801,0.000481886063219304,0.0103412964535021,0.00241345963866762,0.00458947400173909,0.00847292306627931,0.00312723620657886,0.00541795665635184,0.000678387077364315,0.000793732891495969,0.000998823787930792,0.0394553834725558,0.00136672402808709,0.00706318857867816,0.00768156508228639,0.00559829439755302,0.0061144829273449,0.0140801754009168,0.0129995716283162,0.0564851994424522,0.00104734517618394,0.00497676449507584,0.0167082272057902,0.00813475056486612,0.030920685073581,0.00875753795772696,0.00491511451090356,0.000748222970445201
"G[Ins(T):R(8,9)]C",0.00179058176946267,0.00413546612728586,0.000160552690269651,0.0433700677198477,0.00124842980190576,0.000826017692843687,0.00504158481470776,0.00285808903891851,0.00116312069415818,0.0000278711915011261,0.00995959933479023,0.00577923330790985,0.00513645744619602,0.027738956784732,0.0110256327035639,0.00941804303028419,0.0273252616906155,0.147876678130044,0.00747156541582243,0.00184573051600902,0.00142890423154956,0.00154610724052063,0.00291482698044835,0.00301854468338359,0.0339233423614747,0.00869649829566696,0.0114174955696597,0.0102323383742616,0.103127635382166,0.00277310579404928,0.00693869300300553,0.00799271417254941,0.00308755757435147,0.00205003583058892,0.0517700177568442,0.00177469407536182,0.00118360486659875,0.00291473162226837,0.00210331171752335,0.00710758993883864,0.0112214762238326,0.00926047804697859,0.00230163053626875,0.0244592652381537,0.000696539724898235,0.00735130137857509,0.00402832340345896,0.147343018698461,0.000000659532262672341,0.0221184398111534,0.00803507245317736,0.0356270073424279,0.0167092605920763,0.0111777035434796,0,0.00315457413249211,0.00792974823610044,0.0481735307959661,0.0001820638608161,0.000966440936971247,0.000380897771538391,0.000581410563375264,0.000494311607500283,0.00564291579586729,0.00156437802901797,0.00029229073369487,0.00196987099422731,0.000286184776875532,0.00406561219996985,4.6563046671119E-118,0.100754175841467,0.00836541390046886,0.00225102581348826,0.0181608148161912,0.00319378322186126,0.00139834158260075,0.00073439439316082,0.00675401659957656,0.00686535529711264,0.0278398166010152,0.00273974623806059,0.00163945231378408,0.0365797008605371,0.0008287782095519,0.00200554795462007,0.00846604698628371,0.00328509041535504,0.00562832526654171,0.0256349189468174,0.00349000193895364,0.0123839009288309,0.000559391260619654,0.000975740482688463,0.00356440755158062,0.0389155531379758,0.00311727404481243,0.00455429179114957,0.0071327737876255,0.00494275308860315,0.00495546939600993,0.0145561322500981,0.015196631467647,0.129395908273479,0.000000020036143014913,0.00741591269391795,0.0231333829285487,0.0103692547335824,0.0276628179893411,0.00873309876689565,0.00623431673548582,0.00112233445566788
"G[Ins(T):R(8,9)]G",0.00283740563447461,0.00042756861895986,0.000104329681996434,0.0335137555681586,0.00923370963585052,0.0000260053958320322,0.00025585323452242,0.00671394060707848,0.00333483917511259,0.00318768680407534,0.0152505806957263,0.00165093390818144,0.00462122578847808,0.0185509311557259,0.00914981175402541,0.00473806681321304,0.00438477916125878,0.0348198588372456,0.00367840595085817,0.0000896805620806809,0.000851473010279021,0.000945376840221615,0.00825069318079384,0.00608756208634113,0.0274916273156615,0.0023122179773404,0.00582529307873999,0.00173650714734439,0.0216902933954286,0.00644950209929937,0.00323789920583333,0.00923708602743429,0.00101367543766391,0.00162153164771205,0.0479791463785087,0.00154176703903549,0.00182074812317108,0.000775994215492745,0.000446728473345612,0.0266795778832402,0.0015587971688433,0.00218069869345247,0.00150684947546267,0.017216060533564,0.00355005208968974,0.0122229525571725,0.00338542741000801,0.0291796263523274,0.00250901269395382,0.00489754510170795,0.00471796963669991,0.0263728914927756,0.0124743591737168,0.00167941260755941,0,0,0.00407099805677227,0.0444516284863834,0.0002306227091909,0.000367882812697858,0.00177569447715335,0.000196527262102143,0.0000287515674994358,0.00348228177599699,0.00411197572866822,0.000172769202920513,0.000199012929153229,0.00101055818889941,0.00303079583140466,2.37459335505422E-117,0.0240269294953986,0.0029542934650062,0.00289243826960206,0.00954025119088323,0.00440604131033066,0.00233035468935822,0.000642389856832962,0.00244962228923882,0.00266871931288355,0.00835738447145877,0.00293148592781869,0.00120342247298024,0.0328847415154418,5.20951249316231E-039,0.00699051173197098,0.00783711386152476,0.0023758748216144,0.00490637396104178,0.00645135343002203,0.00259241925353038,0.00773993808051179,0.000174603609144123,0.000378641975944708,0.00720158630836628,0.0392908232648645,0.0124973125873101,0.00239585001609146,0.00122210263616716,0.000654469642035155,0.00459978947149196,0.0188639296888761,0.00612527848291144,0.0253648936431629,0.00324943484857915,0.00120785640097858,0.00616486644668152,0.00674809037274074,0.0268647504422332,0.00477196282611693,0.00360054686162743,0.000748222970445293
"Ins(2,4):R0",0.00228156019200562,0.00606320317578229,0.00436659045753998,0.0183191210348648,0.0323777369961575,0.0130770142666906,0.00239481348393624,0.062683572336161,0.0078670352121422,0.0954359040164878,0.00431939481954991,0.000492995521208102,0.00405245856695851,0.00640894126922372,0.00563403703386777,0.0225840575324466,0.017295588595126,0.00488014099600159,0.0130950750009629,0.0042414619417947,0.000932180515509063,0.0114370172130785,0.0107708016847788,0.0806704936832031,0.0121885848446956,0.004146961679086,0.0017613649479336,0.016229834492911,0.00530370629724991,0.00707668171728739,0.025601664069476,0.00720422061230697,0.0447526872115774,0.0000567090454847734,0.00553757020331275,0.000389750672466974,0.0109686397223892,0.00188446096722759,0.000978257844137411,0.0818190931764263,0.000537348073970291,0.00186942297907152,0.00349709092044273,0.0365203743818804,0.00644889432924926,0.00534283412388058,0.00202971101438685,0.011566058349382,0.0131084782730224,0.0250286229038456,0.00482127316869001,0.0119602351503497,0.0121203412484505,0.0134590346105595,0.00734693877551022,0.0157728706624606,0.00254861369569907,0.0156655210034025,0.00128217272705546,0.0065730587136532,0.00196735691519432,0.00402934067092033,0.0180983196690229,0.00068241229019698,0.10075385196339,0.000426353097870499,0.00156755350105576,0.000563336567905017,0.00188172629933262,0.000716326212121281,0.00606241560401785,0.0264939858476919,0.00636255843217313,0.0272166647442752,0.0178549713149463,0.0302536051212581,0.015509371291346,0.017761288088096,0.0227534571974946,0.0157413804458987,0.00514286514469392,0.00451199067675175,0.0117192207893382,0.00338711558338838,0.0623475424353801,0.0306083690392667,0.00119322249020541,0.00641147033033049,0.00795533205819983,0.00186271831772534,0.00696594427244922,0.00591232386340954,0.00250550323261532,0.00330819016232514,0.0174546889400126,0.0914570108789347,0.015918631636258,0.00077543199318969,0.00469997379606906,0.00414341878500601,0.0104551217611752,0.00360198606141148,0.00927556138458431,0.0200868738531311,0.0142199104388019,0.00459231013511168,0.00190060167839408,0.0119014968564878,0.00269459745073358,0.00125538271931176,0.00299289188178033
