Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP101845	190	91	208	288	2	34	11
SP101682	20	39	80	39	2	95	148
SP61553	8	113	16	1	4	45	83
SP101724	79	125	270	67	6	105	13
SP102103	0	12	129	41	0	39	77
SP102174	60	43	192	28	14	57	48
SP101622	461	0	127	312	0	42	0
SP102161	106	25	105	44	11	41	66
SP101654	59	59	170	0	0	144	183
SP102074	28	25	70	37	2	19	52
SP101694	73	32	217	53	4	51	65
SP101616	114	163	294	0	0	30	0
SP101666	157	61	116	181	0	0	0
SP101558	214	38	56	225	0	0	0
SP102096	17	78	89	60	3	17	122
SP102084	115	124	88	37	4	100	59
SP101580	120	60	84	119	6	23	62
SP102064	282	34	58	277	5	32	17
SP101564	37	41	78	19	3	33	51
SP101921	25	67	156	0	0	34	79
SP101648	239	16	58	123	3	5	69
SP101628	21	56	96	31	6	21	75
SP101708	36	45	99	13	5	69	66
SP102055	24	41	53	0	0	24	60
SP101634	319	12	62	173	1	6	13
SP101588	37	42	113	25	5	82	99
SP101584	37	0	156	37	0	53	137
SP101686	18	20	84	0	0	42	87
SP101532	258	24	98	233	0	29	0
SP101732	342	27	195	250	7	46	27
SP101528	36	15	194	25	0	20	0
SP101536	12	15	46	20	3	12	140
SP101576	70	69	186	47	9	53	69
SP102015	327	0	191	389	0	46	0
SP102168	0	43	91	40	0	11	77
SP101716	85	155	169	54	3	138	144
SP101592	36	45	160	26	11	25	25
SP101658	0	29	29	13	0	8	24
SP102045	1242	29	138	409	27	55	97
SP101552	646	0	278	450	0	61	0
SP101519	64	181	104	59	0	0	0
SP101690	114	19	161	57	7	59	149
SP102123	13	79	94	50	3	24	74
SP101662	377	27	108	52	0	23	0
SP101600	0	112	67	29	0	0	0
SP101544	50	85	172	11	7	40	49
SP102133	0	18789	0	0	0	1310	0
SP101881	321	12	101	235	14	47	25
SP102035	700	59	0	237	0	0	0
SP101642	715	89	182	365	18	106	15
SP101596	21	79	114	21	1	31	128
SP101670	640	66	178	291	0	36	0
SP101674	236	1	61	109	13	4	17
SP101572	4	41	42	17	1	11	50
SP101678	294	62	154	326	8	31	27
SP101740	1125	47	0	896	0	53	0
SP101700	231	40	52	261	0	18	0
SP101891	481	0	165	376	0	104	0
SP102143	647	42	0	215	0	0	0
SP102113	208	11	95	186	12	3	21
SP101521	20	93	84	22	3	67	60
SP101526	78	25	151	95	11	76	106
SP101540	11	136	66	38	1	22	130
SP101604	179	19	71	93	1	26	57
SP101548	420	36	91	71	0	0	0
SP101523	349	27	43	240	0	26	0
SP102090	21	31	152	15	3	56	98
SP101795	289	33	62	315	2	17	13
SP102187	211	18	188	125	0	42	0
SP101515	163	0	52	146	0	16	37
SP101931	320	48	187	181	8	107	43
SP101610	213	24	48	275	0	15	0
SP61703	26	132	152	94	3	14	141
SP59707	0	59	35	18	0	0	77
SP68659	189	47	0	245	0	0	0
SP62616	986	36	131	213	0	70	0
SP59761	51	73	94	34	3	41	69
SP66960	10	133	67	39	4	13	108
SP61453	20	23	83	35	5	33	68
SP63796	0	20	101	27	0	12	25
SP69155	0	25	50	17	0	6	30
SP59950	337	0	434	139	0	125	123
SP59938	292	23	77	134	0	0	0
SP64976	65	47	144	8	3	66	37
SP64296	436	76	58	365	0	66	0
SP65807	700	82	75	190	32	37	4
SP59803	38	63	188	75	10	40	158
SP66159	687	23	105	182	49	59	154
SP63356	0	75	112	84	0	0	104
SP68348	459	134	141	176	55	102	33
SP62450	25	22	42	28	2	11	63
SP67428	446	27	67	114	34	34	97
SP61713	368	30	0	325	0	25	0
SP68725	210	30	34	82	12	6	43
SP67609	956	7	34	267	49	71	123
SP62110	18	6	169	68	4	100	167
SP64546	278	48	58	184	0	0	0
SP63546	44	21	228	13	7	51	62
SP60322	206	11	74	72	2	24	13
SP60243	187	0	0	241	0	19	65
SP63966	17	129	93	38	3	94	147
SP60362	12	94	75	13	3	17	43
SP69077	638	0	72	657	0	60	0
SP67346	91	51	374	57	0	81	0
SP66687	20	162	127	10	1	65	60
SP63716	17	82	97	19	1	5	27
SP65376	661	40	0	562	0	67	0
SP61343	6	45	132	21	6	42	21
SP60001	651	23	126	123	15	45	41
SP59860	64	38	151	72	4	82	190
SP60610	0	54	80	23	0	14	43
SP64036	252	98	31	358	17	16	18
SP60842	175	37	155	155	14	40	1
CPCT02020307T	21	136	141	26	93	41	66
CPCT02020333T	588	25	150	292	158	39	40
CPCT02080024T	83	81	146	16	119	31	126
CPCT02030259TII	275	79	122	188	114	69	0
CPCT02040038T	693	87	0	231	136	39	0
CPCT02030250T	29	18	171	23	107	65	245
CPCT02050058T	89	92	81	99	196	357	137
CPCT02020393T	24	207	119	104	126	65	96
CPCT02030280T	726	294	205	239	132	151	26
CPCT02030278T	1038	99	64	144	68	56	42
CPCT02100030T	172	116	316	34	148	63	62
CPCT02060056T	215	79	81	115	122	24	114
CPCT02030296T	623	42	27	174	173	27	111
CPCT02060046T	0	120	45	16	53	0	46
CPCT02130056T	64	112	86	42	92	154	141
CPCT02180051T	16	86	68	45	112	22	84
CPCT02070434T	72	0	394	131	53	65	90
DRUP01210006T	886	0	0	0	151	57	300
CPCT02020659T	153	110	0	46	123	21	46
CPCT02080191T	957	59	112	208	296	132	38
CPCT02330084T	12	100	82	20	55	28	109
CPCT02360009T	76	400	0	0	142	517	256
CPCT02060196T	20	33	57	23	91	22	23
CPCT02290028T	0	111	51	44	165	80	128
CPCT02030455T	295	185	42	233	135	42	89
CPCT02080198T	0	49	25	19	134	7	31
CPCT02010679T	5	27	6	21	139	11	7
CPCT02100152T	448	0	374	316	169	72	0
CPCT02070465T	843	44	29	735	111	100	97
CPCT02040224T	228	48	112	177	105	95	154
DRUP01060007T	2	49	8	18	172	8	34
CPCT02040223T	0	74	107	56	145	69	105
CPCT02270023T	373	185	38	131	102	72	194
CPCT02220079T	67	279	190	0	63	0	125
CPCT02230082T	144	17	102	110	137	39	35
CPCT02090043T	14	129	17	17	71	8	75
CPCT02130051T	152	38	0	258	437	41	0
CPCT02030259TIII	240	66	104	184	91	63	16
DRUP01020026T	2	308	212	99	332	60	3
CPCT02210046T	26	49	100	46	186	39	49
CPCT02120120T	0	55	64	28	105	81	0
WIDE01010205T	240	100	232	145	94	64	68
CPCT02340080T	7	68	49	25	154	8	17
WIDE01010216T	27	296	77	9	49	17	178
CPCT02130087T	44	66	183	105	225	144	111
WIDE01010264T	8	60	93	11	40	77	60
CPCT02130085T	3	549	140	49	140	44	105
WIDE01010292T	0	14	0	0	31	61	42
WIDE01010277T	1	219	26	2	31	87	88
CPCT02120118T	0	43	0	40	113	17	65
WIDE01010301T	141	33	66	68	77	29	77
CPCT02220045T	1218	94	342	566	162	108	0
CPCT02130093T	0	141	54	46	109	0	66
CPCT02030482T	67	84	89	36	87	137	238
CPCT02030477T	7	13	46	15	88	25	13
CPCT02370026T	4	16	77	18	13	13	39
WIDE01010385T	88	39	337	50	69	49	33
WIDE01010397T	12	110	39	18	46	6	118
WIDE01010414T	214	29	163	210	41	86	68
WIDE01010420T	1489	76	888	690	128	293	0
CPCT02270031T	0	72	47	39	183	0	0
CPCT02120132T	0	111	49	37	196	0	0
DRUP01010084T	60	51	168	122	152	103	243
CPCT02020741T	36	47	211	33	161	57	78
CPCT02020740T	471	159	0	372	312	87	0
CPCT02030492T	94	264	260	87	152	386	188
CPCT02070349T	0	172	154	145	141	86	146
CPCT02070348T	9	85	203	48	281	23	76
CPCT02060226T	49	98	104	52	140	295	166
CPCT02230111T	0	38	88	64	161	40	95
CPCT02080236T	8	157	186	37	74	44	102
CPCT02030498T	0	16	241	41	115	76	0
DRUP01050029T	11	108	106	13	67	64	27
CPCT02030505T	291	29	91	147	136	34	0
CPCT02120149T	3	48	84	39	122	90	132
CPCT02070358T	0	89	154	36	162	25	0
CPCT02060168T	0	137	49	36	64	0	62
CPCT02030509T	363	24	87	68	88	8	27
CPCT02210066T	695	14	23	101	89	39	100
CPCT02030495T	7	47	28	33	106	23	90
CPCT02060251T	0	0	35	0	45	17	28
CPCT02380049T	18	58	65	4	79	12	89
CPCT02300049T	0	61	58	46	112	0	0
CPCT02140079T	0	51	35	34	162	0	0
CPCT02110074T	5	149	72	37	78	86	173
CPCT02210065T	65	240	313	0	99	407	0
CPCT02120153T	47	60	159	55	96	86	137
CPCT02110078T	46	99	266	70	155	160	61
CPCT02030517T	16	234	54	27	210	87	134
CPCT02020466T	268	76	110	214	164	72	43
CPCT02070397T	0	54	84	38	132	0	0
CPCT02050203T	850	121	85	222	175	37	0
CPCT02020572T	326	210	146	315	334	0	0
CPCT02060142T	395	56	49	186	127	24	38
CPCT02230050T	915	38	323	225	139	210	83
CPCT02070222T	3	9	45	50	125	14	43
CPCT02010646T	0	181	0	53	148	307	0
CPCT02070418T	25	95	97	17	32	33	101
CPCT02080160T	894	179	17	251	272	39	86
CPCT02100112T	19	32	17	81	272	31	113
CPCT02100119T	86	152	216	49	103	202	133
CPCT02340032T	17	285	78	1	79	112	107
CPCT02020513T	0	208	57	0	60	0	0
CPCT02180025T	145	29	459	55	41	245	35
CPCT02120022T	13	46	140	39	36	32	86
CPCT02020516T	27	326	232	14	94	46	54
CPCT02060089T	0	187	0	27	39	142	117
CPCT02090018T	11	117	160	27	42	49	102
CPCT02060094T	6	76	39	34	45	16	89
CPCT02120028T	41	145	74	33	101	123	74
CPCT02090019T	764	58	97	380	110	60	92
CPCT02060105T	301	20	94	175	132	48	6
CPCT02020544T	554	3	84	89	90	30	76
CPCT02060110T	3	10	30	13	43	9	22
CPCT02030355T	29	51	94	12	30	13	102
CPCT02040127T	26	123	216	45	95	97	101
CPCT02070190T	15	137	50	17	77	195	88
CPCT02090020T	0	91	27	0	70	0	0
DRUP01020004T	0	146	0	0	74	0	87
CPCT02060120T	297	211	0	166	124	875	0
CPCT02070210T	44	372	87	21	239	573	66
CPCT02040144T	652	292	377	161	253	182	55
CPCT02040143T	16	88	98	30	115	53	17
CPCT02020593T	60	360	128	17	103	102	204
CPCT02180005T	27	308	130	12	110	107	54
CPCT02030299T	334	8	125	398	90	51	105
CPCT02020420T	3	118	47	44	98	8	70
CPCT02030303T	396	45	83	334	91	17	20
CPCT02070058T	350	44	0	434	90	45	106
CPCT02040050T	235	45	88	82	52	13	33
CPCT02020434T	47	128	228	32	75	63	87
CPCT02220006T	11	229	428	23	50	22	110
DRUP01140003T	0	175	49	27	42	0	71
CPCT02020459T	309	0	90	184	126	30	0
CPCT02330021T	8	164	25	17	36	79	122
