Samples	ID83A	ID83B	ID83C	ID83D
SP24708	60	81	81	203
SP24301	130	113	103	295
SP27201	47	149	97	204
SP28791	19	31	55	62
SP23739	35	27	69	122
SP24702	122	84	88	189
SP25332	25	24	32	73
SP28335	22	43	105	142
SP26709	86	34	44	68
SP25350	37	65	54	287
SP25380	55	134	118	197
SP24565	8	13	60	156
SP25833	97	41	101	172
SP25905	9	25	93	81
SP26439	23	28	68	42
SP24236	49	155	141	258
SP23925	17	34	0	1706
SP24815	61	135	139	241
SP27957	42	85	95	153
SP27603	31	55	120	173
SP27825	53	123	111	231
SP24135	31	115	567	351
SP26499	39	45	72	93
SP25518	54	127	175	201
SP28659	78	141	592	380
SP23622	33	67	72	220
SP27939	46	39	92	139
SP23754	9	27	46	47
SP29697	66	63	51	133
SP27339	46	51	84	131
SP29559	60	24	656	74
SP29331	28	109	143	173
SP26475	87	83	99	138
SP23775	44	113	577	286
SP28275	47	19	54	168
SP28581	50	95	91	185
SP23639	55	85	106	227
SP24391	64	66	107	189
SP28041	71	147	84	235
SP25494	114	228	1078	536
SP26649	52	55	55	274
SP78927	42	6	8	7
SP78913	23	3	16	9
SP107375	68	17	73	37
SP107408	173	66	35	46
SP107439	39	13	179	56
SP78816	32	2	2	8
SP78663	137	6	42	26
SP78709	92	8	13	18
SP107462	178	13	22	10
SP78951	59	12	24	18
SP107435	96	27	27	49
SP78679	58	70	34	57
SP107360	151	57	29	61
SP78819	12	6	5	12
SP78821	63	11	40	27
SP107552	47	0	12	12
SP78865	32	3	19	11
SP107470	77	41	11	15
SP78673	3	6	15	23
SP78824	25	4	16	6
SP107550	34	14	8	6
SP78718	204	46	12	12
SP107451	58	10	9	13
SP107557	57	9	10	3
SP107358	25	6	25	37
SP78731	38	7	11	8
SP107455	33	7	10	8
SP107549	35	9	4	8
SP78814	46	5	42	20
SP107357	224	104	70	98
SP78919	70	5	22	15
SP107453	51	19	14	16
SP78719	3	5	0	6
SP78662	12	6	11	6
SP107457	134	4	24	23
SP107404	115	77	24	63
SP78714	41	19	13	11
SP107454	43	8	6	12
SP107359	162	78	52	64
SP78664	84	3	12	14
SP78931	78	16	6	3
SP78815	26	4	7	11
SP107466	83	42	29	48
SP78901	195	21	2	13
SP107384	173	73	406	88
SP107467	11	5	22	11
SP78680	30	3	10	2
SP78672	32	5	16	0
SP107365	57	20	17	50
SP78660	35	6	12	5
SP78659	14	18	6	15
SP107449	37	8	36	15
SP78813	46	7	11	20
SP78953	21	5	0	7
SP78804	70	1	30	31
SP107460	30	33	25	18
SP107548	98	0	20	15
SP78730	106	44	17	34
SP78727	68	13	14	15
SP78822	132	32	57	65
SP78818	71	11	11	8
