MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.31E-03	8.72E-05	1.04E-03	3.13E-03	5.61E-04	2.06E-03	7.90E-04	1.73E-03	1.38E-03
1:Del:C:1	1.32E-03	6.47E-05	1.47E-03	3.10E-03	2.99E-04	1.40E-03	6.10E-04	1.80E-03	1.42E-03
1:Del:C:2	7.13E-04	4.85E-05	1.04E-03	1.97E-03	2.37E-04	7.96E-04	4.24E-04	1.00E-03	8.07E-04
1:Del:C:3	4.88E-04	8.95E-05	7.14E-04	1.27E-03	3.20E-04	5.61E-04	3.47E-04	7.00E-04	1.61E-04
1:Del:C:4	2.44E-04	2.02E-04	3.09E-04	1.35E-03	2.83E-04	4.18E-04	3.08E-05	5.38E-04	3.05E-04
1:Del:C:5	2.39E-05	5.96E-04	2.31E-04	2.65E-03	1.65E-04	9.83E-05	1.11E-04	5.25E-04	1.77E-04
1:Del:T:0	2.11E-03	8.82E-05	1.94E-03	2.98E-03	4.43E-04	1.34E-03	8.80E-04	2.26E-03	1.44E-03
1:Del:T:1	1.11E-03	7.61E-05	1.25E-03	2.16E-03	3.79E-04	1.08E-03	6.74E-04	1.44E-03	3.45E-04
1:Del:T:2	1.21E-03	6.98E-05	1.48E-03	3.90E-03	4.68E-04	1.63E-03	7.33E-04	1.93E-03	6.31E-04
1:Del:T:3	1.42E-03	1.07E-04	1.23E-03	4.05E-03	4.21E-04	1.30E-03	5.79E-05	1.30E-03	6.85E-04
1:Del:T:4	9.77E-04	1.84E-04	7.96E-04	2.49E-03	4.04E-04	9.87E-04	1.61E-04	7.08E-04	7.55E-04
1:Del:T:5	1.16E-03	3.02E-03	7.40E-04	2.90E-03	7.40E-04	1.77E-03	5.70E-04	7.39E-08	2.47E-08
1:Ins:C:0	4.76E-05	2.65E-05	3.28E-05	1.98E-04	0.00E+00	1.69E-04	1.05E-04	2.56E-03	3.54E-10
1:Ins:C:1	2.71E-04	1.64E-05	2.18E-04	5.80E-04	1.11E-04	2.39E-04	3.00E-04	8.52E-04	3.48E-04
1:Ins:C:2	3.91E-04	1.51E-05	2.74E-04	8.71E-04	2.38E-05	7.15E-05	2.03E-04	5.03E-04	7.63E-05
1:Ins:C:3	1.27E-04	1.84E-05	2.24E-04	3.74E-04	1.45E-04	1.98E-04	2.04E-04	4.22E-04	8.48E-05
1:Ins:C:4	4.27E-05	4.58E-05	3.08E-05	4.76E-04	1.37E-04	1.56E-04	1.55E-04	4.06E-04	1.67E-04
1:Ins:C:5	8.35E-05	1.34E-04	1.08E-04	7.13E-04	2.99E-04	1.58E-04	1.89E-04	7.67E-04	3.92E-04
