spectrum	cosine	total_mutations
SP111038	0.984978168725015	3419
SP85339	0.980447703289982	1654
SP111095	0.979812834301684	2348
SP111033	0.978625979609306	1869
SP111076	0.977295574926666	1898
SP111114	0.976256861060615	3627
SP105425	0.972712101225256	1623
SP21057	0.972325363580338	2132
SP111116	0.97204977830822	2198
SP119755	0.97108945049622	2411
CPCT02180068T	0.970548878735093	6171
SP111031	0.970291214449688	3259
SP17016	0.969978506178619	1512
CPCT02330016T	0.969529456092756	2086
CPCT02180001T	0.969251178788827	2616
SP96122	0.96920709053085	2474
SP110849	0.968554252718795	1608
SP111036	0.968119575340866	1269
SP111164	0.96668720829399	1921
SP116614	0.966149205633055	1285
CPCT02330072T	0.964061492712666	2298
CPCT02050089T	0.961738732065891	4420
SP127638	0.960910086269424	1656
SP84998	0.960864342544062	915
SP59284	0.960721471837862	460
SP111017	0.960189399240857	1610
SP124971	0.960134901030888	1532
CPCT02080232T	0.959778886653185	2937
CPCT02100141T	0.959237317838611	3214
SP59448	0.958882179974324	3358
CPCT02050380T	0.958538630202327	4442
CPCT02230073T	0.958476157283007	1797
CPCT02440004T	0.95843721084284	3650
CPCT02250004T	0.957944295778977	3086
SP59384	0.957866070451381	503
SP110847	0.957540858443205	1726
CPCT02310017T	0.957488080183465	4291
SP111070	0.95735526595274	1820
CPCT02100131T	0.957320515640408	2668
SP111045	0.956277449813636	2216
SP59312	0.956195684525204	1283
CPCT02210064T	0.955425407548412	4172
CPCT02030257T	0.955111638928488	2862
SP96129	0.95506091295949	1707
SP85379	0.95495230115696	1871
SP96124	0.954239373412043	1637
SP81840	0.954192366591679	2364
SP116663	0.954040513827895	1900
CPCT02230006T	0.953986694309479	2305
CPCT02290024T	0.953383612777162	2754
WIDE01010159T	0.953175635583472	2653
DRUP01010108T	0.952671725916475	5415
CPCT02230029T	0.952536338405132	1747
CPCT02060103T	0.951823592471039	2395
CPCT02030318T	0.951768731217443	2785
CPCT02230070T	0.951119447975585	3302
CPCT02340019T	0.950993232479656	2864
SP127630	0.950724956578492	1208
SP111170	0.950556022460053	2302
CPCT02010569T	0.950402575460827	3876
SP118048	0.949799193386606	1403
SP23498	0.94971515109843	1778
CPCT02230080T	0.949161109438039	1797
SP111096	0.948496022466955	1077
SP116726	0.948006378932264	1059
SP135182	0.947497170904502	2828
CPCT02230034T	0.947301502672041	1908
SP127628	0.947200378094599	630
WIDE01010455T	0.94693167618653	3296
CPCT02060183T	0.946803618114949	3552
CPCT02180045T	0.946499738295761	2776
SP116645	0.946491758985821	1314
WIDE01010218T	0.946277480333819	3061
SP111101	0.945831653415735	2163
SP80271	0.945749046810154	1373
CPCT02010598T	0.945257155798619	2037
CPCT02050362T	0.945156281478177	2587
WIDE01010479T	0.945111882587148	1494
CPCT02100064T	0.944935011044259	1487
SP127636	0.944807128615016	1238
SP116657	0.944468233051803	1981
CPCT02050234T	0.944468113795076	2273
SP124207	0.944195234442059	849
SP116690	0.944037213008128	1823
SP116715	0.943866882868857	3442
CPCT02210001T	0.943484929054285	1970
CPCT02110018T	0.943189990809784	1484
CPCT02150026T	0.942868095441527	2562
SP110842	0.942801963815746	2105
CPCT02350020T	0.942764762430095	1847
SP96110	0.942570230463219	1245
SP117376	0.942124674320402	1255
CPCT02340070T	0.942099899263805	1913
CPCT02080255T	0.941715417503388	2933
SP70288	0.941610761178044	835
SP127640	0.940551953332858	1164
CPCT02160034T	0.940421128674972	4753
SP59412	0.940274159883836	1068
SP80950	0.94001298516711	789
CPCT02040027T	0.939900899182683	2485
SP111000	0.939645901982181	1840
SP1174	0.939359881790157	1018
SP116648	0.939317401766703	2248
CPCT02090026T	0.938713693649962	2189
CPCT02110047T	0.938560162408787	2504
CPCT02050179T	0.938409259254164	3083
CPCT02440014T	0.938173987224917	3327
SP59280	0.937804782745787	482
SP111088	0.937742133825768	1596
CPCT02100201T	0.937502363307848	1931
SP111024	0.937499169186994	1669
CPCT02110011T	0.937014834192222	1473
CPCT02180048T	0.936783464967408	1421
CPCT02330072TII	0.93673085048587	3408
CPCT02230032T	0.936331243536323	2014
WIDE01010009T	0.936138864828674	1806
SP135431	0.936126860333573	1632
CPCT02100186T	0.936001246567122	2254
CPCT02040091T	0.935682897046321	2640
DRUP01030026T	0.935426269390325	1624
SP110860	0.935346122186396	1915
CPCT02020682T	0.935152122433593	1838
WIDE01010691T	0.935126648844748	1580
SP110857	0.935114920030812	1129
CPCT02030363T	0.934988040153072	1169
SP111072	0.934798323300696	1024
CPCT02020486T	0.934578880898325	4049
CPCT02050147T	0.93457359990796	3202
SP111064	0.934231510587135	2004
WIDE01010545T	0.934222597755889	2984
WIDE01010064T	0.933944732214634	4646
CPCT02070015T	0.933914080656495	3374
DRUP01340013T	0.933773584748187	3437
SP21193	0.933347873124507	1041
CPCT02010397T	0.933211867666725	2297
WIDE01010539T	0.933189870635328	4105
CPCT02290041T	0.932442189825102	1848
CPCT02110073T	0.93201390600037	1565
SP111049	0.931563418913482	1741
SP111035	0.931481513591463	2576
CPCT02230107T	0.931480593478823	2029
CPCT02050144T	0.931437741577982	3279
DRUP01330005T	0.931289856175673	3435
CPCT02190041T	0.930850751943519	1275
CPCT02100044T	0.930837238786001	2796
SP19983	0.93022186293797	2272
CPCT02140056T	0.929767267885988	2125
CPCT02340075T	0.929664875515703	2962
CPCT02180015T	0.929119651419043	621
SP124969	0.929113951420392	1745
CPCT02380021T	0.928734565315063	2541
DRUP01330013T	0.928734234367876	2696
DRUP01010007T	0.928602122021923	4286
WIDE01010291T	0.927749869285397	2091
WIDE01010704T	0.927462171664572	2175
SP85130	0.927039220714668	1578
SP111112	0.926940222255848	1264
WIDE01010265T	0.926462945403863	1259
SP59296	0.926303993079517	261
SP111057	0.926302060756789	1297
CPCT02010624T	0.926299967437992	2418
SP110866	0.926193276013651	1228
CPCT02120011T	0.925926605483822	2860
CPCT02340057T	0.925732610807242	1869
CPCT02100127T	0.925452640159288	2903
CPCT02050128T	0.92536266575052	3490
CPCT02210045T	0.925200495867924	2912
SP59416	0.925039619237849	490
CPCT02220025T	0.924975558139836	2678
SP59460	0.924482537601258	820
WIDE01010669T	0.924174586494743	2782
SP96126	0.924017757191302	3300
SP111009	0.923951939793629	1560
CPCT02040152T	0.923640678985614	1674
CPCT02260014T	0.92363241445332	2329
CPCT02330059T	0.923285083625472	3231
CPCT02100139T	0.922917392116631	1632
CPCT02330073T	0.922889480828224	2395
SP105253	0.922838357378634	2082
WIDE01010425T	0.922761530338122	3289
SP135436	0.922600749459846	1306
CPCT02340012T	0.922403198208228	1724
CPCT02220056T	0.922382849112511	1672
CPCT02340041T	0.922364243566968	4261
SP17294	0.922134498091028	2265
WIDE01010232T	0.922084968375621	1456
CPCT02120012T	0.922031845303079	3052
DRUP01290001T	0.921821637412755	2838
CPCT02100126T	0.921483729752631	3391
CPCT02230068T	0.921357915351251	1686
CPCT02070117T	0.9212269176131	1268
CPCT02010881T	0.92082490636488	1579
SP117949	0.920805526246007	915
SP125797	0.920087189021776	740
CPCT02330063T	0.919863460733356	2518
CPCT02030286T	0.919801543440035	2085
SP116624	0.919556805662278	569
SP59388	0.919513976162884	369
SP75322	0.919423008461069	1763
CPCT02130033T	0.919373407008545	1791
CPCT02330132T	0.919226134261687	3272
CPCT02330055T	0.918951623179069	1166
CPCT02030519T	0.918566983295064	3251
DRUP01210002T	0.918562937019741	2687
CPCT02020512T	0.918434026690921	986
SP59360	0.918400005113435	836
WIDE01010066T	0.918250466216682	1905
SP111166	0.917737705413555	2278
SP111008	0.917521192288356	1517
CPCT02010955T	0.917400260917045	2129
CPCT02210018T	0.917394087287179	2724
DRUP01010044T	0.917315850730519	4748
CPCT02030307T	0.917180084497231	2217
WIDE01010100T	0.91717900649302	1358
CPCT02070120T	0.917174130394384	2158
SP59368	0.917016525425007	1433
SP116674	0.916549554477036	667
SP59396	0.916484864160715	246
DRUP01210003T	0.916183298910961	2385
CPCT02140022T	0.916043535452751	15130
CPCT02120150T	0.916012152365082	2364
SP125699	0.916004919236606	634
WIDE01010442T	0.915971615875602	2925
CPCT02040302T	0.915865195356573	788
CPCT02050414T	0.915628520676614	2537
SP111001	0.915620517351541	2639
DRUP01140001T	0.915510457368456	14579
SP111119	0.915506582441	3850
CPCT02330036T	0.915147169281543	1792
SP116616	0.915094493892554	755
CPCT02300010T	0.914948350031326	1373
CPCT02290039T	0.914906487773036	2852
SP59328	0.914867501125463	274
CPCT02030382T	0.914718506428296	1575
CPCT02070282T	0.914415998236632	1797
SP111013	0.914112058046978	844
CPCT02230030T	0.914015081754338	2370
WIDE01010678T	0.913765234700399	865
WIDE01010451T	0.913725172158652	6627
DRUP01440001T	0.913520052389313	3608
CPCT02040196T	0.913178296051375	3896
SP96116	0.912643710181386	1319
CPCT02310002T	0.912642444261145	1606
WIDE01010001T	0.91263420821301	906
SP111113	0.912312440730039	3007
WIDE01010242T	0.912172738403139	1685
SP111061	0.912142410439962	1157
SP105213	0.911709068529825	998
CPCT02070405T	0.911635431805028	3262
CPCT02040148T	0.911632662274144	3272
CPCT02040278T	0.911627415561448	1336
CPCT02150021T	0.911389646742417	3058
WIDE01010227T	0.911310319661906	2307
CPCT02220037T	0.910951658450881	1956
CPCT02230087T	0.910697093440379	2377
DRUP01340004T	0.910687473793878	3730
SP59392	0.910547934658553	213
CPCT02440001T	0.910218133542333	1900
CPCT02020483T	0.910139201404292	857
SP116630	0.910067056688803	1516
SP111082	0.909924765860237	1827
CPCT02100058T	0.909779038730789	1780
CPCT02210067T	0.909726829451612	2002
CPCT02010833T	0.909593260034458	2266
CPCT02010835T	0.909413656016873	3372
WIDE01010543T	0.909400592014175	1502
SP102897	0.909149951072898	13474
DRUP01010059T	0.908999376611435	1609
WIDE01010606T	0.908922871337464	160869
WIDE01010693T	0.908621570371034	1115
WIDE01010241T	0.908594321458514	1640
SP111098	0.908322695503805	1275
CPCT02230053T	0.90824833935204	2220
SP70860	0.90818846976614	660
CPCT02110075T	0.908046866111441	2092
CPCT02010750T	0.908019215486137	1733
CPCT02330122T	0.907986405012391	2852
SP110736	0.907011872493207	533
CPCT02120160T	0.90693830978515	2002
SP18787	0.906762007614216	2259
CPCT02030373T	0.906655265611163	2077
SP69898	0.906505809241743	1282
SP59404	0.906472876930926	275
SP71404	0.906353625519462	1281
SP116694	0.906301551321561	935
CPCT02030454T	0.905645338292939	1845
CPCT02100057T	0.905565037071615	2621
CPCT02210003T	0.905163738899776	2542
CPCT02080162T	0.905152773635434	11548
SP116649	0.905016532402427	1020
SP84491	0.904958500012941	3247
SP125691	0.904865982681521	1462
CPCT02330025T	0.904810368766853	2177
SP59452	0.904558164066039	1386
CPCT02060015T	0.903954277007087	2172
SP107012	0.903886741244265	29773
CPCT02330024T	0.903589642470614	1576
CPCT02030546T	0.903568996473674	103164
CPCT02220007T	0.903533149680536	1456
CPCT02030430T	0.903417424918476	15061
CPCT02010545T	0.903345504005051	2748
CPCT02060201T	0.903301711666442	1667
CPCT02140045T	0.902896285792473	1198
WIDE01010168T	0.902876944252143	2431
CPCT02050100T	0.902732522652305	1473
CPCT02070167T	0.90266361943296	1095
SP117661	0.902647575266588	699
SP59272	0.902597696309958	279
CPCT02030326T	0.902196822070718	1615
SP92364	0.90197216774906	59684
CPCT02180008T	0.901940776281379	2697
CPCT02060259T	0.901783177741151	2283
CPCT02130046T	0.901775070040412	1473
CPCT02300046T	0.901644092048832	1605
SP18121	0.901611012134331	100030
CPCT02140054T	0.90158172408026	1322
CPCT02330095T	0.90144721068849	2118
CPCT02190033T	0.901425125593953	2397
CPCT02050181T	0.90139067488141	1779
CPCT02080141T	0.901171510313475	2263
WIDE01010280T	0.900841600612607	740
CPCT02180054T	0.900809592003953	3084
SP94917	0.900805190511876	17873
CPCT02050110T	0.900743749292902	2302
CPCT02080157T	0.9003314530862	39002
WIDE01010506T	0.900266611441418	1254
SP116701	0.900239038712411	827
CPCT02050057T	0.900228555463141	2573
