Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP18310	91088	30989	10294	0	0	19	1592	0	0
SP17172	30024	2481	6015	1147	3	210	0	0	0
SP96133	55151	12146	7659	0	0	122	2310	0	0
SP110242	78099	25574	18908	0	0	20	1894	0	0
SP114330	86	33	394	565	11	20	69	62	48
SP21017	75939	21994	12770	0	0	64	1612	0	0
SP22383	57905	11313	7240	0	0	5	2825	0	0
SP81312	3696	0	6668	0	0	598	478	149	0
SP22031	593	0	2721	0	1	161	0	0	18
SP96112	44	8	177	387	2	5	37	51	42
SP19215	51422	12631	5804	0	0	0	3874	0	0
SP96120	203	0	507	893	5	173	61	99	74
SP16886	880	0	5761	0	13	737	176	96	0
SP96124	345	25	445	758	11	12	0	28	13
SP19295	1000	0	3014	0	0	121	39	50	54
SP19670	141	12	402	526	0	13	7	13	36
SP17905	5781	0	11972	0	0	976	6105	832	0
SP16934	288	0	348	560	0	228	46	36	28
SP20993	298	5	649	828	0	141	17	51	15
SP19983	503	0	396	1034	0	229	51	20	39
SP18121	60769	13462	24336	0	0	147	1316	0	0
SP96122	605	0	618	1141	0	51	2	22	35
SP119755	716	0	467	866	7	113	109	73	60
SP96126	690	52	1475	1002	12	36	0	0	33
SP19606	80	8	138	392	2	127	101	109	43
SP96118	4900	2512	1048	0	0	0	1005	0	0
SP21528	142	7	499	521	0	41	22	31	39
SP21400	2090	0	7740	0	0	438	262	21	0
SP23078	5	0	77	450	1	306	59	68	87
SP17430	0	0	99	340	0	19	60	71	37
SP96110	235	0	203	589	0	67	47	62	42
SP18946	6167	0	8420	0	0	377	1617	220	0
SP21057	689	0	460	658	0	103	57	92	73
SP22750	132	0	377	567	0	51	18	35	46
SP19750	182	0	572	415	3	18	7	3	32
SP17016	341	0	146	895	0	15	42	53	20
SP16958	104	0	219	1632	14	20	63	31	198
SP17329	89	3	176	390	0	33	101	47	24
SP96116	209	0	443	551	26	29	0	24	37
SP96129	332	0	236	972	0	26	27	43	71
SP21193	215	0	259	393	0	19	55	44	56
SP18787	351	0	890	904	0	20	0	26	68
SP96114	84	5	414	624	1	97	70	87	45
SP19582	31	0	125	169	0	39	134	52	32
SP17294	520	41	711	647	0	207	78	35	26
SP80367	10	28	272	131	2	469	89	44	48
SP82087	54	20	267	465	0	108	53	52	27
SP80615	3256	0	12354	0	0	1825	1460	401	43
SP80271	282	5	425	466	0	40	52	48	55
SP81172	191	0	147	307	0	195	268	142	53
SP81840	620	24	826	723	0	21	59	10	81
SP80657	59	0	246	226	5	24	46	40	36
SP81494	46	30	205	399	0	76	294	92	43
SP81711	260	21	779	799	0	120	263	35	152
SP80423	147	0	60	632	0	38	137	86	47
SP80754	140	0	217	470	0	14	355	21	103
SP81440	0	0	125	227	0	27	38	37	23
SP80950	165	0	118	428	0	7	26	25	20
SP82103	84	0	728	581	0	6	30	30	19
SP81137	18	0	546	605	18	1265	71	0	131
DRUP01010006T	254	0	377	844	150	58	21	40	74
CPCT02020319T	254	53	162	995	150	144	0	20	33
CPCT02040021T	181	105	234	947	143	138	72	32	17
CPCT02110003T	89	57	439	443	83	27	3	18	37
CPCT02140012T	298	5	0	868	170	64	1027	33	130
CPCT02040027T	734	21	331	944	201	123	8	69	54
CPCT02100013T	610	42	280	834	197	65	492	115	577
CPCT02050048T	264	143	334	361	240	76	36	56	105
CPCT02060015T	448	22	188	1085	187	175	16	34	17
CPCT02010397T	350	131	318	1219	135	42	3	37	62
CPCT02040040T	270	34	449	734	212	177	43	63	29
CPCT02110008T	175	90	0	1298	266	36	117	125	70
CPCT02050057T	346	87	683	1153	171	52	0	55	26
CPCT02050061T	90	39	232	455	106	50	129	52	43
CPCT02110011T	295	43	320	642	60	49	22	32	10
CPCT02020383T	131	99	164	684	102	168	109	64	128
CPCT02010414T	432	51	0	849	163	398	106	93	69
CPCT02210001T	439	88	382	785	117	78	52	25	4
CPCT02210003T	350	101	589	1052	137	85	10	107	111
CPCT02330007T	130	47	382	466	217	331	70	74	57
CPCT02050068T	121	0	0	364	41	15	291	64	86
CPCT02050075T	389	12	166	944	237	457	153	162	41
CPCT02040058T	294	84	122	1115	213	229	58	34	79
CPCT02330009T	139	20	183	531	69	25	40	35	13
DRUP01010007T	1966	0	397	1254	229	330	30	24	56
DRUP01070001T	70335	25665	6171	0	222	115	2674	0	0
CPCT02040021TII	349	123	329	1154	183	140	64	15	43
CPCT02340048T	113	31	312	892	227	501	32	94	137
CPCT02330131T	32	95	16	590	106	73	58	252	67
CPCT02190027T	143	71	130	636	174	77	109	114	106
CPCT02050300T	269	58	192	892	190	131	18	45	113
DRUP01070063T	130	67	0	870	331	1595	320	198	639
CPCT02060160T	381	87	308	216	306	114	60	219	334
CPCT02030443T	245	17	2	813	146	392	452	39	127
CPCT02020651T	354	65	541	869	228	291	49	65	75
DRUP01090009T	280	68	171	517	170	121	18	76	137
CPCT02070273T	326	82	553	530	261	264	78	68	179
CPCT02210041T	442	0	114	692	191	190	37	11	118
CPCT02010750TII	319	98	337	780	176	226	39	63	76
CPCT02160059T	107	60	525	597	87	38	36	56	77
DRUP01340003T	76	0	82	0	377	2465	149	246	101
CPCT02080283T	133	46	209	1143	134	352	183	104	113
DRUP01330002T	557	27	265	863	137	128	178	231	187
CPCT02330078T	143	25	697	935	112	100	8	430	20
CPCT02010730T	444	65	162	793	165	174	234	140	44
CPCT02050307T	109	11	36	894	177	46	227	28	116
DRUP01340004T	860	103	633	1190	220	169	0	522	33
CPCT02120078T	39	0	408	504	67	71	1	674	21
CPCT02100139T	399	24	345	539	126	83	17	41	58
CPCT02230077T	135	0	0	918	228	110	398	690	165
CPCT02230078T	206	0	287	650	189	283	68	54	23
CPCT02010735T	147	29	299	526	117	21	44	58	31
DRUP01010051TII	238	55	339	1389	198	148	0	61	18
CPCT02440004T	900	103	470	1643	176	54	0	274	30
CPCT02220032T	389	61	0	1349	289	250	563	453	142
