Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP109953	9.89E-01	7.31E-01	1.42E+00	1.17E+00	1.10E+00	1.14E+00	3.32E-01	5.80E-01	5.89E-01	5.82E-01
SP107650	1.01E+00	6.88E-01	1.53E+00	1.55E+00	9.90E-01	1.10E+00	1.21E-01	8.25E-01	4.67E-01	5.72E-01
SP13206	1.27E+00	9.13E-01	1.28E+00	1.64E+00	1.28E+00	1.28E+00	1.79E-01	7.97E-01	5.66E-01	6.29E-01
SP13078	1.08E+00	1.03E+00	1.49E+00	1.80E+00	1.60E+00	1.51E+00	0.00E+00	7.38E-01	5.05E-01	6.41E-01
SP107607	8.28E-01	1.01E+00	1.18E+00	1.06E+00	1.11E+00	1.62E+00	0.00E+00	7.73E-01	5.42E-01	6.76E-01
SP109941	6.82E-01	5.82E-01	1.32E+00	1.31E+00	1.07E+00	1.00E+00	3.41E-01	6.19E-01	5.39E-01	2.56E-01
SP109801	1.11E+00	8.70E-01	1.39E+00	9.47E-01	9.68E-01	1.01E+00	1.57E-01	6.66E-01	5.37E-01	6.48E-01
SP13072	5.78E-01	7.82E-01	1.18E+00	3.04E+00	2.24E+00	2.47E+00	3.64E-01	8.26E-01	0.00E+00	9.44E-01
SP107595	1.25E+00	5.94E-01	2.19E+00	2.42E+00	2.49E+00	9.50E-01	3.70E-01	9.97E-01	4.71E-01	7.17E-01
SP107640	8.27E-01	8.38E-01	1.14E+00	1.63E+00	1.10E+00	1.29E+00	0.00E+00	4.37E-01	2.98E-01	2.90E-01
SP13084	9.81E-01	7.48E-01	1.66E+00	2.06E+00	2.00E+00	1.45E+00	0.00E+00	9.02E-01	4.85E-01	2.75E-01
SP107603	5.38E-01	9.42E-01	1.11E+00	1.32E+00	1.18E+00	1.21E+00	1.37E-01	6.91E-01	3.59E-01	5.19E-01
SP109957	9.14E-01	9.85E-01	2.01E+00	3.99E+00	1.75E+00	3.54E+00	8.08E-01	1.15E+00	5.58E-01	1.47E+00
SP114020	1.27E+00	4.33E-01	2.31E+00	4.06E+00	2.18E+00	2.95E+00	6.38E-01	1.01E+00	6.14E-01	1.08E+00
SP96540	9.79E-01	4.39E-01	1.21E+00	1.39E+00	3.14E-01	1.84E+00	2.71E-01	4.21E-01	0.00E+00	3.82E-01
SP114032	1.01E+00	1.07E+00	1.97E+00	2.33E+00	1.05E+00	1.55E+00	5.54E-01	7.41E-01	2.63E-01	6.16E-01
SP107624	5.06E-01	5.64E-01	8.15E-01	1.98E+00	1.57E+00	1.26E+00	2.11E-01	6.00E-01	0.00E+00	1.58E-01
SP107575	1.09E+00	5.53E-01	1.19E+00	2.22E+00	1.96E+00	1.57E+00	1.34E-01	1.06E+00	0.00E+00	7.40E-01
SP13242	8.63E-01	7.43E-01	1.19E+00	1.05E+00	8.09E-01	1.23E+00	3.23E-01	8.32E-01	2.51E-01	5.34E-01
SP114016	7.01E-01	8.07E-01	1.29E+00	1.77E+00	1.17E+00	1.32E+00	1.92E-01	6.21E-01	3.15E-01	7.32E-01
CPCT02070011T	3.29E+00	2.97E+00	4.75E+00	1.16E+01	3.45E+00	8.95E+00	2.38E+00	5.34E+00	7.38E-01	2.44E+00
CPCT02020317T	5.51E-01	9.91E-01	1.00E+00	2.24E+00	1.00E+00	2.18E+00	1.21E+00	9.97E-01	5.61E-01	7.83E-02
CPCT02010352T	1.15E-01	7.56E-01	4.72E-01	6.90E-01	5.22E-01	8.27E-01	8.37E-01	4.16E-01	4.33E-01	4.89E-01
CPCT02010362T	4.79E-01	7.96E-01	5.64E-01	1.23E+00	6.95E-01	1.40E+00	9.40E-01	3.71E-01	5.06E-01	1.34E-01
CPCT02010366T	1.03E-01	2.76E-01	1.36E-01	3.71E-01	4.43E-01	5.25E-01	6.49E-01	2.40E-01	3.41E-01	2.52E-01
CPCT02010383T	3.73E-01	8.98E-01	2.97E-01	1.11E+00	2.62E-01	1.08E+00	1.05E+00	5.98E-01	3.48E-01	1.84E-01
CPCT02050049T	5.38E-01	1.02E+00	7.29E-01	2.62E+00	1.29E+00	1.97E+00	9.05E-01	2.88E-01	4.62E-01	5.55E-01
CPCT02020350T	4.01E-01	1.15E+00	1.02E+00	3.12E+00	2.00E+00	2.26E+00	9.86E-01	6.26E-01	3.26E-01	5.03E-01
CPCT02060023T	9.80E-01	1.51E+00	2.12E+00	1.06E+01	8.01E+00	4.30E+00	1.20E+00	1.28E+00	8.43E-01	1.50E+00
CPCT02080030T	2.78E+00	8.45E+00	2.31E+00	8.90E+00	4.02E+00	4.16E+00	2.96E+00	1.29E+00	1.89E+00	1.20E+00
