MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	9.57E-05	1.62E-04	9.99E-04	5.12E-04	7.85E-04	5.15E-04	2.04E-03
1:Del:C:1	5.59E-05	1.24E-04	5.98E-04	2.60E-04	4.23E-04	3.87E-04	2.46E-03
1:Del:C:2	4.70E-05	6.65E-05	3.48E-04	1.41E-04	2.68E-04	2.45E-04	2.04E-03
1:Del:C:3	3.38E-05	6.05E-05	1.90E-04	1.16E-04	1.01E-04	1.24E-04	6.72E-04
1:Del:C:4	3.51E-05	4.71E-05	1.82E-04	9.09E-05	1.24E-05	1.05E-04	4.21E-04
1:Del:C:5	7.24E-05	9.36E-05	1.19E-04	1.37E-04	1.90E-04	1.85E-04	3.44E-04
1:Del:T:0	1.42E-04	1.69E-04	2.00E-03	1.30E-03	7.13E-04	3.91E-04	1.44E-03
1:Del:T:1	3.47E-04	8.50E-05	3.79E-03	2.00E-03	1.08E-03	4.21E-04	2.44E-03
1:Del:T:2	1.08E-04	1.22E-04	9.77E-04	6.26E-04	4.34E-04	3.04E-04	9.99E-04
1:Del:T:3	1.81E-04	1.27E-04	1.86E-03	8.82E-04	4.99E-04	3.68E-04	1.58E-03
1:Del:T:4	1.83E-04	2.02E-04	1.61E-03	8.49E-04	0.00E+00	3.98E-04	9.09E-04
1:Del:T:5	1.01E-03	2.09E-03	3.94E-03	2.30E-03	2.85E-03	5.61E-03	9.62E-04
1:Ins:C:0	1.21E-04	6.32E-05	4.37E-04	2.66E-03	3.65E-04	2.55E-04	2.44E-04
1:Ins:C:1	2.06E-05	5.87E-05	1.32E-04	1.43E-04	1.30E-04	7.83E-05	1.42E-04
1:Ins:C:2	1.95E-05	3.55E-05	1.43E-04	6.21E-05	8.90E-05	6.73E-05	1.36E-04
1:Ins:C:3	2.16E-05	4.02E-05	8.76E-05	5.65E-05	8.18E-05	2.29E-05	1.54E-04
1:Ins:C:4	2.74E-05	4.46E-05	1.48E-04	8.97E-05	8.15E-05	5.39E-05	1.26E-04
1:Ins:C:5	7.05E-05	1.46E-04	3.66E-04	2.11E-04	2.98E-04	1.88E-04	1.93E-04
1:Ins:T:0	3.86E-05	8.09E-05	2.28E-04	1.59E-04	3.13E-04	1.50E-04	4.40E-04
1:Ins:T:1	0.00E+00	1.19E-04	5.03E-04	1.71E-04	3.52E-04	2.86E-04	1.36E-03
1:Ins:T:2	2.55E-05	8.15E-05	2.37E-04	1.37E-04	2.26E-04	1.61E-04	1.00E-03
1:Ins:T:3	2.26E-05	6.55E-05	1.84E-04	1.40E-04	1.63E-04	1.18E-04	2.96E-04
1:Ins:T:4	4.26E-05	8.66E-05	2.87E-04	1.83E-04	1.24E-04	1.47E-04	2.66E-04
1:Ins:T:5	9.00E-04	2.36E-03	4.99E-03	3.44E-03	7.96E-03	2.23E-03	1.01E-03
2:Del:R:0	6.40E-05	7.17E-05	7.73E-04	1.51E-04	2.73E-04	2.26E-04	7.16E-04
2:Del:R:1	1.38E-04	1.56E-04	1.63E-03	3.11E-04	5.58E-04	2.86E-04	1.47E-03
2:Del:R:2	3.22E-05	5.87E-05	3.33E-04	7.77E-05	1.33E-04	1.02E-04	3.09E-04
2:Del:R:3	2.34E-05	8.11E-06	3.06E-05	2.92E-05	8.27E-05	2.33E-05	1.49E-04
2:Del:R:4	1.47E-05	4.56E-06	1.35E-05	2.29E-05	5.99E-05	3.44E-05	9.57E-05
2:Del:R:5	2.97E-05	0.00E+00	4.47E-06	0.00E+00	1.59E-04	7.64E-05	8.52E-05
3:Del:R:0	1.68E-05	7.43E-06	1.99E-04	5.17E-05	1.09E-04	1.72E-04	2.77E-04
3:Del:R:1	1.54E-04	1.51E-04	1.62E-03	2.93E-04	5.27E-04	1.76E-04	1.50E-03
3:Del:R:2	5.82E-05	5.57E-05	4.42E-04	1.10E-04	1.48E-04	4.76E-05	3.84E-04
3:Del:R:3	1.51E-05	1.69E-05	1.10E-04	2.05E-05	5.18E-05	0.00E+00	1.13E-04
3:Del:R:4	9.59E-06	1.25E-05	2.88E-05	1.92E-05	4.06E-05	3.76E-05	1.68E-05
3:Del:R:5	7.48E-06	2.73E-06	2.34E-05	1.73E-05	3.70E-05	2.97E-05	2.23E-05
4:Del:R:0	1.79E-05	4.67E-06	1.79E-04	4.89E-05	1.30E-04	1.75E-04	2.03E-04
4:Del:R:1	1.43E-04	1.01E-04	1.21E-03	2.46E-04	3.96E-04	1.85E-04	1.11E-03
4:Del:R:2	3.51E-05	3.65E-05	3.01E-04	7.11E-05	1.22E-04	3.37E-05	2.79E-04
4:Del:R:3	1.89E-05	2.94E-05	6.92E-05	3.63E-06	6.97E-05	4.25E-05	5.60E-05
4:Del:R:4	9.37E-06	7.82E-06	3.13E-05	8.14E-06	3.59E-05	3.33E-05	3.97E-05
4:Del:R:5	8.19E-06	4.57E-06	7.03E-06	1.11E-06	3.28E-05	4.25E-06	9.55E-06
5:Del:R:0	4.11E-06	5.67E-05	7.15E-04	1.81E-04	8.07E-04	9.86E-04	5.96E-04
5:Del:R:1	5.36E-05	6.72E-05	3.19E-04	1.15E-04	1.77E-04	2.14E-04	2.15E-04
