hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14
1	0.00225952685856847	0.00555685087129775	0.0165990394788955	0.0670161921797004	0.00307962864967949	0.0102336144681506	0.0170232928621892	0.0105540608040073	0.00685917208007491	0.0235269660989824	0.0380947371511226	0.00585966913235705	0.00493243968851921	0.00537601418986305
2	0.00240665881071251	0.00732429374154898	0.0278206453899263	0.042692722472804	0.00523598059623188	0.00989851325175782	0.0201218432451541	0.0158978273507676	0.0148403211511003	0.0560362340757791	0.0846363832403121	0.00624795998802605	0.00220778665053338	0.00837957883661777
3	0.000745703672551314	0.00181339348709112	0.00844803659781655	0.0843812971489383	0.00331819090041386	0.00612720750257987	0.00879341090253196	0.0118608106786689	0.00782799317355836	0.0386218396574646	0.018883825602092	0.0026786129114404	0.00177193639184762	0.00838546946242313
4	0.000329606865392276	0.00709325275217287	0.0194826198892404	0.0526134525833411	0.00449914202952416	0.0057200315444031	0.00854899664109351	0.00907646389878584	0.00168663355324052	0.044844935357357	0.0248289585063963	0.00518922195389088	0.000562085821434332	0.00934220527031018
5	0.00122960950255003	0.00272157362142055	0.00431499650476239	0.0938052899851405	0.000409438695053913	0.00280339335441998	0.00543712710021907	0.00409349842361807	0.00284833852938511	0.022402625279254	0.013650060185462	0.000931941181786655	0.000737377912992466	0.0024783171791102
6	0.000429112253206513	0.000748571885646347	0.00503136627991344	0.036610588271696	0.00144965471551376	0.0019561029561391	0.00671837866579866	0.00327838799974029	0.00208086608813541	0.0111705291040712	0.00538093891575627	0.00226752293095982	0.000571338562759304	0.00247913532158317
7	0.00447518731075396	0.00234757515743146	0.00462703877440401	0.0512267389227588	0.00304382164941094	0.00229941171534311	0.00527634069435023	0.00761734007985802	0.00353409772836058	0.0155531031750992	0.00578009391264997	0.00196215580525901	0.00789921826721363	0.00752871066473258
8	0.00489787701229963	0.00138268119871406	0.00400410404608435	0.0296257560352096	0.000791304489057147	0.00343748019193182	0.00316005506582138	0.00382429493167083	0.00274867997561695	0.00809810972401819	0.0103127688360939	0.00189393486429228	0.0037139677974488	0.00239633930331896
9	0.00198862514367147	0.00285753961078862	0.00933651899489589	0.0471413645823035	0.00193410680986445	0.00230445417932834	0.00911574480900734	0.00606633296897871	0.00841544818189729	0.0106644551972529	0.00753459802229865	0.00205523426149753	0.00465308461381802	0.00850704543390595
10	0.0293339889635579	0.0106133965780635	0.0024115642373761	0.0199007560432954	0.00134351793201731	0.00235907886674822	0.00333692731182192	0.00351535957215154	0.00533382060309113	0.00816727995752614	0.00600254531233109	0.00399490460144366	0.0512445714215217	0.00217004109529642
