hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11
0.00261802669502594	0.00360452713204813	0.0621997907312183	0.00511367504371954	0.00348228311169196	0.00207263015100021	0.0139892632784381	0.0211865533224919	0.00699590465599484	0.0106591897524297	0.00195831947709657
0.00288656211637807	0.00456572399365618	0.0281606944463622	0.0141478512856132	0.00846170482374507	0.00437021177014563	0.0114671910181035	0.036837517052457	0.0120670820753564	0.00986048329589615	0.0014701535972441
0.000661281985114252	0.0021370281827303	0.0812192886949394	0.0031483108829087	0.00277523055327886	0.0031689613888731	0.00810207785142697	0.0135590606467831	0.00543288227744485	0.0016471676619758	0.00128565591367681
0.00091712841085206	0.00195809417896472	0.048329924661218	0.00686749923006192	0.00464069101952267	0.0020519541667527	0.00559491901486693	0.0202642108776285	0.0042834643096785	0.00329906896494291	0.000852382048698586
0.000671547292112788	0.00123180912315795	0.0794424909922486	0.00276752759687274	0.00155051237279437	0.00221195225991748	0.0030325621634225	0.00933481784835362	0.00315879864925496	0.00277719868290106	0.000978549445241665
0.000576585084758954	0.000666096790653969	0.0459021508479696	0.00165203456155798	0.00118674826725432	0.00203660695162776	0.00206898200235438	0.00733441148217434	0.00098026335735147	0.00142188029238943	0.000829586304344298
0.00278897907827224	0.0031957567611735	0.0375896607616319	0.00325392505524276	0.00530002416983737	0.00350706818918002	0.00430085843135	0.00723354600067825	0.00609258387370564	0.00111894545194562	0.0166286875124981
0.00162542995511257	0.00176325042163097	0.0269816632187047	0.000626999158287909	0.00261642858765733	0.00223454552089321	0.00105271997522851	0.0068076589082894	0.00410610046086637	0.00139710292443492	0.0134968513678959
0.00111876306845074	0.000662072442210894	0.0467492112008303	0.0025922783291532	0.00124557079077382	0.00269595211755293	0.0024983261057832	0.0104979203444587	0.00171704596439793	0.00330940296992394	0.00604874589710984
0.0151559534500288	0.00940098932672161	0.0167795575315713	0.00365924210556018	0.0032084576679503	0.00119467943286126	0.00733391858256111	0.00451662340454431	0.0103249100271625	0.0106869248883788	0.0628670527433698
0.00638343685804215	0.00816947768193606	0.0174112535684975	0.00864412905179296	0.0157362330193014	0.00617991397170319	0.00900018572323527	0.0193897631363612	0.0151003887413549	0.0113563865811497	0.00208814863347936
0.0027222800952935	0.00286249097780514	0.00601673005236434	0.004578323376714	0.00378040518763597	0.0030523135526243	0.00248063443434589	0.0133370699694107	0.0104804148752507	0.00385928719391435	0.00171915326634479
0.00137585496862556	0.00209247812678522	0.00872848503748417	0.002415272602559	0.00387649511245314	0.00423061962225256	0.00330852602796081	0.0109972353674006	0.00923209842669185	0.00422957186623451	0.00201776720256952
0.00220721727294828	0.0026854364271411	0.0198045926650854	0.00316972834918674	0.00797534381876371	0.00161777650015337	0.0109068237065042	0.0164443853516648	0.0107995230612458	0.00444180384184485	0.00287393135063307
0.00253189181673592	0.00257449987718644	0.0147337649151155	0.00542490822431555	0.00391544168861388	0.0032135358224794	0.00913663437731319	0.0107625959026157	0.00622674193324657	0.00567170802058674	0.00351307176059063
