hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10
1	0.00181704979527581	0.00027799575336022	0.00415009483507652	0.00493975878400013	0.0013821773394456	0.00127004683698852	0.00240857933995394	0.00250296610944307	0.0018243285142665	0.00779179152563932
2	0.00220751680445553	0.000180005576026418	0.0206002461824674	0.0102161233411953	0.00382103214450781	0.000528973069719216	0.00397577797440263	0.00141635390428003	0.000445978005742329	0.0133646542463806
3	0.00161550299918145	6.91858760119563e-05	0.0131641732453676	0.00224289442457448	0.00579503000967777	0.000588503561067721	0.00595023606465716	0.000474339153878189	0.000340074157771241	0.00482106490911017
4	0.00148235297067941	0.000149206096013318	0.00515982636515634	0.00320775842403873	0.0011483618564854	0.000193781326957091	0.00211641770440335	0.00123743825922689	0.000217795072574565	0.00504650371385296
5	0.00167233322311549	0.000126297480978569	0.00529430036058441	0.00136061226924276	0.000443636584323258	0.00144393159604735	0.00166853797490479	0.00162874392100452	0.00111656079051286	0.00302376080532928
6	0.00110503650681635	0.000378224473950293	0.00288779415372211	0.00248967726948343	0.00059239137121654	0.000718560146429187	0.000602414298302525	0.000575379909325861	0.000521088660159095	0.00223832118235577
7	0.00685363293445587	0.00382433294671227	0.00506934391207839	0.00100638512940822	0.00163411834621551	0.0131649156608916	0.00487189671781848	0.0231828031087391	0.0165505735745406	0.00387530465415319
8	0.00445071150477244	0.00396741436783934	0.00336912198411986	0.000846955710097127	0.000548106027124464	0.0103346773873759	0.000818872593391441	0.014507442976086	0.0142115345533154	0.0011263239768689
9	0.00179957126072437	0.00134096134404437	0.00262205014041398	0.00156528800051901	0.000540411407308317	0.00308341575640408	0.000762549477162974	0.00504095504122211	0.0048430435210956	0.00190263777515642
10	0.00961714037836415	0.025140768174191	0.002769645819825	0.00109624991367205	0.00158182229430748	0.0321214540636707	0.00811340301224902	0.0426605639384248	0.0531853161402653	0.00253844867515357
11	0.00780723221962833	0.00260468062349098	0.0760391217091893	0.0138675969855325	0.0135198810482542	0.00583349061357145	0.0119611066585674	0.00508816538817127	0.00401995253505476	0.0117846685101219
12	0.00298087305579924	0.0014347830047044	0.060518748692817	0.00584397347168129	0.00966321116120126	0.00468853492689501	0.00694014917573603	0.00190594268745652	0.00137392963622069	0.00572802107477738
13	0.00161114472310806	0.00130971056138855	0.0356678612761211	0.00501376015269061	0.00463669015140747	0.00421855003146981	0.0027498361346035	0.00157239945496624	0.00347693961040521	0.00618574305277745
14	0.00312099814322902	0.00151908007455088	0.00941347215924316	0.00790981711030515	0.000468050844009685	0.00428583714931329	0.00218622455352254	0.00265116501687368	0.00247181130678562	0.00494861377659629
15	0.00256090666583091	0.00189412386605333	0.00840428570418188	0.00588867565593549	0.000726837278954472	0.00576439245528912	0.000967743149006196	0.00166506291833504	0.00275418305672792	0.00443712290357137
16	0.00202729194272994	0.00105355754787959	0.00364736283931651	0.00196949117780629	0.000357655930644971	0.00465121455785154	0.000516270575320449	0.0024908307797961	0.003379422167388	0.00469802095084404
17	0.00178909201457153	0.000879803976722806	0.0157367810932461	0.00413089201367016	0.000998790902070239	0.00505410637548029	0.00844269774919302	0.00932363031231015	0.00321507173708031	0.00494250411430652
18	0.00138850314393437	0.00129162713661124	0.00972028292211899	0.00116949787476273	0.00180182897763441	0.00449578848018869	0.00430551653327563	0.00763537543064979	0.000506640121316348	0.00303064384259244
19	0.00233632672898733	0.000921769474794932	0.00631886856677868	0.00247373014195455	0.000974079425309368	0.0044474327053942	0.00117209144574655	0.00990824003149653	0.00215067791935998	0.00324249058217793
20	0.0296445546920367	0.0542329204874262	0.146177513863385	0.003673699168531	0.0285659340319249	0.121471960133547	0.0924196186707347	0.0215273179667061	0.0695791883110587	0.02890796379592
21	0.0156319550885435	0.0266319229350473	0.0638948104125388	0.00492188628149401	0.0214951351131837	0.0488685231310513	0.0343188899447154	0.0191477929523816	0.00954916233083924	0.0191434280537866
22	0.00670284990852557	0.0379080321406755	0.0622281704235275	0.00752675120178976	0.0108670912801002	0.067069230772216	0.0344501766981906	0.00439011860905913	0.062162976235623	0.0130244659299613
23	0.00825695542851331	0.0274205298917353	0.0250992820909992	0.00775394544910418	0.0180416000868968	0.0663912548479289	0.0612134421235282	0.0174134412163849	0.0631688317234647	0.0131679656562735
24	0.00617985980840267	0.0272970151870065	0.0147866222743391	0.00367189936148706	0.0047857421553752	0.0498030548251993	0.0322062552938974	0.0364843161868752	0.0210564448786391	0.00825869733144839
25	0.00347727131163836	0.0294181735477073	0.0149697408915438	0.00279589560282026	0.00312396846804243	0.0534289269468976	0.0102340264577891	0.00186162916113277	0.0558556419435687	0.00576425369228063
26	0.00909093684466664	0.0191088824461971	0.0175007236203234	0.00168378227357486	0.00446948431724199	0.0501826369602566	0.0221346253933689	0.0537449479404797	0.0199890471784313	0.00544805933441068
27	0.00404173620852915	0.0168865732493814	0.0105776726317727	0.00199326537317743	0.00249542040383327	0.0307217536475723	0.0148347057082305	0.0255144131440704	0.00244319626784048	0.00538632467715993
28	0.00322473056540664	0.0169967829977013	0.0090513562237543	0.00186765558390135	0.00276887426551528	0.0323904731750133	0.0121590089701484	0.0298639414677298	0.0169099996675681	0.0041484800291284
29	0.0308980603103149	0.104816605238678	0.0139342578904661	0.00311366618602052	0.0163295872785204	0.0285704316462639	0.110413554541509	0.00846760676876153	0.0120387013015813	0.0350524859626159
30	0.0167974895554474	0.0616789771656368	0.0123794779308697	0.00525665039166731	0.00610623515754543	0.00886178904585026	0.0448010339951958	0.0552333743939534	0.00363571382899114	0.0302774561987967
31	0.0114278087367486	0.0632652417763802	0.00946472250549874	0.00201624430497103	0.00197977236833057	0.00858355551996717	0.0166752352478135	0.00229007154137842	0.0297088735296934	0.0112234302919338
32	0.0169576705873928	0.068444224553778	0.00327221828143324	0.00252203194029663	0.0096209025465408	0.0117621703086706	0.0439876774743506	0.0519389412150191	0.0641732600273191	0.0226715453480113
33	0.0123727641581869	0.0703913603073894	0.00317924975449023	0.00568165598990434	0.00201144721654983	0.0106602069308737	0.0171368100539785	0.140170982358154	0.0436547343857177	0.0189084574024968
34	0.00852258311770063	0.0822251609777016	0.00204607867447966	0.00197150026473906	0.00175205691199348	0.0198655861707519	0.00476140619187386	0.0188716554835762	0.0916210595581786	0.00598077935045512
35	0.0045898431838964	0.0386831467399709	0.00186982002580093	0.00162405379330263	0.00474764175707035	0.0152217003562147	0.0252980612970497	0.0578193913938191	0.00699001416014574	0.00677932767922757
36	0.00281165140253413	0.0293166371276508	0.00224289063971121	0.00304585950203943	0.00104289697237138	0.00892123495563981	0.00914004767154743	0.0374001116659107	0.00204795125478917	0.00670436830993188
37	0.00268541888796651	0.0307787154706885	0.00168091829559455	0.000872446000556685	0.000518629641709818	0.00660449630194001	0.00350262152932837	0.0217186995095256	0.00809995553540326	0.00327191749991536
38	0.00165224093439355	9.26957144763132e-05	0.00877423210762004	0.271463891894381	0.0345450923780861	8.68005810335168e-05	0.00180195930051466	0.000565341077488873	0.000169933438143687	0.00516840694403335
39	0.000593307053281957	8.4797661515029e-06	0.00206019744691116	0.158900234184196	0.000461757390401628	4.46889154444026e-05	0.00120366620583861	4.13036166048681e-05	3.22101833702734e-05	0.000579199851945095
40	0.00433381339385887	0.00115173872018847	0.00706826695019785	0.0554689229829081	0.00625177245166458	0.00137130588921792	0.00101567591733872	0.0017733152782826	0.000578159029365102	0.00736423117160141
41	0.00804822459430492	0.00600087471591166	0.00500966484480438	0.00163330396438893	0.00385055098950452	0.0142670880048931	0.00188951902679404	0.00438210668174382	0.0104027508794656	0.00410472634000893
42	0.008878468614576	0.00656916434800307	0.000952192879342034	0.00252069254900812	0.000447745728320722	0.0034128559531571	0.00150392230799915	0.00971545792375001	0.00244906471247392	0.00738076206165759
43	0.00464685815754585	0.00109002013158917	0.0175790681833543	0.0542568157227795	0.00782679649511058	0.00206986498464661	0.00148676119341096	0.00139905127297694	0.00261032970692338	0.00814170503234902
44	0.00359697398380554	0.000371534515549101	0.00661480441830897	0.00834670980622775	0.00314800530922163	0.00142247275700129	0.0005368131903201	0.00118328598177	0.00167755963145937	0.00230003650523218
45	0.00488006378602043	0.000561167367859536	0.0223501364096765	0.00952143967821124	0.00375824385809879	0.0038702481470693	0.0015573500145003	0.00270207250726367	0.00324382269830996	0.00404335903587054
46	0.00193386310304132	0.000184232109991008	0.0203769648425549	0.00263826599055311	0.0151289482410524	0.00195846609611397	0.00228612675630376	0.000653385286346891	0.00175906203130492	0.00244469629400453
47	0.00204300778327533	0.000165556190049078	0.0160378885101962	0.00167214631175588	0.0135057844670092	0.00259387759470226	0.00138111043993024	0.00124611132278103	0.00244753218871614	0.00297175133836889
