hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10
0.00269165965939664	0.000231106408495967	0.0247441616556683	0.030136218117135	0.0114710158581588	0.00538059560686447	0.00771873780829223	0.00208104069505276	0.0776814916639016	0.000500798645890743
0.00172447551177393	0.000401892143525809	0.0260703039872238	0.0399489610276232	0.0214707358105612	0.00246129826422098	0.00829236308531292	0.00276821853298298	0.073197795426242	0.00103383718667887
0.000574248342418956	3.67513762260925e-05	0.024103824682858	0.0116433260033552	0.00645507335226341	0.00390247993380822	0.00560512257212571	0.00071688008194005	0.00014758923223435	0.00119152927486275
0.000791131193270383	0.000133258076731169	0.0206202780014654	0.0243064779635736	0.00959928517018645	0.0035392132324974	0.00560700378519364	0.000799853294695223	0.000107729366594416	0.000604869812274023
0.00022394104754308	3.45586553006969e-05	0.0130147780040527	0.00477583545827134	0.00170783865587803	0.00234546904484453	0.00405280825557331	0.000176800753285639	0.00346242184234454	0.000406295629342109
0.000495388664131425	9.09476378905247e-05	0.0130830373576078	0.00759975204482471	0.00253490622137862	0.00111746428276999	0.00200515606736556	0.000457730063157472	0.00013466170824302	0.000863546566894527
0.00341910357209407	0.000161217721237932	0.0109878255841799	0.00592157127170978	0.00109213808448109	0.00385825211848184	0.0039204239154469	0.000309842790366542	0.000171289692885122	0.0014400486387497
0.00361019947846876	0.000120367869993567	0.00866253047643066	0.00515499303274994	0.00139201248146943	0.00102244131554445	0.00353326785425557	0.000376534511458774	8.94153742733654e-05	0.000801058972519881
0.00144043078545309	7.51595566860828e-05	0.011152845166812	0.00488942133632774	0.00153222646541086	0.00388882219845776	0.0082796648971044	0.000269297991171193	0.000194990153535893	0.000646733975186897
0.0384424342164316	0.000958864106594021	0.00240458496520582	0.0147031906252321	0.00939433692407605	0.0079861428035954	0.0030456116026276	0.00291291543394408	0.000158362168893792	0.00474366982711167
0.0045718038354636	0.00137049717982364	0.0308242240701524	0.0240869073577603	0.012903442678845	0.00326132190663264	0.00795197205154099	0.00232939524900893	0.0601420734886647	0.00768706841260803
0.00103281311357897	0.000685753847753691	0.022623758157889	0.00887546604087928	0.00209797966816404	0.00246167603136897	0.00399011321236715	0.000818359805826201	0.0141707208818295	0.00469018920076318
0.000928030232191303	0.000333343861173511	0.0253556895477005	0.0144242165092016	0.00354343416996246	0.00232103041627063	0.00392292014047935	0.000144685128371321	0.0319320615522509	0.00257860235089161
0.000699701656975034	0.0001562669302	0.017883674868825	0.0126387940666462	0.00461600695963449	0.00206638629951303	0.0043090873589042	0.00123036513028602	0.0282660312070429	0.000740507455384503
0.00088092562608504	0.000185129171239812	0.0273973222705598	0.0121062375440984	0.00821773287063194	0.00323467479319355	0.00260933899768196	0.000369447412412432	0.0139961993079465	0.00205914440986879
0.000301969548227926	7.53484151997913e-05	0.0232491228437859	0.0171216728623479	0.00357260381362067	0.00127714355032482	0.00525806287920914	0.00119441164110408	0.00323942205349409	0.000641683338910545
0.000354279233747724	0.00029320406888653	0.0151849972040106	0.00932085477330001	0.00313738892653762	0.00285051466269767	0.0041857473123736	0.000333364424742937	0.0105327001719361	0.00258401775534347
0.000217455137069669	0.000230382859644745	0.016947655506138	0.00697042588769126	0.00164992728509449	0.00155628441367909	0.00226308726165995	0.000651389165005172	0.0142051942791397	0.00141417815737861
0.000653455480196134	0.000173115807601571	0.01566604072342	0.0124575639009442	0.000998971146016104	0.0013447348108039	0.00356962591451073	0.00065698114514971	0.00349258606499097	0.000731276014634948
0.0281668375928903	0.00492176323910383	0.00725140460084589	0.012688558544781	0.0094289981632396	0.00648451839032953	0.0100961449410032	0.00527708691315715	0.00319525301319038	0.022342359400247
0.0142180218775619	0.00181251685209658	0.00459407510433275	0.00968831312133919	0.00454240531597856	0.00338860037649436	0.00538318766634265	0.00313592360210827	0.0033396103644269	0.0117930392916494
0.0188355881716914	0.00188772178388011	0.00428509122445715	0.00742773697229405	0.00348366849420309	0.000967171075892171	0.00547235234213921	0.00199401771141396	0.0138884699413521	0.0071156169770292
0.0139461314204476	0.00125008516108661	0.00338644580440104	0.00682526771705044	0.00272832449424188	0.00294658375433303	0.00533533732369175	0.00299872584083574	0.000148666525900294	0.00300249102992968
0.0140094644285997	0.00034635302424767	0.00311160782263222	0.0109137048249023	0.00296113486127112	0.00952635758397916	0.00342852287535796	0.00203140745654881	0.000126043358915467	0.00432881617519019
0.0118385988536657	0.000461037969874188	0.00283691583282681	0.0059270899150779	0.00199770456062505	0.00166720266013164	0.00369364126829649	0.00135556662257479	0.0034882768903272	0.00237116149538565
0.0106633205364003	0.00102121562225951	0.00257484403719103	0.00649680431130105	0.00168252026101577	0.00292214512575912	0.00328262033107035	0.00154112618265524	0.000150821113232183	0.00304241911560328
0.00888162321573335	0.000347622300622269	0.00375184746746687	0.00575009170096146	0.00324370241181841	0.00253653204469404	0.00387797603083723	0.00104012007947393	0.000127120652581411	0.00320796774910594
0.00786693249906538	0.000352671199979011	0.00105923657979826	0.00598911143400877	0.00251144213149219	0.00330136522431973	0.00398067096985313	0.000968236646289609	0.000142202763904629	0.00182656260934277
0.0734852975344322	0.00347002133411994	0.000824189518721109	0.0154513535528989	0.00768844766573671	0.00636145347711848	0.00407426131998257	0.0159724023183196	0.00320710324351577	0.0172845119376558
0.0439753314390523	0.00151773078656924	0.0017340114346421	0.0144680309675326	0.00211290920053353	0.00466786523465021	0.00449310858593362	0.0136599242808216	0.00327928191913403	0.0127031920077385
0.0420888716757912	0.00103079957865322	0.000338912232373007	0.00484588206641272	0.00241133343593821	0.00366840959711046	0.0013928573909292	0.00944725607244013	0.00010880666026036	0.00872786425371209
0.0597864823283705	0.00165185221650594	0.00092824934596817	0.0103593861049217	0.00645607182417347	0.00470433429393707	0.001102282326283	0.00610345208003237	0.000131429827245188	0.00720866092087578
0.0550014541860935	0.00073747777978412	0.00115977637859441	0.0100717323975023	0.00728839325377224	0.00960188195456606	0.00170427050802014	0.00702224384925448	0.000184217216876452	0.00755855777846529
0.0551490767786753	0.000546595782000107	0.000555612970049311	0.00405166598546377	0.00133861800742188	0.00429910638018782	0.00158717705359972	0.00486939035655607	0.00339670692872194	0.0053139708399831
0.031437010489618	0.000940986318198934	0.000951754052075885	0.00620262045714686	0.00195194126474725	0.00389530235799638	0.000889681131490812	0.00800188813503895	0.000123888771583579	0.00572276372837296
0.0247279015781617	0.000416393779399859	0.000832170412720416	0.00513778260046716	0.00171199895550329	0.0039831186903987	0.000806365098886206	0.00654644286078782	0.00350766817631419	0.00407802402497888
0.0276442857721859	0.00043756555459898	0.000791973958797078	0.00180914070899871	0.00260513207905292	0.00221194288753526	0.000623863313180879	0.00373831524845751	0.000166980518221345	0.00161266816303925
0.000303761349125517	0.000445199608156356	0.000319284423960078	0.000801155291545243	0.00252763164031961	0.000130184371000118	0.000679310862452261	0.000844377229235527	0.0386845382503889	0.00127851245517771
8.28248042282086e-05	0.000240952804642499	0.000584714034754101	0.000199980165608984	0.000566632808959659	0.000100050176194957	0.000127343653829011	0.00024495227551034	0.0279730073299061	0.000286988376858501
0.00134777492154722	0.00308653063214086	0.0104040037225355	0.0109724612704658	0.01553056491306	0.00190595149766222	0.0101494821551023	0.00689037907115138	0.0680677229890159	0.0102850595949827
0.00394807317396021	0.00874405352909566	0.00150314947651581	0.00326720793699322	0.00412732627908174	0.00086055356312444	0.00934275528447222	0.017840359138391	0.000143280057570573	0.0528071240010332
0.0120904184155546	0.00853396069613474	0.000373901639601676	0.00153138634702803	0.00298003450814014	0.00121983917987566	0.00910235796069557	0.0393798543464584	0.000188526391540228	0.0385557997382311
0.0023162399002298	0.00772547824696612	0.00456258950422573	0.00647621724277957	0.00963392263620928	0.00233579239405368	0.00775721826277787	0.00636436798728165	0.079005485579347	0.0226786756580712
0.000710043686490409	0.00475022942814307	0.0028912897285294	0.00146210580393641	0.00264022123474935	0.000293931900148704	0.00432955158054698	0.000753210293994883	0.0246818751804467	0.0122144868298206
0.00094030713415883	0.00607282031589196	0.00170272049048628	0.00247026972198399	0.00244630372593106	0.000465932188530333	0.00454215277533917	0.000949777225517743	0.0361647483657455	0.0798838376103711
