hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32	hdp.33	hdp.34
0.00423248028512983	0.0619077763402686	0.00142494299407863	0.00110875061804255	0.0104493471796321	0.0153530429453138	0.0182754978558009	0.00507504197873223	0.00138722488783421	0.00407620265550192	0.00185139584741838	0.0216590239215689	0.0163065659166021	0.00918316624733075	0.0710555422664498	0.00311187281685352	0.00747012003941393	0.160144050366275	0.00537587744650033	0.000915031190559267	0.0077151783344164	0.0266590035114253	0.0355652299884996	0.0098727796940394	0.00172020385477726	0.00923322851470872	0.00166097028064499	0.000452642468624063	0.0202474958595787	0.00512254861676758	0.00863024852427967	0.00381923119300003	0.0158930510724659	0.00222575721648383
0.00611051295367377	0.03370680901705	0.000686193145083046	0.000966162570053837	0.0106526715954478	0.0257810680727347	0.0396065447206059	0.00282442413595249	0.000991915243567833	0.0106450455826475	0.000507772537564012	0.0270318735435473	0.0162311033139113	0.0140017934313385	0.149565664548274	0.00582197375299866	0.0198669144441999	0.149499115071575	0.0178784865281928	0.00216251372892939	0.00378401086626078	0.0249118959672524	0.113443177360889	0.0101398359398843	0.00465241318794911	0.0135042453007612	0.00229908906650578	0.000423408127615993	0.0272394194507235	0.0119750694416043	0.0155995902550423	0.00582771205321851	0.269578427558124	0.00320396987610966
0.00050867999923157	0.0941492727191335	0.00025114711636867	0.0013762408081006	0.00791438596687813	0.00778934568672855	0.0157089500141164	0.00309581937168306	0.000537989073199095	0.00181409927092775	0.00053669758590896	0.0169702657216331	0.0100097128166491	0.00429680066026727	0.0687726399372824	0.00151029947274494	0.00335730947215581	0.0273922022474196	0.00449493778033243	0.00043343221946195	0.00320021238018037	0.0195581305991889	0.0155575237548646	0.00663411946849833	0.00690491271067732	0.00591313490893423	0.000646673543110161	0.000225625178573744	0.0121702689665869	0.00666078478664122	0.00774010205801643	0.00173295896854589	0.00562966629293463	0.00139876562042296
0.00157372778500323	0.0532529854794756	0.000144621590045945	0.000490421410560543	0.00741067414421357	0.0177633644515558	0.0147282719295597	0.00204476085958787	0.000342352197046478	0.00346341326967014	0.00133302187605864	0.0234928483023588	0.0101313595619409	0.00448230632157995	0.0676391198259928	0.00214174481166317	0.00698816908882637	0.0365767741918201	0.0104974849412088	0.00128883589152455	0.00577177583359365	0.0229677671417794	0.0432720185487498	0.00782272055549428	0.000976693348877471	0.00284463757405433	0.000579133734626367	0.00037996909357843	0.0151024964424234	0.00436353573294672	0.00539173103133096	0.00214969972201742	0.0554196125090461	0.00191347102154562
0.000835710293988306	0.0924541879639085	0.000347403173240696	0.000461501665072239	0.00473323759580294	0.00319046947149408	0.010337964423355	0.000897882214685157	0.00085979302237132	0.00065729403475415	0.00062677363192111	0.0133131419570758	0.00489094647748661	0.00407234387347825	0.0283361412529665	0.000718675640733576	0.0050144111122432	0.00848243271325765	0.00127082758763568	0.000632439662215557	0.00107391024861978	0.0134594038486126	0.0116464527411873	0.00325762826327783	0.00203476699061597	0.00744193354669028	0.000276993318419618	0.000136040227071943	0.00681413427764282	0.00223164885921596	0.00233958722858233	0.00105883469309086	0.00310757371143396	0.00313711112515951
0.000491603401570962	0.0385439700098	0.000437833434439347	0.00055608433200707	0.00300372694893456	0.00419914871356489	0.00518378802788899	0.00214207605829735	0.000611310374258988	0.000713895133761209	0.00026636102411778	0.0160168376449725	0.00450906165359786	0.00141856689250663	0.0190895134132466	0.000549048423111772	0.00251259450105361	0.00817865735471582	0.00151425561379176	0.000671921729871699	0.00190723627313635	0.0112301183424963	0.0111522853795091	0.00306550290206832	0.000859738390662383	0.00221431843471234	0.000454477311661935	0.000252126856312982	0.00599957238455447	0.000953997875566608	0.00144798735849635	0.000940664630969136	0.00926707257665107	0.00220258994457331
0.00192776392066399	0.0530994430200437	0.00620682769492453	0.00238634703397621	0.00516067182415984	0.00424100264114957	0.010665675582888	0.000483613044759881	0.008711065053579	0.00111728646399549	0.00130104891549742	0.00963446743206816	0.00472231430179732	0.00119971689422942	0.00986983864024391	0.00177837997720559	0.00362636811356389	0.0103217682972771	0.00240862515996134	0.000459554816655971	0.00232871209264914	0.00898663382951027	0.0131403937062808	0.00254792080971846	0.0027256945057552	0.00344717017755763	0.000532834999540162	0.000302706906628531	0.00684143810956664	0.00970290422046711	0.005348103566582	0.00209026830334923	0.00111359583280279	0.0262983147747034
0.00135565581493876	0.0277297161682705	0.00626386338506944	0.000767139124661905	0.00366423143606862	0.00338875456861611	0.00627654330801976	0.0011165423986011	0.00489561486184231	0.000531402108238527	0.00119080605110566	0.010224194432719	0.00359318887426662	0.00312714306832366	0.00772291137797249	0.00107839262145645	0.00190087518011529	0.00353980937143228	0.00176845227838029	0.000646477730715519	0.000350110675782007	0.00687447592632718	0.00966967521310871	0.00246489104727539	0.00109790688017144	0.00397568131721542	0.000452999671773407	0.00061825217465214	0.00430206820515264	0.00234316441195661	0.00322843239142288	0.00156411744803609	0.00511987553047027	0.0213744019571481
0.000327371739938618	0.0506275748012529	0.00246638551208918	0.000548582741167415	0.00462021992186405	0.00914356024072921	0.00727503873908758	0.00221772639293659	0.00298836243800546	0.00027905420232824	0.000613943487611502	0.0108374374237571	0.00968349762798697	0.00370576611269373	0.0117794183128782	0.000147342764233422	0.00249598968029498	0.0142667194158494	0.00502897705020848	0.000460980557987998	0.0024076775421385	0.00981484452430735	0.0131115730842065	0.00409713812511124	0.000427934660609383	0.00248205635395171	0.000596301577015448	0.000379427716893095	0.0117569866500128	0.00787957237655601	0.00765757491595354	0.00085389032819601	0.00194166094650857	0.0105667032955889
0.0110497708818878	0.0197296919761269	0.0408112642108292	0.00199021481624697	0.00770181941415136	0.00172553041603974	0.00731172274580294	0.000118001474189345	0.0217935490889837	0.00167452102507253	0.00181103811649145	0.0018259612354144	0.00728426895954	0.00354745461063879	0.00250082118469955	0.00960600541290616	0.00155531928455285	0.0104735455877119	0.00394267289908983	0.00107792213774339	0.0133857232773325	0.00206177131403381	0.00718818351784855	0.00214516061520171	0.00385956555491596	0.00217508155603956	0.0131698524148445	0.0034649912450367	0.00599525658000952	0.00722247152101098	0.00333638987537265	0.00924208484981951	0.00588875223440151	0.0858870553331186
