hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8
0.000248105760378857	0.000637536108345848	0.00999022118105327	0.0114491234699115	0.00489811899702467	0.0213835561694184	0.00637507559658241	0.00327475726349772
0.000192787420745537	0.000438043641385448	0.0279778982276978	0.00931630219193797	0.00456627317340774	0.0343661995762274	0.0114050840511614	0.0065488338686126
0.000113298530935777	0.000144836262027291	0.00596207199057276	0.00342313300152465	0.000846421544579136	0.0129835923842034	0.00313324842940903	0.00348150175810767
0.000123771773986757	0.000340139079892467	0.0133749746381397	0.00697717059157616	0.00227426530251162	0.0149362941307533	0.00773966224517824	0.0016148071215047
0.000222069826107515	9.51018378304616e-05	0.00653454585998323	0.00361953386122038	0.00170880727692318	0.00736903541441289	0.00228499186406568	0.00189359162108652
0.000261559136578449	0.000144724895524145	0.00408042032206706	0.00311503080201093	0.00129727453736897	0.00510524984010296	0.00161788960170269	0.00181314219157815
0.00366769600407905	0.000302052766987698	0.00464798610400461	0.00571459363638933	0.00185081999016932	0.00719080842186709	0.00482340526876309	0.0034533971539126
0.00304521789178587	0.000652176678824307	0.00454235315472639	0.00296741498941681	0.00113541612735341	0.00425729334881854	0.00220065241638328	0.00269301391338192
0.000957937115901825	0.00034456796073519	0.004034038895448	0.00324095134125457	0.00140132784515796	0.00721464583022609	0.00143042644239963	0.00228565084960767
0.021539670605384	0.00498781179210282	0.000808007533805202	0.00440299709060521	0.0104310013165377	0.00656195273518671	0.00283087395851396	0.00569403672336412
0.0025679015966512	0.001025384391952	0.0124023007696181	0.0130532250727466	0.00768437234782882	0.0217165568560487	0.014282112274352	0.00629688048334825
0.0011745431948201	0.000334572817077794	0.00487512148539014	0.00730075266180481	0.00118899950863086	0.011384136175364	0.0111517810980545	0.00393998007076168
0.00138847061680712	0.000323153625819979	0.00799756493420177	0.00298280690632087	0.00187190282128281	0.0117848531774938	0.00803961753056611	0.00367790463664271
0.00193645609464273	0.000339528626467812	0.00751774484941892	0.0127135767730638	0.00375516665962531	0.0119582223095683	0.00729242125391081	0.00391022871241457
