hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6
0.00120986372458366	0.00324118850117655	0.0122139549901173	0.0071513615039022	0.0364476186845015	0.00128428984252791
0.0013939608845902	0.00812530565433517	0.0221963007271521	0.0103236439135025	0.0242819573280984	0.00107722310223608
0.000404144451589821	0.0052514635620992	0.0025875221952668	0.00531066239652362	0.0280913154953795	0.000675946283506622
0.000529357045609087	0.00226834069159409	0.0077617490584369	0.00771940020909802	0.0251034677482581	0.000882316756216933
0.000511964864361828	0.00110851343785942	0.00587455927460508	0.00284020966481779	0.0206377211877316	0.00163796138940423
0.00053807033176759	0.00156585626028228	0.000764772803615356	0.00388139070374165	0.0111797041564086	0.00129662835176332
0.0060458001519364	0.00359567595578224	0.00264474911071057	0.00413267242206704	0.0154520888925159	0.00389456462112859
0.00512756564423877	0.00233544149694691	0.000423431084438987	0.0030019692449575	0.00910416344567781	0.00837711911872084
0.00231111163267961	0.00156812548751785	0.00424301510631871	0.00520874563022786	0.0129445106307162	0.00283882866030377
0.0334474466945936	0.00481881383604617	0.00195018748066488	0.0044285296128404	0.00247311654477613	0.0565628676353551
0.00307208018753038	0.00630589781755973	0.0104254936578872	0.0118771685253202	0.0328216383312494	0.00852132746944332
0.00111920092832679	0.00161610459670285	0.00151458966546347	0.00648282625021491	0.0266997277283195	0.00287788441394656
0.00132159854655085	0.00149898319099612	0.00491098305212877	0.00598626646155494	0.0236244837163323	0.00242451706475739
0.00164821053594919	0.00260719569191032	0.00416010821369261	0.00696147192793453	0.0270580668838502	0.000816236105049355
0.00190487549859126	0.000867040006329761	0.00667900620027179	0.0109661310815522	0.0212308292832375	0.000999354478990579
0.00151751388903854	0.00264836711938862	0.00376865687611926	0.00502219679386799	0.0287560721292178	0.0029728196890741
0.00126153057503533	0.00110847277070466	0.00274165014820569	0.00402838324648459	0.0179706881512924	0.00108891392069797
0.00128512108523797	0.00114780604278783	0.00424618903608282	0.00142872297226668	0.0147659655118036	0.00164610610088114
0.00160784688375476	0.00123485815426555	0.0105685128566517	0.00408507898678499	0.0152876903446155	0.00118571130679936
