hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22
0.000750011120215601	0.00175193055226056	0.000725731093022751	0.000468686659931679	0.00851134694866244	0.0116609195434434	0.00431954284387207	0.00136115806124963	0.0164478115769787	0.00218373856505329	0.000318877177807838	0.0662345303110951	0.0006196138447297	0.00018170003640244	0.0279393294239734	0.0087478213983734	0.00261542058309045	0.00362002775006863	0.001344321631876	0.0101968891593512	0.00391460388914851	0.0208618436286928
0.000501073957188247	0.00136582027576978	0.000955332414941337	0.000263414159493521	0.016697542988472	0.0246391250207584	0.00291253376314273	0.000383811443052857	0.0308994785377591	0.00665572342261876	0.000500612575055114	0.0389084627998041	0.000437312102531475	0.000222843201213759	0.0143785311897742	0.0107113759963804	0.0167718156593116	0.00292549793032996	0.00241036910603542	0.00947064095842679	0.00152869855947458	0.0197627899285993
0.000211998748329805	0.000682098767849601	0.000351874333217836	0.000431659332331319	0.00814093732810521	0.00322929707659954	0.00488189818097301	1.3886552749726e-05	0.00747450500692821	0.00690599216581789	0.000112508137010443	0.0906331926883545	0.000215747133354541	0.000541416578518598	0.00590480818330066	0.00305550757231302	0.00984095425561732	0.00164021430250733	0.00138362928193085	0.00256307251362395	0.00138414115876395	0.0180126813352358
0.000276004251963279	0.000561605048972381	0.0003492267128199	0.000259902907034263	0.00645422694853495	0.010418116960248	0.0055219944645749	0.000586040115216084	0.0202905935639103	0.0014317296420448	0.000154389285081527	0.0554840282262226	0.000329753788041625	0.000215725870730465	0.0128404561102967	0.00498883039081673	0.00442212600450101	0.00192825685637821	0.000634783541572861	0.00179131246217099	0.0018750778407406	0.0169599398951196
0.000365848322715603	0.00117637415359046	0.000121208380807912	0.000662250303835698	0.00250922903218866	0.00527361693014715	0.00322194856169864	0.000386064559227481	0.00421136363938355	0.00165846899986295	7.7182780433115e-05	0.0926154630455962	0.000126072215678351	0.000597314676992651	0.0158010962130821	0.00230894566871497	0.00327818186833151	0.00177240551757544	0.00147946793404932	0.000976224643662989	0.00398809667741573	0.0117822013516977
0.000447695891826618	0.000635808526745305	0.000235877458223331	0.000576374432022143	0.00190166269988932	0.00410273492985378	0.00177289813929614	1.16334365751016e-05	0.00358735948815714	0.00125348686139738	0.000112792827594008	0.0407206749318637	0.000214686739633218	0.000328208827637485	0.00318187995190169	0.00190076991130582	0.00162160851224621	0.00127655157241263	0.00068217276446342	0.000693284718870893	0.00266793795160909	0.00718345317661506
0.00542298351210659	0.0111086814110492	0.000272433759139409	0.0123965704408086	0.00305119148073809	0.0035971241458761	0.00535712752997714	1.08517432083951e-05	0.00523078187874457	0.00194121950796926	0.000169707220091665	0.0509823796568826	0.00038369057138026	0.00356143309239019	0.00662566505789916	0.00104362989975127	0.00323322706910982	0.00215119804664785	0.00414870742143836	0.00488636097405229	0.0427367241257378	0.00799424877698521
0.00535445067210975	0.00578501215283035	0.000251220896914984	0.0111670375079853	0.00174843646290419	0.00199849290616561	0.0015361217403541	1.45762821909375e-05	0.00351333454179308	0.000782618826742013	9.81233544686568e-05	0.0264819008184418	0.000695303029000335	0.00224666236741058	0.0021155224101863	0.000223659087386802	0.00200600188979797	0.00170946555382816	0.00152577694670937	0.00578210820861585	0.0428391526759054	0.00443137587660936
0.00198040840545842	0.00348737378441007	0.000237946908504248	0.00277547184725531	0.00243507273930212	0.00289178056072613	0.00391343478180607	0.000196021107192324	0.00857412051012661	0.000820499147787726	8.49564149787863e-05	0.0494800826408075	0.000366724271839095	0.000814663798535095	0.00640360160766937	0.00139716828444767	0.00163690759486044	0.000852830745042599	0.00101681789309835	0.00602764570392449	0.0170062959563892	0.0126531784968239
0.0320578968281562	0.0245922288656959	0.00555110699062338	0.0242916638053861	0.00169991083715071	0.00180891798453505	0.0040232306567869	0.000314148769490489	0.00209974525045528	0.00185419152760547	0.000781412387311164	0.0173323515019505	0.00570208095102987	0.0171605081224557	0.00632257984812796	0.00155050810731478	0.00126143606425414	0.00685878456589898	0.00305785511976341	0.0548427505906404	0.193784638813399	0.00286846778030983
