hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15
0.00118179131785095	0.0197730239030334	0.0138665405695555	0.00271290548427314	0.0109602619746749	0.0075759816425287	0.0675521264504373	0.00854208734487905	0.0228740740129848	0.00998732596631743	0.00536750798008442	0.0230332367800389	0.00404887191235629	0.00661833322355876	0.0212669527150573
0.0027143833686786	0.0321774062893043	0.0227542959973838	0.00521809190600818	0.00905658351371783	0.00519765785142297	0.040093669232722	0.00935856158498409	0.0237005541715263	0.0170132366339397	0.0151057202149887	0.0535749958113699	0.00915383458426231	0.00133779707940102	0.0368519986359935
0.000464187798314923	0.0106315633707229	0.00710806524110835	0.00252412642594255	0.00730216381454277	0.0018832504570391	0.0864497601851726	0.0104793112547977	0.0108651414869057	0.0103790648631349	0.00605436777091998	0.0392508876673841	0.00182648648573412	0.0019852380538145	0.0126006694836715
0.000542516639404595	0.0163477469077256	0.021256692002488	0.00119563520185732	0.00627129856743132	0.00521088901866602	0.0523356126209857	0.0091680110790273	0.0094994604841644	0.00171133779541553	0.00915444326011541	0.0442734176644198	0.00515369474156242	0.000357876551610608	0.0173872590502591
0.000922462103988003	0.0051340139843883	0.00390776160067416	0.000389218811419173	0.00272336475937655	0.00271384986822208	0.0953184273537388	0.00338934696338938	0.00487333930986559	0.00336350612741746	0.00270174275430953	0.022395678944723	0.00117033929785373	0.00139331410174445	0.00965261872018572
0.000552358211094474	0.00661465591635985	0.00348599256984924	0.00138048136313936	0.00226746496032549	0.00112888061167686	0.0376018281834257	0.00281038679836521	0.00838956681480855	0.00257033020810325	0.00260395314580724	0.0112988297611836	0.00206950820810329	0.000368460423232925	0.0055616518433142
0.0067677144656826	0.00619677858754924	0.0035415182569699	0.00145720735468308	0.00224205737490815	0.00294908971180305	0.0523781008791202	0.00523978280803379	0.0058721627167676	0.00400848596893701	0.00670252874668144	0.015569822853166	0.00209133611430356	0.000992865912350773	0.0105484729919797
0.00614067050494929	0.00558267163978192	0.00261123466886013	0.00157191685193257	0.00304965562567367	0.00087244082967237	0.030172492798997	0.00218438675583601	0.00412358103354892	0.00255899756686013	0.00190695037787007	0.00818414023533657	0.00152538255534369	0.000761802605513042	0.00621501989061568
0.00263278666980774	0.00992274374046627	0.0082367053784772	0.00236656905032197	0.00214268476510622	0.00398204436096781	0.0481092080519397	0.00560123017249662	0.013032353897647	0.0103482270028291	0.00763363283977913	0.0101018481524919	0.00238413790782712	0.00190908999571235	0.0115975782139446
0.0371520091259868	0.00184037512600534	0.00313185939910418	0.00232413516111389	0.00253891130656996	0.00773003023257277	0.0201567547670228	0.0038118749474532	0.00312043365381274	0.00560148483752534	0.00154003613303062	0.00818716088206106	0.00367571787897924	0.0255634848958062	0.00329311244173016
0.00532562972593151	0.232718314546454	0.175069110281411	0.0251405958946213	0.00347471415926278	0.00953163837355533	0.00592330039820691	0.0100093448939061	0.0476014428725085	0.00943791080143458	0.0289440277302632	0.00241168434483381	0.00767741334890271	0.00315317794807196	0.00511876218258053
0.00154939206968243	0.00928584081490417	0.00536516028771921	0.000879071488545644	0.0048001756061686	0.00584770337974058	0.00322793050288665	0.0064526960446246	0.0108599298110394	0.00410350580705241	0.0134911137625002	0.00524726611333789	0.00497815449064958	0.00179582324788406	0.0143778133869152
0.00184310028735394	0.0106963131581561	0.00557083113271294	0.00339881652917972	0.00379831519189965	0.000714934093644316	0.0135349204995924	0.00536280039684428	0.0136406881949256	0.00324168023405391	0.00658455920812682	0.00187682849815056	0.00369584278274528	0.000581232738950545	0.0158155023539939
0.00156651032468741	0.0556736782489115	0.041965795096301	0.00542801891074897	0.00546448890243768	0.00213790746813259	0.0213404843650217	0.00579245049646402	0.0241133217636993	0.01423379740136	0.0109194272999466	0.00982092800711423	0.00424669857012477	0.00122418683878174	0.0134649670347196
0.00190377414679724	0.00924302639953833	0.00619633167082086	0.0038772155061297	0.00491963014679146	0.00434536448096161	0.0102350738552988	0.00943716769607803	0.0145504191483157	0.00660703881244381	0.00728127924499495	0.00904160115219549	0.00207571434197419	0.00104799650530434	0.0110859254060989
0.000914548948372492	0.00926000249512339	0.00441297656333695	0.00194002221603845	0.0067863855095528	0.00252921494351226	0.0277384985602478	0.00560156932085643	0.0109778654542018	0.011282080228344	0.00470478635426768	0.00904663556340297	0.0026953943527293	0.000485355313666024	0.0189985851676366
0.00173890882181862	0.111707302684579	0.0849476049441608	0.0107189384103492	0.00180926421922771	0.00234251801871261	0.00251252464725357	0.00198801985550855	0.0139356203684721	0.00254483176530623	0.00579376040803748	0.00370089636684667	0.00239655017556891	0.00209403939535994	0.00755318381534201
0.00151026327258725	0.00779463847352238	0.00333702111936824	0.00201026237736175	0.00193518948419793	0.00167172361449113	0.00367304825730037	0.0032936901685062	0.00940944453314316	0.00280145070884036	0.00507848614476396	0.00459218852701989	0.000448724766395963	0.000751197265591288	0.0071619148489258
0.00204112391926647	0.00833530322818216	0.00319964294422012	0.00223340253622181	0.00509416686345303	0.0010690181715691	0.00803627847028594	0.00453044553479135	0.00956741987839413	0.00160988886274875	0.00722752500049478	0.00334868895877099	0.00605119339942457	0.00328297528646655	0.00806947668559826
0.0488495387936469	0.0206820307872805	0.0149528689440852	0.00448653855588022	0.00349255996330592	0.0139778260672424	0.00164807356948397	0.00415398237669812	0.0100313735728259	0.00439978899493747	0.0117544381709562	0.00636530815429625	0.00532376573465765	0.0212608297909924	0.0112563832543757
0.0243797627305361	0.00355403397392794	0.00287192207624485	0.00172523083863234	0.00234788990651262	0.00845628384754353	0.00210541090209467	0.00435418165349137	0.00502868734049713	0.00330869537217429	0.0022079882836245	0.00575815816267351	0.00703276142745337	0.00511804258572099	0.00811467433056037
0.0299554738228015	0.00365297772805338	0.000880575914121307	0.00191773579942998	0.00313973804693014	0.00605194878447135	0.00493889566290735	0.00440095021230857	0.00539214446101156	0.00665258731282481	0.00251439807969058	0.0037256656699875	0.00524870262736432	0.00329594213932634	0.00694471266821676
0.0264396340839049	0.0086026090940662	0.00447721178113847	0.00242770145005914	0.00156290138205598	0.00425717101878635	0.00499859222611735	0.00233179759042552	0.00482090755980359	0.00412311999381935	0.00246682857732553	0.00301520956038716	0.00272305176726212	0.00463532787288568	0.00551357564111592
