hdp.1	hdp.2	hdp.3	hdp.4	hdp.5
1	0.0045308500604889	0.00256532918582702	0.00312562105036147	0.021973716628725	0.00607722308925296
2	0.00733681001976955	0.00467411046280358	0.0109586354641524	0.0340219019357138	0.0110735629792531
3	0.000785305297970335	0.00359564213490452	0.00173526263250542	0.0139035164427738	0.00630422920654699
4	0.00224367446450824	0.00166066995181821	0.00471019100426533	0.0213158102915604	0.00449540617602096
5	0.000824510525128779	0.00187510945597162	0.00216316352528442	0.00866310458592479	0.00376075657319486
6	0.000872394994517214	0.00099526272842078	0.00202946392435234	0.00758633129352425	0.000913279674867931
7	0.00275580804514577	0.00298534619004599	0.00711115400059531	0.00752125787326433	0.00707167692346745
8	0.00288387495651927	0.00144784925514469	0.00113674018751654	0.00680388953673729	0.00347308098304816
9	0.00168615118659406	0.00101884869815337	0.00326629748399525	0.00757136750446412	0.00153128247992781
10	0.0115446162363173	0.00619119274364961	0.00417162787398016	0.005918738523989	0.0117489976750876
11	0.00754477958560157	0.00770612582275614	0.0176727316987144	0.0198253763940985	0.0118703835422723
12	0.00388613216570537	0.00256126835477679	0.00834211596836055	0.0108515825636592	0.0108213131060466
13	0.00236011853571613	0.00268798838330493	0.00465727759981482	0.0108186526966511	0.00899672445844519
14	0.00302306925098011	0.00267483902561845	0.00586572028579041	0.0158267922354138	0.00927562573194575
15	0.00328045628868981	0.00248901318678363	0.00464757220382879	0.0112917991287644	0.00504086837394223
16	0.00339885887258357	0.00164292384388168	0.0102127360630341	0.0146077676361836	0.00890062926865226
17	0.00733972447317116	0.00200780194486072	0.0178232516834372	0.00810841980004756	0.0134240944893491
18	0.0045764962296649	0.0015671327141577	0.0179264190066054	0.00568340434779086	0.00562508771384054
19	0.00538502972124606	0.00112021477608351	0.0079439875002789	0.0120690226215319	0.00297988931316855
20	0.0582718261258551	0.0154361193871953	0.0226734283458213	0.0162278599065287	0.0648805348635742
21	0.0321090635560449	0.0110720464689019	0.0187483727919274	0.0119245910811052	0.0372944117784925
