MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.83E-05	1.07E-03	2.97E-04	1.76E-03	1.11E-03	5.64E-04	1.47E-03	2.98E-03	3.74E-03	5.95E-03	1.67E-03
1:Del:C:1	1.49E-05	1.58E-03	1.08E-04	9.36E-04	1.11E-03	3.06E-04	7.22E-04	1.92E-03	2.32E-03	3.39E-03	4.47E-03
1:Del:C:2	1.56E-05	1.02E-03	6.79E-05	7.38E-04	4.33E-04	1.82E-04	2.86E-04	8.43E-04	9.06E-04	1.42E-03	2.55E-03
1:Del:C:3	1.01E-05	6.60E-04	8.04E-05	3.94E-04	4.09E-04	1.63E-04	3.81E-05	2.69E-04	9.81E-04	1.02E-03	1.59E-03
1:Del:C:4	1.40E-05	5.25E-04	1.40E-04	3.73E-04	1.92E-04	1.69E-04	3.01E-05	2.32E-04	7.06E-04	8.39E-04	1.43E-03
1:Del:C:5	5.95E-05	2.48E-04	8.08E-04	1.54E-03	1.06E-04	2.84E-04	4.23E-04	1.27E-03	3.58E-04	3.05E-03	1.89E-03
1:Del:T:0	4.92E-05	9.59E-04	1.52E-04	1.54E-03	1.27E-03	3.50E-04	6.86E-04	3.14E-03	2.25E-03	7.02E-03	4.60E-03
1:Del:T:1	4.23E-05	5.05E-04	6.08E-05	5.65E-04	8.18E-04	2.07E-04	2.19E-04	1.16E-03	1.04E-03	2.74E-03	2.04E-03
1:Del:T:2	1.40E-04	4.02E-04	9.06E-05	7.60E-04	6.96E-04	2.43E-04	2.25E-04	1.43E-03	1.47E-03	2.81E-03	1.86E-03
1:Del:T:3	2.31E-04	9.09E-04	1.21E-04	7.11E-04	5.30E-04	2.83E-04	5.70E-04	1.12E-03	1.40E-03	2.52E-03	2.80E-03
1:Del:T:4	1.52E-04	2.22E-03	2.68E-04	1.04E-03	4.93E-04	3.38E-04	5.34E-04	6.41E-04	1.87E-03	2.00E-03	3.54E-03
1:Del:T:5	1.15E-03	2.03E-03	7.66E-03	9.94E-03	7.72E-04	2.82E-03	2.37E-03	5.87E-03	3.52E-03	6.60E-03	8.55E-03
1:Ins:C:0	4.25E-04	9.63E-05	8.99E-05	1.08E-03	5.47E-05	4.24E-05	3.86E-04	5.60E-04	6.97E-04	4.08E-03	1.64E-03
1:Ins:C:1	3.25E-05	4.61E-04	1.73E-05	4.40E-04	1.84E-04	3.22E-05	2.38E-04	3.89E-04	4.61E-04	1.54E-03	1.75E-03
1:Ins:C:2	2.98E-05	4.52E-04	1.47E-06	2.65E-04	1.39E-04	6.08E-05	1.50E-04	3.04E-04	3.24E-04	1.25E-03	1.64E-03
1:Ins:C:3	7.07E-05	1.82E-04	9.66E-06	3.80E-04	9.35E-05	5.75E-05	1.76E-04	2.92E-04	2.04E-04	8.83E-04	6.64E-04
1:Ins:C:4	1.14E-04	2.03E-04	5.51E-05	1.24E-03	5.99E-05	1.54E-05	1.03E-04	1.84E-04	2.36E-04	9.75E-04	6.00E-04
1:Ins:C:5	1.35E-03	1.76E-03	5.34E-04	1.26E-02	6.41E-05	1.13E-04	2.86E-04	1.86E-04	2.62E-04	9.09E-03	3.80E-03
1:Ins:T:0	1.30E-03	2.67E-05	1.82E-04	1.87E-03	1.27E-04	4.18E-05	5.54E-04	6.20E-04	1.12E-03	5.86E-03	2.33E-03
1:Ins:T:1	3.59E-04	1.46E-03	6.01E-06	7.44E-04	3.82E-04	1.57E-04	4.17E-04	1.26E-03	1.03E-03	4.01E-03	3.62E-03
1:Ins:T:2	3.16E-04	4.47E-04	1.14E-04	7.62E-04	1.80E-04	3.07E-05	8.96E-05	5.11E-04	1.92E-04	1.87E-03	1.46E-03
1:Ins:T:3	4.29E-04	4.05E-04	7.21E-05	1.10E-03	1.88E-04	9.23E-05	1.07E-04	3.09E-04	4.53E-04	2.29E-03	1.52E-03
1:Ins:T:4	3.78E-03	1.06E-04	1.53E-08	1.58E-03	1.84E-04	1.83E-05	1.43E-04	4.47E-05	4.48E-04	2.61E-03	2.80E-03
1:Ins:T:5	1.28E-02	1.64E-02	9.44E-03	3.34E-02	4.74E-04	4.06E-04	7.27E-04	3.29E-03	3.50E-03	3.84E-03	3.63E-03
2:Del:R:0	1.53E-05	6.47E-04	7.80E-05	3.69E-04	5.04E-04	4.97E-04	4.30E-04	1.09E-03	9.14E-04	2.42E-03	2.07E-03
2:Del:R:1	1.38E-05	7.94E-04	1.55E-04	6.14E-04	4.40E-04	1.92E-03	4.05E-04	5.41E-04	3.39E-04	1.54E-03	2.69E-03
2:Del:R:2	7.95E-06	2.65E-04	6.24E-05	2.97E-04	2.18E-04	5.53E-04	2.94E-04	5.00E-04	4.69E-04	7.97E-04	9.65E-04
2:Del:R:3	1.17E-05	4.71E-04	1.62E-04	1.43E-03	9.66E-05	3.08E-04	4.15E-04	8.56E-04	1.15E-04	1.48E-03	1.58E-03
2:Del:R:4	1.32E-05	6.21E-04	2.75E-04	2.35E-03	5.26E-05	2.25E-04	5.92E-04	1.28E-03	1.30E-04	2.37E-03	3.14E-03
2:Del:R:5	1.30E-07	7.35E-04	8.17E-04	4.83E-03	1.21E-04	2.04E-04	1.08E-03	2.81E-03	3.69E-06	4.92E-03	5.89E-03
3:Del:R:0	8.48E-06	2.83E-04	2.65E-05	1.48E-04	3.54E-04	2.34E-04	1.92E-04	3.48E-04	1.72E-04	8.79E-04	6.35E-04
