Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP127630	116	320	576	110	0	24	21	25	16
SP127634	0	200	0	596	116	258	230	38	11
SP127636	342	313	229	164	62	40	73	0	15
SP127628	96	185	121	204	5	2	14	3	0
SP127640	313	526	0	170	80	40	26	0	9
SP127638	685	67	746	0	48	43	7	54	6
SP127632	86	887	505	270	0	102	5	245	6
SP59388	95	57	158	0	0	0	29	30	0
SP116649	406	373	0	57	109	18	57	0	0
SP59416	135	195	0	65	26	13	55	0	1
SP124977	170	380	116	34	42	12	2	38	8
SP59356	64	105	75	49	45	12	19	33	3
SP116612	119	365	79	100	54	49	18	83	1
SP116659	169	36	176	320	127	11	26	0	4
SP116668	556	631	0	0	259	0	327	0	0
SP116630	290	836	299	0	37	54	0	0	0
SP59412	185	374	139	201	23	16	45	84	1
SP116686	0	105	0	151	58	54	0	2	0
SP116694	106	346	0	339	72	38	25	0	9
SP116712	40	38	0	8	20	9	0	2	0
SP116726	339	156	333	0	69	27	24	102	9
SP116723	37	87	0	26	58	16	21	4	0
SP59276	27	21	0	113	0	8	0	9	0
SP116703	0	78	0	70	63	9	6	0	0
SP59312	294	333	276	292	12	29	20	21	6
SP116701	171	225	66	152	91	46	15	54	7
SP59296	104	43	80	0	30	0	2	0	2
SP59280	163	146	15	118	34	0	6	0	0
SP59344	22	2	55	115	6	3	10	1	1
SP59460	254	121	140	190	30	9	43	33	0
SP59404	71	0	185	0	5	5	9	0	0
SP116709	57	8	242	0	33	24	28	42	5
SP59448	962	1363	504	415	23	47	18	25	1
SP116614	372	216	392	148	73	18	57	9	0
SP59464	34	100	54	0	49	5	31	11	2
SP59364	117	121	0	111	168	22	58	0	0
SP116663	440	587	589	144	0	54	14	55	17
SP59444	73	63	0	0	48	14	0	79	0
SP116690	291	596	224	462	0	64	70	109	7
SP59270	42	49	0	49	0	2	3	20	0
SP59352	92	39	192	157	51	22	55	36	0
SP116652	48	75	36	0	15	8	3	0	0
SP116715	611	1462	940	94	160	61	18	66	30
