Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP116788	3	0	5	0	0	0	0	0	3	5
SP116789	1	0	1	0	0	0	0	0	0	4
SP116919	0	0	0	0	0	0	0	1	0	0
SP109002	0	15	0	27	0	11	0	0	0	0
SP109001	0	3	0	1	4	0	0	0	3	0
SP109006	10	16	0	0	4	0	0	35	0	0
SP108998	33	45	2	0	1	0	0	57	0	0
SP127706	4	21	0	26	78	8	0	0	0	18
SP108999	24	20	7	21	15	0	18	0	6	0
SP109007	0	24	0	9	13	12	5	0	7	6
SP109003	8	0	0	10	0	5	2	5	21	1
SP116868	0	7	1	0	7	0	0	18	0	22
SP116794	4	0	0	0	1	0	10	0	0	0
SP116791	3	0	0	0	2	0	8	0	0	0
SP116866	1	0	5	0	3	0	4	18	0	17
SP116815	4	0	0	35	0	0	4	0	0	4
SP116853	0	0	26	0	0	5	0	5	6	0
SP116901	2	0	13	0	1	3	5	0	0	0
SP116830	0	0	23	0	45	0	3	0	15	6
SP116802	0	0	0	2	0	0	1	0	6	6
SP116885	21	0	0	21	0	26	0	22	0	0
SP116834	0	0	0	0	0	0	10	21	0	0
SP116913	0	0	1	0	6	2	16	0	0	0
SP116799	0	0	0	6	17	6	0	0	6	0
SP116920	0	0	0	6	0	0	0	0	12	0
SP116835	9	0	0	0	0	15	26	29	1	8
SP116852	0	0	24	0	0	3	1	8	2	0
SP116902	0	0	17	2	4	5	3	0	0	0
SP116871	0	0	0	0	0	7	0	0	0	3
SP116820	9	0	3	0	13	0	0	24	2	0
SP116889	0	0	25	3	7	6	13	0	0	9
SP116923	12	0	4	0	20	3	7	0	16	0
SP116829	6	2	6	0	46	0	0	0	13	1
SP116872	0	0	0	0	3	1	0	0	0	4
SP116904	0	0	0	0	0	0	2	0	3	0
SP116806	15	0	14	1	0	14	0	0	0	8
SP116857	11	0	0	8	30	23	0	0	0	9
SP116888	0	0	6	0	1	14	0	0	0	6
SP116818	1	0	0	5	1	0	0	7	8	0
SP116837	0	0	12	10	6	2	22	0	21	0
SP116905	0	0	0	0	0	0	3	0	1	0
SP116804	9	0	35	11	0	0	0	0	0	4
SP116819	4	0	0	0	4	0	0	19	4	0
SP116856	3	0	0	3	18	27	0	0	0	0
SP116839	1	8	20	12	13	0	1	4	19	0
SP116925	5	0	3	1	0	0	0	0	6	13
SP116878	0	0	0	0	0	18	0	0	4	0
SP116893	1	0	22	0	0	29	0	0	0	0
SP116876	0	0	0	0	0	0	0	0	0	1
SP116927	9	0	5	0	0	0	0	0	8	21
SP116909	10	0	2	0	4	12	0	0	0	0
SP116795	1	0	0	2	0	0	0	0	0	4
SP116826	8	0	38	0	0	0	0	0	0	2
SP116891	5	0	0	0	0	19	4	0	3	0
SP116860	3	5	4	0	15	0	6	1	0	2
SP116848	0	0	5	0	19	0	7	0	16	9
SP116910	31	0	0	1	17	8	11	4	0	0
SP116797	0	7	0	4	0	0	0	0	0	0
SP116862	9	4	2	11	18	0	9	0	13	0
SP116823	9	0	12	0	0	12	0	0	0	2
SP116897	0	0	0	0	0	0	0	0	0	15
SP116846	0	0	0	0	0	7	6	0	5	1
SP116784	0	0	0	0	0	0	0	1	0	0
SP116896	0	0	0	0	0	0	7	0	0	7
SP116824	4	0	26	0	0	3	0	0	0	2
SP116881	0	0	0	0	0	0	0	0	9	0
SP116812	0	0	11	27	0	0	5	0	0	0
SP116915	11	0	3	0	0	16	42	0	0	6
SP116786	5	0	0	16	0	4	0	26	0	15
SP116851	1	0	2	4	0	6	0	1	1	0
CPCT02220038T	827	204	0	179	2	0	21	0	7	33
CPCT02290013T	160	492	120	0	0	10	34	0	30	0
