MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	6.24E-04	4.44E-04	1.03E-03	1.11E-03	1.29E-03	6.79E-04	5.82E-03	2.11E-04	1.38E-03	2.79E-03	5.78E-04	3.40E-04
1:Del:C:1	6.42E-05	7.92E-05	1.12E-03	8.38E-04	7.10E-04	5.22E-04	2.16E-03	1.11E-04	5.64E-04	1.15E-03	2.33E-04	1.55E-04
1:Del:C:2	5.06E-05	9.06E-05	9.33E-04	2.34E-04	4.64E-04	3.78E-04	6.57E-04	5.98E-05	3.69E-04	7.05E-04	2.03E-04	1.27E-04
1:Del:C:3	1.27E-04	7.80E-05	3.33E-04	6.79E-04	2.57E-04	1.58E-04	4.13E-04	4.12E-05	1.46E-04	5.09E-04	8.63E-05	6.97E-05
1:Del:C:4	3.84E-04	3.30E-05	3.27E-04	2.47E-03	9.59E-05	6.96E-05	4.05E-05	2.00E-05	1.70E-04	9.40E-04	2.82E-05	4.19E-05
1:Del:C:5	9.90E-04	1.01E-04	2.48E-04	6.36E-03	1.66E-05	1.08E-04	9.32E-05	1.16E-04	3.61E-05	2.50E-03	1.94E-04	0.00E+00
1:Del:T:0	1.53E-04	3.78E-04	3.02E-04	3.92E-03	9.59E-04	5.43E-04	1.96E-03	9.69E-05	4.47E-04	3.65E-03	4.49E-04	2.50E-04
1:Del:T:1	1.12E-04	2.30E-04	2.07E-04	1.40E-03	6.16E-04	4.12E-04	9.66E-04	1.30E-04	1.21E-04	1.31E-03	4.35E-04	1.80E-04
1:Del:T:2	9.66E-05	2.42E-04	1.81E-04	2.27E-03	6.37E-04	2.05E-04	1.14E-03	8.00E-05	4.08E-04	1.97E-03	4.11E-04	1.21E-04
1:Del:T:3	2.47E-04	3.28E-04	2.01E-04	2.92E-03	7.02E-04	3.72E-04	1.87E-03	1.28E-04	4.45E-04	2.51E-03	5.53E-04	0.00E+00
1:Del:T:4	3.18E-04	2.63E-04	1.99E-04	2.08E-03	5.08E-04	3.83E-04	1.34E-03	1.46E-04	3.57E-04	1.91E-03	4.34E-04	7.10E-05
1:Del:T:5	6.31E-03	1.60E-03	8.03E-04	1.46E-02	6.24E-04	7.62E-05	4.76E-03	1.92E-03	5.83E-04	7.40E-04	4.69E-03	1.79E-04
1:Ins:C:0	3.86E-05	3.81E-10	1.84E-04	2.76E-05	0.00E+00	2.80E-47	1.22E-04	2.35E-08	1.40E-47	2.04E-08	4.18E-03	2.31E-04
1:Ins:C:1	2.48E-05	2.71E-05	6.40E-05	3.21E-04	1.60E-04	1.86E-04	3.70E-04	6.68E-05	1.25E-04	4.21E-04	2.38E-04	1.89E-04
1:Ins:C:2	1.53E-05	3.29E-05	7.24E-05	2.44E-04	1.16E-04	1.52E-04	2.27E-04	4.87E-05	2.72E-05	4.68E-04	7.07E-05	1.76E-04
1:Ins:C:3	1.59E-05	5.63E-05	4.95E-05	1.38E-04	1.03E-04	1.44E-04	1.64E-04	1.60E-05	2.80E-05	2.91E-04	3.71E-05	2.83E-04
1:Ins:C:4	5.73E-05	7.35E-05	5.70E-05	3.64E-04	7.57E-05	1.43E-04	2.82E-04	2.13E-06	4.79E-05	3.58E-04	6.43E-05	1.25E-04
1:Ins:C:5	1.96E-04	1.79E-04	8.32E-05	8.32E-04	8.68E-05	2.63E-04	5.76E-04	1.02E-04	2.04E-04	7.09E-04	3.21E-04	8.35E-05
1:Ins:T:0	1.07E-04	1.55E-04	3.80E-04	9.95E-04	1.95E-04	3.12E-04	1.07E-03	9.91E-05	2.68E-04	2.51E-03	5.06E-04	2.08E-04
1:Ins:T:1	1.04E-05	2.45E-05	1.69E-03	3.42E-03	2.91E-04	5.30E-04	4.50E-03	1.44E-04	3.17E-04	1.10E-02	3.95E-04	8.11E-04
1:Ins:T:2	1.22E-04	1.01E-04	1.19E-03	2.51E-03	7.62E-05	0.00E+00	2.79E-03	8.46E-05	4.16E-05	8.44E-03	2.96E-04	6.11E-04
1:Ins:T:3	9.89E-05	1.27E-04	5.54E-04	1.31E-03	1.71E-04	1.54E-04	1.56E-03	2.67E-05	1.58E-04	4.19E-03	2.01E-04	2.70E-04
1:Ins:T:4	1.28E-04	1.12E-04	2.59E-04	7.82E-04	1.44E-04	2.06E-04	7.18E-04	6.39E-05	1.84E-04	1.78E-03	2.20E-04	1.34E-04
1:Ins:T:5	3.95E-03	2.09E-03	9.66E-04	1.48E-02	1.62E-03	3.15E-04	1.36E-03	7.53E-04	3.76E-03	4.68E-03	7.70E-03	4.42E-04
2:Del:R:0	8.40E-05	1.44E-05	1.09E-04	2.64E-04	3.31E-04	2.35E-04	7.83E-04	4.76E-04	2.35E-04	4.12E-04	3.45E-04	3.58E-04
2:Del:R:1	1.47E-04	2.18E-04	1.58E-04	7.21E-04	4.73E-04	3.21E-06	1.17E-04	8.13E-04	3.47E-04	1.03E-03	2.00E-04	3.24E-04
2:Del:R:2	6.28E-05	1.00E-04	8.14E-05	2.95E-04	5.26E-05	1.74E-04	1.94E-04	3.44E-04	1.40E-04	3.36E-04	1.30E-04	1.20E-04
2:Del:R:3	2.81E-04	3.39E-06	1.14E-04	1.83E-03	1.97E-47	1.77E-04	1.40E-47	1.59E-04	3.29E-05	6.98E-04	9.11E-05	6.09E-05
2:Del:R:4	2.01E-04	1.25E-05	5.94E-05	1.38E-03	8.44E-06	1.25E-04	1.14E-04	9.35E-05	4.14E-06	5.62E-04	2.71E-05	3.19E-05
2:Del:R:5	6.92E-04	2.40E-47	1.67E-04	4.78E-03	5.75E-05	4.15E-04	4.00E-04	1.40E-04	0.00E+00	1.73E-03	4.30E-05	4.56E-05
3:Del:R:0	2.35E-05	2.57E-05	6.95E-06	3.82E-04	2.07E-04	9.97E-05	2.04E-04	8.25E-05	1.97E-04	3.22E-04	9.33E-05	2.71E-04
3:Del:R:1	1.90E-04	2.74E-04	4.20E-05	2.91E-03	2.41E-04	2.80E-04	6.73E-04	3.31E-04	2.43E-04	3.17E-03	1.44E-04	1.81E-04
3:Del:R:2	6.47E-05	1.05E-04	1.84E-05	8.33E-04	5.80E-05	1.10E-04	1.89E-04	9.54E-05	9.14E-05	9.01E-04	1.10E-04	2.09E-05
3:Del:R:3	2.18E-05	5.71E-05	6.61E-06	3.04E-04	2.37E-05	3.37E-05	4.65E-05	3.08E-05	2.29E-05	3.30E-04	2.65E-05	2.19E-05
3:Del:R:4	1.35E-05	2.75E-05	1.98E-06	1.72E-04	2.52E-05	3.14E-05	9.79E-05	1.30E-05	2.59E-05	1.96E-04	1.56E-05	3.86E-05
3:Del:R:5	2.56E-05	3.18E-05	9.78E-07	1.59E-04	2.65E-05	2.23E-06	3.85E-05	2.03E-05	2.71E-05	1.93E-04	5.20E-06	2.53E-05
4:Del:R:0	1.00E-05	4.19E-05	2.65E-05	1.92E-04	2.01E-04	1.13E-04	2.04E-04	7.14E-05	2.02E-04	1.72E-04	7.97E-05	2.90E-04
4:Del:R:1	9.10E-05	1.98E-04	4.21E-05	2.74E-03	1.85E-04	3.74E-04	5.83E-04	3.72E-04	2.03E-04	2.89E-03	1.44E-04	1.29E-04
4:Del:R:2	3.27E-05	7.89E-05	1.16E-05	8.53E-04	4.12E-05	1.92E-04	1.88E-04	1.52E-04	8.36E-06	9.00E-04	3.55E-05	3.34E-05
4:Del:R:3	2.74E-05	1.97E-05	7.29E-06	3.36E-04	2.48E-05	1.08E-04	1.56E-04	9.57E-05	2.87E-05	3.92E-04	2.78E-05	2.66E-05
4:Del:R:4	1.34E-05	2.80E-05	4.65E-06	1.60E-04	2.95E-05	4.23E-05	6.98E-05	6.88E-05	7.34E-06	1.75E-04	2.23E-05	2.38E-05
4:Del:R:5	2.18E-05	1.69E-05	4.18E-07	1.08E-04	1.65E-05	2.97E-05	3.06E-05	3.45E-05	1.57E-05	1.22E-04	7.62E-06	3.86E-10
5:Del:R:0	0.00E+00	0.00E+00	1.53E-04	9.55E-05	1.15E-03	9.59E-04	0.00E+00	3.58E-04	9.25E-04	4.11E-04	3.20E-04	4.22E-04
5:Del:R:1	6.92E-05	1.48E-04	3.43E-05	1.38E-03	2.25E-05	2.30E-04	4.70E-04	1.91E-04	1.58E-04	1.32E-03	1.26E-04	9.14E-05
5:Del:R:2	1.98E-05	4.18E-05	1.22E-05	3.01E-04	3.53E-05	5.88E-05	1.26E-04	6.59E-05	6.20E-05	3.25E-04	6.51E-05	0.00E+00
5:Del:R:3	4.70E-06	2.22E-05	6.85E-06	8.17E-05	6.92E-07	6.30E-05	3.02E-05	3.13E-05	4.94E-06	1.02E-04	9.14E-06	6.55E-10
5:Del:R:4	2.21E-06	1.51E-06	1.77E-06	3.52E-05	0.00E+00	1.90E-05	2.49E-05	3.03E-05	1.82E-10	4.88E-05	6.51E-06	3.17E-10
5:Del:R:5	3.79E-06	1.21E-06	5.54E-07	2.05E-05	7.20E-10	2.68E-06	6.00E-06	8.86E-06	5.58E-07	1.81E-05	9.72E-06	1.48E-05
2:Ins:R:0	1.35E-04	1.62E-04	1.83E-04	1.13E-03	9.95E-05	3.92E-04	8.80E-04	1.04E-04	2.50E-04	1.32E-03	2.98E-04	2.80E-04
2:Ins:R:1	5.39E-06	5.99E-05	6.88E-05	3.92E-04	1.79E-04	2.26E-04	2.83E-04	8.14E-05	9.61E-05	4.72E-04	1.64E-04	5.61E-04
2:Ins:R:2	2.74E-05	6.85E-05	2.19E-05	1.85E-04	1.25E-04	1.22E-04	1.81E-04	3.69E-05	7.56E-05	2.35E-04	6.79E-05	4.45E-04
2:Ins:R:3	3.16E-05	5.11E-05	2.56E-05	1.59E-04	4.43E-05	1.23E-04	1.49E-04	4.64E-05	5.37E-05	2.16E-04	4.26E-05	1.62E-04
2:Ins:R:4	5.45E-05	6.92E-05	2.11E-05	2.63E-04	2.69E-05	1.18E-04	1.57E-04	4.31E-05	6.30E-05	1.45E-04	5.18E-05	6.21E-05
2:Ins:R:5	2.37E-04	2.48E-04	2.95E-05	1.36E-03	7.27E-05	3.05E-04	7.36E-04	1.20E-04	2.05E-04	5.63E-04	4.93E-04	1.06E-04
3:Ins:R:0	3.62E-05	8.27E-05	2.99E-05	5.19E-04	1.22E-04	2.16E-04	4.85E-04	6.20E-05	1.87E-04	4.99E-04	2.09E-04	2.09E-04
3:Ins:R:1	1.47E-05	6.52E-05	1.52E-05	2.42E-04	1.41E-04	1.30E-04	2.24E-04	7.38E-06	5.35E-05	2.23E-04	1.20E-04	8.01E-04
3:Ins:R:2	4.09E-06	2.28E-05	8.19E-06	5.55E-05	2.57E-05	4.91E-05	4.76E-05	0.00E+00	6.40E-05	3.54E-05	5.64E-05	2.39E-04
3:Ins:R:3	7.07E-06	6.38E-06	1.97E-06	1.47E-05	1.35E-05	2.23E-05	2.29E-05	0.00E+00	1.38E-05	1.56E-05	3.64E-05	6.26E-05
3:Ins:R:4	6.29E-06	1.79E-05	2.37E-06	4.30E-05	1.93E-06	0.00E+00	2.03E-05	3.84E-06	1.53E-05	5.00E-05	3.61E-05	5.37E-10
3:Ins:R:5	3.50E-05	4.14E-05	3.41E-06	1.31E-04	2.42E-05	1.29E-06	3.59E-05	3.67E-05	2.70E-05	4.45E-05	8.60E-05	3.38E-05
4:Ins:R:0	1.34E-04	1.18E-04	1.21E-04	5.40E-04	9.20E-05	3.32E-04	6.22E-04	5.07E-05	2.33E-04	8.18E-04	2.81E-04	2.07E-04
4:Ins:R:1	3.60E-05	6.42E-06	9.35E-06	1.54E-05	0.00E+00	0.00E+00	0.00E+00	5.20E-05	1.56E-05	3.72E-05	6.97E-05	8.98E-04
4:Ins:R:2	1.05E-05	1.94E-05	4.68E-06	1.66E-04	2.50E-05	8.59E-05	7.54E-05	1.74E-05	3.84E-05	1.72E-04	3.36E-05	1.31E-04
