Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP85623	8	0	6	20	0	28	0	0	6
SP85491	2	0	0	12	0	26	58	0	0
SP87582	2	0	1	0	36	6	0	0	18
SP89090	2	12	4	14	0	40	0	0	0
SP85511	9	11	7	0	0	0	128	0	2
SP85952	1	0	0	0	26	5	19	0	4
SP85840	8	1	0	5	0	19	37	0	22
SP87675	7	12	0	15	0	17	0	0	16
SP85836	4	12	1	21	0	106	0	0	11
SP120767	2	0	8	33	0	41	37	9	8
SP105708	14	4	0	37	0	0	28	0	13
SP85818	0	0	0	0	0	0	0	0	2
SP105922	2	0	0	36	0	21	0	0	2
SP86118	14	0	0	69	6	0	0	0	5
SP86306	7	23	0	55	74	0	0	0	0
SP87099	19	2	2	44	22	0	0	0	14
SP87434	5	7	0	0	0	12	35	0	11
SP85864	1	5	2	0	0	0	0	2	14
SP105807	0	9	0	26	2	54	0	13	0
SP89291	3	7	0	29	0	0	0	1	12
SP88050	1	12	0	19	0	0	0	0	10
SP88593	3	4	0	19	0	0	23	0	23
SP88158	1	2	0	23	0	0	0	0	3
SP87534	4	27	10	0	73	12	43	0	16
SP88776	0	8	0	16	7	68	0	0	4
SP85725	3	14	0	0	0	67	0	0	0
SP86660	2	29	1	20	0	30	56	0	24
SP87903	0	6	0	0	0	7	35	0	0
SP88098	0	3	6	12	87	9	0	4	0
SP85487	12	62	0	0	68	0	79	11	9
SP105759	11	0	2	1	2	0	32	0	12
SP86775	0	0	2	0	0	13	0	0	5
SP88322	3	19	0	53	0	18	0	0	0
SP85582	5	11	0	0	0	8	40	0	23
SP87446	10	23	0	14	126	0	0	0	28
SP87337	3	0	0	1	0	28	0	0	8
SP86929	3	15	9	37	72	17	0	0	4
SP86130	8	5	1	0	8	26	0	0	25
SP86425	19	12	0	105	0	0	0	0	0
SP85495	4	0	0	0	0	2	2	2	19
SP85787	0	0	3	4	0	8	0	0	26
SP86836	0	0	0	0	0	0	0	0	16
SP89245	5	4	0	0	0	22	0	0	1
SP86989	0	6	4	41	0	22	43	20	15
SP88757	0	3	3	2	0	28	23	0	0
SP85733	6	0	6	73	0	5	0	0	9
SP85737	0	0	1	5	0	0	16	0	3
SP85647	3	2	0	27	13	0	0	0	22
CPCT02011098T	0	33	76	0	0	46	0	33	0
WIDE01010618T	98	806	79	13	0	16	0	0	4
WIDE01010310T	237	118	55	0	0	37	0	308	2
CPCT02080230T	11	119	192	20	0	8	38	0	1
CPCT02010914T	3	25	170	0	9	0	22	0	1
DRUP01010057T	0	21	237	26	84	0	62	251	20
CPCT02010635T	64	0	523	63	0	0	0	92	7
WIDE01010556T	3319	397	210	0	0	0	0	0	0
WIDE01010540T	0	135	46	0	226	0	0	104	0
