Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP77443	33	221	0	168	38	48	9	39	31	60	5	9	0	0	0	49	0	8
SP72118	118	238	6	96	23	24	23	27	0	78	1	3	5	0	2	15	0	4
SP76891	124	149	0	109	0	5	1	35	7	26	12	0	18	7	3	45	0	6
SP125732	5534	688	167	0	0	1097	242	0	0	0	0	0	0	0	0	0	0	15
SP125716	86	337	34	0	29	5	18	40	26	10	12	42	19	0	68	29	0	9
SP125746	30462	6035	7442	0	0	2152	1229	0	0	0	29	8	100	0	0	0	0	0
SP125797	230	151	7	79	8	0	13	37	0	7	8	11	25	86	59	0	12	7
SP76057	53	140	0	173	12	10	29	19	18	72	0	1	0	0	0	37	0	9
SP69565	290	238	2	142	407	41	39	122	52	85	1	3	13	29	13	0	9	2
SP75202	55	97	0	34	1	8	3	62	24	3	7	4	51	18	0	4	0	1
SP110736	155	166	0	47	7	0	22	14	4	7	7	0	18	35	0	4	29	18
SP107774	1	310	12	54	14	0	17	24	12	25	4	0	5	37	0	16	0	11
SP110779	64	60	0	231	15	52	10	53	8	0	10	2	35	0	0	69	0	19
SP107805	61	115	7	110	18	40	3	25	14	70	5	3	0	0	4	40	0	17
SP110789	58	178	0	0	596	41	3	86	50	15	16	3	11	0	4	1	14	93
SP71846	106	113	0	160	25	26	14	93	0	60	9	0	13	0	0	7	0	5
SP70122	126	189	20	151	5	19	17	18	12	15	4	2	13	6	0	9	0	17
SP71404	384	478	13	47	0	55	24	67	42	19	3	1	22	74	0	11	12	29
SP76955	33	280	3	56	4	0	58	29	16	7	0	1	12	0	0	36	0	2
SP107781	65	17	0	49	7	9	1	33	23	17	2	0	17	56	0	0	22	2
SP70202	31	110	0	43	391	12	10	34	82	11	10	15	0	95	3	10	0	2
SP70677	13	42	1	0	7	16	1	2	22	36	7	0	11	41	0	7	2	2
SP70082	26	62	0	0	4	10	7	27	14	0	7	2	32	21	4	0	0	0
SP70288	275	91	0	283	11	8	21	15	10	33	16	4	23	0	1	35	0	9
SP70266	27	149	0	0	9	9	15	6	13	66	15	6	23	38	0	24	0	1
SP107956	183	375	0	0	24	33	17	47	21	33	12	3	31	0	0	0	30	34
SP70956	79	58	0	69	8	5	8	48	20	3	9	3	17	42	0	2	0	9
SP108017	56	69	0	45	2	2	8	36	6	13	4	0	17	0	4	8	14	5
SP71536	50	130	0	34	31	0	16	28	13	8	10	0	18	0	0	13	2	6
SP70756	113	111	0	51	9	24	2	24	13	57	10	1	23	0	0	13	9	3
SP76675	119	266	1	214	435	49	26	84	50	113	6	7	0	0	0	0	0	0
SP71480	90	279	0	0	11	17	20	6	3	0	0	4	29	72	0	29	0	9
SP70313	63	96	0	0	8	4	5	36	22	35	5	0	30	75	0	5	2	5
SP73319	40	138	10	41	24	13	14	12	22	43	3	6	2	0	0	0	0	0
SP107813	134	42	0	265	14	22	23	53	5	35	8	3	6	0	3	0	0	20
