Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP135192	0	0	0	0	0	0	0	2	0	0	0
SP135335	6	0	0	0	0	2	1	15	3	5	24
SP135278	0	1	0	6	1	0	0	6	4	6	0
SP135287	46111	0	14281	0	3887	0	0	0	0	0	0
SP135345	54	2	0	0	8	0	8	131	12	0	68
SP85122	68295	1384	26686	0	4075	0	0	0	0	0	0
SP84384	69223	0	32415	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	6	1	0	0
SP135226	48	0	0	0	88	2	0	33	2	56	0
SP135436	423	61	69	0	440	0	24	102	56	131	0
SP135262	10	0	12	0	28	0	12	12	4	55	0
SP135431	507	4	7	0	683	4	107	58	25	11	226
SP135425	163	0	0	0	146	1	50	175	30	13	262
SP135222	110	29	0	0	189	0	9	15	15	69	36
SP135230	92	24	0	0	49	0	7	62	6	22	48
SP135205	26	6	21	0	13	0	0	14	2	17	0
SP135180	0	0	0	0	0	0	0	5	0	0	0
SP135213	90	4	12	0	50	2	4	29	87	74	0
SP135217	0	0	0	0	0	0	0	0	1	0	0
SP135405	54	11	0	188	233	0	11	105	76	130	0
SP135238	3	0	0	0	0	0	0	2	0	3	0
SP135270	167	11	0	0	183	19	11	6	216	143	109
SP135411	70	7	19	0	44	0	0	73	5	14	52
SP135188	24	0	0	0	4	6	33	58	9	0	66
SP135194	121	0	0	0	115	5	2	51	10	46	17
SP135186	81	0	13	0	113	0	11	111	27	77	0
SP135420	227	19	0	0	72	0	23	127	31	145	133
SP135258	16	5	0	0	32	0	0	7	7	3	0
SP135234	299	11	0	0	403	7	55	140	56	110	65
SP135293	0	0	0	0	0	2	0	0	3	0	0
SP135393	125	5	0	0	99	4	126	75	18	34	111
SP135299	108	0	28	0	255	0	108	166	28	124	0
SP135415	18	0	15	0	44	2	5	39	12	63	0
SP135310	0	0	0	0	0	0	0	0	0	1	0
SP135323	7	0	4	0	0	5	0	47	13	71	0
SP135390	4	0	0	0	10	0	2	10	4	8	7
SP135209	8	0	6	0	13	2	9	7	0	31	0
SP135240	128	0	0	0	305	0	12	57	36	86	70
SP135182	1232	73	50	0	550	0	57	222	58	0	586
SP85251	0	0	25	58	140	0	0	45	14	134	0
SP84408	34	2	6	0	68	7	15	87	5	57	0
SP84491	830	120	0	0	1085	84	287	580	193	68	0
SP84743	472	34	0	36	67	53	2170	23	66	8	255
SP83967	15	0	8	145	76	0	6	43	25	163	0
SP105253	469	76	39	60	826	21	236	110	67	178	0
SP84998	294	18	0	99	282	0	1	50	11	160	0
SP84062	5	3	0	0	0	18	3	47	13	20	102
SP84982	40842	0	11825	0	0	0	15	294	0	0	0
SP84790	203	10	28	0	152	1	242	190	22	172	199
SP105673	111	13	0	60	69	13	8	129	845	129	0
SP85339	550	16	0	144	730	11	42	47	26	88	0
SP84719	229	6	304	0	19	0	21	62	24	0	196
SP105425	645	31	104	0	561	14	73	84	28	74	9
SP84056	205	61	0	0	386	37	52	59	243	127	158
SP105261	142	5	0	0	113	11	25	61	52	83	40
SP85379	629	43	0	0	676	34	187	205	44	53	0
SP105086	221	53	0	196	294	0	13	206	165	425	0
SP84392	66336	0	35162	0	677	0	0	0	0	0	0
SP105018	141	8	77	0	143	0	193	123	4022	0	0
SP84858	664	15	0	0	285	25	68	0	242	291	339
SP84086	50	0	0	0	394	16	13	50	92	24	0
SP105213	353	0	0	0	199	0	22	102	55	64	203
SP105577	263	6	0	0	90	18	12	50	66	51	257
SP85431	54	0	0	0	191	16	0	108	39	115	0
SP84962	100	0	0	0	163	0	13	60	45	0	331
SP105006	195	23	0	161	163	21	15	185	89	131	0
SP84439	58671	0	36342	0	0	0	356	510	0	0	0
SP105159	5	0	0	225	114	0	3	56	22	248	0
SP85230	32	0	0	0	0	56	3	103	674	109	70
SP84922	993	24	114	0	299	22	244	561	69	0	0
SP85130	466	0	0	212	395	2	42	116	47	298	0
SP104984	215	26	0	0	236	10	24	53	31	152	0
SP85222	0	0	27	102	77	4	5	44	8	45	0
SP105375	469	25	0	0	940	38	1068	84	54	44	365
SP85287	151	45	0	97	475	17	12	169	36	47	0
CPCT02060042T	0	3	0	0	33	84	0	28	10	24	35
CPCT02130027T	27	8	0	124	130	262	16	17	25	89	0
CPCT02290024T	839	46	0	290	930	315	56	235	35	8	0
CPCT02230080T	660	62	0	24	561	233	94	39	33	91	0
CPCT02070282T	357	34	0	332	428	153	124	25	17	327	0
CPCT02060201T	388	36	0	140	617	331	63	0	64	28	0
CPCT02010752T	134	4	0	0	64	289	39	0	62	58	91
CPCT02130046T	421	1	0	67	401	250	162	0	29	142	0
CPCT02190033T	453	202	0	356	685	391	113	35	62	100	0
WIDE01010213T	498	56	0	205	249	300	154	120	532	100	0
CPCT02440010T	572	86	0	86	571	482	532	180	61	123	0
WIDE01010272T	269	50	0	120	198	99	16	6	22	124	0
DRUP01070085T	34684	1491	4052	41135	7642	1690	407	0	0	0	0
CPCT02380045T	219	110	0	262	809	283	109	158	30	1	0
CPCT02150013T	158	30	0	0	66	281	39	54	38	38	161
CPCT02010769T	287	70	0	26	254	221	201	102	100	96	0
CPCT02450014T	27287	233711	4722	0	0	1140	626	0	0	0	0
CPCT02130122T	0	101	0	286	382	233	10	7	66	145	0
CPCT02230107T	924	111	0	100	372	205	81	106	3	127	0
DRUP01090017T	503	126	0	311	619	461	915	239	64	158	0
CPCT02020781T	308	9	0	371	329	408	23	226	561	152	0
