C.PH.Lung.2	C.PH.Breast.1	C.PH.Liver.2	C.PH.Esophagus.2	C.H.Lung.2	C.H.Ovary.2	C.H.Other.4	C.H.All.8	C.H.Colon.3	C.PH.Bladder.8	C.H.Skin.12	C.PH.CNS.3	C.PH.Skin.14	C.PH.Colon.4	C.PH.Skin.2	C.P.All.7	C.H.Lung.12	C.PH.Colon.8	C.H.All.19	C.PH.All.29	C.H.All.22	C.H.All.24	C.H.All.26	C.PH.Prostate.15	C.PH.Bladder.12	C.PH.Bladder.6	C.PH.Colon.7	C.H.Bladder.10	C.PH.MSI.22	C.P.Lymphoid.2	C.H.Colon.7	C.PH.Ovary.6	C.PH.Pancreas.5	C.H.Breast.12	C.H.Lung.10	C.P.All.20	C.H.MSI.18	C.H.MSI.20	C.P.CNS.2	C.PH.CNS.5	C.PH.Colon.6	C.P.Lung.3	C.PH.Kidney.1	C.H.Other.12	C.H.MSI.7	C.PH.MSI.13	C.PH.Other.12	C.PH.Prostate.5	C.H.Other.9	C.PH.All.11	C.P.Liver.1	C.P.All.10	C.P.Liver.6	C.PH.Pancreas.9	C.PH.Colon.13	C.P.Kidney.4	C.P.All.26	C.P.All.27	C.P.Ovary.2	C.PH.Lung.5	C.P.Colon.3	C.PH.Uterus.7	C.P.Prostate.3	C.PH.Kidney.6	C.PH.MSI.11
DEL:T:1:4	0.0100729352987903	0.0334361586561525	0.0277552233579092	0.0187608703726247	0.015023713471077	0.0120072291462327	0.0101715763068652	0.00357201385155677	0.0113360181427345	0.0865311083069715	0.0106106483216339	0.0172281785567435	0.00384342098244669	0.00860863903130298	0.0236245413839595	0.00604660443304992	0.00901999713721269	0.0148568018774906	0.000955053378654312	0.00748245786860388	0.0471098142611489	0.00711325373446166	0.0129283777415234	0.00595184720006696	0.0116273526419005	0.0309923364986506	0.0117029321233815	0.0175763233149973	0.00341050012775094	0.0305520365977039	0.0140495944378535	0.0525019603289008	0.0285181034598166	0.0559967341350998	0.00687117540145714	0.1130555610248	0.0159615099869257	0.00231376253373113	0.0240427033578464	0.00730203021876978	0.0836731216888787	0.0203971389711934	0.0405311069025516	0.00444530146042461	0.00304425178616814	0.475094986326132	0.0116250394600591	0.0165172686404319	0.0156209407233716	0.00691613749338117	0.027998597556731	0.00231547850933836	0.0146070604147322	0.0222224378259088	0.217140163893765	0.00615139244065029	0.00643196883011192	0.0202900395648704	0.0129401222254914	0.0222807366679704	0.321236144327165	0.0285207485836162	0.0120333971190205	0.00350755208595239	0.0137328315124373
DEL:T:1:5+	0.0888820640106962	0.591759329262311	0.0468125747518816	0.335209911197702	0.0164614795628368	0.0238313529578322	0.0095136545505128	0.00681650056744823	0.0518910181421881	0.0195676377384073	0.0101530912489037	0.0207006428060855	0.0232936040749096	0.0361734442850642	0.0342479614910031	0.015950590103589	0.196788710075412	0.0130888421874408	0.00258887174707919	0.0235109760979995	0.0788504893178686	0.0339740915812544	0.0404670622577395	0.0149397627731095	0.0118511460073467	0.0550303895813639	0.0403714387634007	0.130834371152695	0.0191234176394343	0.395986789776366	0.0110715213285746	0.0768035744140952	0.0133170960620832	0.128515219732753	0.0153368017440305	0.0178236591930675	0.0138525675289916	0.0167349274012341	0.126778806617301	0.0615495093567406	0.077417066311048	0.0714102757365283	0.0339462349369784	0.0126957101660825	0.0228754759329268	0.0229763192512948	0.0407767938237769	0.0464108483585247	0.0243931479182652	0.0264912129913324	0.0372028081397566	0.00949356326650573	0.0133737274445208	0.01492342378986	0.0332578620214252	0.0071957094121527	0.0143329746994075	0.0316354940390828	0.0220894335995738	0.0422791270621352	0.0111852999948466	0.0831082187027174	0.0485458597125387	0.0463087002638641	0.0144786717051864
INS:C:1:0	0.00580560140957248	0.00235843113447316	0.00658410294774766	0.0142398351149373	0.00784856796085026	0.00365599057544154	0.00580658835985051	0.00192567372671305	0.554554290349537	0.00285254422765038	0.00604342717595107	0.00187840141190591	0.24356104332824	0.0207180414676154	0.0149422232704945	0.00414987185562849	0.00142770601214972	0.0177916341602191	0.00652898442333435	0.0114984891206871	0.0090244653827684	0.00355894854313064	0.00534578131805508	0.0407757701463616	0.00394099833626184	0.00596842351319846	0.0138365617904117	0.0113133743757099	0.00293390425643953	0.00646342856823133	0.00264326769816397	0.00887420240433073	0.00982688428619971	0.0139056894874234	0.00665669034246954	0.00131585347598211	0.00219100478315247	0.0069574759176916	0.00343905882556326	0.000496396921131247	0.00856175864434895	0.00823426182914816	0.00239076967129758	0.00518899865741144	0.00105506395089711	0.000527128438282288	0.0156223315500171	0.00262038899540845	0.0121706600259691	0.0124778609917291	0.00692608795482357	0.000493112870729777	0.00357301303415504	0.0211178835546049	0.0256366266557586	0.00265599065759098	0.0136379796672999	0.00376078757546136	0.00339648159264403	0.00752610555992058	0.000519093578304168	0.00586139651331384	0.00478345612668524	0.0156345246965376	0.0147859807867446
INS:C:1:1	0.00124740700204302	0.000592727180633103	0.00385756933307683	0.00231897924280288	0.0040236900520067	0.00205680849201359	0.00561572041473692	0.0017475771772986	0.0185577758736731	0.00148296140146132	0.00767426745780622	0.00456309632207424	0.0597672060987313	0.00164157453770246	0.00410071610710599	0.00316194029230393	0.00084166489882273	0.00464839977624543	0.00847637303316737	0.00345365751883063	0.0060023685072244	0.00277263927741933	0.00130213094422413	0.00831528824456992	0.0016156409777252	0.00450388428452907	0.00269112245501825	0.00583807302645431	0.0021250529776996	0.00151757204627106	0.00364963721137186	0.00599910795395292	0.00735327847015364	0.00456880901222654	0.00304535182969849	0.000953642891866912	0.00183693709646798	0.00298313483686333	0.00445407166083027	0.000348108023374637	0.00132280186417918	0.000817696186913567	0.00626148738489364	0.00399244518378007	0.00330540866078214	0.000487854370943129	0.00565100073826124	0.00524591107169634	0.00779113910506619	0.0074935588618841	0.00414481185662963	0.228937730456883	0.00570250957840903	0.00577428134937723	0.00181693660558734	0.00182047220254862	0.00401556787026107	0.00682472970072562	0.00234976755115502	0.0068377816713904	0.000389914769152363	0.00361219043455903	0.00140174524444687	0.00566268939134546	0.00273473528367425
INS:C:1:2	0.00128232888721885	0.000748413146206429	0.00269027618338946	0.000907803875558488	0.00372798815352059	0.000898651927563133	0.00352374113685045	0.000265932327905945	0.00301536740665574	0.000655014873088453	0.00184993330354203	0.0033978023596581	0.0133452159901108	0.00103609129261722	0.00245606328013425	0.00236425021480618	0.00128085638017761	0.00269945271851665	0.0114399862165734	0.00184868529220155	0.00337263142486866	0.000863689705461162	0.000263853858946506	0.00910204152236063	0.000868720010875622	0.00167611333270097	0.00179898678009193	0.00293710667666007	0.000567066056220976	0.000616390230341845	0.00454418972902546	0.00321540815239763	0.00394932243928667	0.00313051767735218	0.000344874801113642	0.000926903966475772	0.00087750580890873	0.00134322920745648	0.00330615960315166	0.000457174868714436	0.000323233022076758	0.000524651439318413	0.00653142107825815	0.00429770932248817	0.00191858830405192	0.000758143801022261	0.00176926484016328	0.00417763496753063	0.00415655904473507	0.00447181409819986	0.00293798976010678	0.116634442217503	0.00403919751761302	0.00414357115829681	0.00233402373754726	0.0023167876818607	0.00321240815086445	0.00420417255036038	0.00080102720772267	0.00419473950970254	0.000638225944080943	0.00239927911307919	0.00134644805922912	0.00394039893911248	0.00211257312327653
INS:C:1:3	0.00106939223153552	0.00101158972550913	0.00192061273467349	0.00140529148705315	0.00637081711660938	0.000549022586762225	0.00385353450804657	0.00052536822871916	0.000941463061213807	0.000402656108772769	0.000415475181369612	0.0017191130238566	0.0142622448959317	0.00045369279437827	0.00106262140828101	0.000617287237496342	0.000438105549705727	0.0102655672332876	0.0204670809838753	0.00171596002352248	0.00249295077046565	0.00149207903620515	0.00120000428093339	0.0186864341824317	0.00200791594762556	0.00616453173769053	0.00204265012822262	0.00285218168899188	0.00118873306104376	0.000498591675976895	0.00217304040094545	0.00204563729351274	0.00236086108717938	0.000714263175339636	0.00150232876826121	0.00370645295523071	0.00179629366580116	0.0022299041374566	0.00140434159069508	0.000744464094492128	0.000752766106347758	0.00128787677257236	0.00226529590557463	0.00350533376351675	0.00368179624852508	0.00119178889591979	0.000900386148110492	0.00146169845331881	0.00189655090885847	0.00405031386708481	0.00231883504816188	0.0419435789663053	0.0023483843103129	0.00706168413180915	0.00148595959789215	0.00598800841249331	0.00829891717411356	0.00253795924291315	0.000309050012097103	0.00147003619855394	0.00464534214746766	0.000993706257839827	5.28779333644726e-05	0.00521811756699368	0.00249180406353061
INS:C:1:4	0.00149433819458821	0.00217069620342431	0.00122312230875083	0.00232468680809113	0.00538821172226544	0.000126645356975365	0.00298246931153231	0.000232748220948974	0.000895513939419239	0.000351935930546893	0.00631929735264825	0.000992504094856615	0.00887393588347864	0.000731912214262244	0.000686355105998479	0.00111684910810473	0.000676716406031382	0.00708415699294341	0.00719035272342575	0.00131269991618571	0.00123157660210567	0.0012540268023592	0.00228417852663437	0.0433008564814493	0.00375242908459318	0.00429561261989177	0.00149366703596472	0.00168547298210593	0.00184643536345351	0.00148210785044778	0.000942325108204255	0.0013946347094623	0.00089204957629575	0.000604781806026787	0.00104153123291668	0.0117330548977647	0.00443501480360556	0.00926602464678479	0.00186418597975189	0.000314301568153453	0.000617196109754334	0.00134357216480262	0.00070731950789605	0.00264043236219455	0.221544030165031	0.00104499879397462	0.00223754873376814	0.000516157630941478	0.00175280706555988	0.00328137374623117	0.00190900432706052	0.0149059620253783	0.0020253659895297	0.0680965171463393	0.00232858192104829	0.000110941107140347	0.0505410114787236	0.00201949406295718	0.000299197234195084	0.00270731953715473	0.0158867689560676	0.00114370310522425	0.000795261845324288	0.00368258434267899	0.0012050084888104
INS:C:1:5+	0.0210308421340874	0.0116666917877208	0.00849151842574918	0.0168666274341659	0.00627648653451291	0.000916778586286889	0.00502284663571407	0.0021362396484731	0.00181151090630512	0.00181826663411374	0.0130103180789817	0.000634004283651226	0.0262822012789802	0.00401791178590652	0.0032873961374454	0.000392760529033371	0.000603755373353821	0.0159149434027865	0.00217521963942838	0.0025516691286076	0.00257369375455398	0.00148563613929506	0.0128378532664767	0.248677660004482	0.00593066564662914	0.00816963560872824	0.00529175608504734	0.0075027330524634	0.00550064702456216	0.0157047964125884	0.00324068993155409	0.000604568104399126	0.00328359770185171	0.00173581677773939	0.00240628342287167	0.0534177724109227	0.00305870325469491	0.061677741079399	0.00514071764329018	0.00153458331443345	0.00123410103432762	0.00474715600916968	0.00193016886789987	0.0031962999200085	0.210001559328776	0.00235009730448596	0.00277871525924274	0.00192242661772947	0.00727196457457443	0.0111024164879021	0.00688399699526904	0.00415102331634511	0.00182858594124303	0.428131952441475	0.00230154468539026	0.00198807329033374	0.223470066680253	0.00743468873596794	0.000318110204913276	0.0120696084872494	0.00618330910756531	0.00642038009176747	0.00163222698450029	0.0138685182956804	0.00731571882506595
INS:T:1:0	0.00803963860673715	0.00153104447454911	0.00774056650146111	0.00571354488224251	0.0201294764794414	0.00698764436734456	0.00784998031784684	0.00410364877124357	0.0423096995724288	0.0047543093864625	0.0604940547639039	0.00400544968809321	0.0779619766191253	0.00779144387602104	0.0295070456458557	0.00697683849973331	0.00182180870648867	0.0201620140897119	0.00775320010862412	0.00347297786376896	0.0128942169122446	0.00912502694966576	0.00705581596707672	0.00964423919446962	0.00396037867195472	0.00959141751151077	0.0100898720216566	0.0103155655264402	0.0126234802611427	0.00480031343954615	0.00583608571985233	0.00823512031356391	0.0100362477158406	0.0129708625702354	0.00689786936441208	0.000587109488079905	0.00541720823695914	0.0107795957791954	0.00419755682664408	0.000597717821391241	0.00439672734645536	0.0035105409546925	0.00795094588161784	0.0445972467879042	0.000653014968328436	0.00411291774732218	0.00760048130235897	0.00185334471745278	0.0160092173675126	0.0225000352871458	0.00803861322435595	0.000502421234423582	0.0135767019258065	0.00440179803523677	0.0261708984713995	0.011271984126555	0.0136003481389363	0.00706961316101833	0.00567040820393333	0.00755277358559314	0.000935610919454701	0.00655279299341016	0.00754917940609172	0.0222135138480249	0.0535303912469321
INS:T:1:1	0.00740910826387561	0.000765803617572734	0.0227499045832739	0.00425219407178341	0.0419361926072336	0.00443942737363461	0.015968704518762	0.00626375545048957	0.0206192487786295	0.00319475016482333	0.203368087631865	0.0107047029399956	0.0202446358012059	0.0179416825458738	0.0142439124332028	0.00643891804111783	0.00303375367409703	0.0259755267111012	0.0397799854908441	0.00788963538841736	0.0133947790839403	0.0108742373384975	0.00132174960505398	0.00453839532950488	0.00236510826605268	0.0170138516842207	0.0123316921170302	0.0194858448115721	0.00350382656666279	0.00340926927223474	0.00800639483963324	0.0199527383943665	0.0368135543739107	0.00609215790129325	0.00696451093626462	0.00188725163987447	0.00409312646146433	0.00192272718588577	0.0128757992790686	0.00189335842319341	0.00611098692063139	0.00126976204682044	0.0279845543873818	0.252191857978502	0.00204928952315235	0.00204097050907663	0.0129592590415795	0.00816912256286492	0.030667607187027	0.0200705743704482	0.0242919169290422	0.238157756857614	0.219239513732738	0.0164839798583036	0.00811162895564209	0.0188873450365749	0.00737511045176592	0.0321171680391352	0.00684101274718956	0.0257399721844904	0.0018892541796203	0.0193311713105095	0.00632332913170728	0.0198795707319584	0.00470901387986692
INS:T:1:2	0.00375783010254492	0.00279376903852913	0.0121267630182965	0.00425247995380469	0.0522489611565477	0.00219828119500976	0.0034320029287609	0.00182105444797217	0.00905400081805348	0.00208794616677595	0.123393123017392	0.0055748836304897	0.013707595246061	0.0131752621875149	0.0107571124196694	0.000926365008039534	0.00146639232715085	0.010880199054109	0.0307188665086169	0.0030793695939812	0.00608417844518918	0.0100051030239247	0.00226380161255708	0.00211729483325582	0.00537938704666459	0.0105461603697921	0.00487952057164186	0.00896811335614301	0.0124199887696078	0.00294815584709303	0.00799724090942724	0.00972543399290204	0.0141967100914696	0.00309334260961413	0.00346872181558522	0.0216396583336364	0.0265770175677238	0.00444011978187483	0.00421090645970404	0.000572740430688988	0.00280307667427039	0.00420734562685607	0.03418621122607	0.168928831005527	0.00320442063569046	0.00252105158426027	0.00636493891838193	0.00751685046023828	0.0127762974286032	0.0103451947713398	0.0146556673183406	0.144481794637774	0.0856345117921712	0.00483988814149042	0.00933999014515673	0.00793185664159859	0.0405453992087965	0.0100994294735919	0.00215431897755477	0.0064086541119399	0.0233340231549402	0.00804236956864448	0.00248205639940404	0.00458286334477007	0.00271003594642166
