C.PH.Lung.2	C.PH.Breast.1	C.PH.Liver.2	C.PH.Esophagus.2	C.H.Lung.2	C.H.Ovary.2	C.H.Other.4	C.H.All.8	C.H.Colon.3	C.PH.Bladder.8	C.H.Skin.12	C.PH.CNS.3	C.PH.Skin.14	C.PH.Colon.4	C.PH.Skin.2	C.P.All.7	C.H.Lung.12	C.PH.Colon.8	C.H.All.19	C.PH.All.29	C.H.All.22	C.H.All.24	C.H.All.26	C.PH.Prostate.15	C.PH.Bladder.12	C.PH.Bladder.6	C.PH.Colon.7	C.H.Bladder.10	C.PH.MSI.22	C.P.Lymphoid.2	C.H.Colon.7	C.PH.Ovary.6	C.PH.Pancreas.5	C.H.Breast.12	C.H.Lung.10	C.P.All.20	C.H.MSI.18	C.H.MSI.20	C.P.CNS.2	C.PH.CNS.5	C.PH.Colon.6	C.P.Lung.3	C.PH.Kidney.1	C.H.Other.12	C.H.MSI.7	C.PH.MSI.13	C.PH.Other.12	C.PH.Prostate.5	C.H.Other.9	C.PH.All.11	C.P.Liver.1	C.P.All.10	C.P.Liver.6	C.PH.Pancreas.9	C.PH.Colon.13	C.P.Kidney.4	C.P.All.26	C.P.All.27	C.P.Ovary.2	C.PH.Lung.5	C.P.Colon.3	C.PH.Uterus.7	C.P.Prostate.3	C.PH.Kidney.6	C.PH.MSI.11
INS:T:1:3	0.00459739007622602	0.00248106451700891	0.010598694417533	0.00411572003990767	0.0276483316779816	0.00121672262511837	0.00428535872830586	0.000861408364130737	0.00479277490274004	0.00294363352732134	0.0581538340276845	0.00437431786035788	0.00167220220976455	0.00588925341127034	0.0118805686039864	0.00187248392275249	0.00562784077174266	0.00821626124038738	0.00733592840364084	0.00167426875286607	0.00485968154925354	0.0102512532107678	0.00359803955724058	0.00137726559394902	0.00321161869514888	0.00716987930259761	0.00672791983952796	0.00828192519234386	0.0092802681637246	0.00419900495796189	0.00391126084049633	0.00753423059113096	0.0109443810224502	0.00421133110825678	0.004401610485986	0.0120413385069759	0.0181893721123664	0.00342003708145363	0.00438625723090907	0.00113940882815864	0.0042997917996837	0.00264170972608761	0.0208131237012745	0.0827733750994772	0.00107341982901407	0.00331113285887116	0.0113575723193495	0.00290221074962381	0.00852009457833855	0.00796510566520529	0.0115116465580601	0.0938432362802783	0.0494187592636144	0.00552053239515877	0.0270741254456704	0.00550704735541703	0.0165921123255207	0.0108553914017145	0.0016720491313751	0.00753133617877709	0.0135912591596013	0.00812724181975493	0.00554703729297852	0.00524283097610031	0.00386085822399071
INS:T:1:4	0.0114794224430614	0.00343098436470379	0.00785417778941826	0.00721465470332604	0.0078435129681759	0.00100499933899639	0.00443389566470935	0.00201984001176249	0.00266208982174717	0.00517242307336125	0.0361473427289505	0.00339865831469882	0.00384678342176803	0.00353820439844022	0.0104593668090703	0.000885465355114525	0.00261125839184789	0.00251510583281652	0.00393622160912276	0.00198639484313822	0.00356342276978228	0.00694442487822252	0.00163077434571092	0.00565997107881431	0.00839706092258037	0.0068579023216683	0.00193574632757408	0.00592317130603373	0.0119693316701078	0.00870028118521763	0.00184267125257051	0.00371840004500049	0.00476829202860083	0.00136174975527076	0.00135924539340135	0.0133594937440819	0.0191815553451768	0.00335539319597766	0.00395557162503221	0.000373052592275704	0.00952757912396764	0.00119388288090856	0.0106460268529854	0.0374519352394217	0.0856431862857648	0.0285396117107758	0.00657103576693519	0.00349779451227203	0.00623462823305919	0.00366689172199161	0.00840920780995328	0.0472837687850383	0.0196852138670713	0.0202723024806946	0.0947680314016871	0.00353584230359585	0.0165011137063509	0.00526901522802883	0.00113231323076027	0.00864874116678273	0.0305955616719943	0.00347772048553754	0.00248691410352213	0.00771046571770882	0.00343676226144375
INS:T:1:5+	0.563137155039872	0.119533879191518	0.24218051474423	0.351258451335304	0.0273242712439731	0.0239145725784406	0.0316639350804789	0.0225929014600497	0.0588724565459632	0.0213360812858828	0.0183410249679209	0.0056828954665714	0.0104750683530421	0.0522232274511113	0.056008909594718	0.0189236296729625	0.0114806730070445	0.0143827365567287	0.00741503922783854	0.0182611432839955	0.0511979164889768	0.0800164121141147	0.0375052519885888	0.0170994074795443	0.00865749302484743	0.0893118794227279	0.142328975776672	0.186700062129333	0.0208416869075992	0.316792879378445	0.0156938422521251	0.0518810361988334	0.0375902050357324	0.0107891039444984	0.0200654599439819	0.0234097206580294	0.0172655665479842	0.0214408053789546	0.141447409013934	0.0084239122050953	0.0993814440554502	0.0188691681878391	0.0197338573693021	0.017094300067027	0.0162751564547003	0.013831546275929	0.020966221150661	0.0395182429889629	0.110817388707993	0.0996489714022783	0.156164927317646	0.037968999831067	0.0463363880432064	0.0106223790158571	0.0140189212532492	0.00204127311948876	0.0164266812658231	0.0699579558825002	0.0160112730903759	0.229470156855109	0.0143367052580286	0.125246529509655	0.129613280479208	0.213392673142995	0.0288640952516703
DEL:repeats:2:0	0.00482782853103159	0.00462191269996065	0.0104818608694542	0.00370458013336845	0.00662118432881932	0.0061438810056579	0.0115193698925923	0.0963306418469968	0.00583546415901841	0.00578672378977859	0.0427518617897094	0.0298836191846334	0.00773269341018443	0.0952238971101968	0.0119376922477873	0.00727298110061898	0.0214477156602	0.00598346157271303	0.0282952067572815	0.00806508545785308	0.0124062582690284	0.0100119728202223	0.0131828447906899	0.00298397604070837	0.0189377001426364	0.00632705971210423	0.00943793477655738	0.0136203319073122	0.0129027289082497	0.00286614226493706	0.0224677671577841	0.0174638250831675	0.0195021310361071	0.0057882965733342	0.080739157700933	0.000861355904921546	0.00481699919014201	0.0172824862687345	0.0192397356960317	0.0252939897964897	0.00808288714300078	0.00809947813544157	0.0231445098452233	0.0123230010914934	0.000968011659359104	0.000660497231818749	0.0654401206423955	0.0315539166909951	0.0155276458898932	0.0158104142270883	0.0118127951050075	4.10120974628073e-06	0.0113083112416356	0.00422790536955177	0.000933300170712648	0.0292009753302012	0.00288440704282244	0.0235335408727968	0.00559235675153462	0.0200341878049325	0.00103856646110311	0.0203023414715105	0.00834188759668199	0.0041143361913456	0.00475797732375971
DEL:repeats:2:1	0.00848759915058999	0.00859854773499531	0.0155777867967438	0.00817235191825445	0.0124554508406858	0.00617236202914904	0.0066215359587035	0.248152321687754	0.00325257013147538	0.0169001013989522	0.00369552482464209	0.0229710231763555	0.0071806420088802	0.0184872504353156	0.00643798555393549	0.0097493893240005	0.117419300629702	0.00447562456372926	0.010316938276726	0.0111096984347537	0.01115164219956	0.0107492346301492	0.0108387825286703	0.00147568431330874	0.00584140293259845	0.0122499466187375	0.0164024564726819	0.0205770878789096	0.0121088895691497	0.0113517083582715	0.0208393111146094	0.0160025817822705	0.0237141861271873	0.0117447552582141	0.148945219787917	0.0158821998757129	0.00765346361856446	0.0199855340620409	0.0251701289179325	0.12702752574099	0.017426215931807	0.00885683412865002	0.0201786311344583	0.00966994841322881	0.000245440805055663	0.00208263188073144	0.0141001924984383	0.0241278710170366	0.018300206928969	0.0162550112604328	0.0146522563597348	0.00139385834163483	0.00448247327903165	0.00391892870176811	0.00155853624530471	0.0620393267842758	0.00409413031911328	0.0345520607212568	0.00625102404356304	0.0231856376018109	0.0202414305913934	0.0297863507927693	0.0066055175800216	0.0145677544727691	0.00371734092955829
DEL:repeats:2:2	0.00205102462734213	0.00269681557424487	0.00438521022504169	0.00267137606123421	0.0106879496264587	0.00122634670723213	0.0042153914740404	0.0673056266461231	0.00135712077522533	0.00235803974170939	0.00338258250555581	0.00396313643891049	0.00170445105961926	0.0029026352947602	0.00199994877983572	0.00248742163288755	0.0366096064635738	0.00388824216685713	0.00306991623256383	0.00284037409322111	0.00663328049919708	0.00314888869452926	0.0126563018594119	0.00159000908832255	0.0100831501278607	0.0167191498400568	0.00454058094663447	0.00625411105181474	0.00694066401329526	0.00358440266157317	0.00231442144595349	0.00744659102370222	0.00912129389243129	0.00652705169159105	0.0458970958928351	0.00855773131686761	0.00505096120573139	0.00802564958536763	0.00780386281228971	0.0369597441264894	0.00276050540080082	0.00608832132229897	0.0046020519885044	0.00324801043585409	0.000344587103245982	0.00162560867162091	0.00318320521022528	0.00302472158110758	0.00587491806807371	0.00616166339572678	0.00515498645965716	0.000162389473549363	0.00348527636676426	0.0016687725342132	0.000521669714274847	0.0315854522255802	0.00162030147814844	0.00903873861792805	0.00167865885470568	0.00575889200269234	0.0084207238074946	0.00847482187721999	0.00445280583965924	0.00730863276104861	0.00244632246453687
DEL:repeats:2:3	0.000776935457929367	0.00506009947516613	0.00152111412283156	0.00158135703039549	0.00663818550165375	0.00135723683213165	0.00275498428707265	0.0248531475635973	0.000126740371616582	0.00107257650362556	0.00156671549501998	0.00205884642454659	0.00212506165108915	0.00108462297484221	0.000769051230161454	0.000263402447872958	0.0126289099845691	0.00284625832347253	0.00115813541148895	0.00138953121025024	0.00288142194051356	0.000912448183198631	0.0361000579839913	0.00326610970287289	0.0733322195534573	0.0148288684080244	0.00215811149912012	0.00219015280785123	0.0210852655919336	0.00142717620905247	0.000957554069848957	0.00153567707872611	0.00271484062186448	0.0024368631605173	0.0184792225299287	0.0279533329561225	0.0432558316480679	0.0073162804732297	0.0029873891319372	0.0113429847371404	0.00113449823129753	0.00323316185570798	0.000905575941265755	0.00149149189919121	0.00471819736682166	0.00230878529443832	0.00138468344657984	0.000315557610869765	0.0056923636986905	0.00547694311110319	0.00171775976503268	4.05512873789556e-06	0.00299981438061117	0.00142845734815924	0.00061154560992624	0.0068922973783946	0.00272797432528412	0.00246508878674204	0.00039347850229661	0.00104267024649034	0.0190270513712273	0.00170632841940776	0.000125724294724243	0.0055014373450137	0.00184838814156166
DEL:repeats:2:4	0.00114696643824215	0.00324022188184131	0.00067293119986538	0.000524301330063081	0.00318379782841146	0.000210327924623093	0.00188504169478223	0.00763140012936697	9.00711190733332e-05	0.000182316613432332	0.00098124283188418	0.00110213094044911	0.00364641260584615	0.000575189855715022	0.000232495077661287	0.00027829768519329	0.00322994532537759	0.00172833870767341	0.000599224338389639	0.000704884198203268	0.00195394023132994	0.00126800283153826	0.0816027440070484	0.00400872367622349	0.0532575868709401	0.00759141443795332	0.000723485713558364	0.00130819856461234	0.0320536462955199	0.000523149474686074	0.00106142552019733	0.00127733251921153	0.000914530845623323	0.00126386146603138	0.00826215487669302	0.0263684300709933	0.0383127967688883	0.0113145029669101	0.00448675622569165	0.00404075758756348	0.000440097282639507	0.000495811444706383	0.000173576136685833	0.00443587719842423	0.0021575830649528	0.0036772929366507	0.000608769061686319	0.000170621266342373	0.00292268501502451	0.00344048753014754	0.000672845290117854	3.04134655342167e-06	0.00112156617480733	0.00480705004153273	0.000383103881527416	0.00126263090455929	0.00578521875558142	0.000674457504655195	0.000176761016989047	0.000168862650944926	0.0299231265630741	0.000469616297885815	1.80483868419042e-06	0.00502388061607379	0.00155863336136944
DEL:repeats:2:5+	0.00192102863664136	0.00956233620806921	0.00053165050434227	0.00143158255787342	0.00292881963236238	0.000330694154853503	0.00611471168546739	0.00667661679350653	0.00018510344945154	0.00189631360224091	0.000675648144622769	0.00395462533878862	0.00421604039451195	0.00192605650392813	0.00034146340227301	0.000884718358643681	0.0115983382259456	0.00318919579004399	0.000682746546836277	0.00131976792848412	0.00444788407291889	0.00141557209827899	0.31120910839015	0.00919986376463332	0.170134308555598	0.00667648613778176	0.00303668671657501	0.00441683435547277	0.103760035871893	0.00100344637941902	0.00132000335699285	0.000730552345254986	0.000299732633626561	0.00211966013903589	0.00498757097350736	0.0289425689346379	0.0787423362500811	0.0331920647497658	0.00789313048639352	0.00525801972813439	0.00134427968313345	0.00110157800796288	0.000223572268044686	0.00143134052259745	0.00324272855523892	0.00161512782340586	0.0017411331829689	0.0012793960124276	0.00770746510653649	0.0129216854623754	0.000645306518093489	2.25796941087366e-06	0.00131530240687898	0.00287258742584373	0.000234800061360777	0.000183279899223088	0.0127015983386015	0.000639346417332423	0.000476474522203351	0.00251378276779935	0.029537517412511	0.00140281488801297	0.000967604739252939	0.0132249925779753	0.003411482616708
DEL:repeats:3:0	0.00215973721411576	0.00120700625520259	0.00508137812333183	0.000888038974933213	0.00100759766144294	0.00539933175877003	0.00289103382817728	0.00280452927323232	0.000846150979713563	0.00351411477003333	0.00163952384673909	0.0187484193094413	0.00133886220249863	0.00727366679895126	0.00320850923711849	0.00536670995287755	0.00638649977013316	0.00501480054328206	0.0184619824190728	0.00535405265572477	0.00350788358311969	0.00319484277167488	0.00297409762599176	0.00145619939513247	0.00666853302600176	0.00148263180092843	0.00188079834853496	0.00504917056396191	0.00462390989488421	0.00109205954131375	0.0182996500152869	0.00470105948235422	0.00815580479803583	0.00167881652115875	0.00177962864217424	0.000288401846750268	0.00178187916064884	0.00558146901534346	0.00477139201215963	0.00746394016401842	0.00325312666639819	0.00718542343065881	0.012484005579618	0.00465681467975497	0.000319723790077512	0.000292794140274217	0.00720923486999409	0.0196446908739638	0.00780907981995437	0.00707955977479197	0.00567517618485958	0.000170868379092235	0.00645289037583761	0.00541977913392497	0.000348448102770824	0.00325600255186172	0.000278925534265606	0.00951792949809848	0.00339358756636728	0.00722071640065808	0.000435031501084519	0.00571496521471933	0.00504926662396111	0.00332525910712289	0.00147253023855353
DEL:repeats:3:1	0.00634904272398959	0.00628162729163254	0.0121984821227075	0.00736368109690257	0.000703669354657291	0.00537740371801896	0.00459097196133236	0.01642172966797	0.00256447853571269	0.00275172493460547	0.00418848412343754	0.00851969197246603	0.00537134397769541	0.00515969117784781	0.00251136078529781	0.00375448087748411	0.108298945309247	0.0173526038131063	0.00939984542509592	0.00532286338447401	0.00792956209540093	0.0042480955082428	0.00774417288203275	0.0012529995341514	0.016140848923776	0.0031560748443502	0.0137528711471029	0.0174865521293979	0.0135722879859945	0.00854206480625338	0.00952801640622659	0.0140993225581147	0.0245095218327069	0.0117274621524825	0.0196354631351238	0.0179463021585988	0.00738861989415192	0.0222018385552321	0.0253639331755186	0.125774553480729	0.00596413058642046	0.00731391552964038	0.00763415518611797	0.00501559223660437	0.000273435053956459	0.00336467252516968	0.0127201832348999	0.0100463273235691	0.0201663139325808	0.0121028497373875	0.00935322936500061	0.000474127495275084	0.00384807789948059	0.00322037275721375	0.00125047214918413	0.00155706817039083	0.00230226045046116	0.0374560865089807	0.00450866025365471	0.0256288050792151	0.0232351374480059	0.0276255063269749	0.00539345320111853	0.01386381819947	0.0029484697835707
DEL:repeats:3:2	0.00113778987060249	0.00217208724074408	0.00285112860669467	0.0021817672071189	0.000290625610423972	0.000347092912655749	0.00100452896384488	0.00152838338772974	0.000615679766267938	0.00250840609321168	0.00224503550576088	0.00151095444801074	0.00119152622496339	0.00129499814269112	0.000339568599515069	0.000791043724282811	0.0304601338994446	0.00313011093341809	0.000285902944298107	0.000686330665919947	0.00191763229070934	0.00221747304315905	0.0039610875578823	0.000754543515091168	0.00814497509626863	0.000541087801084244	0.00261525929554548	0.0047694594924899	0.0056734836039562	0.00275791441585064	0.00118862045636894	0.0023957923330109	0.00519541499693542	0.00109239515634529	0.00283870695563473	0.00717473378468436	0.00420643541968698	0.00865247286743358	0.00551611387433193	0.0370058915789564	0.00175170016475549	0.00348507899751672	0.00113065921873649	0.0026086357217063	0.000176130482667508	0.000989945227378363	0.00137637378783935	0.000632940100303133	0.0051101512763728	0.00333925031030371	0.00204072732436598	0.000171651756234783	0.00166042844543441	0.00189192234983473	0.000340027607767156	0.001226623703119	0.000921199510388667	0.00890783377735807	0.000767127834601483	0.00627215857693902	0.00815747623665029	0.00512098135605013	0.000281190026914561	0.00333531630223991	0.00080920251606817
DEL:repeats:3:3	0.000428421618926148	0.000603107358279824	0.00075974449147207	0.000385569208036892	4.12997426764897e-05	0.000313076085834945	0.000474420113112088	7.53279227923252e-05	0.000100815310604065	0.000116621906396912	0.000561759851337369	0.000444434467274578	0.000502226164087956	0.000494912068691612	6.73480583376582e-05	0.000291200931924705	0.0060525984115942	0.000921254497354779	0.000736995261856602	0.000425314306088641	0.00070912449176543	0.00024776583683271	0.00315530644875796	0.000537028204021409	0.00359526446448525	0.00019081124249334	0.000922446229689243	0.000912716545273492	0.00263469504357232	0.000589176823849339	0.000373755135843166	0.00130099709255893	0.000278203064317558	0.00137191215161332	0.000767031425047879	0.00201119385732939	0.00262590317594427	0.00258666692334628	0.00213823020431393	0.00811272870805448	0.000431175368692125	0.00045687956325354	0.000204244772238723	0.00237327502200975	6.93717132848673e-06	0.000223533201653121	0.000541772438091095	0.00100684503166369	0.00143823302826094	0.00116408198300401	0.000607342751041725	0.000182849441272381	0.000479107352300687	0.00139487292774797	4.37063788285614e-05	0.000774208895833221	0.000599843331941205	0.00119576460392569	0.0001878862938821	0.00142097833657702	0.00119297414489364	0.00115549684352937	9.48884338007347e-05	0.00167950104587248	0.000335490263709855
DEL:repeats:3:4	0.000187976163666974	0.000380668300484808	0.000123975757687429	0.000274461853132877	1.24556723127187e-05	1.92938068933792e-05	0.000288244401383533	0.000361425977233661	6.62704181437836e-05	0.00066571096509527	0.000115558209609233	0.000264958460340373	0.000623885332260206	0.000362696653187197	0.000119053776047213	7.67044068437493e-05	0.00214360645185476	0.000820628933768969	0.000489007599616069	0.000627336101004696	0.000246233832090448	0.000195125858510267	0.00506131301991764	0.00148502912100552	0.00352425038771281	0.000550907926147733	0.000277319134900023	0.000578705349755542	0.00161418205836078	0.00020145808748365	0.000213735166039548	9.63342189781007e-05	0.000270695208615499	0.000268298618076469	0.000258352760347107	0.00120593034718458	0.00141704621062274	0.00150011732883444	0.00262707699107289	0.00306289766484044	0.000169067939821457	0.000645965208747935	0.000148238879381939	0.00115680767302105	8.04220746930762e-06	0.000323916436779451	0.000449673720383965	0.000402146634906363	0.000998144098092569	0.000652098053442361	0.000143117014664045	3.45607562888826e-06	0.000695912507265109	0.000947826976051323	0.000208163801655297	1.48137735655239e-05	0.000143096713004822	0.000887772310117389	7.73606672321555e-05	0.00103345568477421	0.00181758613305413	0.000995473794846795	1.22306621471202e-05	0.000467617457383731	0.000341764838371672
DEL:repeats:3:5+	9.40859474854736e-05	0.000394979452742272	3.75407313993619e-05	0.000114351549119047	1.53742052080138e-05	6.98528398948197e-05	0.000234561215129012	4.62663029688544e-05	0.000143350594487526	0.000193909797026818	0.00243874579932549	0.000189908968373915	0.0024418951380503	0.000179569055386381	0.000142141269185808	3.20442332236372e-05	0.00247762092827383	0.000845745330403265	0.00037424374169359	0.00036346919847757	0.000413318591840793	0.000289089697544477	0.0123854501451938	0.00100546154303453	0.00649297830633124	8.8817091168003e-05	0.000250198219957167	0.000541567100504361	0.00375271921193162	0.000101544131279282	0.000261838820973789	0.000298856595356915	0.000111465221063947	0.000728138536602891	4.66677674037405e-06	0.00147501183662613	0.00240918382791051	0.00317097764451828	0.00113773278475962	0.00222548222939065	0.00017885758560837	0.000606315494339887	5.86194535842583e-05	0.00119704517425747	0.000196512260375982	0.000362870255978705	0.000924536093825049	0.000196784364893271	0.000546704919729635	0.00056145157203132	5.54769497748041e-05	3.68648067081414e-06	0.000307051635725474	0.00231433972656311	4.94346067222129e-05	1.97877413320502e-05	0.000616501801271983	0.000415512523746115	5.74078830527181e-05	0.000800791873106565	0.00254929525788702	0.00108985417606369	3.15846769733324e-05	0.0011537472729966	0.000109533037449055
DEL:repeats:4:0	0.00171597444162676	0.000870744274534644	0.00424974921149474	0.0006407094665863	0.000585531061407098	0.00450830867678489	0.00285053178140489	0.00189102186117914	0.000724712766081837	0.010393772141773	0.00074077488125225	0.01568313125796	0.00292501653326698	0.000919587177584078	0.00330820463572241	0.00360731618814264	0.00422959065557626	0.00194964029160616	0.0215349526868859	0.00460074257137321	0.00271977299567553	0.00403318122120034	0.00273221027226777	0.00143512387139079	0.00226848951219695	0.00368023628114632	0.00273322809436908	0.00399000442695102	0.00152132059103069	0.000728435844281133	0.0152325205868249	0.00424088559839591	0.00656779814704852	0.00140096865691011	0.00533953927526637	0.000238990173284517	0.00102347548133728	0.00198737107136175	0.00422041754012695	0.00680093978006899	0.00483001671956191	0.00662851173382416	0.00874894880588096	0.00204473705366593	0.000164895948569162	0.000464825618337292	0.00264048062373683	0.014360633009192	0.00512760121182635	0.00699041050282408	0.00446159115509312	3.13350857019202e-06	0.00541345383855129	0.00322037275721375	0.00037267850676097	0.00382454869352249	0.000270227136844965	0.00771410806544561	0.00302455558754416	0.00671396970957525	0.000384604506225561	0.00406155624380467	0.00137826314114086	0.00231165556306841	0.00131076952761883
DEL:repeats:4:1	0.00526702677349978	0.00626992454308874	0.00970385877193659	0.00370247946723853	0.000453731776895818	0.00292918328480812	0.00538055375013888	0.0206526777787478	0.00157862683943193	0.00759229312757457	0.00133092331009478	0.00470923853270572	0.00229165523564663	0.00373768420057769	0.00104860902308834	0.00359153349347661	0.0492372269043095	0.00483120021714218	0.0041074511854317	0.000699416490576198	0.00651917945205899	0.00450634993464269	0.00294800640581479	0.00204392815155131	0.00348025561106694	0.00152820110491339	0.00778349912189455	0.0150876901290131	0.0077869787166233	0.00569334963873007	0.00449702960758442	0.00782284261879276	0.0223094134531088	0.00415939501789825	0.0230328766021161	0.00832810858955096	0.00407711541301982	0.0133820499571447	0.0403969279523005	0.0932936395222275	0.00363683302687549	0.00680201618164383	0.00478983132816003	0.00689831393396805	0.000130885391790564	0.00124416402352776	0.00256361628038727	0.00391198339395638	0.024987520764352	0.012650172667041	0.00773291617084884	0.000318788416008653	0.003648040433841	0.00416969237417224	0.00105147351215868	0.00176781302206387	0.00117603717487404	0.0325457283327202	0.00391904239259129	0.0196213599533917	0.0091858117278674	0.0212848634865649	0.00285275874488983	0.010373920955197	0.00143651490537905
DEL:repeats:4:2	0.00163919076135171	0.00242814164217303	0.00187613433713405	0.00116437732239078	0.000104740832412889	0.000931449443167627	0.00329128638133246	0.00505189739065709	0.0002224677086886	0.00100253435274221	0.000960201886203886	0.000547342873302181	0.00251434042161015	0.00110610851394823	0.000301003886609935	0.000423176693025682	0.0132722792395411	0.00477819448836407	0.000557893061349551	0.000511247332971409	0.00201312683567404	0.00176025723144411	0.00702993943306017	0.00124922184593355	0.0074870339188411	0.00121341214588599	0.00316084329696324	0.00432295196866901	0.00537145134934255	0.00167697161682194	0.00191358524353344	0.00181800123519496	0.00509177486491306	0.00265265795659599	0.00745778923772215	0.00169811424410385	0.00382718796450857	0.00684361079961971	0.0104814665295555	0.0239699255148608	0.00112400391737248	0.00132756871244836	0.000680432680434063	0.0031608974749288	0.000167167411747516	0.000329011293550654	0.00150413479097443	0.000426123782664497	0.00777180395337168	0.00507486262509333	0.00141805885318536	2.02756436894778e-06	0.000713481200857053	0.0015404054161968	7.94505208849471e-05	4.79014721863292e-05	0.000502292073865683	0.00656240175373873	0.000427043389968725	0.00530766498178148	0.00194757480855964	0.00532651848266212	0.000188989650728578	0.00546206772191744	0.00159548288655098
DEL:repeats:4:3	0.00104006294080234	0.000920691364852119	0.000712273594967518	0.000639076034949306	9.72672160713804e-05	0.000361737688013144	0.00260054421834607	0.0029958228867212	0.000133668582998279	0.00134246305742338	8.75036153688411e-05	0.000456821590222345	0.000836177523957762	0.000353388287523366	0.000178467858729752	0.000179068461690248	0.00866234102384848	0.00177409214358047	0.000439170268844687	0.000764462207529944	0.0010017838556145	0.000333743373478886	0.0136471378710274	0.000706030045346176	0.00445450650097093	0.000307835307761575	0.000558522090143805	0.00201591077890268	0.00478060531793976	0.000192013589307701	0.000632068121131823	0.000417393678146581	0.00183103911239634	0.00102309783245851	0.00562859942656514	0.00105597903103636	0.00313962519184748	0.00391527560171316	0.00755886363601468	0.0115840936886499	0.000639850316840051	0.000887368209036335	0.000394556266631958	0.000647733624791611	0.000173613455902305	0.000362550007838801	0.000650057678553143	0.000416121106045821	0.00340082103660142	0.00335133235073335	0.000545126461610509	1.61283529348119e-06	0.000510026117011131	0.00425999714905587	0.000203065678829948	4.88746397928234e-05	0.000166400111930147	0.00234719754463639	0.000264439833182799	0.00178515097925799	0.000554389399263589	0.00199056665499381	0.000375636851250015	0.00389612706513004	0.000844129772711693
DEL:repeats:4:4	0.000125357348827013	0.000243546754940214	0.000264544754018462	0.000113395670466404	2.82302308110028e-05	2.9602528994911e-05	0.000708438946425088	0.000970226708713483	5.9552020103615e-05	0.000765495152462096	7.48122513077115e-05	0.000333983966831581	0.00048740086344385	0.000260377877041104	4.43701008201005e-05	8.43339861827105e-05	0.00298119910699316	0.000812630081337664	0.000255385214288759	0.000531434509606721	0.000419124907029964	0.00023193772108011	0.00293731777570028	0.000397253739961042	0.00251590708246587	0.000354265643799824	0.000416448471066499	0.000359993031035912	0.00123094583821706	9.33038592070584e-05	0.000515103074412845	0.000572851527660358	0.000331064713126843	0.000363847852962138	0.000559826537775271	0.000558902889219485	0.000901134649633101	0.00192757638880078	0.00300439249843316	0.00449035062020404	0.000198698943845142	0.000320786880040401	0.000136362173912169	0.000190042291990353	0.000200011541488582	0.000399320316993254	0.000958380641403515	9.41227473045177e-05	0.0010387619389206	0.000982381406387891	0.000272281793015152	2.5805364695699e-06	0.000617253888234913	0.00172922449095348	3.74626104244812e-05	6.07689105388645e-05	0.000413992957343682	0.000799131764603743	0.000136804548670531	0.000676561771516061	0.00095402256466037	0.00106967987436347	1.0349021816794e-05	0.00196342728791966	0.00019516466043489
DEL:repeats:4:5+	0.00014381310051813	0.000380553076505139	0.000116323590389947	0.00018972994832413	1.5166042792461e-05	5.60231121419109e-05	0.000225580381338312	0.000116208189939702	5.67239111042727e-05	0.000401275967868664	4.64236738025531e-05	0.00023344962478484	0.000416789637695635	0.000124164442185994	4.4221328558692e-05	7.29311169782044e-05	0.00484298367231632	0.00222549404912042	6.76638476337742e-05	0.000151645537449571	0.000305642084694016	0.000244679025876808	0.0067900070937332	0.00146216416600275	0.00720043129027343	8.59397182304213e-05	0.000131116338569723	0.00065290416567701	0.00395239129404481	0.000144028597183234	0.000108324266307528	0.000172847152612506	0.000262626907346949	0.000899831938944686	0.000261526168530562	0.000256449873517424	0.00231790716712004	0.00466752187646798	0.000843443749252548	0.0010865657282498	0.000128022476700599	7.00098258663927e-05	1.82106627519278e-05	0.000357548305284135	0.000203081086324196	0.000170575804699874	9.33105429401183e-05	0.000119807669119499	0.000662318532259131	0.000778632271067369	7.25890415155423e-05	2.07364537733295e-06	0.000264438208715225	0.00284049564633963	2.74954938895275e-05	1.39487356930846e-05	0.000280863638730683	0.000287307221763484	5.10962880571818e-05	0.00019184872359562	0.000637036773232469	7.10671775905076e-05	1.31906827238172e-05	0.00063424344884502	0.000215185268604386
DEL:repeats:5+:0	0.0118442427900198	0.00316509250727149	0.0430956668799915	0.00410207074763185	0.00655850401681138	0.0729348152637551	0.159101487256348	0.0146486645439049	0.00533600349951169	0.0172950977257072	0.00988490268729614	0.112074457106478	0.0067186122784974	0.00730585238068593	0.0361199873792077	0.193960034258663	0.00249911332549668	0.00951687464571749	0.0516666073957603	0.145085421846229	0.0287206870991738	0.011791486497885	0.00127763388298304	0.0028032434833387	0.00248068296868831	0.011715823368059	0.120393152490809	0.0242079836611303	0.00262649161637971	0.00368046204251976	0.132561870553495	0.012656690851911	0.0453355521902033	0.0184039181022584	0.0261834175795426	0.000493058084941963	0.00218863277597551	0.00392778144080975	0.0103511547759585	0.0039959886507463	0.0138136036882913	0.0674507936065575	0.0531657835440208	0.00902819714605484	0.000186014417038184	0.000435275449064315	0.00913196872002085	0.116338360278495	0.0364257119595088	0.0463626585058421	0.0439936694495763	0.000995441943136589	0.0570198091559273	0.0149555155693641	0.000648148986166673	0.0152632688699902	0.00216779291686037	0.0455433573746798	0.106388674258706	0.040270654597857	0.000710468073125683	0.0314384798230927	0.0964403838646116	0.0195612108101472	0.0213808126408379
