C.H.Colon.3	C.H.All.2	C.PH.MSI.1	C.H.All.4	C.PH.Lung.3	C.H.All.6	C.H.All.7	C.PH.Other.3	C.H.All.9	C.P.All.12	C.H.Bladder.6	C.P.Kidney.2	C.H.Breast.13	C.H.Colon.7	C.H.Ovary.1	C.H.All.19	C.H.All.20	C.PH.CNS.6	C.PH.CNS.3	C.H.All.24	C.P.MSI.9	C.H.All.28	C.PH.Other.4	C.H.All.31	C.P.All.1	C.H.Bladder.1	C.PH.Other.1	C.PH.MSI.6	C.PH.Lung.5	C.H.Bone.SoftTissue.1	C.H.Lung.11	C.PH.Breast.2	C.H.Prostate.7	C.PH.Ovary.8	C.P.All.5	C.P.All.2	C.PH.CNS.1	C.PH.MSI.11	C.H.Stomach.1	C.PH.All.6	C.PH.Lymphoid.5	C.H.Lung.7	C.H.Prostate.4	C.PH.Skin.4	C.PH.Skin.9	C.P.All.6	C.P.MSI.3	C.PH.Uterus.2	C.P.MSI.5	C.PH.Skin.2	C.P.All.20	C.P.All.21	C.P.Breast.6	C.PH.MSI.4	C.P.All.29	C.P.Prostate.4	C.P.Liver.1	C.PH.Liver.4	C.P.Breast.1	C.PH.Biliary.5	C.P.Liver.4	C.P.Breast.4	C.PH.Esophagus.8	C.PH.Colon.20	C.P.Colon.3	C.P.Pancreas.1	C.P.Head.3	C.PH.Lymphoid.1	C.PH.Lymphoid.3	C.P.Ovary.1	C.P.Prostate.2	C.PH.Bone.SoftTissue.4
A[Del(T):R(1,4)]A	0.00477802772013754	0.0183897090188531	0.00336723499989087	0.00324898415930105	0.00948707243110885	0.207691450584141	0.00490142820617747	0.00783088082458995	0.00285579611286728	0.0137236940354741	0.00693419592286698	0.0571303617979887	0.00809801738988838	0.00661785307281188	0.0102822796866585	0.00358948812511643	0.291612714695396	0.00326132190663264	0.0308242240701524	0.0111176353470361	0.00263758835902645	0.000589971687803946	0.0217948210505503	0.0137180407061907	0.00942598806214028	0.017209652907737	0.0095855895735082	0.0174846928210631	0.011888971319217	0.0278149097992228	0.00243204280928708	0.0118600550795298	0.0212573300676447	0.0106684797544427	0.0368754426721682	0.00773236247353304	0.0045718038354636	0.00132460202075274	0.00411879969240311	0.0076427855322299	0.01139608831397	0.00299087140295239	0.00606586079737704	0.0251405958946213	0.0476014428725085	0.029109763517222	0.014919939166618	0.0157556568591562	0.000769554934635082	0.232718314546454	0.0176988989818926	0.012775386060837	0.0112896130009478	0.00489211569140522	0.00427047716568185	0.0296121098216002	0.00871967228749754	0.00421983914205216	0.0100845919165683	0.0328216383312494	0.0129311800867905	0.00930605225493872	0.0193897631363612	0.00542697513133968	0.0760391217091893	0.00932737513867051	0.0141160334410974	0.0086695872705858	0.0346482701786118	0.0249279659070388	0.0338000599303693	0.0197270356839986
A[Del(T):R(1,4)]C	0.00147222999027003	0.00448860997646775	0.00130032287933111	0.00171289269822979	0.00493302160017603	0.0068384616793419	0.00659922825496216	0.00363537464355008	0.00309579663540361	0.00704861630248382	0.00553606439220272	0.0447364119882282	0.00362676984374782	0.00406750631580835	0.0043411324513509	0.00141443844291974	0.187506247900116	0.00246167603136897	0.022623758157889	0.0042778707010968	0.00112331414302133	0.000282572849902515	0.00826808416224081	0.00595606154063306	0.00382903894269711	0.00924577862350291	0.0046453614911468	0.0069918595312502	0.00701029880838228	0.0202065218958342	0.00240556511588658	0.00625260274536237	0.0126081507325559	0.00588745574077055	0.0161725701842804	0.00322934713296243	0.00103281311357897	0.000774113237071434	0.00167754662273539	0.0034190391632306	0.00328049736038651	0.00252347458967835	0.00439570383736066	0.000879071488545644	0.0108599298110394	0.0231208417236159	0.0111925331072923	0.00531651886307471	0.000382616729920077	0.00928584081490417	0.0101393375725757	0.0112309374125804	0.00508262888896106	0.00481617900488633	0.0024882119222292	0.00622054220262079	0.00333986252821523	0.00222973918344492	0.00533818046319263	0.0266997277283195	0.0109975378168215	0.00567006067698098	0.0133370699694107	0.00389471011639082	0.060518748692817	0.00411970492340402	0.00679798578120534	0.0074600997633363	0.0161413959930262	0.0136726034121516	0.0210608236452103	0.00570753905281168
A[Del(T):R(1,4)]G	0.00117589840857157	0.0119300614445616	0.00145582958956767	0.00133959691148595	0.00360381629250987	0.00718078396665636	0.00112497970364989	0.00152637689679745	0.00118482256859357	0.00404075509107652	0.004093227092557	0.0406006569774451	0.00242313141583157	0.0040860963647553	0.0054213379694222	0.00186085370037006	0.0955515526953722	0.00232103041627063	0.0253556895477005	0.00642469138687273	0.000519513668432887	0.000322170687458419	0.00863636549529584	0.00406774352397902	0.00457871553936654	0.0117402603003098	0.0040818678400976	0.00832121377154985	0.00511554647816156	0.0181065575772818	0.00792911673843582	0.00368553232085554	0.0123358963275674	0.00502071168051584	0.0220489853576598	0.00259651517568545	0.000928030232191303	0.000426339965031772	0.00163347053229948	0.00255773596302069	0.00813844885746708	0.00140242901409035	0.00105068190185504	0.00339881652917972	0.0136406881949256	0.0199743681105905	0.00465825409849479	0.00409853012275971	0.000193801523495574	0.0106963131581561	0.0147460850272569	0.00572709018388239	0.0021748951084052	0.00454119643895704	0.0011990345685206	0.00648682277602791	0.00489550423054089	0.00221521030554397	0.00611673931641726	0.0236244837163323	0.00650998908256478	0.00649781246657898	0.0109972353674006	0.00175488099545952	0.0356678612761211	0.00398910312456039	0.00672049516521291	0.00259112191233863	0.0203824403412297	0.0137647947450253	0.0229276122235152	0.00857683334328581
C[Del(T):R(1,4)]A	0.00189314401143761	0.0248655451840565	0.00182208881499325	0.000657187797145598	0.00398291351311139	0.0504683458004845	0.00838491881869188	0.00495838227787658	0.00124726981583023	0.00821562814256119	0.00401292228531255	0.0259657398905101	0.00322035938991025	0.00914431465215127	0.00680697592558828	0.00472868731520489	0.00192533343291588	0.00206638629951303	0.017883674868825	0.00659649085236631	0.00062742085151312	0.00047937616494273	0.012669092189469	0.0057236098792387	0.00525470914850801	0.0102705008071465	0.00304388265444167	0.00924732815151008	0.00708419757527756	0.0148961909153673	0.00205297367355328	0.00630091926091761	0.0116869045753094	0.00867099540327672	0.0305729026336697	0.00375007216505803	0.000699701656975034	0.000132396937501149	0.00254180916235657	0.00347087343020425	0.00550789227354545	0.00324516175111724	0.00219727861403571	0.00542801891074897	0.0241133217636993	0.0213918731165575	0.000543054726520748	0.00263455726163971	0.00058629591008977	0.0556736782489115	0.0176201278042263	0.010101926523707	0.00424526769870351	0.00523339070376529	0.00200219856929214	0.00622298514366122	0.00766302083036596	0.00216649711582504	0.00734177817319126	0.0270580668838502	0.0195041613079604	0.0050600724837777	0.0164443853516648	0.00375947692440741	0.00941347215924316	0.00496885589485437	0.00908177649207563	0.00368289192447153	0.0338484891144312	0.0166659020147562	0.0213040161578074	0.00785735186709433
C[Del(T):R(1,4)]C	0.00225634363747945	0.0130899660184469	0.00217068373222649	0.000928590247929508	0.00576090259462144	0.00660786680289864	0.0064231219378272	0.00238176584718489	0.00278008028646107	0.0042291233853587	0.00436907824486476	0.0290427235369338	0.0105238173950267	0.0120688364809918	0.00569980022341012	0.00660406562317568	0.00268246377095312	0.00323467479319355	0.0273973222705598	0.00732950960036704	0.00114115793035614	0.000429801528471374	0.0143224221947668	0.0068364355561928	0.00329004380369798	0.00988950408133325	0.00127560189022325	0.00608727240059397	0.00385629547466993	0.0191101733773952	0.00427452834465652	0.00771195188241826	0.0120587292499883	0.00643897261867689	0.0202238065800294	0.00281757085367904	0.00088092562608504	0.000186772838962019	0.00272388226542295	0.00362110956158064	0.0113451971317385	0.00268753913177158	0.00283578067862941	0.0038772155061297	0.0145504191483157	0.0192124662159988	0.000941563215187254	0.00194209832787321	0.000192519327677298	0.00924302639953833	0.0167192427437327	0.0175791874794506	0.00582964010593977	0.00698645137826397	0.00128855990153166	0.0147981153524187	0.00417774936332125	0.00273039646246401	0.00593160898174931	0.0212308292832375	0.0194139607328967	0.00613620843290309	0.0107625959026157	0.00298455266095297	0.00840428570418188	0.00308654007956081	0.00656775824525336	0.00371471150119721	0.0213916075637276	0.0143144032402603	0.019683816866054	0.016152222822805
C[Del(T):R(1,4)]G	0.00112138823202443	0.0251980877636881	0.00147190213279493	0.0010802028973472	0.00412905571887056	0.00527633120877154	0.00486261409266485	0.00332415890539291	0.00094232363674796	0.00212653355163597	0.00765727034191138	0.0275560875208977	0.00240314315867102	0.0164447224383682	0.00787211245273987	0.00632923403041266	0.00102141342841054	0.00127714355032482	0.0232491228437859	0.00746804889081613	0.000747028076220288	0.000185279725595235	0.0144050347179444	0.00526565247471914	0.0045344363961737	0.0112192879665287	0.00196848416566976	0.00874793790385725	0.00489900984114209	0.0202994298176762	0.00317418017251265	0.00334163814230991	0.0120686432449005	0.00542232574824243	0.0300559437152845	0.00309076095753539	0.000301969548227926	7.50476010563792e-05	0.0018625611130925	0.00276850276527872	0.00926193639740803	0.00502261460399579	0.00171617644874791	0.00194002221603845	0.0109778654542018	0.0238650795485307	0.000451203826010837	0.00135878941068193	0.000584063939591291	0.00926000249512339	0.018909262335049	0.0160557469550946	0.00447084737055004	0.00540694020865154	0.00105357225439503	0.00293030777799855	0.00736929563810034	0.00161762839512262	0.00784142804964379	0.0287560721292178	0.014162852710395	0.00725609641831058	0.0162580673119043	0.0025269802715379	0.00364736283931651	0.00408018215918217	0.00968169700101773	0.00370444109791134	0.032767693322862	0.0143408972341883	0.0224658847517641	0.0105604710256466
G[Del(T):R(1,4)]A	0.00169718353638296	0.0078451651866702	0.00118412951128906	0.00140514200689835	0.00322234810894009	0.0980958949586519	0.00289511943844593	0.00393176788030961	0.00718109321223614	0.00612062739036391	0.000331981728917794	0.0193391077216405	0.00465072325834126	0.00523611297499108	0.00543035504825583	0.00142424976725931	0.00400030116043829	0.00285051466269767	0.0151849972040106	0.00400001874977308	0.000638031663323323	0.000254240803370003	0.00770604478527005	0.00428074323421085	0.0029521487789656	0.00806468044841396	0.00210024678855642	0.00730204762349419	0.0056652941947555	0.0125412178786879	0.00274682258154844	0.0049988286462834	0.0079397746380522	0.00236527553547976	0.0217363919943938	0.00312883226892702	0.000354279233747724	0.000325614854952204	0.00212233558426229	0.00605122370004823	0.00403411813861792	0.00293267419239255	0.00661811772011186	0.0107189384103492	0.0139356203684721	0.0127880420871636	0.00288026675916711	0.0113533503464175	0.000193659057293543	0.111707302684579	0.0114352440133151	0.00359368285995543	0.00145386689027793	0.00499674633302115	0.00074341765368403	0.0101121472800294	0.00351088176068158	0.0027200342747719	0.00474097377454069	0.0179706881512924	0.00818765566461415	0.00162787277111074	0.00660893410222505	0.00108717255947698	0.0157367810932461	0.00280388484427057	0.00509534818265597	0.00353228673068751	0.0171609879159879	0.0116743379772197	0.015935215516953	0.0068292294716867
G[Del(T):R(1,4)]C	0.0012457052295373	0.00379318257981865	0.00119972320472812	0.000742856051813004	0.00186370729602287	0.00493462181054556	0.00576639846978164	0.000758957504513196	0.0090192056645224	0.00242207690990628	0.00230582421790983	0.0203584857052639	0.00118495830276883	0.00398863233833317	0.0046076867577855	0.0039031985792213	0.00231181900630545	0.00155628441367909	0.016947655506138	0.00282548733803573	0.00052700365324009	0.000197886068410884	0.00522215318320732	0.00270322548502367	0.00220765804054272	0.00798159627221781	0.000581287226265134	0.00500312844051574	0.00395010641558648	0.0144769163860741	0.00120635418924731	0.00313802085882493	0.00637361830991046	0.003403329625014	0.0143273347401867	0.00229365955576103	0.000217455137069669	0.000200026767241313	0.00171064533506121	0.00432573929111274	0.00392690163096751	0.00101762363030412	0.00748326901578402	0.00201026237736175	0.00940944453314316	0.0100651972013161	0.00216000566383391	0.00738622570272456	4.46394099695759e-06	0.00779463847352238	0.0115359786851624	0.00603197515202977	0.00261129138456905	0.00463110322859383	0.000872344807816911	0.00159198324468172	0.00342426106880255	0.00187693759729867	0.00528738506524519	0.0147659655118036	0.0101527138612157	0.00241533126065796	0.00613586563161287	0.00203991989661104	0.00972028292211899	0.00247384680893118	0.00549292717435443	0.00387861219887131	0.0106404294350865	0.00648371055463967	0.0104603516407783	0.00543345770437251
G[Del(T):R(1,4)]G	0.00190085254672724	0.0098549479313473	0.0014350947818928	0.000915358820689349	0.00302292641367896	0.00533340418358711	0.00425344552119652	0.00181601198157875	0.00603401428448641	0.0034808863430816	0.00248663421690146	0.0185748584993059	0.00379431539198882	0.00574155434783079	0.00682308508889779	0.00256340773329592	0.00202156411830209	0.0013447348108039	0.01566604072342	0.00464018057924507	0.000543648063922761	0.000184609449699107	0.00977187793591523	0.00487385451921216	0.00348315595547885	0.00749143709546545	0.000815360053279831	0.00965010205407235	0.00469184315334075	0.0153011613289998	0.00752928451938796	0.00304091190949541	0.00857818198180773	0.00324921855808814	0.0219106909910337	0.00266377558500051	0.000653455480196134	0.000154586986875669	0.00177095886715828	0.00374519464061664	0.00464696873142256	0.00185317036126258	0.00583975447636424	0.00223340253622181	0.00956741987839413	0.0115330042455303	0.00268972645733741	0.00490800787477857	0.000193611568559533	0.00833530322818216	0.00888315833036853	0.00980041635457978	0.0105467354428773	0.00407684500539506	0.00110355448485395	0.00661833443537118	0.00480559969286412	0.00167603477515285	0.00664385307861435	0.0152876903446155	0.0083773934357944	0.00351649908047445	0.0105547889360025	0.00130942233792037	0.00631886856677868	0.00283461549762012	0.00533015270139975	0.00174198737681538	0.0194093257170529	0.0119765845663495	0.0145359440534552	0.00907952001601816
A[Del(T):R(5,7)]A	0.055660950023369	0.00472155786702298	0.0495827814802865	0.00413763792755103	0.0073055059363499	0.0185666185418038	0.00314397467393259	0.000999468207267864	0.0242178319964917	0.0114127358607416	0.0019440386430044	0.0152500441701994	0.00253699122625394	0.00698795912973231	0.00569678102173324	0.00336148705525151	0.0470256170622194	0.00648451839032953	0.00725140460084589	0.00295357510957255	0.00939590445427805	0.00855589135518624	0.0041646908229078	0.0015764530463868	0.00797623183306571	0.00673359577138173	0.00646671481774757	0.0121154380571574	0.0385141938611865	0.00741727841060176	0.00565946409910505	0.0134095366374771	0.00927134715625441	0.0498041696871582	0.0220675851680634	0.0427950534826775	0.0281668375928903	0.00534316776920476	0.0543788746188501	0.0409568370151249	0.00387937444213776	0.018804900971549	0.00780584563425526	0.00448653855588022	0.0100313735728259	0.00821037232364728	0.0319010802395493	0.135554580349189	0.00185191816019527	0.0206820307872805	0.00738276834270767	0.0109076879130983	0.00579893292547899	0.124100283692345	0.00377395142780008	0.00480282208548991	0.00779827577232087	0.0516409985824309	0.00614222228659105	0.0116409702596347	0.00639658720454152	0.0122170966269877	0.0140210407292356	0.0322499570686203	0.146177513863385	0.0162023829291485	0.0151406767470206	0.0318847993885861	0.0145736823633854	0.0153308974390911	0.0126017425766685	0.00580455089169984
A[Del(T):R(5,7)]C	0.0314969352216749	0.00251097544908536	0.0207232289774959	0.00334953776961364	0.00711658365543326	0.00312654328232545	0.00361931377696623	0.000379592334642787	0.0440934182250571	0.0112633403170006	0.00289544363769849	0.00979862542812745	0.00377736200109873	0.00198784300954296	0.00252133059230347	0.00263288858245881	0.0390088928970499	0.00338860037649436	0.00459407510433275	0.00153995785727211	0.00752413032617623	0.00898430077218104	0.00217237682919189	0.00469787435634913	0.00605437438633689	0.00352572863230355	0.00411873329740834	0.00736630320096218	0.0244665596068102	0.00531004314611853	0.0123120321877318	0.00658534529473015	0.00673107064695783	0.0244146327935281	0.0140717062929794	0.0281162112850559	0.0142180218775619	0.00197156927997544	0.0240435671443507	0.0266498216484088	0.00253964250583351	0.0104796878613561	0.0345182240707437	0.00172523083863234	0.00502868734049713	0.00510510222632716	0.022449151429532	0.0362636400859589	0.00132308361825782	0.00355403397392794	0.0053972122036247	0.0185982642902419	0.00299099748142068	0.0498111189623756	0.00398247235365727	7.12524470126088e-05	0.00671422395523412	0.0269798862956054	0.0036328679703505	0.00774602452502216	0.00423690253389083	0.0118726299474071	0.0105975247685995	0.0202047456683919	0.0638948104125388	0.010473980471275	0.00840766998406026	0.0259511728595144	0.0139452550215984	0.0105340657503867	0.00955023625491122	0.00187084168946079
A[Del(T):R(5,7)]G	0.0250998118185505	0.00373155029839192	0.0336099832757541	0.00200938663937455	0.00482911414809163	0.0016192343993803	0.00472545829982263	0.000370221787782215	0.0160573545437203	0.00822903331058321	0.00128802287743218	0.0111868360056669	0.00244003248144114	0.00238808502036575	0.00451732009283039	0.00125778704590144	0.0563119227564055	0.000967171075892171	0.00428509122445715	0.00271982206209301	0.00330811333879278	0.00849587588264057	0.0029642404002676	0.00470778623241935	0.00383676157567336	0.00310918386717588	0.00429424369053405	0.00764317531214046	0.0159858350803989	0.00321025403108251	0.00425405099184678	0.00387426634367251	0.00633994618710157	0.024776203076565	0.0167469624256094	0.0216900738197624	0.0188355881716914	0.0017354579812673	0.0334823067924296	0.0209238091464204	0.0037016865855329	0.00789619693232259	0.0111881774394854	0.00191773579942998	0.00539214446101156	0.00540307883957588	0.0117932919727539	0.0581112451296146	0.00111650762531351	0.00365297772805338	0.00238495816135211	0.0136244573709871	0.000545052453178931	0.0812302694531392	0.00223262858213965	0.0113971342672968	0.00446536981217717	0.0341149833285489	0.00422667037032285	0.00683171586336018	0.00384484459234329	0.00475603589042653	0.00533171865341646	0.012235328400452	0.0622281704235275	0.00731898991333427	0.0089953616432266	0.0152164801206634	0.00931971887821473	0.0092683428194974	0.00773413799561966	0.00464987931744903
C[Del(T):R(5,7)]A	0.0220921993505509	0.00595810476714422	0.0278265025148597	0.00215018329525176	0.0024465611225125	0.00628581525469591	0.00759468067631961	0.000394982747971362	0.0120845019683998	0.0102619295266291	0.00256561440876869	0.00607225201779807	0.00548138708667541	0.00235514823787973	0.00155164001346496	0.00191324030936709	0.00099241878497556	0.00294658375433303	0.00338644580440104	0.00160583915364448	0.00257519629604096	0.00268048486830252	0.00203377785264001	0.00137979990414971	0.00469440482100743	0.00310889248980445	0.00294847188342334	0.00268477881823043	0.0142319456960011	0.00276750223059105	0.00407756478367725	0.00500087293136062	0.00592762336032996	0.0159626497087337	0.0126317091928237	0.0167433539902934	0.0139461314204476	0.00109766408529279	0.0290958509183286	0.0169457931887376	0.00253015431931577	0.0104777494454267	0.00760365041408788	0.00242770145005914	0.00482090755980359	0.00583155312621711	0.0177410837699539	0.0319865998664374	0.00112714510173179	0.0086026090940662	0.00262947032712846	0.00144612950346891	0.00315102913343746	0.0685898308248602	0.00173809124957345	0.00347549078685502	0.00623394298938767	0.0277387838353333	0.0019537140579596	0.00384548388603633	0.00401775240282751	0.00458784751334745	0.00800163820267023	0.0135493602342349	0.0250992820909992	0.00662797451578841	0.00495452202100404	0.0109510733299699	0.0129274107330638	0.00585614340759836	0.00695323754123651	0.00265658349889218
C[Del(T):R(5,7)]C	0.017451914568582	0.00501516316483797	0.0226669549773904	0.00105382404846529	0.00190650317760013	0.00219286144140886	0.00481037925701581	3.91859232351171e-06	0.0606355472819482	0.00327346249475082	0.00130176576197092	0.00615371667520368	0.00124481842368941	0.00343394807153215	0.00118143995818993	0.00127675927065143	0.00165479216063806	0.00952635758397916	0.00311160782263222	0.000789667869333931	0.00289055892432852	0.00555736057417071	0.0028651274360815	0.00184203724492636	0.00264837597148838	0.00197956582981767	0.00164670464927288	0.00252828689877701	0.0104912060488033	0.00245095953459539	0.00311827223716699	0.00439206536598289	0.00455183309507364	0.0137608165920951	0.0116237860940515	0.0158116779241036	0.0140094644285997	0.000280665375036033	0.0254193582871158	0.0152343562791397	0.00254266147427097	0.00728617743931379	0.0432656141065894	0.00147197296816361	0.00288285139148238	0.00618684537273046	0.00543711131113535	0.0195521168148201	0.000353981023311935	0.00228236380658198	0.00800283013588329	0.00891067871623658	0.00585562310479121	0.0553710935982115	0.00395685332095973	0.00329104873830238	0.00444812344909657	0.0271390494985563	0.00196523878861477	0.00500049401558658	0.00213343794623188	0.0015167242305245	0.00464841663612849	0.0118300182774939	0.0147866222743391	0.00601782706207275	0.00506352136409214	0.0160470308282774	0.0127558370287145	0.00545125126025686	0.00773765853866563	0.000753511229211414
C[Del(T):R(5,7)]G	0.0148975168139541	0.00516868255032504	0.0264722599256856	0.000520998357399259	0.00070652325491455	0.000840118233940487	0.00430216515597324	0.000410429952493031	0.0105720657400053	0.00454615809458643	0.00121069845478649	0.00551223064920955	0.000646217214483575	0.00163811207901443	0.00161625903458953	0.00209282144011269	0.000345749127542268	0.00166720266013164	0.00283691583282681	0.00121987484383754	0.00139017544812108	0.00197803572915976	0.0017789035620851	0.00117915412641118	0.00203565292144643	0.00114668442625621	0.000548262396318184	0.00397993175768779	0.0094213601069079	0.00311227772180164	0.00280949280549639	0.00336724037922938	0.00342209754556894	0.00994988724224362	0.0126538755343914	0.0129092952761935	0.0118385988536657	0.000364759810192359	0.0252253854781116	0.0129531258446538	0.00144599962530289	0.00456423888023974	0.00524982923749088	0.00106340016337392	0.00250224871643511	0.00493509752505047	0.00281706208696613	0.0203858939878487	5.12878327310021e-06	0.0017892856555688	0.00350473466019229	0.0048390118217241	0.00152413909171703	0.0644722459275979	0.00122105877371339	0.00160134785200337	0.0031173943207035	0.0243094305441211	0.00174238578690192	0.0043840657798695	0.00340069391530803	0.00385522074055216	0.006188167666976	0.00993972970811422	0.0149697408915438	0.0043892749379878	0.00446807180745245	0.00666325091726839	0.0100774222827276	0.00428904009482162	0.00568917005803718	0.00225820469707725
G[Del(T):R(5,7)]A	0.0124129302938162	0.00193731325260871	0.0174021570937369	0.000585023715167729	0.00135202977784069	0.00507043761983387	0.00298512956705128	0.000183321971308635	0.0528167208094732	0.00356164875215367	0.00195082729681269	0.00508740589672963	0.000911454061464728	0.00132809160868391	0.00131516289957429	0.00156111361939109	0.0014078784382232	0.00292214512575912	0.00257484403719103	0.0015525930720535	0.000893241880945198	0.00297004405543006	0.00302166098939339	0.00316236589265477	0.00328254999987555	0.00296919785287345	0.0014658356393647	0.00223620126617503	0.00842005926488753	0.00228436601956833	0.00383393190699205	0.00386779818242289	0.00387302363643398	0.00904474610646074	0.0130603162456092	0.0089201525062474	0.0106633205364003	0.00090671578443849	0.0225293105582159	0.00930487685635831	0.00207946545972334	0.00482474707027071	0.043542980360983	0.00288181306277946	0.00399273790194281	0.00469901832687067	0.00453740246545336	0.0418555406906715	0.000552009044134415	0.00607927568382522	0.00430004222898721	0.00738029173056403	0.00135879273538973	0.0506676445239471	0.000809286196085293	0.0017393740207878	0.00342907572993457	0.0196039356621438	0.00216440607467831	0.00447980616936118	0.00197443488898938	0.00202093762587382	0.00452983266189247	0.0137666866293295	0.0175007236203234	0.00410505882478636	0.00436440933233007	0.00699266569960549	0.00899078474810838	0.00861120514935713	0.00626374743695699	0.00324712057846386
G[Del(T):R(5,7)]C	0.0111590316718293	0.00170370331733017	0.0124596132026528	0.000507210529442371	0.00269865376011373	0.00189155938743077	0.00318253695215883	0.000190023332093771	0.0427716194570975	0.00390431732408853	0.00127494230058205	0.00407125577553581	0.00167126945996805	0.0010840228380284	0.00195489593676379	0.000415030012644195	0.000821686260465284	0.00253653204469404	0.00375184746746687	0.000869586311136956	0.00295435841909968	0.00536251652713456	0.00263429461903047	0.00316848370874585	0.00275090827871491	0.000892717828051428	0.00161769164850387	0.00186394759801562	0.00586106008971962	0.00203774204115501	0.00101462902084728	0.00399496569381375	0.00388647069249868	0.0107138034637456	0.00861935794501948	0.00948287373926532	0.00888162321573335	0.00029103285712085	0.0161162377228314	0.00972536562332841	0.00109096893705744	0.00395451760506624	0.0394670736102516	0.00107820027595138	0.00165836528312565	0.00436840374505161	0.00327645381695668	0.01666041699789	0.000367705267440879	0.00196558606363523	0.0046200300435683	0.00670077594785238	0.00169893381126304	0.0335749143689795	0.000598059992469804	4.92659776487181e-05	0.00277081896355024	0.0178286929384411	0.00228047329661529	0.00413212627130034	0.00328364554580063	0.00229413870638302	0.00371497943412892	0.00852744527841056	0.0105776726317727	0.00345306537502026	0.00501202588974734	0.00836698010817087	0.00762349912269363	0.00667805460367345	0.00595541800194894	0.00215422796225799
G[Del(T):R(5,7)]G	0.0095049222402543	0.0025715467727819	0.0146607968003735	0.000442265474018603	0.00256332709709481	0.00137967111896884	0.0019694044051406	0.000856354400670045	0.0367660044509863	0.00256660085982968	0.00744003342004597	0.00486702712816718	0.00151931684532349	0.00112216459380509	0.00212279597095574	0.00144531525775309	0.00087568621341582	0.00330136522431973	0.00105923657979826	0.00160170576679755	0.00111103889014286	0.0041455790780288	0.00230418336059124	0.00310479166622304	0.00228497562119475	0.00247390835311699	0.00120328053720481	0.00405150287225693	0.0078447608938177	0.00222479682399075	0.00232003645159287	0.00403282282487338	0.00403501809167403	0.0098894294915992	0.016157190210181	0.00822227718134076	0.00786693249906538	0.000297667729332262	0.0169038430812475	0.00873941109913352	0.00264987798192138	0.00351321485238143	0.030113795941131	0.00130513533547232	0.00210338369916935	0.00369753585667932	0.0027136497745519	0.0265997705848093	0.000758727503280759	0.00188148272131659	0.00590647188617484	0.00375058289106827	0.00293312625670612	0.03753408560029	0.0018855419690146	0.00154353158071314	0.00386391370186573	0.0157353201450244	0.00301928921128574	0.00271227459076832	0.00401943539889712	0.00244759325793432	0.00444688311140911	0.00457364874910286	0.0090513562237543	0.00323240008600688	0.00464880077660972	0.00704614649053411	0.00742875398566057	0.00758518267086102	0.00590457640960154	0.00243003121840755
A[Del(T):R(8,)]A	0.111750108992926	0.000855880058812912	0.096718778047139	0.00231283558947842	0.0101518706893868	0.00269669548053626	0.00841298795998581	0.000410145996527559	0.0406994746159472	0.0102166270181344	0.00159814845262571	0.00087977467394633	0.00721780152089707	0.00644028294475223	0.00173509535294069	0.00384616739371618	0.00731882378314211	0.00636145347711848	0.000824189518721109	0.000259136806765455	0.0164387175868307	0.0158331283191386	0.00143130687929153	0.00136810507338996	0.00612132586593518	0.00341041603756037	0.00267270000121211	0.0193307243425476	0.0671161289587845	0.00266798663327321	0.00400841800163133	0.0187485278308159	0.00395269388839373	0.0881190665866976	0.00621283827589148	0.0606623996144829	0.0734852975344322	0.00313509178693289	0.0977970401069001	0.0720313692904651	0.00978715064928523	0.040743236382218	0.00795711002096587	0.00164170852499594	0.000995480202740491	0.000252814625960985	0.0170985848911878	0.0528473311502901	0.00108369291011247	0.00283526988618636	0.00174098368924208	0.00952185481878974	0.00419566379180532	0.018919152597515	0.00147530778918328	0.00648071542342683	0.00510118285051531	0.06831732171727	0.000977017732395308	0.000553582025385769	0.00120474468649089	0.0115957551809573	0.00221272893716086	0.0256387309535907	0.0139342578904661	0.0193237019282991	0.00214436061732859	0.0176117099627655	0.00795564743359945	0.00752666887818336	0.00287185548550355	0.00164346156873077
A[Del(T):R(8,)]C	0.0751669736144554	0.000554958989313473	0.0573022931539612	0.00226459564733807	0.00683797574863689	0.000920588301298959	0.00847725842369621	0.000632540308685123	0.0924710344566354	0.0111459581040612	0.0029830338295177	0.00115725017513184	0.00412448791210148	0.00672935129396117	0.00106585248996534	0.0020868576939455	0.00391710778280937	0.00466786523465021	0.0017340114346421	0.000288876414947434	0.0147546948589368	0.0254956451788331	0.0016126541330504	0.00596868164882647	0.00563187153680676	0.00216826389682227	0.00341411799096634	0.0118849520426937	0.0513390662535199	0.00272322579908822	0.00709392647430273	0.008718865038019	0.00444125179005046	0.0552389372379543	0.00635044662928431	0.0468118086054836	0.0439753314390523	0.00126253156546386	0.0606393676001673	0.0568454250723585	0.00821564819322502	0.022192238075648	0.0752254551957651	0.000577342386908338	0.00125080220792362	0.000271519352703789	0.00668221019019643	0.0166991922653148	0.0012987218977106	0.00096645735353803	0.00047640486737556	0.00243137395408299	0.0011160879052093	0.00444002086976102	0.00257381277106478	0.0122130765748012	0.00468972684828684	0.0507994071490645	0.0012317687222562	0.000805304490250795	0.00197928352052324	0.00938732278593348	0.00241496304929987	0.0140832770355782	0.0123794779308697	0.0151346116691567	0.0046796909925173	0.0210474175556448	0.0109807292995788	0.00744778428070419	0.00294806286553955	0.00191443023784733
