MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	7.57E-04	3.80E-05	1.66E-03	1.21E-03	7.45E-04	8.39E-04	1.33E-03
1:Del:C:1	3.88E-04	1.88E-05	7.70E-04	5.51E-04	4.43E-04	4.12E-04	8.72E-04
1:Del:C:2	2.64E-04	2.10E-05	4.65E-04	3.32E-04	2.78E-04	3.24E-04	5.69E-04
1:Del:C:3	1.22E-04	2.61E-05	2.22E-04	2.08E-04	2.14E-04	2.05E-04	4.45E-04
1:Del:C:4	1.26E-04	2.82E-05	2.04E-04	2.06E-04	1.86E-04	2.04E-04	2.16E-04
1:Del:C:5	8.19E-05	8.06E-05	1.56E-04	1.43E-04	1.90E-04	2.22E-04	3.20E-04
1:Del:T:0	3.23E-04	4.14E-05	5.33E-04	6.15E-04	4.80E-04	5.44E-04	9.32E-04
1:Del:T:1	2.49E-04	2.32E-05	4.63E-04	5.62E-04	3.82E-04	3.45E-04	7.33E-04
1:Del:T:2	3.23E-04	4.86E-05	5.48E-04	5.07E-04	3.75E-04	4.23E-04	6.99E-04
1:Del:T:3	4.20E-04	6.81E-05	8.18E-04	5.98E-04	2.30E-04	5.32E-04	3.86E-04
1:Del:T:4	3.13E-04	8.26E-05	6.40E-04	4.36E-04	2.84E-05	4.72E-04	5.07E-04
1:Del:T:5	5.86E-04	7.06E-04	5.98E-04	6.71E-04	7.04E-47	3.55E-03	1.62E-46
1:Ins:C:0	7.73E-04	6.15E-05	3.28E-04	1.36E-04	7.37E-04	3.31E-04	1.93E-03
1:Ins:C:1	3.29E-04	2.21E-05	1.81E-04	1.01E-04	2.72E-04	1.02E-04	6.92E-04
1:Ins:C:2	1.06E-04	1.88E-05	9.65E-05	9.05E-05	1.17E-04	1.33E-04	2.27E-04
1:Ins:C:3	9.28E-05	3.60E-05	9.49E-05	4.10E-05	1.33E-04	4.72E-05	3.04E-04
1:Ins:C:4	3.40E-05	6.62E-05	8.27E-05	3.05E-05	1.04E-04	1.76E-05	1.70E-04
1:Ins:C:5	1.47E-04	1.77E-04	2.83E-05	3.43E-05	3.09E-04	2.11E-04	5.49E-04
1:Ins:T:0	7.56E-04	6.14E-05	3.10E-04	2.60E-04	5.47E-04	3.21E-04	1.41E-03
1:Ins:T:1	4.37E-04	4.01E-05	3.45E-04	4.56E-04	3.56E-04	1.11E-04	8.54E-04
1:Ins:T:2	1.73E-04	6.44E-05	2.31E-04	2.00E-04	2.39E-04	1.71E-04	4.27E-04
1:Ins:T:3	1.21E-04	5.56E-05	1.75E-04	1.48E-04	1.70E-04	1.65E-04	3.24E-04
1:Ins:T:4	7.07E-05	1.05E-04	1.71E-04	1.37E-04	9.41E-05	1.91E-04	3.57E-04
1:Ins:T:5	2.84E-04	8.40E-04	2.32E-03	1.41E-03	2.06E-03	3.30E-03	6.57E-03
2:Del:R:0	4.33E-04	1.07E-05	3.56E-04	1.60E-04	3.46E-04	3.02E-04	7.23E-04
2:Del:R:1	4.14E-04	2.64E-05	4.37E-04	4.46E-04	3.58E-04	3.31E-04	6.85E-04
2:Del:R:2	1.23E-04	1.33E-05	2.02E-04	1.56E-04	1.61E-04	1.81E-04	4.01E-04
2:Del:R:3	1.45E-04	1.72E-05	7.69E-05	3.69E-05	1.20E-04	1.30E-04	2.36E-04
2:Del:R:4	2.72E-05	2.34E-05	7.65E-05	1.84E-05	8.63E-05	1.20E-04	1.33E-04
2:Del:R:5	1.95E-04	4.47E-05	3.81E-05	9.95E-05	2.43E-04	1.47E-04	7.47E-04
3:Del:R:0	2.52E-04	2.35E-06	2.19E-04	1.38E-04	1.84E-04	1.61E-04	3.55E-04
3:Del:R:1	2.37E-04	2.69E-05	5.12E-04	2.81E-04	3.13E-04	3.89E-04	1.08E-03
3:Del:R:2	2.60E-05	1.16E-05	2.17E-04	1.02E-04	9.51E-05	1.57E-04	4.17E-04
3:Del:R:3	5.25E-05	2.78E-06	6.08E-05	2.12E-05	8.71E-05	7.91E-05	1.40E-04
3:Del:R:4	8.84E-06	1.23E-10	2.70E-05	3.00E-05	2.50E-05	3.06E-05	9.99E-05
3:Del:R:5	2.39E-05	2.00E-10	3.73E-05	2.20E-05	1.31E-05	7.57E-06	1.03E-04
4:Del:R:0	1.83E-04	5.35E-06	1.80E-04	1.74E-04	1.84E-04	5.95E-05	3.70E-04
4:Del:R:1	1.82E-04	9.78E-06	4.14E-04	3.06E-04	2.48E-04	3.34E-04	6.67E-04
4:Del:R:2	5.37E-05	7.99E-06	1.50E-04	3.72E-05	1.46E-04	1.28E-04	2.89E-04
4:Del:R:3	1.72E-04	1.11E-10	5.51E-05	3.46E-05	9.56E-05	6.24E-05	2.49E-04
4:Del:R:4	7.96E-07	6.39E-06	5.69E-05	2.34E-05	2.56E-05	2.98E-05	1.05E-04
4:Del:R:5	1.25E-05	5.54E-11	2.33E-05	8.47E-06	3.54E-05	4.08E-05	7.80E-05
5:Del:R:0	2.76E-03	2.62E-05	6.15E-04	3.12E-03	1.20E-03	4.42E-47	1.34E-03
