Samples	ID83A	ID83B
SP85623	3.39E-01	3.39E-01
SP85491	3.43E-01	3.44E-01
SP87582	2.97E-01	2.97E-01
SP89090	3.31E-01	3.32E-01
SP85511	6.12E-01	6.12E-01
SP85952	1.82E-01	1.82E-01
SP85840	3.48E-01	3.48E-01
SP87675	4.70E-01	4.70E-01
SP85836	3.70E-01	3.70E-01
SP120767	4.78E-01	4.78E-01
SP105708	4.44E-01	4.45E-01
SP85818	0.00E+00	0.00E+00
SP105922	2.04E-01	2.03E-01
SP86118	5.04E-01	5.04E-01
SP86306	7.50E-01	7.51E-01
SP87099	5.84E-01	5.85E-01
SP87434	5.37E-01	5.37E-01
SP85864	3.38E-01	3.39E-01
SP105807	4.37E-01	4.39E-01
SP89291	3.66E-01	3.66E-01
SP88050	3.53E-01	3.53E-01
SP88593	3.34E-01	3.34E-01
SP88158	1.95E-01	1.97E-01
SP87534	9.36E-01	9.36E-01
SP88776	2.05E-01	2.05E-01
SP85725	3.94E-01	3.94E-01
SP86660	5.41E-01	5.41E-01
SP87903	8.61E-02	8.61E-02
SP88098	4.75E-01	4.75E-01
SP85487	1.51E+00	1.51E+00
SP105759	4.32E-01	4.32E-01
SP86775	0.00E+00	0.00E+00
SP88322	4.83E-01	4.84E-01
SP85582	3.10E-01	3.10E-01
SP87446	8.04E-01	8.05E-01
SP87337	2.35E-01	2.35E-01
SP86929	6.32E-01	6.33E-01
SP86130	3.63E-01	3.63E-01
SP86425	7.27E-01	7.27E-01
SP85495	2.34E-01	2.34E-01
SP85787	0.00E+00	0.00E+00
SP86836	1.42E-01	1.42E-01
SP89245	3.80E-01	3.80E-01
SP86989	5.47E-01	5.47E-01
SP88757	0.00E+00	0.00E+00
SP85733	3.12E-01	3.12E-01
SP85737	0.00E+00	0.00E+00
SP85647	2.40E-01	2.40E-01
CPCT02011098T	1.31E+00	1.31E+00
WIDE01010618T	4.45E+00	4.45E+00
WIDE01010310T	3.07E+00	3.07E+00
CPCT02080230T	2.99E+00	2.99E+00
CPCT02010914T	2.58E+00	2.58E+00
DRUP01010057T	3.16E+00	3.16E+00
CPCT02010635T	5.38E+00	5.38E+00
WIDE01010556T	0.00E+00	0.00E+00
WIDE01010540T	3.28E+00	3.28E+00
