Samples	ID83A	ID83B
SP85623	64	4
SP85491	98	0
SP87582	60	3
SP89090	65	7
SP85511	143	14
SP85952	54	1
SP85840	91	1
SP87675	55	12
SP85836	155	0
SP120767	138	0
SP105708	83	13
SP85818	2	0
SP105922	61	0
SP86118	84	10
SP86306	131	28
SP87099	81	22
SP87434	62	8
SP85864	18	6
SP105807	96	8
SP89291	47	5
SP88050	35	7
SP88593	72	0
SP88158	28	1
SP87534	158	27
SP88776	103	0
SP85725	77	7
SP86660	150	12
SP87903	48	0
SP88098	109	12
SP85487	177	64
SP105759	48	12
SP86775	20	0
SP88322	82	11
SP85582	79	8
SP87446	164	37
SP87337	40	0
SP86929	140	17
SP86130	65	8
SP86425	109	27
SP85495	27	2
SP85787	41	0
SP86836	16	0
SP89245	25	7
SP86989	144	7
SP88757	59	0
SP85733	99	0
SP85737	25	0
SP85647	67	0
CPCT02011098T	143	45
WIDE01010618T	558	458
WIDE01010310T	186	571
CPCT02080230T	300	89
CPCT02010914T	197	33
DRUP01010057T	502	199
CPCT02010635T	590	159
WIDE01010556T	0	3926
WIDE01010540T	344	167
